query_id,case_name,stage,frame,start_frame,end_frame,time,query_type,input_image_path,input_render_path,highlight_layer,question,choices,hoi_profile_source,object_part_choices,contact_relation_choices,gate_policy,evidence_sha256,visual_factor_roles,contact_factor_roles,candidate_a_role,candidate_b_role,semantic_predicate,subject_entity,object_entity
stage1:keypart_identity_check:00001-00001,pingpong_wall,stage1,1,1,1,0.000000,keypart_identity_check,samples_known_object/14_pingpong_wall/results/final_full_4d_hoi/vlm/stage1/evidence/frame00001_keypart_identity_check.png,samples_known_object/14_pingpong_wall/results/final_full_4d_hoi/vlm/stage1/evidence/frame00001_keypart_identity_check.png,semantic_part_overlay,Which single physical white ping-pong ball part is highlighted?,physical_ball_candidate|duplicate_generation_artifact|motion_blur_streak|background|unclear,case_config,physical_ball_candidate|duplicate_generation_artifact|motion_blur_streak|background|unclear,paddle_face|practice_wall|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss,e9d1981f8bc552b70f21dfaf3982554e317b898b112839a42419b38edd942bc9,point_reprojection|line_reprojection|mask_silhouette|metric_depth|depth_order,contact_distance|contact_relative_velocity|local_anchor_constancy,,,,,
stage1:keypart_identity_check:00121-00121,pingpong_wall,stage1,121,121,121,5.000000,keypart_identity_check,samples_known_object/14_pingpong_wall/results/final_full_4d_hoi/vlm/stage1/evidence/frame00121_keypart_identity_check.png,samples_known_object/14_pingpong_wall/results/final_full_4d_hoi/vlm/stage1/evidence/frame00121_keypart_identity_check.png,semantic_part_overlay,Which single physical white ping-pong ball part is highlighted?,physical_ball_candidate|duplicate_generation_artifact|motion_blur_streak|background|unclear,case_config,physical_ball_candidate|duplicate_generation_artifact|motion_blur_streak|background|unclear,paddle_face|practice_wall|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss,c871306252809dfb9b9fc3eab2d3b5d831676e09edc0f48aece1571b589a8882,point_reprojection|line_reprojection|mask_silhouette|metric_depth|depth_order,contact_distance|contact_relative_velocity|local_anchor_constancy,,,,,
stage1:keypart_identity_check:00240-00240,pingpong_wall,stage1,240,240,240,9.958333,keypart_identity_check,samples_known_object/14_pingpong_wall/results/final_full_4d_hoi/vlm/stage1/evidence/frame00240_keypart_identity_check.png,samples_known_object/14_pingpong_wall/results/final_full_4d_hoi/vlm/stage1/evidence/frame00240_keypart_identity_check.png,semantic_part_overlay,Which single physical white ping-pong ball part is highlighted?,physical_ball_candidate|duplicate_generation_artifact|motion_blur_streak|background|unclear,case_config,physical_ball_candidate|duplicate_generation_artifact|motion_blur_streak|background|unclear,paddle_face|practice_wall|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss,bfee880335e02bfdf87e2bf0b26120841ad4c7182fd569534ba81c8a8494722b,point_reprojection|line_reprojection|mask_silhouette|metric_depth|depth_order,contact_distance|contact_relative_velocity|local_anchor_constancy,,,,,
stage1:track_stability_check:00001-00001,pingpong_wall,stage1,1,1,1,0.000000,track_stability_check,samples_known_object/14_pingpong_wall/results/final_full_4d_hoi/vlm/stage1/evidence/frame00001_track_stability_check.png,samples_known_object/14_pingpong_wall/results/final_full_4d_hoi/vlm/stage1/evidence/frame00001_track_stability_check.png,"track_triplet_overlay:same_ball_from_previous_frame,same_ball_to_next_frame,event_consistent_candidate,unclear",Is the highlighted reference point or part stable and visually trackable across neighboring frames?,stable|unstable_due_to_occlusion|unstable_not_real_part|wrong_part|unclear,case_config,physical_ball_candidate|duplicate_generation_artifact|motion_blur_streak|background|unclear,paddle_face|practice_wall|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss,e9d1981f8bc552b70f21dfaf3982554e317b898b112839a42419b38edd942bc9,point_reprojection|line_reprojection|mask_silhouette|metric_depth|depth_order,contact_distance|contact_relative_velocity|local_anchor_constancy,,,,,
stage1:track_stability_check:00121-00121,pingpong_wall,stage1,121,121,121,5.000000,track_stability_check,samples_known_object/14_pingpong_wall/results/final_full_4d_hoi/vlm/stage1/evidence/frame00121_track_stability_check.png,samples_known_object/14_pingpong_wall/results/final_full_4d_hoi/vlm/stage1/evidence/frame00121_track_stability_check.png,"track_triplet_overlay:same_ball_from_previous_frame,same_ball_to_next_frame,event_consistent_candidate,unclear",Is the highlighted reference point or part stable and visually trackable across neighboring frames?,stable|unstable_due_to_occlusion|unstable_not_real_part|wrong_part|unclear,case_config,physical_ball_candidate|duplicate_generation_artifact|motion_blur_streak|background|unclear,paddle_face|practice_wall|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss,c871306252809dfb9b9fc3eab2d3b5d831676e09edc0f48aece1571b589a8882,point_reprojection|line_reprojection|mask_silhouette|metric_depth|depth_order,contact_distance|contact_relative_velocity|local_anchor_constancy,,,,,
stage1:track_stability_check:00240-00240,pingpong_wall,stage1,240,240,240,9.958333,track_stability_check,samples_known_object/14_pingpong_wall/results/final_full_4d_hoi/vlm/stage1/evidence/frame00240_track_stability_check.png,samples_known_object/14_pingpong_wall/results/final_full_4d_hoi/vlm/stage1/evidence/frame00240_track_stability_check.png,"track_triplet_overlay:same_ball_from_previous_frame,same_ball_to_next_frame,event_consistent_candidate,unclear",Is the highlighted reference point or part stable and visually trackable across neighboring frames?,stable|unstable_due_to_occlusion|unstable_not_real_part|wrong_part|unclear,case_config,physical_ball_candidate|duplicate_generation_artifact|motion_blur_streak|background|unclear,paddle_face|practice_wall|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss,bfee880335e02bfdf87e2bf0b26120841ad4c7182fd569534ba81c8a8494722b,point_reprojection|line_reprojection|mask_silhouette|metric_depth|depth_order,contact_distance|contact_relative_velocity|local_anchor_constancy,,,,,
