frame,u_obs,v_obs,u_reproj,v_reproj,error_u,error_v,error_px
1,514.076,390.355,513.988,390.242,-0.088262,-0.113034,0.143411
2,513.419,378.239,513.527,378.384,0.107818,0.145011,0.180702
3,514.522,375.839,514.622,376.004,0.100378,0.164886,0.193036
4,516.141,378.446,516.213,378.538,0.071774,0.092061,0.116734
5,519.269,393.824,519.360,393.976,0.090626,0.151670,0.176683
6,521.670,420.095,521.737,420.088,0.067470,-0.006937,0.067826
7,522.923,462.126,523.004,461.947,0.081205,-0.179174,0.196717
8,524.976,514.434,525.132,514.580,0.156429,0.146432,0.214271
9,529.148,583.961,529.148,583.891,-0.000030,-0.070120,0.070120
10,528.421,601.546,528.527,615.251,0.105597,13.705474,13.705880
11,527.462,557.767,527.527,557.832,0.064539,0.064661,0.091358
12,529.070,517.332,529.095,517.395,0.024940,0.062694,0.067472
13,525.838,485.698,525.984,485.705,0.145908,0.006968,0.146074
14,526.331,459.700,526.435,459.627,0.103682,-0.072707,0.126634
15,527.823,438.871,527.968,438.754,0.144755,-0.116882,0.186052
16,527.348,423.359,527.393,423.361,0.044796,0.001901,0.044836
17,529.287,416.293,529.225,416.242,-0.062385,-0.051411,0.080839
18,530.680,417.553,530.701,417.408,0.021476,-0.144869,0.146452
19,533.560,433.814,533.424,433.747,-0.136169,-0.066858,0.151697
20,534.040,482.778,534.003,482.680,-0.037002,-0.098361,0.105091
21,535.175,540.956,535.207,540.843,0.031859,-0.113289,0.117683
22,539.066,604.311,539.041,604.194,-0.025037,-0.117046,0.119694
23,538.213,600.868,538.262,614.995,0.049146,14.126802,14.126888
24,533.800,545.411,533.795,545.421,-0.005475,0.010429,0.011779
25,528.938,505.726,529.085,505.663,0.147312,-0.062950,0.160198
26,524.993,474.955,525.084,474.842,0.091240,-0.112776,0.145062
27,520.833,452.553,520.971,452.511,0.137761,-0.042440,0.144150
28,519.796,436.642,519.972,436.545,0.176303,-0.097371,0.201404
29,520.589,428.366,520.711,428.196,0.121968,-0.169595,0.208898
30,520.286,424.626,520.430,424.464,0.143896,-0.162228,0.216851
31,521.106,427.299,521.246,427.197,0.140219,-0.101932,0.173354
32,522.738,445.650,522.961,445.517,0.223313,-0.132784,0.259808
33,531.951,474.335,532.063,474.332,0.112332,-0.002992,0.112372
34,527.866,532.374,528.065,532.394,0.198621,0.019913,0.199617
35,532.221,595.727,532.440,595.585,0.219254,-0.141698,0.261056
36,533.267,619.694,533.346,614.061,0.078600,-5.633033,5.633581
37,526.743,573.378,526.876,573.258,0.133357,-0.120465,0.179711
38,522.439,531.462,522.621,531.460,0.182413,-0.001972,0.182424
39,521.798,495.812,521.857,495.792,0.059268,-0.019989,0.062549
40,517.592,468.415,517.758,468.423,0.165654,0.007916,0.165843
41,512.037,447.883,512.236,447.778,0.198875,-0.105240,0.225004
42,510.336,434.589,510.454,434.528,0.117579,-0.061001,0.132461
43,508.005,427.318,508.197,427.251,0.191704,-0.067281,0.203168
44,509.638,424.541,509.884,424.527,0.246352,-0.013624,0.246728
45,515.492,431.106,515.525,431.002,0.032785,-0.104466,0.109489
46,521.052,450.454,521.088,450.264,0.036281,-0.189667,0.193106
47,527.895,485.366,527.867,485.286,-0.027967,-0.079848,0.084604
48,536.808,534.688,536.858,534.575,0.049510,-0.113319,0.123662
49,548.897,592.756,548.920,592.517,0.022644,-0.239394,0.240463
50,555.445,624.880,555.492,614.177,0.046933,-10.703234,10.703337
51,561.590,581.902,561.658,581.925,0.068155,0.023462,0.072081
52,564.316,540.207,564.393,540.017,0.077276,-0.190039,0.205150
53,571.752,505.622,571.679,505.544,-0.073126,-0.077989,0.106909
54,579.247,478.847,579.142,478.842,-0.105397,-0.004669,0.105501
55,582.655,459.220,582.576,459.106,-0.079075,-0.114372,0.139046
56,590.001,444.529,589.900,444.493,-0.100566,-0.036219,0.106890
57,595.282,438.518,595.210,438.411,-0.072240,-0.106607,0.128778
58,602.024,437.688,602.007,437.615,-0.017109,-0.072783,0.074767
59,606.735,446.864,606.709,446.677,-0.025737,-0.186646,0.188413
60,614.211,471.285,614.132,471.070,-0.078790,-0.214804,0.228798
61,618.083,516.286,618.080,516.255,-0.003472,-0.031477,0.031668
62,619.454,576.719,619.517,576.693,0.062521,-0.025848,0.067654
63,620.935,622.173,620.970,615.248,0.034707,-6.924900,6.924987
64,613.193,584.890,613.300,584.765,0.107459,-0.125432,0.165168
65,614.194,537.831,614.183,537.841,-0.011018,0.010478,0.015205
66,610.860,505.848,610.823,505.805,-0.036656,-0.043223,0.056673
67,603.875,480.160,603.870,480.176,-0.005423,0.016268,0.017149
68,599.698,461.189,599.563,461.183,-0.135341,-0.006317,0.135488
69,596.625,449.974,596.478,449.908,-0.147133,-0.066003,0.161259
70,592.364,445.020,592.300,444.971,-0.063916,-0.048879,0.080464
71,589.351,446.269,589.263,446.245,-0.088401,-0.023512,0.091474
72,582.337,460.624,582.399,460.496,0.062092,-0.127552,0.141862
73,576.040,491.129,575.976,491.129,-0.064339,0.000450,0.064340
74,567.917,538.055,567.918,538.072,0.001307,0.016563,0.016615
75,559.457,602.595,559.354,602.550,-0.103198,-0.044683,0.112456
76,548.267,617.725,548.154,614.590,-0.113077,-3.135422,3.137460
77,535.419,573.049,535.310,572.907,-0.109402,-0.141520,0.178876
78,525.723,531.022,525.742,531.050,0.019022,0.027812,0.033695
79,519.381,497.002,519.367,496.961,-0.014008,-0.040693,0.043037
80,513.327,472.308,513.131,472.297,-0.195970,-0.011447,0.196304
81,505.081,454.618,505.083,454.575,0.002153,-0.042508,0.042563
82,503.947,447.231,503.816,447.084,-0.130874,-0.147266,0.197016
83,502.438,449.081,502.257,448.869,-0.180860,-0.211957,0.278632
84,499.349,463.893,499.181,463.794,-0.168292,-0.099321,0.195414
85,492.456,496.093,492.491,495.964,0.035459,-0.128626,0.133424
86,496.503,546.665,496.445,546.648,-0.058245,-0.017274,0.060753
87,493.254,609.215,493.397,609.031,0.143445,-0.184068,0.233361
88,493.822,604.176,493.866,613.871,0.043938,9.694882,9.694981
89,493.930,555.947,493.880,555.827,-0.049883,-0.119923,0.129884
90,494.840,516.461,494.705,516.579,-0.135246,0.117635,0.179247
91,497.092,487.136,496.825,487.118,-0.266734,-0.017917,0.267335
92,497.702,464.992,497.484,464.931,-0.218113,-0.060820,0.226434
93,499.072,452.431,498.924,452.296,-0.148195,-0.135112,0.200542
94,502.272,444.268,501.985,444.137,-0.286736,-0.131137,0.315300
95,503.570,444.514,503.296,444.363,-0.273817,-0.151242,0.312810
96,508.172,453.557,507.985,453.458,-0.186761,-0.099455,0.211591
97,509.149,487.203,509.256,487.188,0.106736,-0.015415,0.107843
98,521.117,545.771,521.165,545.792,0.047961,0.021480,0.052552
99,535.908,614.311,535.896,614.184,-0.011665,-0.127322,0.127855
100,544.560,611.858,544.472,614.002,-0.088409,2.143672,2.145494
101,552.230,571.178,551.907,571.090,-0.323203,-0.088472,0.335093
102,555.017,534.601,554.754,534.497,-0.263277,-0.103729,0.282974
103,561.283,506.441,560.913,506.193,-0.369858,-0.248466,0.445567
104,564.695,486.443,564.419,486.043,-0.275704,-0.400073,0.485872
105,569.602,470.216,569.308,469.824,-0.294348,-0.391712,0.489979
106,573.518,460.789,573.284,460.428,-0.233653,-0.361221,0.430203
107,576.370,458.333,576.289,457.957,-0.080874,-0.376226,0.384820
108,581.543,463.863,581.475,463.601,-0.068099,-0.262360,0.271054
109,587.105,485.174,587.071,484.866,-0.034270,-0.307952,0.309853
110,593.026,526.415,592.935,525.977,-0.090833,-0.438114,0.447431
111,599.609,579.179,599.464,578.876,-0.145374,-0.302584,0.335695
112,602.478,626.350,602.354,614.906,-0.124285,-11.444457,11.445132
113,595.327,597.840,595.307,597.570,-0.020471,-0.269942,0.270717
114,592.297,553.520,592.331,553.267,0.033690,-0.252967,0.255200
115,587.918,515.617,587.952,515.450,0.033846,-0.166928,0.170325
116,584.592,488.236,584.637,488.021,0.044667,-0.214867,0.219460
117,580.695,467.961,580.756,467.782,0.061355,-0.179291,0.189498
118,578.361,455.950,578.441,455.831,0.079780,-0.118501,0.142854
119,577.277,449.699,577.381,449.498,0.104017,-0.200521,0.225894
120,578.407,447.631,578.571,447.460,0.164115,-0.170508,0.236657
121,579.776,453.166,579.833,453.018,0.056942,-0.148027,0.158601
122,581.042,477.177,580.980,477.038,-0.061783,-0.138787,0.151918
123,580.891,519.951,580.900,519.777,0.008897,-0.174232,0.174459
124,579.022,576.362,578.975,576.249,-0.047238,-0.112960,0.122440
125,576.998,625.456,576.788,614.886,-0.209593,-10.570497,10.572574
126,566.935,598.351,566.861,598.032,-0.074138,-0.319385,0.327877
127,558.272,553.177,558.113,552.913,-0.158539,-0.263526,0.307539
128,545.594,515.876,545.743,515.466,0.148963,-0.409917,0.436144
129,538.774,477.491,538.731,477.468,-0.043008,-0.023388,0.048956
130,532.924,457.568,532.945,457.610,0.020596,0.041586,0.046407
131,527.804,450.719,527.711,450.724,-0.092554,0.004802,0.092678
132,522.814,450.563,522.798,450.581,-0.015825,0.018243,0.024150
133,518.675,460.238,518.567,460.345,-0.107715,0.107019,0.151840
134,516.800,491.164,516.535,491.153,-0.264851,-0.010904,0.265075
135,512.280,541.280,512.080,541.100,-0.200206,-0.180225,0.269376
136,509.538,604.936,509.570,604.808,0.032183,-0.127753,0.131744
137,508.614,613.016,508.664,614.237,0.049584,1.220656,1.221662
138,512.004,564.000,511.974,563.966,-0.029831,-0.034393,0.045528
139,515.885,522.839,515.870,522.617,-0.015281,-0.221583,0.222110
140,518.398,490.272,518.397,490.353,-0.000683,0.081248,0.081251
141,523.141,469.296,523.131,469.421,-0.010415,0.124674,0.125108
142,527.441,458.546,527.364,458.493,-0.077407,-0.053287,0.093975
143,535.452,457.535,535.533,457.395,0.080671,-0.140203,0.161755
144,543.944,465.231,543.974,465.103,0.030330,-0.127936,0.131482
145,553.616,488.594,553.674,488.378,0.057903,-0.216051,0.223675
146,566.654,532.252,566.648,532.142,-0.005652,-0.110280,0.110425
147,571.467,588.995,571.603,588.817,0.136127,-0.177841,0.223960
148,580.796,628.922,580.885,615.115,0.088727,-13.807429,13.807714
149,577.982,593.677,578.150,593.395,0.168333,-0.281701,0.328164
150,580.528,556.346,580.665,556.078,0.136593,-0.267607,0.300451
151,581.267,523.941,581.392,523.611,0.124759,-0.329513,0.352340
152,581.900,489.423,582.007,489.358,0.107249,-0.064512,0.125157
153,584.520,465.954,584.528,465.950,0.007674,-0.004359,0.008826
154,587.446,457.765,587.366,457.666,-0.080265,-0.099417,0.127774
155,588.420,456.349,588.342,456.239,-0.078216,-0.110005,0.134977
156,590.390,459.841,590.237,459.722,-0.152771,-0.119107,0.193715
157,592.505,480.364,592.454,480.212,-0.051028,-0.151669,0.160023
158,587.083,524.237,587.041,523.997,-0.041882,-0.240017,0.243643
159,577.278,581.384,577.291,581.152,0.012972,-0.232091,0.232453
160,569.528,629.057,569.647,628.980,0.119494,-0.076703,0.141993
161,557.948,599.012,557.967,613.792,0.019299,14.780236,14.780249
162,543.797,556.276,543.872,556.286,0.075164,0.009913,0.075815
163,531.427,522.347,531.532,522.165,0.105122,-0.181659,0.209882
164,522.969,495.835,522.954,495.533,-0.015447,-0.301713,0.302108
165,513.971,476.173,514.076,475.928,0.105457,-0.245463,0.267158
166,508.962,461.397,508.987,461.062,0.025450,-0.334540,0.335507
167,504.787,452.387,504.776,452.037,-0.010878,-0.349630,0.349799
168,501.852,448.395,501.847,448.078,-0.005280,-0.317425,0.317469
169,497.099,451.027,497.123,450.734,0.023896,-0.293035,0.294008
170,494.618,463.893,494.551,463.805,-0.066859,-0.088489,0.110907
171,492.702,498.023,492.687,497.909,-0.015247,-0.113814,0.114831
172,495.666,551.355,495.722,551.277,0.056431,-0.077948,0.096231
173,503.524,608.459,503.503,608.576,-0.021093,0.116752,0.118642
174,503.426,600.048,503.430,613.870,0.004066,13.821590,13.821590
175,504.331,553.959,504.339,554.090,0.008328,0.130823,0.131088
176,509.804,519.860,509.837,519.835,0.032840,-0.024819,0.041164
177,516.214,486.243,516.267,486.114,0.052797,-0.129050,0.139433
178,522.095,463.304,522.132,463.385,0.036812,0.080737,0.088733
179,529.419,449.649,529.341,449.528,-0.077835,-0.121135,0.143986
180,536.751,443.446,536.652,443.410,-0.098865,-0.035646,0.105095
181,544.016,444.508,543.980,444.482,-0.036405,-0.025624,0.044519
182,553.655,454.480,553.749,454.294,0.094219,-0.186430,0.208886
183,564.328,471.180,564.356,471.022,0.027605,-0.158085,0.160477
184,573.786,503.060,573.822,502.979,0.035944,-0.081263,0.088857
185,581.332,550.507,581.354,550.412,0.022298,-0.095093,0.097672
186,591.976,608.264,591.831,608.531,-0.145442,0.266953,0.304002
187,590.151,607.027,589.968,613.898,-0.183180,6.870898,6.873339
188,577.279,568.848,577.299,568.818,0.020403,-0.029906,0.036202
189,568.766,530.343,568.900,530.277,0.134246,-0.065781,0.149496
190,557.527,503.132,557.684,503.153,0.156751,0.020874,0.158135
191,547.221,481.470,547.412,481.372,0.191318,-0.097926,0.214923
192,541.717,468.395,541.961,468.288,0.243616,-0.106980,0.266070
