frame,time,object_support_v_raw,object_support_v,support_v_raw,support_v,signed_gap,gap,floor_score,proposal_score,confidence_level,is_candidate,floor_contact_state
1,0.000000,86.122,86.122,674.911,674.911,-588.789105,588.789105,0.000000,0.598591,none,0,0
2,0.041667,86.010,86.088,674.911,674.911,-588.822705,588.822705,0.000000,0.798121,none,0,0
3,0.083333,82.807,85.104,674.911,674.911,-589.807125,589.807125,0.000000,0.598591,none,0,0
4,0.125000,82.750,84.398,674.911,674.911,-590.513319,590.513319,0.000000,0.399061,none,0,0
5,0.166667,86.955,85.165,674.911,674.911,-589.746155,589.746155,0.000000,0.439636,none,0,0
6,0.208333,94.886,88.081,674.911,674.911,-586.829840,586.829840,0.000000,0.586182,none,0,0
7,0.250000,106.057,93.474,674.911,674.911,-581.437120,581.437120,0.000000,0.439636,none,0,0
8,0.291667,121.303,101.823,674.911,674.911,-573.088415,573.088415,0.000000,0.493644,none,0,0
9,0.333333,139.853,113.232,674.911,674.911,-561.679322,561.679322,0.000000,0.528208,none,0,0
10,0.375000,156.506,126.214,674.911,674.911,-548.697057,548.697057,0.075754,1.000000,none,0,0
11,0.416667,120.267,124.430,674.911,674.911,-550.481172,550.481172,0.000000,1.000000,none,0,0
12,0.458333,100.953,117.387,674.911,674.911,-557.524252,557.524252,0.000000,0.658905,none,0,0
13,0.500000,77.715,105.485,674.911,674.911,-569.425808,569.425808,0.000000,0.749221,none,0,0
14,0.541667,51.830,89.389,674.911,674.911,-585.522397,585.522397,0.000000,0.998961,none,0,0
15,0.583333,27.841,70.924,674.911,674.911,-603.986709,603.986709,0.000000,0.831676,none,0,0
16,0.625000,21.394,56.065,674.911,674.911,-618.845828,618.845828,0.000000,0.623757,none,0,0
17,0.666667,9.872,42.207,674.911,674.911,-632.703811,632.703811,0.000000,0.415838,none,0,0
18,0.708333,-9.059,26.827,674.911,674.911,-648.083700,648.083700,0.000000,0.000000,none,0,0
19,0.750000,-17.669,13.478,674.911,674.911,-661.432621,661.432621,0.000000,0.180873,none,0,0
20,0.791667,-23.326,2.437,674.911,674.911,-672.473966,672.473966,0.000000,0.000000,none,0,0
21,0.833333,-26.027,-6.102,674.911,674.911,-681.013208,681.013208,0.000000,0.000000,none,0,0
22,0.875000,-25.773,-12.003,674.911,674.911,-686.914477,686.914477,0.000000,0.000000,none,0,0
23,0.916667,-22.564,-15.172,674.911,674.911,-690.082666,690.082666,0.000000,0.000000,none,0,0
24,0.958333,-16.401,-15.540,674.911,674.911,-690.451498,690.451498,0.000000,0.000000,none,0,0
25,1.000000,-7.283,-13.063,674.911,674.911,-687.974280,687.974280,0.000000,0.026647,none,0,0
26,1.041667,4.790,-7.707,674.911,674.911,-682.618327,682.618327,0.000000,0.352779,none,0,0
27,1.083333,23.312,1.599,674.911,674.911,-673.312561,673.312561,0.000000,0.529168,none,0,0
28,1.125000,29.607,10.001,674.911,674.911,-664.910024,664.910024,0.000000,0.705557,none,0,0
29,1.166667,26.707,15.013,674.911,674.911,-659.898248,659.898248,0.000000,0.917711,none,0,0
30,1.208333,56.780,27.543,674.911,674.911,-647.368106,647.368106,0.000000,0.352779,none,0,0
31,1.250000,120.869,55.541,674.911,674.911,-619.370305,619.370305,0.000000,0.322565,none,0,0
