frame,time,proposal_score,anchor_score,floor_score,anchor_contact_state,human_contact_state,floor_contact_state,transition_contact_state,multi_contact_state,confidence_level,contact_part,contact_label,contact_side,anchor_type,min_object_boundary_gap_px,active_part_distance_px,contact_depth_offset_m,object_acceleration,support_surface_type,support_source,signed_support_gap_px,support_conf,active_object_point_id,active_object_u,active_object_v,state_active_part_u,state_active_part_v
1,0.000000,0.598591,0.340858,0.000000,1,1,0,1,0,proposal,hand,left_hand,left,hand,28.194815,28.194815,0.013022,0.000000,floor,gvhmr_floor,-588.789105,0.750000,left,548.489,57.283,552.557,85.183
2,0.041667,0.798121,0.380591,0.000000,1,1,0,1,0,proposal,hand,left_hand,left,hand,29.687083,29.687083,0.013072,0.000000,floor,gvhmr_floor,-588.822705,0.750000,left,548.798,57.155,553.764,86.424
3,0.083333,0.598591,0.339247,0.000000,1,1,0,1,0,proposal,hand,left_hand,left,hand,28.309926,28.309926,0.029345,0.000000,floor,gvhmr_floor,-589.807125,0.750000,bottom,583.266,87.942,555.030,89.982
4,0.125000,0.399061,0.299174,0.000000,1,1,0,1,0,proposal,hand,left_hand,left,hand,26.939792,26.939792,0.036293,0.033712,floor,gvhmr_floor,-590.513319,0.750000,bottom,582.106,87.969,556.530,96.432
5,0.166667,0.439636,0.351596,0.000000,1,1,0,1,0,proposal,hand,left_hand,left,hand,24.384967,24.384967,0.031218,0.054454,floor,gvhmr_floor,-589.746155,0.750000,bottom,580.945,92.359,560.995,106.381
6,0.208333,0.586182,0.430959,0.000000,1,1,0,1,0,proposal,hand,left_hand,left,hand,22.311955,22.311955,-0.026275,0.038721,floor,gvhmr_floor,-586.829840,0.750000,bottom,580.501,100.364,564.461,115.873
7,0.250000,0.439636,0.431085,0.000000,1,1,0,1,0,proposal,hand,left_hand,left,hand,19.862519,19.862519,0.008492,0.000000,floor,gvhmr_floor,-581.437120,0.750000,bottom,579.563,111.470,566.792,126.683
8,0.291667,0.493644,0.493644,0.000000,1,1,0,1,0,soft,hand,left_hand,left,hand,14.041465,14.041465,-0.013647,0.000000,floor,gvhmr_floor,-573.088415,0.750000,bottom,577.793,126.511,566.548,134.921
9,0.333333,0.528208,0.528208,0.000000,1,1,0,1,0,soft,hand,left_hand,left,hand,14.566109,14.566109,0.002849,0.158874,floor,gvhmr_floor,-561.679322,0.750000,bottom,575.911,145.020,562.965,138.343
10,0.375000,1.000000,0.450263,0.075754,1,1,0,1,0,soft,hand,right_hand,right,hand,22.455255,22.455255,-0.066710,1.000000,floor,gvhmr_floor,-548.697057,0.750000,bottom,575.761,160.002,597.463,154.234
11,0.416667,1.000000,0.400701,0.000000,1,1,0,1,0,proposal,hand,right_hand,right,hand,30.000358,30.000358,-0.025055,1.000000,floor,gvhmr_floor,-550.481172,0.750000,right,605.834,121.958,588.762,146.627
12,0.458333,0.658905,0.308036,0.000000,1,1,0,1,0,proposal,hand,right_hand,right,hand,32.260955,32.260955,0.008363,0.521118,floor,gvhmr_floor,-557.524252,0.750000,right,590.762,102.699,580.207,133.185
13,0.500000,0.749221,0.292602,0.000000,1,1,0,1,0,proposal,hand,right_hand,right,hand,36.825935,36.825935,-0.016968,0.456757,floor,gvhmr_floor,-569.425808,0.750000,right,575.339,79.575,575.812,116.398
14,0.541667,0.998961,0.313143,0.000000,1,1,0,1,0,proposal,hand,right_hand,right,hand,49.035475,49.035475,0.067258,0.657202,floor,gvhmr_floor,-585.522397,0.750000,right,567.422,53.832,576.845,101.954
15,0.583333,0.831676,0.250988,0.000000,1,1,0,1,0,proposal,hand,left_hand,left,hand,61.909240,61.909240,0.297489,0.707643,floor,gvhmr_floor,-603.986709,0.750000,right,567.000,27.841,522.373,70.750
16,0.625000,0.623757,0.203422,0.000000,1,1,0,1,0,none,hand,left_hand,left,hand,47.753124,47.753124,0.020537,0.000000,floor,gvhmr_floor,-618.845828,0.750000,grid_10_09,551.718,24.230,527.700,65.503
17,0.666667,0.415838,0.124751,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,inf,inf,2.974980,0.000000,floor,gvhmr_floor,-632.703811,0.750000,,,,535.527,67.158
18,0.708333,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,inf,inf,0.172517,0.000000,floor,gvhmr_floor,-648.083700,0.750000,,,,542.497,73.103
19,0.750000,0.180873,0.000000,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,inf,inf,0.078263,0.180873,floor,gvhmr_floor,-661.432621,0.750000,,,,548.861,82.815
20,0.791667,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,inf,inf,0.035848,0.000000,floor,gvhmr_floor,-672.473966,0.750000,,,,554.196,94.719
21,0.833333,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,inf,inf,0.016761,0.000000,floor,gvhmr_floor,-681.013208,0.750000,,,,557.496,105.261
22,0.875000,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,inf,inf,0.008172,0.000000,floor,gvhmr_floor,-686.914477,0.750000,,,,559.896,114.601
23,0.916667,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,inf,inf,0.004307,0.000000,floor,gvhmr_floor,-690.082666,0.750000,,,,562.654,123.903
24,0.958333,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,inf,inf,0.002568,0.000000,floor,gvhmr_floor,-690.451498,0.750000,,,,564.402,130.783
25,1.000000,0.026647,0.000000,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,inf,inf,0.001156,0.026647,floor,gvhmr_floor,-687.974280,0.750000,,,,565.465,136.566
26,1.041667,0.352779,0.105834,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,inf,inf,2.700545,0.000000,floor,gvhmr_floor,-682.618327,0.750000,,,,566.427,141.099
27,1.083333,0.529168,0.158750,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,inf,inf,2.673126,0.000000,floor,gvhmr_floor,-673.312561,0.750000,,,,566.941,144.572
28,1.125000,0.705557,0.211667,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,118.418358,118.418358,-0.180466,0.149802,floor,gvhmr_floor,-664.910024,0.750000,grid_10_09,587.243,30.904,567.137,147.603
29,1.166667,0.917711,0.158750,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,129.730150,129.730150,0.002637,0.917711,floor,gvhmr_floor,-659.898248,0.750000,right,603.434,26.707,567.457,151.349
30,1.208333,0.352779,0.105834,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,102.083635,102.083635,-0.025887,0.350181,floor,gvhmr_floor,-647.368106,0.750000,left,551.888,56.064,567.734,156.910
31,1.250000,0.322565,0.150896,0.000000,1,1,0,1,0,none,hand,left_hand,left,hand,38.761418,38.761418,-0.129761,0.000000,floor,gvhmr_floor,-619.370305,0.750000,bottom,584.122,125.914,567.717,161.033
32,1.291667,1.000000,0.475307,0.094696,1,1,0,1,0,soft,hand,left_hand,left,hand,18.429532,18.429532,-0.350427,1.000000,floor,gvhmr_floor,-588.107245,0.750000,bottom,582.196,165.197,564.251,160.998
33,1.333333,1.000000,0.625894,0.186433,1,1,0,1,0,soft,hand,left_hand,left,hand,14.287070,14.287070,-0.112718,1.000000,floor,gvhmr_floor,-561.508603,0.750000,left,555.899,141.191,559.097,155.115
34,1.375000,1.000000,0.613413,0.088608,1,1,0,1,0,soft,hand,left_hand,left,hand,19.054820,19.054820,-0.090760,1.000000,floor,gvhmr_floor,-547.916954,0.750000,left,553.054,123.711,549.817,142.489
35,1.416667,0.748369,0.452108,0.000000,1,1,0,1,0,soft,hand,right_hand,right,hand,23.911442,23.911442,-0.055996,0.014899,floor,gvhmr_floor,-546.366899,0.750000,bottom,572.295,136.304,595.330,142.717
36,1.458333,0.595927,0.336524,0.000000,1,1,0,1,0,proposal,hand,left_hand,left,hand,28.448330,28.448330,-0.278810,0.000000,floor,gvhmr_floor,-554.041861,0.750000,bottom,563.846,106.970,535.552,104.009
37,1.500000,0.794569,0.389208,0.000000,1,1,0,1,0,proposal,hand,left_hand,left,hand,28.953894,28.953894,-0.061135,0.739959,floor,gvhmr_floor,-568.493834,0.750000,bottom,558.275,76.607,530.004,82.856
38,1.541667,0.815935,0.296152,0.000000,1,1,0,1,0,proposal,hand,left_hand,left,hand,31.636535,31.636535,0.149786,0.815935,floor,gvhmr_floor,-585.491316,0.750000,bottom,554.983,51.898,527.385,67.365
39,1.583333,0.397285,0.220296,0.000000,1,1,0,1,0,none,hand,left_hand,left,hand,33.128870,33.128870,0.021793,0.214385,floor,gvhmr_floor,-602.327253,0.750000,bottom,552.072,34.225,529.605,58.572
40,1.625000,0.045394,0.045394,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,40.205259,40.205259,0.373369,0.000000,floor,gvhmr_floor,-617.985408,0.750000,bottom,549.536,21.082,533.424,57.918
41,1.666667,0.322565,0.103023,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,53.860485,53.860485,3.084106,0.000000,floor,gvhmr_floor,-631.993217,0.750000,bottom,548.975,10.542,538.650,63.404
42,1.708333,0.483847,0.145820,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,65.973293,65.973293,3.153219,0.000000,floor,gvhmr_floor,-642.548684,0.750000,bottom,546.937,7.733,541.695,73.498
43,1.750000,0.645129,0.193579,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,78.603148,78.603148,0.137900,0.000000,floor,gvhmr_floor,-649.834310,0.750000,bottom,545.808,8.190,544.539,86.783
44,1.791667,0.483847,0.145158,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,87.941273,87.941273,-0.046628,0.000000,floor,gvhmr_floor,-653.690449,0.750000,bottom,545.016,12.331,546.670,100.257
45,1.833333,0.322565,0.096770,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,92.591226,92.591226,0.540215,0.000000,floor,gvhmr_floor,-653.523546,0.750000,bottom,543.137,21.832,547.458,114.322
46,1.875000,0.523099,0.000002,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,90.029299,90.029299,0.022864,0.523099,floor,gvhmr_floor,-648.565914,0.750000,bottom,540.282,37.988,547.320,127.742
47,1.916667,0.870670,0.085524,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,79.247932,79.247932,0.014561,0.870670,floor,gvhmr_floor,-638.636871,0.750000,bottom,538.837,59.631,545.288,138.616
48,1.958333,0.499347,0.152041,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,59.724631,59.724631,0.006973,0.000000,floor,gvhmr_floor,-623.810941,0.750000,bottom,537.717,85.766,542.669,145.285
49,2.000000,1.000000,0.422867,0.000000,1,1,0,1,0,proposal,hand,left_hand,left,hand,25.719731,25.719731,-0.578178,1.000000,floor,gvhmr_floor,-603.188391,0.750000,bottom,538.630,120.926,539.451,146.633
50,2.041667,1.000000,0.766705,0.000000,1,1,0,1,0,strong,hand,left_hand,left,hand,10.289416,10.289416,-0.807835,1.000000,floor,gvhmr_floor,-584.348605,0.750000,bottom,536.019,134.740,535.635,145.022
51,2.083333,1.000000,0.430860,0.000000,1,1,0,1,0,proposal,hand,left_hand,left,hand,25.216660,25.216660,-0.680867,1.000000,floor,gvhmr_floor,-576.525955,0.750000,bottom,536.568,117.019,534.806,142.174
52,2.125000,0.514490,0.178978,0.000000,1,1,0,1,0,none,hand,left_hand,left,hand,44.862399,44.862399,-0.091453,0.000000,floor,gvhmr_floor,-577.558600,0.750000,bottom,536.952,95.006,537.009,139.868
