frame,time,left_detected,left_wrist_x,left_wrist_y,left_wrist_z,left_palm_x,left_palm_y,left_palm_z,left_thumb_tip_x,left_thumb_tip_y,left_thumb_tip_z,left_index_tip_x,left_index_tip_y,left_index_tip_z,left_middle_tip_x,left_middle_tip_y,left_middle_tip_z,left_ring_tip_x,left_ring_tip_y,left_ring_tip_z,left_pinky_tip_x,left_pinky_tip_y,left_pinky_tip_z,right_detected,right_wrist_x,right_wrist_y,right_wrist_z,right_palm_x,right_palm_y,right_palm_z,right_thumb_tip_x,right_thumb_tip_y,right_thumb_tip_z,right_index_tip_x,right_index_tip_y,right_index_tip_z,right_middle_tip_x,right_middle_tip_y,right_middle_tip_z,right_ring_tip_x,right_ring_tip_y,right_ring_tip_z,right_pinky_tip_x,right_pinky_tip_y,right_pinky_tip_z
22,0.916667,1,-0.237515,-0.086900,4.381355,-0.208686,-0.037048,4.417979,-0.264929,0.030488,4.410226,-0.244648,0.017466,4.406426,-0.230081,0.013835,4.393038,-0.218206,0.015051,4.385152,-0.192417,0.018421,4.389088,1,0.174210,-0.027720,3.811808,0.190961,0.037770,3.810914,0.199134,0.081093,3.852811,0.192164,0.112217,3.862741,0.175936,0.113087,3.853318,0.163528,0.111023,3.839709,0.155085,0.103349,3.816770
23,0.958333,1,-0.239732,-0.083892,4.383678,-0.209283,-0.034885,4.419923,-0.263388,0.033589,4.412608,-0.245147,0.016930,4.408383,-0.230691,0.013569,4.395409,-0.219153,0.014437,4.387382,-0.194012,0.018990,4.391082,1,0.167797,-0.030650,3.811673,0.184938,0.034809,3.809330,0.192966,0.079112,3.849050,0.184826,0.110321,3.859114,0.168522,0.110376,3.850259,0.156926,0.108012,3.837394,0.148435,0.099802,3.814925
24,1.000000,1,-0.241167,-0.081820,4.388832,-0.209630,-0.033239,4.423349,-0.261498,0.035687,4.417653,-0.245670,0.016460,4.412962,-0.231680,0.012873,4.400230,-0.220649,0.013305,4.392035,-0.196799,0.018751,4.394676,1,0.163254,-0.034556,3.813955,0.179914,0.031524,3.808633,0.188483,0.076707,3.845979,0.178327,0.107996,3.856293,0.161789,0.106739,3.848230,0.151001,0.103740,3.836401,0.142324,0.095269,3.814193
25,1.041667,1,-0.241708,-0.079181,4.392372,-0.209995,-0.031689,4.427682,-0.258696,0.037323,4.423444,-0.245856,0.016200,4.418321,-0.232212,0.011712,4.405946,-0.221593,0.011662,4.397599,-0.199167,0.017916,4.399059,1,0.160684,-0.038233,3.815665,0.176412,0.028060,3.809167,0.185429,0.073857,3.844624,0.173241,0.105101,3.855309,0.156564,0.102517,3.847818,0.146436,0.098894,3.836855,0.137671,0.090504,3.814597
26,1.083333,1,-0.243037,-0.076465,4.395128,-0.210748,-0.029412,4.432163,-0.255081,0.039450,4.427513,-0.245551,0.015775,4.421378,-0.231766,0.009785,4.410097,-0.220991,0.009497,4.401694,-0.199132,0.017168,4.402902,1,0.158997,-0.041696,3.817775,0.174910,0.024523,3.811305,0.183677,0.070517,3.846021,0.170345,0.101543,3.857102,0.153842,0.098257,3.849527,0.144028,0.094215,3.838943,0.135352,0.086127,3.816414
27,1.125000,1,-0.243433,-0.073698,4.398833,-0.211438,-0.025973,4.436346,-0.251683,0.042748,4.429453,-0.244305,0.014879,4.421261,-0.230142,0.007283,4.411967,-0.218446,0.007268,4.403571,-0.195881,0.017219,4.405519,1,0.158822,-0.045320,3.820849,0.175788,0.020923,3.815194,0.183951,0.066667,3.850344,0.170474,0.097358,3.861817,0.154419,0.094282,3.853504,0.144483,0.090000,3.842844,0.135987,0.082286,3.819948
28,1.166667,1,-0.242057,-0.071422,4.404161,-0.211041,-0.021606,4.440301,-0.249258,0.047101,4.430552,-0.241459,0.013935,4.419870,-0.227231,0.005080,4.413088,-0.214165,0.005562,4.404808,-0.190282,0.018128,4.407522,1,0.161623,-0.048687,3.825242,0.178990,0.017260,3.820814,0.186924,0.062347,3.857042,0.173666,0.092470,3.869155,0.158143,0.090222,3.859814,0.147786,0.085817,3.848866,0.139473,0.078559,3.825574
29,1.208333,1,-0.237552,-0.069590,4.410912,-0.209081,-0.016672,4.444340,-0.246074,0.051558,4.431634,-0.236176,0.014096,4.419095,-0.222693,0.004144,4.415184,-0.208507,0.004485,4.407671,-0.183822,0.019178,4.410394,1,0.167087,-0.052711,3.831298,0.183775,0.013645,3.828188,0.192127,0.057767,3.865710,0.178900,0.086914,3.878866,0.163814,0.085571,3.868604,0.153011,0.081194,3.857326,0.144893,0.074580,3.833595
30,1.250000,1,-0.232018,-0.066442,4.417567,-0.206130,-0.011151,4.448560,-0.237919,0.054959,4.431946,-0.227080,0.016836,4.418698,-0.215653,0.004980,4.418235,-0.201246,0.003971,4.413107,-0.177098,0.019845,4.415604,1,0.170508,-0.055636,3.839577,0.189096,0.010274,3.837336,0.198083,0.053304,3.876401,0.184896,0.081223,3.890662,0.170010,0.080474,3.879824,0.158925,0.076300,3.868237,0.151032,0.070522,3.844019
31,1.291667,1,-0.222634,-0.063703,4.427495,-0.202645,-0.004878,4.452750,-0.222173,0.056954,4.430391,-0.213032,0.023210,4.417574,-0.204847,0.007801,4.420885,-0.191275,0.004815,4.420030,-0.169412,0.021220,4.423573,1,0.175668,-0.058282,3.850284,0.194188,0.007297,3.847946,0.203443,0.049287,3.888806,0.190862,0.076224,3.903799,0.175895,0.075702,3.892773,0.164660,0.071805,3.880920,0.156963,0.066911,3.856224
