frame,time,anchor_type,ball_center_x,ball_center_y,left_anchor_u,left_anchor_v,right_anchor_u,right_anchor_v,left_anchor_valid,right_anchor_valid,left_best_probe,right_best_probe,left_anchor_dist_px,right_anchor_dist_px,min_anchor_dist_px,min_anchor_boundary_gap_px,inter_anchor_dist_px,occlusion_penalty,object_contact_score,active_anchor_side,active_anchor_probe,proximity_score,approaching_score,object_response_score,audio_support,anchor_score,is_candidate,anchor_contact_state
28,0.9,foot,653.643,841.184,576.7301610966954,846.4391491205779,413.12763178325963,867.2889221005966,1,1,center,center,77.09216160184641,241.9279010496979,77.09216160184641,32.15416160184641,164.92574277859694,0.0,0.0,left,center,0.7746983832939683,0.0,0.0,0.0,0.19367459582349209,0,0
29,0.933333,foot,653.643,841.184,577.1638012777244,846.4973447655136,413.64386527483225,867.3148390884177,1,1,center,center,76.66354720333872,241.41749195179295,76.66354720333872,31.72554720333872,164.83973289311675,0.0,0.0,left,center,0.7799534247609643,0.030078203404048452,0.0,0.0,0.19950008670084834,0,0
30,0.966667,foot,653.643,841.184,576.5460825905408,847.9828653959207,412.09219624339994,867.7893860083379,1,1,center,center,77.39611905459363,243.01159922956805,77.39611905459363,32.458119054593624,165.64232247058246,0.0,0.0,left,center,0.7709507859535001,0.0,0.006333152193274679,0.0,0.19400432692702996,0,0
31,1.0,foot,653.443,841.127,576.2240563022962,849.9194561643149,411.41735051153796,867.8828819456079,1,1,center,center,77.71790367213048,243.50008671250856,77.71790367213048,32.94790367213047,165.78279446131182,0.0,0.0,left,center,0.764876740379615,0.0,0.012700560380759741,0.0,0.1937592971710557,0,0
32,1.033333,foot,653.656,841.012,574.7221744287369,851.2168890667899,410.05509842410277,867.6321789901995,1,1,center,center,79.59075687653727,245.05108279307848,79.59075687653727,34.58075687653727,165.48325493289514,0.0,0.0,left,center,0.7443333026184061,0.0,0.012601708426279718,0.0,0.18860366733985748,0,0
33,1.066667,foot,653.459,840.953,574.7375893560954,851.6903599764328,409.81547350208075,867.3090271207634,1,1,center,center,79.45030769625592,245.06490603497815,79.45030769625592,34.60430769625592,165.66003459232536,0.0,0.0,left,center,0.7440339083736293,0.0,0.006262543164409477,0.0,0.18726098572628921,0,0
34,1.1,foot,653.459,840.953,575.0959645992102,851.3306104714702,409.96927890574887,866.810985367713,1,1,center,center,79.04720182475147,244.8588975018736,79.04720182475147,34.20120182475147,165.85072907598385,0.0,0.0,left,center,0.7491468166074507,0.028288131333645675,0.0,0.0,0.19152992385190953,0,0
35,1.133333,foot,653.459,840.953,575.1356599769695,849.9919713495296,410.38887381322627,866.1458123478172,1,1,center,center,78.84318991150008,244.37218343839058,78.84318991150008,33.99718991150008,165.5368542961962,0.0,0.0,left,center,0.7517248454609364,0.014316625491325771,0.006045463411782883,0.0,0.19128779787128955,0,0
36,1.166667,foot,653.644,841.025,576.2124077290781,848.517514743645,411.60165621611384,865.9272563246284,1,1,center,center,77.79324687139643,243.31999209776092,77.79324687139643,32.77924687139643,165.52884526746234,0.0,0.0,left,center,0.7669731666210633,0.08546968702481743,0.006912591450943709,0.0,0.20594626299917718,0,0
37,1.2,foot,653.988,841.259,578.4877246925436,847.3633732063623,412.800900462816,866.0272895700748,1,1,center,center,75.7466497196033,242.45553231755017,75.7466497196033,31.146649719603296,166.7347159333181,0.0,0.0,left,center,0.786994303506986,0.11456822117846562,0.012556884385138148,0.0,0.21644518593054396,0,0
38,1.233333,foot,654.26,841.087,579.411650472197,847.1704375988302,412.31019847231937,866.3256427485787,1,1,center,center,75.09516389259045,243.26260614215747,75.09516389259045,30.468163892590447,168.19577029401296,0.0,0.0,left,center,0.7951598610361433,0.04761304049212979,0.03353243275077116,0.0,0.21263840788300953,0,0
39,1.266667,foot,653.431,840.899,583.0646103858478,847.287933929636,412.82822715848783,867.2843031006801,1,1,center,center,70.65583673050604,242.0451993300819,70.65583673050604,25.869836730506037,171.40677044491926,0.0,0.0,left,center,0.8476846973690718,0.32268962540943225,0.03420595183930342,0.0,0.2671658085215435,0,0
40,1.3,foot,652.798,841.817,586.8660974959975,848.1588925822055,413.0162542585555,868.1675137644464,1,1,center,center,66.2362088990722,241.22527887115194,66.2362088990722,21.300208899072196,174.9974654539247,0.0,0.0,left,center,0.8940224256158423,0.32067563729360293,0.08808185639458425,0.0,0.28922332327691785,0,0
41,1.333333,foot,654.351,840.841,590.659744285702,849.329213872954,413.06218936709183,868.9097631035007,1,1,center,center,64.25438373540833,242.9159229009162,64.25438373540833,19.766383735408326,178.67369538138126,0.0,0.0,left,center,0.908035697559682,0.10763685359044703,0.08330375303661217,0.0,0.25981520303581,0,0
42,1.366667,foot,653.439,841.051,594.9604409010074,850.4496029871584,415.1454806849965,868.7317105676946,1,1,center,center,59.22900988877489,239.89585883266597,59.22900988877489,14.521009888774891,180.74195798173665,0.0,0.0,left,center,0.9492679879386587,0.36809641029006557,0.0355590951721067,0.0,0.29964327756259584,0,0
43,1.4,foot,653.609,841.7,597.7511011284084,852.6651352895527,415.6277275821293,868.7744702529121,1,1,center,center,56.92397612840435,239.5164148051332,56.92397612840435,12.193976128404351,182.83444386887072,0.0,0.0,left,center,0.9639514639135078,0.1633006147628449,0.020430870854429902,0.0,0.2695691323636897,0,0
44,1.433333,foot,653.609,841.7,594.7226735806418,854.2824521661732,408.83344760291607,869.2727987353835,1,1,center,center,60.21559218077366,246.32362915765827,60.21559218077366,15.485592180773665,186.49266694662018,0.0,0.0,left,center,0.9425081081956693,0.0,0.0,0.0,0.23562702704891733,0,0
45,1.466667,foot,653.609,841.7,598.319357852099,856.331650233772,406.2528399910383,868.5130845016442,1,1,center,center,57.1929166716159,248.80516754053042,57.1929166716159,12.4629166716159,192.45242171533107,0.0,0.0,left,center,0.9623744363908895,0.21211757959001856,0.0,0.0,0.27241124603622513,0,0
46,1.5,foot,653.609,841.7,600.2269924000835,857.4308443990366,405.4438587478626,858.4391904449401,1,1,center,center,55.65157860208678,248.72904500569553,55.65157860208678,10.921578602086782,194.78574361879583,0.0,0.0,left,center,0.9709774165135601,0.10816407505467496,0.0,0.0,0.25896896538659125,0,0
47,1.533333,foot,653.609,841.7,599.3648616015469,859.3242582810137,411.2484506519057,847.4727923132778,1,1,center,center,57.035436620985216,242.4292907455745,57.035436620985216,12.305436620985219,188.4893665811381,0.0,0.0,left,center,0.9633017377239067,0.0,0.0019511401706817175,0.0,0.24121566246511303,0,0
48,1.566667,foot,653.606,841.764,601.5009452555079,861.9376210053679,429.87688550307837,843.7412510618494,1,1,center,center,55.874070143446154,223.73785150335704,55.874070143446154,11.168070143446151,172.5859952748973,0.0,0.0,left,center,0.9696728896359551,0.07981519140625039,0.007629708646642385,0.0,0.2559164428492548,0,0
49,1.6,foot,653.846,841.767,601.169493354364,861.1514719156187,449.39873334064987,844.2656993507505,1,1,center,center,56.12995727626326,204.46253530396433,56.12995727626326,11.51795727626326,152.7072130262774,0.0,0.0,left,center,0.9677742998518736,0.0,0.013045068797819989,0.0,0.24455258872253238,0,0
50,1.633333,foot,653.662,841.831,602.7779194115351,861.6508579881299,493.19422577525495,854.7394576724711,1,1,center,center,54.607842184095055,160.98613245905915,54.607842184095055,9.871842184095058,109.8014269729378,0.0,0.0,left,center,0.976224659312695,0.11551684857320715,0.011517644684349765,0.0,0.26368722105102477,0,0
51,1.666667,foot,653.837,841.776,605.8990919922346,859.9822307743539,555.0809720150883,860.9199860101363,1,1,center,center,51.27874670046068,100.59445940862233,51.27874670046068,6.66274670046068,50.82677151751701,0.0,0.0,left,center,0.9890988178095046,0.22519968306206165,1.0,0.39999999999999997,0.5210546569116854,0,0
52,1.7,foot,683.5,786.0,605.9965883918677,857.9980353014589,614.4714729442636,855.5736363127577,1,1,center,center,105.78514025216253,98.00728757222294,98.00728757222294,50.46928757222294,8.814838548314672,0.0,0.0,right,center,0.5331642845896903,0.0,1.0,0.6,0.3932910711474226,0,0
53,1.733333,foot,683.0,787.5,602.7725189750805,857.7450920604215,649.2024474004221,841.879278796469,1,1,center,center,106.63405492703026,64.02640489786485,64.02640489786485,16.640404897864848,49.06589736373885,0.0,0.0,right,center,0.9339138061289084,1.0,1.0,0.7999999999999999,0.6634784515322271,1,1
54,1.766667,foot,699.817,711.419,602.3070777671356,856.7742998700253,680.5512149089634,819.2773526350591,1,1,center,center,175.03242023740697,109.56548137220392,109.56548137220392,61.66448137220391,86.76500474852169,0.0,0.0,right,center,0.3910613096512558,0.0,0.17263661587565568,0.6,0.1922926505879451,0,0
55,1.8,foot,712.643,639.364,602.4049534423041,854.589021726795,697.5720340900677,801.8905906757775,1,1,center,center,241.8144679008187,163.22385453771778,163.22385453771778,114.72085453771778,108.78372063069361,0.0,0.0,right,center,0.03878977362158227,0.0,0.5675311538253514,0.39999999999999997,0.16320367417046583,0,0
56,1.833333,foot,716.46,583.623,601.8294931889916,853.3005308788394,700.8943905899014,795.809074229596,1,1,center,center,293.02921996390734,212.75624149076185,212.75624149076185,164.27724149076187,114.53873355640269,0.0,0.0,right,center,0.0012767215563929109,0.0,0.14780894925668922,0.0,0.029880970240436074,0,0
57,1.866667,foot,721.771,532.5,601.7058601439072,853.7091788347482,699.9160604929314,799.1958145058229,1,1,center,center,342.91540411062954,267.589790268205,267.589790268205,218.32079026820497,112.32519905637204,0.0,0.0,right,center,7.741765039011851e-06,0.0,0.02021640399170107,0.0,0.004045216239599967,0,0
58,1.9,foot,726.556,480.972,602.4323362516805,854.4621667574743,690.0435251096908,808.1313052319251,1,1,center,center,393.575391210924,329.19047954406494,329.19047954406494,280.86347954406494,99.10736169838023,0.0,0.0,right,center,3.475235842966886e-09,0.0,1.0,0.0,0.20000000086880898,0,0
59,1.933333,foot,726.96,481.405,602.8883304386703,855.5019305166725,679.9250898991836,817.8384120262674,1,1,center,center,394.13486601635725,339.70534805302685,339.70534805302685,291.58934805302687,85.75081884888368,0.0,0.0,right,center,7.630739665102079e-10,0.0,1.0,0.0,0.2000000001907685,0,0
60,1.966667,foot,730.452,438.284,604.2411843284121,855.6960016496598,662.5780061369804,831.9641466295918,1,1,center,center,436.0756231591754,399.4883438765318,399.4883438765318,351.0463438765318,62.9792483395775,0.0,0.0,right,center,6.099201329444297e-14,0.0,0.17836041715001438,0.0,0.035672083430018126,0,0
61,2.0,foot,732.235,400.765,604.5744500066343,855.7600625198091,640.641923747771,843.0634490072089,1,1,center,center,472.56504625502475,451.68264258384914,451.68264258384914,402.24164258384917,38.23698022537777,0.0,0.0,right,center,4.465246885696404e-18,0.0,0.1988822339815117,0.0,0.039776446796302344,0,0
62,2.033333,foot,734.71,369.74,605.5522849755125,855.0141514725059,618.6336870225357,850.7618904310077,1,1,center,center,502.1680171393906,494.82903058355686,494.82903058355686,446.5130305835569,13.755173698681716,0.0,0.0,right,center,4.1734871240066955e-22,0.0,0.15880464962954535,0.0,0.03176092992590907,0,0
63,2.066667,foot,736.074,343.81,605.8207364610876,853.6366330048407,596.011494320064,855.8923366082508,1,1,center,center,526.2025355161165,530.8915378526088,526.2025355161165,478.14753551611653,10.065258572320424,0.0,0.0,left,center,3.046501288669925e-25,0.0,0.7907413379267685,0.0,0.15814826758535372,0,0
64,2.1,foot,736.074,343.81,606.0679921331707,853.3430915062753,583.8945496484098,859.300753757248,1,1,center,center,525.8569514814959,537.4842344836989,525.8569514814959,477.8019514814959,22.95986261112348,0.0,0.0,left,center,3.30542282977216e-25,0.02425151120144763,0.6480950124739547,0.0,0.13325672917500808,0,0
65,2.133333,foot,739.344,322.781,604.896818194446,854.3140159430252,569.9363542951849,864.1185836459955,1,1,center,center,548.2730995890132,567.2259954294525,548.2730995890132,499.7320995890132,36.30927682967086,0.0,0.0,left,center,1.6611879477378648e-27,0.0,0.10394248168155927,0.0,0.020788496336311857,0,0
66,2.166667,foot,741.565,305.0,604.8565379514093,854.7030918576124,561.3201747779844,866.5914775211979,1,1,center,center,566.4474316240737,589.8077522750588,566.4474316240737,517.9984316240738,45.130351561388174,0.0,0.0,left,center,1.686287529499427e-29,0.0,0.24071558389124853,0.0,0.04814311677824971,0,0
67,2.2,foot,742.4,295.001,603.3599029945123,855.7382805448132,556.3463062128089,868.6639861926201,1,1,center,center,577.7183105702017,603.0797614737971,577.7183105702017,529.0013105702017,48.75809828988751,0.0,0.0,left,center,9.808528931068019e-31,0.0,0.3040843563574933,0.0,0.060816871271498665,0,0
68,2.233333,foot,741.873,294.894,603.7572918790154,855.9910035164525,555.9413595291493,868.3290750018383,1,1,center,center,577.8458238880877,602.8253148056622,577.8458238880877,528.6318238880876,49.382095889760116,0.0,0.0,left,center,1.08021104859949e-30,0.02592888997291435,0.11926148184527374,0.0,0.0277416298649919,0,0
69,2.266667,foot,742.967,291.222,603.3481250698002,856.4950844763086,555.0382207123936,868.2895619419962,1,1,center,center,582.260328607518,606.8971882701464,582.260328607518,533.456328607518,49.72883024675309,0.0,0.0,left,center,3.0481784154247376e-31,0.0,0.07997940796239948,0.0,0.0159958815924799,0,0
70,2.3,foot,743.586,290.133,603.4284503412196,856.6968745959182,554.7920714776188,868.1732246258525,1,1,center,center,583.6426669833974,608.0901649693243,583.6426669833974,534.7886669833973,49.972031767512526,0.0,0.0,left,center,2.1449602275057207e-31,0.0,0.1706362063072494,0.0,0.034127241261449885,0,0
71,2.333333,foot,743.302,294.574,603.151426296371,856.7712192899163,553.9894888210418,867.7352049498454,1,1,center,center,579.4030520171348,603.6165949909279,579.4030520171348,530.7390520171348,50.36968411534171,0.0,0.0,left,center,6.224838071926438e-31,0.28418350640438866,0.1583511989635341,0.0,0.07429776575336512,0,0
72,2.366667,foot,745.234,303.719,602.4178227380589,857.196414049148,553.1143600519995,868.029166609622,1,1,center,center,571.6062528963851,596.1173711549837,571.6062528963851,523.2302528963851,50.47950040236248,0.0,0.0,left,center,4.3931531334694245e-30,0.5269332716315579,0.1447222586166256,0.0,0.1079844424680588,0,0
73,2.4,foot,747.113,317.616,602.2683831559124,856.4304144636494,553.4628710867674,867.7364941062635,1,1,center,center,557.9434884130435,583.2091652776311,557.9434884130435,507.8274884130435,50.09795849350135,0.0,0.0,left,center,2.2169803418969708e-28,1.0,0.41940782233608476,0.0,0.23388156446721695,0,0
74,2.433333,foot,746.693,317.934,603.0202577018961,854.0815783883721,554.4497915028758,867.6194460478926,1,1,center,center,555.0640347664158,582.3328436642909,555.0640347664158,506.1420347664158,50.42186081013733,0.0,0.0,left,center,3.3808292988279994e-28,0.11827744888615487,0.5676041403450702,0.0,0.13126244540193727,0,0
75,2.466667,foot,748.39,336.77,606.197486731188,850.1538961333667,556.32180387332,868.8033135028054,1,1,center,center,532.7116815302409,565.6409096238807,532.7116815302409,483.6816815302409,53.24832869450588,0.0,0.0,left,center,8.184824662036191e-26,1.0,0.13842399995940177,0.0,0.17768479999188036,0,0
76,2.5,foot,748.169,359.727,611.6834800747515,844.9192588464798,557.3930958298035,869.2258632752976,1,1,center,center,504.0236355507695,544.0446096514296,504.0236355507695,454.9866355507695,59.48324840089954,0.0,0.0,left,center,6.329213763044308e-23,1.0,0.14968648892407357,0.0,0.1799372977848147,0,0
77,2.533333,foot,747.893,387.599,619.717078486844,840.4739746421583,558.6078446597452,870.6392445504816,1,1,center,center,470.6642216197044,518.8031880082981,470.6642216197044,421.4452216197044,68.14896893994096,0.0,0.0,left,center,8.987915161286813e-20,1.0,0.14950262472666107,0.0,0.1799005249453322,0,0
78,2.566667,foot,748.479,420.304,629.9531280296376,837.2734899260392,559.6624252709067,870.7742261253702,1,1,center,center,433.48810578321076,488.4415251776506,433.48810578321076,384.9221057832108,77.86579621511243,0.0,0.0,left,center,1.2935677200826795e-16,1.0,0.9979850861626046,0.0,0.34959701723252096,0,0
79,2.6,foot,748.482,420.243,638.6419928348766,835.3038274544633,560.0001315046164,871.3766461203145,1,1,center,center,429.34871335689144,488.92431051576915,429.34871335689144,380.81771335689143,86.52046347533778,0.0,0.0,left,center,2.81068423995518e-16,0.2880275386890772,1.0,0.0,0.24320413080336167,0,0
80,2.633333,foot,749.094,455.835,653.946217472997,832.2526365105949,559.8606169465129,870.7292530804226,1,1,center,center,388.25679336751887,456.0115289124054,388.25679336751887,339.76979336751884,101.6491527219518,0.0,0.0,left,center,4.174669631408842e-13,1.0,0.11146329039964352,0.0,0.17229265808003305,0,0
81,2.666667,foot,750.5,495.0,673.9144767775495,828.2401928077695,560.9053943430071,870.5952457042686,1,1,center,center,341.9274315842704,420.7349558687518,341.9274315842704,292.2234315842704,120.68555513632288,0.0,0.0,left,center,6.96418658723729e-10,1.0,0.28462455078040166,0.0,0.206924910330185,0,0
82,2.7,foot,748.857,543.0,695.8115352993102,821.3027404464651,561.537781301827,870.4643960827091,1,1,center,center,283.3129659322437,377.2551131469358,283.3129659322437,234.1719659322437,142.9905919893798,0.0,0.0,left,center,1.3173625074675591e-06,1.0,1.0,0.0,0.35000032934062686,0,0
83,2.733333,foot,748.465,542.827,708.9734852324129,815.6648408679384,559.9710326031161,871.0621612981165,1,1,center,center,275.68109682768795,378.5079878383257,275.68109682768795,226.13509682768796,158.9672733627575,0.0,0.0,left,center,3.2840274612854935e-06,0.5639908143547884,1.0,0.0,0.28459944316008357,0,0
84,2.766667,foot,747.185,591.915,730.992708685287,800.7094102163871,559.7615069609128,871.1835318676806,1,1,center,center,209.42133615185796,336.3309064515221,209.42133615185796,160.90633615185794,185.16675259477503,0.0,0.0,left,center,0.0016735599319189886,1.0,0.16635970066042102,0.0,0.18369033011506394,0,0
85,2.8,foot,748.793,645.64,751.5121952534275,781.4562210642254,561.3975401524285,869.951129749237,1,1,center,center,135.84343902814297,292.2884556407622,135.84343902814297,85.98443902814296,209.70200511044322,0.0,0.0,left,center,0.16113511565721517,1.0,0.07899886214942278,0.0,0.20608355134418835,0,0
86,2.833333,foot,752.201,697.497,765.1909195387639,765.986410482679,563.4080540596048,869.4066020699925,1,1,center,center,69.71038199499749,255.33446246191716,69.71038199499749,21.01538199499749,226.7422784328874,0.0,0.0,left,center,0.8966869591436416,1.0,0.955766516996096,0.3814049888837043,0.6034655420735,0,0
87,2.866667,foot,757.0,718.0,769.162360820846,762.1533677258033,562.3187686418664,868.5395317977418,1,1,center,center,45.79784822747084,246.09537272570253,45.79784822747084,0.0,232.59898437320277,0.0,0.4140189715661453,left,center,1.0,1.0,1.0,0.5721074833255564,0.7814164398023994,1,1
88,2.9,foot,749.027,693.811,765.4805096261554,772.3854000130095,561.501905049457,868.2191967883917,1,1,center,center,80.27860435024026,256.0934992208676,80.27860435024026,30.398604350240255,225.36944719602593,0.0,0.0,left,center,0.795991554733518,0.0,0.7755890725841302,0.7628099777674086,0.43039670097694643,0,0
89,2.933333,foot,748.57,693.956,758.4256467548105,782.986604146936,558.5736289135302,867.7116122154271,1,1,center,center,89.57445086476397,257.4677335170087,89.57445086476397,39.34745086476398,217.06947281328456,0.0,0.0,left,center,0.6823060215929581,0.0,0.6392427385354996,0.5721074833255564,0.3556358014378951,0,0
90,2.966667,foot,751.506,673.386,745.2097709165564,800.1398131767454,557.1819185004108,867.1400116842208,1,1,center,center,126.91009280398657,274.41294738839883,126.91009280398657,73.47009280398657,199.60836626822268,0.0,0.0,left,center,0.2637368141223594,0.0,0.27120317492485035,0.3814049888837043,0.15831533740393033,0,0
