frame,time,ball_center_x,ball_center_y,left_foot_u,left_foot_v,right_foot_u,right_foot_v,left_foot_valid,right_foot_valid,left_foot_dist_px,right_foot_dist_px,min_foot_dist_px,left_best_probe,right_best_probe,active_foot,active_foot_probe,proximity_score,approaching_score,object_response_score,foot_score,is_candidate,foot_contact_state
109,4.5,731.675,612.675,677.6484563096199,604.3232424715809,667.3698011691631,858.4484825767412,1,1,54.66826572100174,254.04677391097331,54.66826572100174,inner_edge,toe,left,inner_edge,0.47810223640660826,0.0,0.3726399134068273,0.3508430922253523,0,0
110,4.541667,736.026,633.132,675.8542040526365,604.3204523853703,665.5080847941593,859.936383772894,1,1,66.7139438459548,237.51422033971008,66.7139438459548,inner_edge,toe,left,inner_edge,0.3332205512341832,0.0,0.4691866090379594,0.3073662583284794,1,0
111,4.583333,736.107,632.923,673.1935423216485,604.3071436425458,662.1433604526637,860.1292964692434,1,1,69.1156305919014,238.9420873985117,69.1156305919014,inner_edge,toe,left,inner_edge,0.3074327661678282,0.0,0.3735972431137477,0.2657955560180384,0,0
112,4.625,737.888,649.431,673.0714819900395,604.1026528226264,661.7797504936306,859.2686154288086,1,1,79.0938686926367,223.21355355751217,79.0938686926367,inner_edge,toe,left,inner_edge,0.21338614487232474,0.0,0.17283244025136646,0.15854280451157232,0,0
113,4.666667,742.885,673.016,673.4086689791259,603.8222954813347,662.3143630716017,858.3868100611766,1,1,98.054726133616,202.12363730594348,98.054726133616,inner_edge,toe,left,inner_edge,0.09310687623816585,0.0,0.10601683802197025,0.07835848952567401,0,0
114,4.708333,744.162,699.584,674.531659020616,603.5475591958168,663.4766752929783,857.0764150552,1,1,118.62285760864415,176.95757238105674,118.62285760864415,inner_edge,toe,left,inner_edge,0.030979939577069744,0.0,0.10044523385353261,0.04562353994459466,0,0
115,4.75,745.735,730.66,676.2066908261788,603.4869490708031,665.2979051632158,856.8325584067824,1,1,144.93850647502396,149.6316835456139,144.93850647502396,inner_edge,toe,left,inner_edge,0.005588995419095287,0.0,0.04095402342026502,0.01508070473562715,0,0
116,4.791667,747.717,763.532,677.5878719349339,603.9147381817368,666.9428192022694,858.0366467400565,1,1,174.34381226050567,124.32053948968904,124.32053948968904,inner_edge,toe,right,toe,0.022011358216181373,1.0,0.3945951033627691,0.3293842101169214,0,0
117,4.833333,752.677,778.908,677.6767704793251,604.9334256271479,667.0914741303885,859.4520867177273,1,1,189.4523342594885,117.52545317321994,117.52545317321994,inner_edge,toe,right,toe,0.03302707201397289,0.4768481625592348,1.0,0.4118831685188334,0,0
118,4.875,748.895,716.665,678.372551065587,605.8039230776519,667.8847472657848,859.6143189485997,1,1,131.39099733273073,164.30815206778368,131.39099733273073,inner_edge,toe,left,inner_edge,0.014085408903599564,0.0,1.0,0.30704270445179976,0,0
119,4.916667,749.096,716.406,678.7782484027828,607.2770810253428,668.3885976441622,860.8327351567998,1,1,129.82182846603737,165.4471716986407,129.82182846603737,inner_edge,toe,left,inner_edge,0.015585579676862181,0.11011711345216563,0.7013720163982622,0.24022781744834287,0,0
120,4.958333,748.08,684.625,680.820946545984,609.577587367285,669.7287645322167,862.246936570706,1,1,100.77645763964506,194.1351808674974,100.77645763964506,inner_edge,toe,left,inner_edge,0.0814612159049777,1.0,0.14155259978952686,0.2831963878893469,0,0
121,5.0,752.587,656.011,682.4170301017476,611.2144491566792,670.2060593975062,862.5542954888797,1,1,83.24995881668572,222.36625707592933,83.24995881668572,inner_edge,toe,left,inner_edge,0.1806401574589305,1.0,0.17531025920842924,0.342913156491994,0,0
122,5.041667,751.879,621.483,683.8379075342444,611.4768563995043,652.2993077818703,852.7687003492749,1,1,68.7729101731724,251.81181522778485,68.7729101731724,inner_edge,center,left,inner_edge,0.31104104026069734,1.0,0.7675529344343726,0.5857864004606604,1,1
123,5.083333,751.633,621.474,685.9372177030324,612.5657337457881,660.1356200488466,852.817269959617,1,1,66.29700611088332,248.77998129579063,66.29700611088332,inner_edge,center,left,inner_edge,0.3378147753529626,0.17374765349397117,0.22722209310234678,0.2718235463059796,0,0
124,5.125,752.083,611.269,686.6828337622006,613.3402067785405,678.2435422342846,856.2390358888742,1,1,65.43295531650134,255.85656920730253,65.43295531650134,inner_edge,inner_edge,left,inner_edge,0.347443404594864,0.0606351434654022,0.044799843778383766,0.19928868412402756,0,0
125,5.166667,750.692,601.883,686.5619737416648,613.2608556821224,681.6455571702394,853.9431351171759,1,1,65.13152744883206,261.3459832917513,65.13152744883206,inner_edge,inner_edge,left,inner_edge,0.350836134870963,0.02115283281889652,0.1975385686451562,0.23891020459280765,0,0
126,5.208333,750.458,601.306,686.4573034039413,611.8886068086979,681.9178492297228,852.8011514725401,1,1,64.86972122375936,260.6675343839509,64.86972122375936,inner_edge,inner_edge,left,inner_edge,0.35379689288442023,0.018372366671768673,0.1803090659097787,0.23466563954949743,1,0
127,5.25,752.91,608.381,686.3269649723168,610.7633765950815,679.2427718268448,854.9886802515782,1,1,66.62564274915837,257.37561746556406,66.62564274915837,inner_edge,inner_edge,left,inner_edge,0.33419068896171833,0.0,0.133353448047111,0.20710137889499247,0,0
128,5.291667,750.738,619.276,686.4154855239804,609.7954114609719,662.2450267818712,852.3515559501252,1,1,65.01743941100816,249.3094885688157,65.01743941100816,inner_edge,center,left,inner_edge,0.35212475970455354,0.11285637460703288,0.07176549577959869,0.22016330350756294,0,0
129,5.333333,751.656,631.104,684.6225140296208,607.1442193524249,672.4737504122397,858.3233712184611,1,1,71.18679182278785,240.62101177306022,71.18679182278785,inner_edge,toe,left,inner_edge,0.2861471135731247,0.0,1.0,0.44307355678656235,1,1
130,5.375,749.891,687.995,681.4657797971731,605.7737247506766,670.1846502865187,858.0931839425915,1,1,106.96891540737592,187.84699722171624,106.96891540737592,inner_edge,toe,left,inner_edge,0.0592925671322775,0.0,1.0,0.32964628356613873,0,0
131,5.416667,749.983,688.24,678.3549695531765,605.6247105198423,667.935008337237,859.7623803705482,1,1,109.34285894186836,190.1362666717526,109.34285894186836,inner_edge,toe,left,inner_edge,0.05223176754960759,0.0,0.7284366244200117,0.24464687110080727,0,0
132,5.458333,750.415,721.246,675.5661575038655,605.5170384478531,666.144718603394,860.3459477548902,1,1,137.824314853909,162.63540755959733,137.824314853909,inner_edge,toe,left,inner_edge,0.009184323406399904,0.0,0.20965580183187973,0.06748890225276387,0,0
133,5.5,748.516,763.389,674.5347491237242,605.2626793642535,666.0118039085335,859.5336038070865,1,1,174.5770854351091,126.69146464510062,126.69146464510062,inner_edge,toe,right,toe,0.01900330206624372,0.7812526462321658,1.0,0.465752180279555,0,0
134,5.541667,762.308,703.909,674.516987765853,604.108450844502,667.0225345111264,856.9597815358,1,1,132.91881522506554,180.28827377883033,132.91881522506554,inner_edge,toe,left,inner_edge,0.012748727547528956,0.0,1.0,0.3063743637737645,0,0
135,5.583333,762.442,703.787,674.9362532702768,602.430511804344,668.7909669225808,852.4384516120917,1,1,133.90441893411375,175.69225954164833,133.90441893411375,inner_edge,toe,left,inner_edge,0.0119472084295132,0.0,0.6972994290856871,0.21516343294046272,0,0
136,5.625,770.744,673.385,675.8599208811527,600.561314950952,670.906341175898,848.0354636282608,1,1,119.60885240798282,201.17241999102225,119.60885240798282,inner_edge,toe,left,inner_edge,0.029234252805762535,1.0,0.21789437733850894,0.27998543960443395,0,0
137,5.666667,774.548,651.69,676.9670342620968,598.8449908903854,673.008937193684,844.2787998210049,1,1,110.97134703218256,217.7168507306682,110.97134703218256,inner_edge,toe,left,inner_edge,0.047803720020721356,0.606140728126334,0.1393861306080562,0.18694584481804433,0,0
138,5.708333,780.218,635.98,678.4285137857173,597.9786539277545,675.804598611241,842.6950053045629,1,1,108.65174553163058,231.58853988838814,108.65174553163058,inner_edge,toe,left,inner_edge,0.05421136838548597,0.16277905267031456,0.22133259122600968,0.12606127209460882,0,0
139,5.75,786.547,630.203,680.3658383984762,597.8320715494496,679.1866717573502,842.894347291448,1,1,111.00592816511909,238.2516511863472,111.00592816511909,inner_edge,toe,left,inner_edge,0.04771320036442962,0.0,0.0891260477360685,0.05059441450303536,0,0
140,5.791667,792.321,628.396,684.0003989513127,598.0026761740098,685.3598103436256,843.8299240481392,1,1,112.50380768996389,240.5254076464404,112.50380768996389,inner_edge,toe,left,inner_edge,0.04392764010351539,0.0,0.11530815774123537,0.056556267374128305,0,0
141,5.833333,797.913,631.772,688.6096738858564,597.7291030506226,693.6410174158077,843.9718069266664,1,1,114.48203322932713,236.43477834648732,114.48203322932713,inner_edge,toe,left,inner_edge,0.03931760302564207,0.0,1.0,0.319658801512821,0,0
142,5.875,803.354,586.542,695.840350340047,596.4751917283131,705.6297629451849,842.6812153391372,1,1,107.97153866234628,274.1483615535475,107.97153866234628,inner_edge,toe,left,inner_edge,0.05622002538334485,0.4568768117179546,1.0,0.41948537503526334,0,0
143,5.916667,803.204,586.307,699.9491153084972,595.1598562661873,713.1144506486128,840.6961232146875,1,1,103.63370241733767,269.87025199579426,103.63370241733767,inner_edge,toe,left,inner_edge,0.07052146883645356,0.3044095610532353,1.0,0.39614264662887383,0,0
144,5.958333,803.5,539.5,708.0419361831155,591.9467248975368,726.4229502804874,835.526347261838,1,1,108.91694496333574,305.89617497878356,108.91694496333574,inner_edge,toe,left,inner_edge,0.05344451140199181,0.0,0.08106649137099942,0.05104220311229573,0,0
145,6.0,801.486,495.514,687.7455923454645,532.7860519037702,737.6728639956101,828.3639743083797,1,1,119.69162955920206,338.91181998243115,119.69162955920206,center,toe,left,center,0.029091616728401992,0.0,0.3903815124415275,0.13166026209665926,0,0
146,6.041667,800.5,434.0,688.7895193644633,459.7619506658283,745.0729860452855,822.1470131226909,1,1,114.64252956879129,392.0845032285801,114.64252956879129,forefoot,toe,left,forefoot,0.03896221842545614,0.3543228063446152,1.0,0.3903456704816511,0,0
147,6.083333,799.659,434.461,691.4938418874142,459.10432437343604,749.4553301588757,817.5142811648908,1,1,110.93689587191032,386.32916622577886,110.93689587191032,forefoot,toe,left,forefoot,0.0478940420989526,0.260044469956559,0.49995745823498905,0.22594315251128483,0,0
148,6.125,800.081,412.471,693.4748237053024,458.93791508602754,750.8966974366026,816.7732300745865,1,1,116.29295344855703,407.2829346559118,116.29295344855703,forefoot,toe,left,forefoot,0.035462770282569674,0.0,0.07504755965962889,0.040245653039173504,0,0
149,6.166667,801.336,393.752,693.3957904294393,459.03823463259806,748.4811142221062,818.804555219675,1,1,126.14825117550859,428.3261767034196,126.14825117550859,forefoot,toe,left,forefoot,0.019658805099699944,0.0,0.1944211644346819,0.06815575188025455,0,0
150,6.208333,798.947,382.982,692.6272749202935,459.57249832021563,741.9903713500448,824.8553940234906,1,1,131.03430227983554,445.5290718830903,131.03430227983554,forefoot,toe,left,forefoot,0.014414749839627818,0.0,0.17031843812834124,0.05830290635831628,0,0
151,6.25,800.011,379.05,674.4808833467437,338.1034667752091,732.1755857065325,833.8510507945546,1,1,132.03949700793714,459.8321859506981,132.03949700793714,toe,toe,left,toe,0.01350362343191138,0.0,0.12352326030588234,0.04380878980772039,0,0
152,6.291667,800.364,380.628,674.0148404202879,335.78949445645975,720.2172577626396,842.2676601693105,1,1,134.06939138325964,468.54527650217364,134.06939138325964,toe,toe,left,toe,0.011817506317475896,0.0,0.17995857292939824,0.059896325037557416,0,0
153,6.333333,797.159,389.476,684.2112831925834,461.95644273381276,707.4535822202035,848.3753533395583,1,1,134.20358158744452,467.58494252329444,134.20358158744452,forefoot,toe,left,forefoot,0.011712928443403188,0.0,0.4381698713920194,0.13730742563930742,0,0
154,6.375,798.5,417.5,682.2956316959874,461.73430372766984,700.2760316370479,852.1650034670926,1,1,124.33876643752889,445.6249692286259,124.33876643752889,forefoot,toe,left,forefoot,0.021986739380911616,0.6922677298186406,0.6160693078857404,0.3342677080199061,0,0
155,6.416667,798.668,417.84,679.5822681946775,461.2202409602448,690.583905923258,855.2131447060223,1,1,126.74090431024277,450.5301755736514,126.74090431024277,forefoot,toe,left,forefoot,0.018944601805515562,0.0,0.010316424804671959,0.01256722834415937,0,0
156,6.458333,798.5,418.5,678.5628020779203,461.75840524524835,685.8148120572042,858.0873146477046,1,1,127.49988654803677,453.80057159602967,127.49988654803677,forefoot,toe,left,forefoot,0.018063142449198377,0.0,0.5377796976831479,0.17036548052954356,0,0
157,6.5,796.88,443.304,679.0048618390448,462.2432588975666,684.9125627932143,859.6367719136277,1,1,119.38694955502186,431.1260650481948,119.38694955502186,forefoot,toe,left,forefoot,0.029619586273828404,0.5693289117905201,0.9215446521730654,0.4051389711469378,0,0
158,6.541667,798.307,509.444,678.3923351576796,462.5554407626334,683.4324130082695,860.0280490872133,1,1,128.7558302819802,368.92458065423915,128.7558302819802,forefoot,toe,left,forefoot,0.01668326606070139,0.0,1.0,0.30834163303035067,0,0
159,6.583333,798.593,509.621,679.9172150661783,463.656877316508,684.5120998541411,860.5351866066961,1,1,127.26603043908378,368.9921654180866,127.26603043908378,forefoot,toe,left,forefoot,0.01833082905820261,0.1045473573962398,0.8809015648337652,0.29434535545847884,0,0
160,6.625,798.769,549.418,695.2609638504929,601.6280541285432,685.979349880999,860.5770765137672,1,1,115.930165615482,330.9705063459086,115.930165615482,inner_edge,toe,left,inner_edge,0.03620818971464002,0.7954992858667916,0.19487972661939146,0.23566787001649578,0,0
161,6.666667,798.808,597.979,696.7880389507268,602.0090091242835,687.3524884775184,859.4727396499961,1,1,102.0995270607902,284.25570693458025,102.0995270607902,inner_edge,toe,left,inner_edge,0.07623729124072451,0.9705711266450388,0.10761471751751306,0.26451728620462395,0,0
162,6.708333,803.596,647.475,697.9803190667111,602.5933702318245,688.1635898941992,858.8675318653409,1,1,114.75640613773973,240.85564936549224,114.75640613773973,inner_edge,toe,left,inner_edge,0.03871171449564792,0.0,0.33833014168415193,0.12085489975306954,0,0
163,6.75,799.237,709.132,699.9342572374915,602.2514633122577,690.1009618486942,857.492027406448,1,1,145.89202803037853,184.17755714365765,145.89202803037853,inner_edge,toe,left,inner_edge,0.0052191114632865725,0.0,0.20123350138320248,0.06297960614660403,0,0
164,6.791667,799.965,778.275,699.4551089387885,601.8763545234772,689.5216752487581,856.3976634572332,1,1,203.02394028066885,135.28073967775458,135.28073967775458,inner_edge,toe,right,toe,0.010902802213793205,0.7446518142192242,0.0891683351968769,0.18113226450980452,0,0
165,6.833333,800.417,843.417,699.8679829507632,602.437292461608,698.4366931445127,854.2628164175237,1,1,261.11553817200667,102.55542267526367,102.55542267526367,inner_edge,inner_edge,right,inner_edge,0.07450106143875723,1.0,1.0,0.5372505307193787,0,0
166,6.875,789.702,806.339,700.3297696161817,602.4469363332997,708.3186534533182,851.6578388401449,1,1,222.61933696344545,93.15066424323726,93.15066424323726,inner_edge,inner_edge,right,inner_edge,0.11736335535270787,0.6599830478615026,0.8612773422402742,0.4490614899207367,0,0
167,6.916667,790.25,806.325,700.2263564569093,602.5695053823238,714.3913361812881,848.949227029359,1,1,222.75672376758317,87.01357139096568,87.01357139096568,inner_edge,inner_edge,right,inner_edge,0.15420506035948323,0.4306731826155494,0.35748262510421763,0.2704819542341168,1,0
168,6.958333,785.779,791.036,700.5269249705582,602.0145656484799,718.0492026971465,846.8052443869045,1,1,207.35722543748403,87.73559176395808,87.73559176395808,inner_edge,inner_edge,right,inner_edge,0.1494750642521018,0.0,0.13864361028109376,0.11633061521037902,0,0
169,7.0,778.646,781.386,700.3505052215087,602.0307675221062,719.4693668936919,845.94695322192,1,1,195.69998446552844,87.57848244130255,87.57848244130255,inner_edge,inner_edge,right,inner_edge,0.15049508754430793,0.011025215624949413,0.32661779269041247,0.17543792470426758,0,0
170,7.041667,768.0,786.0,700.0852190471351,601.5261672491782,720.3759561137579,844.976875643647,1,1,196.57826034852835,75.8044947002809,75.8044947002809,inner_edge,inner_edge,right,inner_edge,0.24199340766191993,0.8262447537559057,0.2627533063965582,0.36507164650110857,0,0
171,7.083333,768.119,785.738,700.0145800509378,600.7411572626806,721.1284526771219,842.7544454833196,1,1,197.13458306287794,73.88495512116116,73.88495512116116,inner_edge,inner_edge,right,inner_edge,0.2597857764653458,0.13470453186805212,0.2927241538421557,0.24465104075893004,0,0
172,7.125,762.875,797.5,700.2327314337417,600.2434572388727,723.7832991605927,838.8377810974432,1,1,206.96424201586052,56.89440412358538,56.89440412358538,inner_edge,inner_edge,right,inner_edge,0.44966489695582473,1.0,0.19322163613184132,0.48279893931746476,0,1
173,7.166667,755.923,817.783,700.2215294435057,600.474752007131,726.761071550837,834.1763358325636,1,1,224.33352060689967,33.45384179124004,33.45384179124004,inner_edge,inner_edge,right,inner_edge,0.7585582502028996,1.0,0.06303213289964392,0.5981887649713429,0,1
174,7.208333,751.775,838.484,700.8011130044472,600.6470877998822,733.0404552277482,823.4472990060509,1,1,243.23801915062936,24.02260486718574,24.02260486718574,inner_edge,inner_edge,right,inner_edge,0.8671960025377397,0.6618411876529331,0.39718540425729476,0.6851218600766449,1,1
175,7.25,747.697,841.321,701.2546196717963,600.8051107668313,739.6881987949921,809.6566331014252,1,1,244.95874686193883,32.66149151261922,32.66149151261922,inner_edge,inner_edge,right,inner_edge,0.7684338875527219,0.0,0.2761161679860125,0.4670517941721647,0,1
176,7.291667,743.884,831.742,701.2822132491531,600.5656992752959,720.0012191422238,811.5143968869079,1,1,235.06891383405733,31.29765405268154,31.29765405268154,inner_edge,center,right,center,0.7851641255059607,0.0957078919254513,0.09732269159265762,0.44092044861586793,0,1
177,7.333333,737.237,825.499,701.3317802811714,600.550320281222,711.3798833272325,823.2053678727589,1,1,227.7961661448207,25.958644628797973,25.958644628797973,inner_edge,forefoot,right,forefoot,0.8467218606729996,0.3746673279918293,0.2565889772063912,0.575271089096783,0,1
178,7.375,728.222,830.551,700.7404848129307,599.9855643133845,711.1124989047955,820.6109207662018,1,1,232.19744574464195,19.78737483601573,19.78737483601573,inner_edge,forefoot,right,forefoot,0.9078495632848317,0.4330715644057715,0.22164185824341812,0.6070316519965956,0,1
179,7.416667,727.955,830.823,700.7508564180372,599.4497358626239,710.9216550426366,821.2593435751166,1,1,232.96706373565348,19.53454285745508,19.53454285745508,inner_edge,forefoot,right,forefoot,0.9100808671385918,0.01774259498671227,0.2399656255868994,0.5305786402427082,0,1
180,7.458333,724.302,841.343,700.3973175237381,597.8336675430479,710.3437382507611,824.1210070210631,1,1,244.67984967692232,22.16822305072775,22.16822305072775,inner_edge,forefoot,right,forefoot,0.8857320783928525,0.0,0.24046568965233395,0.5150057460921265,1,1
181,7.5,720.422,841.05,699.9640363700044,596.23392646206,708.7275615015684,830.4510036121574,1,1,245.669367521513,15.782858303333397,15.782858303333397,inner_edge,forefoot,right,forefoot,0.9403474624011049,0.4480957717469722,0.12338997084585798,0.5968098768037042,0,1
182,7.541667,711.485,838.471,698.1719600101867,593.6778217377381,704.5443317303361,836.5622711776415,1,1,245.15492480778335,7.198341596980601,7.198341596980601,inner_edge,forefoot,right,forefoot,0.9872873924862959,0.6024222250072138,0.20198983500645484,0.6747250917465272,1,1
183,7.583333,711.218,838.606,697.235718646878,591.5162189290098,702.9761830934235,831.5105897067409,1,1,247.48507854322798,10.875311174914318,10.875311174914318,inner_edge,center,right,center,0.9712192286290962,0.0,0.0993593220823065,0.51541741093924,0,1
184,7.625,709.339,842.909,696.9108910464429,589.2495608035318,714.7452079147195,833.3279749175715,1,1,253.96371588403767,11.001051115566113,11.001051115566113,inner_edge,inner_edge,right,inner_edge,0.9705598070873153,0.0,0.08348889411846366,0.5103265717791967,0,1
185,7.666667,704.505,844.895,696.8387393504055,586.9893818242406,702.0117906277444,844.3064764443178,1,1,258.0195330570306,2.5617285081553645,2.5617285081553645,inner_edge,inner_edge,right,inner_edge,0.9983809533195106,0.5922331654323332,0.07217565697027686,0.639289806837305,1,1
186,7.708333,700.113,843.665,695.1213812262049,585.4453025438416,690.3628693437381,851.0995887129806,1,1,258.26793918783807,12.261246149774399,12.261246149774399,inner_edge,inner_edge,right,inner_edge,0.9635599879313707,0.0,0.035787583252786886,0.4925162689415214,0,1
187,7.75,697.25,842.938,692.083585159714,585.5476268294501,691.2937315953924,858.7566823687976,1,1,257.4422188437181,16.90289458029701,16.90289458029701,inner_edge,toe,right,toe,0.9318856667700904,0.0,0.036112476726621885,0.4767765764030318,0,1
188,7.791667,695.535,843.36,691.4268492217999,584.6244078750038,691.4503737127923,858.2732098751619,1,1,258.76820425834546,15.462470717410412,15.462470717410412,inner_edge,toe,right,toe,0.9426746476842194,0.10108237634291908,0.06993735706515294,0.5125350062302394,0,1
189,7.833333,692.352,841.0,687.4110177796352,584.80396096364,688.1875278653962,860.0448200046322,1,1,256.24368035762774,19.494819752147794,19.494819752147794,inner_edge,toe,right,toe,0.910429318960434,0.0,0.04834982241002114,0.46971960620322334,0,1
190,7.875,687.516,840.053,684.7204639559643,585.1668482234242,686.1029620344729,861.5747828333388,1,1,254.90148173214914,21.56812028474934,21.56812028474934,inner_edge,toe,right,toe,0.8914907650284546,0.0,0.11314389970449189,0.47968855242557484,1,1
191,7.916667,687.763,839.35,682.5180255624209,584.7011574582623,684.6461821193402,861.5597766307815,1,1,254.70285189745638,22.427410276052974,22.427410276052974,inner_edge,toe,right,toe,0.8832078206768065,0.0,0.05635571539749631,0.45851062495765216,0,1
192,7.958333,685.5,839.0,680.819731394975,584.3064419568376,683.9061696559547,860.8916898203366,1,1,254.7365569032072,21.949632761288516,21.949632761288516,inner_edge,toe,right,toe,0.8878436692821565,0.03352824665013742,0.0310758370226752,0.45995023507790833,0,1
193,8.0,682.875,840.0,679.2486014411511,584.3144513367453,682.9730770957457,860.5563595363744,1,1,255.7112640493907,20.55659350440636,20.55659350440636,inner_edge,toe,right,toe,0.900919703356653,0.09775714083383541,0.0,0.47001127984509355,1,1
