frame,time,anchor_type,left_anchor_u,left_anchor_v,right_anchor_u,right_anchor_v,left_anchor_valid,right_anchor_valid,left_best_probe,right_best_probe,left_anchor_dist_px,right_anchor_dist_px,min_anchor_dist_px,min_anchor_boundary_gap_px,inter_anchor_dist_px,occlusion_penalty,object_contact_score,active_anchor_side,active_anchor_probe,anchor_score,floor_score,anchor_contact_state,floor_contact_state,transition_contact_state,multi_contact_state
212,7.033333,foot,,,,,,,,,,,,,,0.0,0.0,left,center,0.12285780700169707,3.4934184100575944e-08,0,0,0,0
213,7.066667,foot,,,,,,,,,,,,,,0.0,0.0,left,center,0.2066140684405847,7.680038237269725e-07,0,0,0,0
214,7.1,foot,,,,,,,,,,,,,,0.0,0.0,left,center,0.16789368555453332,8.461834812037274e-07,0,0,0,0
215,7.133333,foot,,,,,,,,,,,,,,0.0,0.0,left,center,0.300948745906969,0.00011283670814757087,0,0,0,0
216,7.166667,foot,,,,,,,,,,,,,,0.0,0.0,left,center,0.35987638006195966,0.13169159652178883,0,0,0,0
217,7.2,foot,,,,,,,,,,,,,,0.0,0.0,left,center,0.4382982977932256,0.970314410954959,0,1,0,0
218,7.233333,foot,,,,,,,,,,,,,,0.0,0.0,left,center,0.2564930245827514,0.9930269801139282,0,1,0,0
219,7.266667,foot,,,,,,,,,,,,,,0.0,0.0,left,center,0.3414284897785951,0.9971161662603152,0,1,0,0
220,7.3,foot,,,,,,,,,,,,,,0.0,0.0,left,center,0.29954764524495403,0.7878913140259366,0,1,0,0
221,7.333333,foot,,,,,,,,,,,,,,0.0,0.0,left,center,0.3014207191708298,0.30970544674272243,0,0,0,0
222,7.366667,foot,,,,,,,,,,,,,,0.0,0.0,left,center,0.30649824403259956,0.31298725128198207,0,0,0,0
223,7.4,foot,,,,,,,,,,,,,,0.0,0.0,left,center,0.3526114813773737,0.59040072365129,0,1,0,0
224,7.433333,foot,,,,,,,,,,,,,,0.0,0.0,left,center,0.31199886618497086,0.6060454352883619,0,1,0,0
225,7.466667,foot,,,,,,,,,,,,,,0.0,0.2138183143583614,left,center,0.4111844916510593,0.9851809786668915,0,1,0,0
226,7.5,foot,,,,,,,,,,,,,,0.0,0.7718758519299191,left,center,0.502825380758076,0.9971161662603152,0,1,0,0
227,7.533333,foot,,,,,,,,,,,,,,0.0,0.9945592150088673,left,center,0.5729693225000265,0.9323818666937986,0,1,0,0
228,7.566667,foot,,,,,,,,,,,,,,0.0,1.0,left,center,0.574480283436567,0.9322073178392676,0,1,0,0
229,7.6,foot,,,,,,,,,,,,,,0.0,1.0,left,center,0.5818950854331535,0.9288529696726286,0,1,0,0
230,7.633333,foot,,,,,,,,,,,,,,0.0,1.0,left,center,0.5730923688479832,0.9844749702946411,0,1,0,0
231,7.666667,foot,,,,,,,,,,,,,,0.0,1.0,left,center,0.5839670959203469,0.7893587121074994,0,1,0,0
232,7.7,foot,,,,,,,,,,,,,,0.0,1.0,left,center,0.5723575316915137,0.8777379037523145,0,1,0,0
233,7.733333,foot,,,,,,,,,,,,,,0.0,1.0,left,center,0.5632252849055364,0.8980269320344354,0,1,0,0
234,7.766667,foot,,,,,,,,,,,,,,0.0,1.0,left,center,0.5525625903528721,0.9060133436111393,0,1,0,0
235,7.8,foot,,,,,,,,,,,,,,0.0,1.0,left,center,0.5657597152224803,0.9590440038601817,0,1,0,0
236,7.833333,foot,,,,,,,,,,,,,,0.0,1.0,left,center,0.5606273733253058,0.9889313928382294,0,1,0,0
237,7.866667,foot,,,,,,,,,,,,,,0.0,1.0,left,center,0.5541432908642732,0.9736497836886352,0,1,0,0
238,7.9,foot,,,,,,,,,,,,,,0.0,1.0,left,center,0.5642036987209804,0.9498146629993705,0,1,0,0
239,7.933333,foot,,,,,,,,,,,,,,0.0,1.0,left,center,0.5647775491074103,0.9445107551210548,0,1,0,0
240,7.966667,foot,,,,,,,,,,,,,,0.0,1.0,left,center,0.5609298015481214,0.9249528645604725,0,1,0,0
241,8.0,foot,,,,,,,,,,,,,,0.0,1.0,left,center,0.5549020151289983,0.9603378541762518,0,1,0,0
242,8.033333,foot,,,,,,,,,,,,,,0.0,1.0,left,center,0.55,0.9806276824982975,0,1,0,0
