frame,time,ball_center_y,ball_radius_px,ball_bottom_v,floor_v,left_support_v,right_support_v,floor_gap_px,floor_score,is_local_peak,is_bounce_turn,is_candidate,floor_contact_state
1,0.0,841.01,36.661,877.671,881.963,848.1105294402523,868.9832165892426,4.291999999999916,0.9120081796806034,1,0,1,1
2,0.033333,840.7,36.729,877.4290000000001,881.963,848.0530908657933,869.1668665599193,4.533999999999878,0.9023202478226562,0,0,0,1
3,0.066667,840.7,36.73,877.4300000000001,881.963,847.5608154057958,869.2879244569692,4.532999999999902,0.9023611554383567,0,0,0,1
4,0.1,840.754,36.747,877.501,881.963,847.0144779797677,869.5934204272342,4.461999999999989,0.905247203086335,0,0,0,1
5,0.133333,840.754,36.747,877.501,881.963,846.2429006147952,870.0721277030602,4.461999999999989,0.905247203086335,0,0,0,1
6,0.166667,840.943,36.81,877.7529999999999,881.963,845.3929771318124,870.2490858469248,4.210000000000036,0.9151928233561006,1,1,1,1
7,0.2,840.939,36.809,877.7479999999999,881.963,845.2896661822383,870.5457034821861,4.215000000000032,0.9150000811665558,0,0,0,1
8,0.233333,840.939,36.809,877.7479999999999,881.963,845.4523858591524,870.5689454605368,4.215000000000032,0.9150000811665558,0,0,0,1
9,0.266667,841.132,36.746,877.8779999999999,881.963,845.8497801252724,870.6084545576316,4.085000000000036,0.9199498465910212,0,0,0,1
10,0.3,841.51,36.868,878.378,881.963,846.3821051110941,870.7184668323343,3.5849999999999227,0.9377600949519753,0,0,0,1
11,0.333333,841.673,36.922,878.595,881.963,846.9508785443879,870.7335241989923,3.367999999999938,0.9448613139341573,0,0,0,1
12,0.366667,841.785,36.96,878.745,881.963,847.9106957652984,871.1093095284555,3.217999999999961,0.9495400020715553,1,1,1,1
13,0.4,841.114,36.692,877.806,881.963,848.7762706043386,871.5391220740455,4.156999999999925,0.9172242905277656,0,0,0,1
14,0.433333,841.3,36.611,877.911,881.963,848.6894577213549,871.1602712811427,4.052000000000021,0.9211858053713629,0,1,1,1
15,0.466667,841.117,36.741,877.858,881.963,848.5151294539778,870.9358593584184,4.105000000000018,0.919196716115691,0,0,0,1
16,0.5,841.117,36.741,877.858,881.963,847.5906852425811,870.2552286085121,4.105000000000018,0.919196716115691,0,0,0,1
17,0.533333,841.117,36.741,877.858,881.963,846.5784440717971,870.2252622585906,4.105000000000018,0.919196716115691,0,0,0,1
18,0.566667,841.117,36.741,877.858,881.963,845.7233460818916,870.3076697575782,4.105000000000018,0.919196716115691,0,0,0,1
19,0.6,841.127,36.77,877.8969999999999,881.963,845.5122287414358,869.9103976602835,4.066000000000031,0.9206624810318293,1,0,1,1
20,0.633333,841.127,36.77,877.8969999999999,881.963,845.7217209864391,869.290070202092,4.066000000000031,0.9206624810318293,1,0,1,1
21,0.666667,841.127,36.77,877.8969999999999,881.963,845.5655039036524,867.9791518842678,4.066000000000031,0.9206624810318293,1,0,1,1
22,0.7,841.055,36.544,877.5989999999999,881.963,845.4055890073246,866.470677793955,4.364000000000033,0.9091706396818761,0,0,0,1
23,0.733333,841.049,36.543,877.592,881.963,845.8326742426315,866.1260984886197,4.370999999999981,0.9088927259728103,0,0,0,1
24,0.766667,841.127,36.77,877.8969999999999,881.963,846.024287007489,865.3603298309818,4.066000000000031,0.9206624810318293,0,0,0,1
25,0.8,841.127,36.77,877.8969999999999,881.963,845.8375882373027,864.6807802634846,4.066000000000031,0.9206624810318293,0,0,0,1
26,0.833333,841.184,36.938,878.122,881.963,845.6974932808291,864.6053083440811,3.841000000000008,0.9288886522448223,1,0,1,1
27,0.866667,841.184,36.938,878.122,881.963,846.0905313231265,866.1991673247801,3.841000000000008,0.9288886522448223,1,0,1,1
28,0.9,841.184,36.938,878.122,881.963,846.4391491205779,867.2889221005966,3.841000000000008,0.9288886522448223,1,0,1,1
29,0.933333,841.184,36.938,878.122,881.963,846.4973447655136,867.3148390884177,3.841000000000008,0.9288886522448223,1,0,1,1
30,0.966667,841.184,36.938,878.122,881.963,847.9828653959207,867.7893860083379,3.841000000000008,0.9288886522448223,1,0,1,1
31,1.0,841.127,36.77,877.8969999999999,881.963,849.9194561643149,867.8828819456079,4.066000000000031,0.9206624810318293,0,0,0,1
32,1.033333,841.012,37.01,878.0219999999999,881.963,851.2168890667899,867.6321789901995,3.941000000000031,0.9252813690196036,0,1,1,1
33,1.066667,840.953,36.846,877.799,881.963,851.6903599764328,867.3090271207634,4.163999999999987,0.9169572016062203,0,0,0,1
34,1.1,840.953,36.846,877.799,881.963,851.3306104714702,866.810985367713,4.163999999999987,0.9169572016062203,0,0,0,1
35,1.133333,840.953,36.846,877.799,881.963,849.9919713495296,866.1458123478172,4.163999999999987,0.9169572016062203,0,0,0,1
36,1.166667,841.025,37.014,878.039,881.963,848.517514743645,865.9272563246284,3.923999999999978,0.9259001495589136,1,1,1,1
37,1.2,841.259,36.6,877.859,881.963,847.3633732063623,866.0272895700748,4.103999999999928,0.9192344453191996,0,0,0,1
38,1.233333,841.087,36.627,877.7139999999999,881.963,847.1704375988302,866.3256427485787,4.249000000000024,0.9136844525925756,0,0,0,1
39,1.266667,840.899,36.786,877.685,881.963,847.287933929636,867.2843031006801,4.27800000000002,0.9125554575271669,0,0,0,1
40,1.3,841.817,36.936,878.753,881.963,848.1588925822055,868.1675137644464,3.2099999999999227,0.9497841791869538,1,1,1,1
41,1.333333,840.841,36.488,877.329,881.963,849.329213872954,868.9097631035007,4.6340000000000146,0.8981934775903394,0,0,0,1
42,1.366667,841.051,36.708,877.759,881.963,850.4496029871584,868.7317105676946,4.203999999999951,0.915423865487176,0,0,0,1
43,1.4,841.7,36.73,878.4300000000001,881.963,852.6651352895527,868.7744702529121,3.5329999999999018,0.9394971957175242,1,0,1,1
44,1.433333,841.7,36.73,878.4300000000001,881.963,854.2824521661732,869.2727987353835,3.5329999999999018,0.9394971957175242,1,0,1,1
45,1.466667,841.7,36.73,878.4300000000001,881.963,856.331650233772,868.5130845016442,3.5329999999999018,0.9394971957175242,1,0,1,1
46,1.5,841.7,36.73,878.4300000000001,881.963,857.4308443990366,858.4391904449401,3.5329999999999018,0.9394971957175242,0,0,0,1
47,1.533333,841.7,36.73,878.4300000000001,881.963,859.3242582810137,847.4727923132778,3.5329999999999018,0.9394971957175242,0,0,0,1
48,1.566667,841.764,36.706,878.47,881.963,861.9376210053679,843.7412510618494,3.492999999999938,0.9408183051710601,0,1,1,1
49,1.6,841.767,36.612,878.379,881.963,861.1514719156187,844.2656993507505,3.5839999999999463,0.9377937095650324,0,0,0,1
50,1.633333,841.831,36.736,878.567,881.963,861.6508579881299,854.7394576724711,3.395999999999958,0.9439669915748949,1,1,1,1
51,1.666667,841.776,36.616,878.3919999999999,881.963,859.9822307743539,860.9199860101363,3.5710000000000264,0.9382299554101607,0,0,0,1
52,1.7,786.0,39.538,825.538,881.963,857.9980353014589,855.5736363127577,56.424999999999955,1.2204169052174452e-07,0,0,0,0
53,1.733333,787.5,39.386,826.886,881.963,857.7450920604215,841.879278796469,55.077,2.587561705797439e-07,0,1,0,0
54,1.766667,711.419,39.901,751.3199999999999,881.963,856.7742998700253,819.2773526350591,130.64300000000003,8.673446992538263e-38,0,0,0,0
55,1.8,639.364,40.503,679.8670000000001,881.963,854.589021726795,801.8905906757775,202.0959999999999,2.0464512519682733e-89,0,0,0,0
56,1.833333,583.623,40.479,624.1020000000001,881.963,853.3005308788394,795.809074229596,257.8609999999999,4.109748683768329e-145,0,0,0,0
57,1.866667,532.5,41.269,573.769,881.963,853.7091788347482,799.1958145058229,308.19399999999996,5.570061358502465e-207,0,0,0,0
58,1.9,480.972,40.327,521.299,881.963,854.4621667574743,808.1313052319251,360.664,3.452079618169615e-283,0,0,0,0
59,1.933333,481.405,40.116,521.521,881.963,855.5019305166725,817.8384120262674,360.442,7.686030783815172e-283,0,1,0,0
60,1.966667,438.284,40.442,478.726,881.963,855.6960016496598,831.9641466295918,403.23699999999997,0.0,0,0,0,0
61,2.0,400.765,41.441,442.206,881.963,855.7600625198091,843.0634490072089,439.75699999999995,0.0,0,0,0,0
62,2.033333,369.74,40.316,410.05600000000004,881.963,855.0141514725059,850.7618904310077,471.9069999999999,0.0,0,0,0,0
63,2.066667,343.81,40.055,383.865,881.963,853.6366330048407,855.8923366082508,498.09799999999996,0.0,0,0,0,0
64,2.1,343.81,40.055,383.865,881.963,853.3430915062753,859.300753757248,498.09799999999996,0.0,0,0,0,0
65,2.133333,322.781,40.541,363.322,881.963,854.3140159430252,864.1185836459955,518.641,0.0,0,0,0,0
66,2.166667,305.0,40.449,345.449,881.963,854.7030918576124,866.5914775211979,536.5139999999999,0.0,0,0,0,0
67,2.2,295.001,40.717,335.71799999999996,881.963,855.7382805448132,868.6639861926201,546.245,0.0,0,0,0,0
68,2.233333,294.894,41.214,336.108,881.963,855.9910035164525,868.3290750018383,545.855,0.0,0,1,0,0
69,2.266667,291.222,40.804,332.02599999999995,881.963,856.4950844763086,868.2895619419962,549.937,0.0,0,0,0,0
70,2.3,290.133,40.854,330.98699999999997,881.963,856.6968745959182,868.1732246258525,550.976,0.0,0,0,0,0
71,2.333333,294.574,40.664,335.238,881.963,856.7712192899163,867.7352049498454,546.7249999999999,0.0,0,0,0,0
72,2.366667,303.719,40.376,344.09499999999997,881.963,857.196414049148,868.029166609622,537.8679999999999,0.0,0,0,0,0
73,2.4,317.616,42.116,359.73199999999997,881.963,856.4304144636494,867.7364941062635,522.231,0.0,0,1,0,0
74,2.433333,317.934,40.922,358.856,881.963,854.0815783883721,867.6194460478926,523.107,0.0,0,0,0,0
75,2.466667,336.77,41.03,377.79999999999995,881.963,850.1538961333667,868.8033135028054,504.163,0.0,0,0,0,0
76,2.5,359.727,41.037,400.76399999999995,881.963,844.9192588464798,869.2258632752976,481.199,0.0,0,0,0,0
77,2.533333,387.599,41.219,428.818,881.963,840.4739746421583,870.6392445504816,453.145,0.0,0,0,0,0
78,2.566667,420.304,40.566,460.87,881.963,837.2734899260392,870.7742261253702,421.09299999999996,0.0,0,1,0,0
79,2.6,420.243,40.531,460.774,881.963,835.3038274544633,871.3766461203145,421.18899999999996,0.0,0,0,0,0
80,2.633333,455.835,40.487,496.322,881.963,832.2526365105949,870.7292530804226,385.64099999999996,1e-323,0,0,0,0
81,2.666667,495.0,41.704,536.704,881.963,828.2401928077695,870.5952457042686,345.259,1.4199954685666632e-259,0,0,0,0
82,2.7,543.0,41.141,584.141,881.963,821.3027404464651,870.4643960827091,297.822,2.482347109801374e-193,0,0,0,0
83,2.733333,542.827,41.546,584.373,881.963,815.6648408679384,871.0621612981165,297.5899999999999,4.952450219009968e-193,0,0,0,0
84,2.766667,591.915,40.515,632.43,881.963,800.7094102163871,871.1835318676806,249.53300000000002,6.159417443359541e-136,0,0,0,0
85,2.8,645.64,41.859,687.499,881.963,784.07277235075,869.951129749237,194.46399999999994,7.639454793356605e-83,0,0,0,0
86,2.833333,697.497,40.695,738.192,881.963,774.7325641097905,869.4066020699925,143.77099999999996,1.3045093326057296e-45,0,0,0,0
87,2.866667,718.0,41.11,759.11,881.963,771.1101337954582,868.5395317977418,122.85299999999995,1.6837273959108923e-33,1,1,0,0
88,2.9,693.811,41.88,735.691,881.963,775.4074117393169,868.2191967883917,146.27199999999993,3.4694963895110565e-47,0,0,0,0
89,2.933333,693.956,42.227,736.183,881.963,782.986604146936,867.7116122154271,145.77999999999997,7.116794196438177e-47,0,1,0,0
90,2.966667,673.386,45.44,718.826,881.963,800.1398131767454,867.1400116842208,163.13699999999994,1.6185513951029613e-58,0,0,0,0
91,3.0,648.22,39.832,688.052,881.963,820.3649052732437,867.6720422625633,193.91099999999994,2.235797573393137e-82,0,0,0,0
92,3.033333,637.741,42.619,680.36,881.963,838.8948869644769,870.7833086544217,201.60299999999995,5.535739886935784e-89,0,0,0,0
