frame,time,object_name,center_x,center_y,center_source,tracking_available,track_center_x,track_center_y,track_center_source,mask_available,mask_center_x,mask_center_y,mask_area_px,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_w_px,bbox_h_px,enclosing_radius_px,major_axis_px,minor_axis_px,aspect_ratio,circularity,body_available,body_center_x,body_center_y,body_bbox_x1,body_bbox_y1,body_bbox_x2,body_bbox_y2,body_bbox_w_px,body_bbox_h_px,handle_side,handle_extra_left_px,handle_extra_right_px,track_geometry_conf,mask_conf,observation_conf,left_x,left_y,left_visible,right_x,right_y,right_visible,top_x,top_y,top_visible,bottom_x,bottom_y,bottom_visible
78,3.208333,hammer,606.077,268.097,tracking,1,606.077,268.097,,1,606.129,268.076,1388.0,582.000,237.000,628.000,293.000,46.000,56.000,29.978,54.270,43.858,0.821429,0.445702,0,,,,,,,,,,,,0.000000,0.445702,0.445702,,,,,,,,,,,,
79,3.250000,hammer,603.127,270.247,tracking,1,603.127,270.247,,1,603.165,270.230,1298.5,580.000,240.000,624.000,296.000,44.000,56.000,30.551,53.232,44.124,0.785714,0.463741,0,,,,,,,,,,,,0.000000,0.463741,0.463741,,,,,,,,,,,,
80,3.291667,hammer,600.624,273.140,tracking,1,600.624,273.140,,1,600.661,273.132,1287.5,577.000,242.000,621.000,300.000,44.000,58.000,30.221,55.672,41.298,0.758621,0.461499,0,,,,,,,,,,,,0.000000,0.461499,0.461499,,,,,,,,,,,,
81,3.333333,hammer,598.275,275.362,tracking,1,598.275,275.362,,1,598.331,275.333,1261.5,575.000,244.000,618.000,303.000,43.000,59.000,30.017,54.387,39.836,0.728814,0.426676,0,,,,,,,,,,,,0.000000,0.426676,0.426676,,,,,,,,,,,,
82,3.375000,hammer,596.754,276.604,tracking,1,596.754,276.604,,1,596.818,276.583,1202.0,574.000,246.000,616.000,304.000,42.000,58.000,30.018,55.118,37.341,0.724138,0.432628,0,,,,,,,,,,,,0.000000,0.432628,0.432628,,,,,,,,,,,,
83,3.416667,hammer,594.539,278.593,tracking,1,594.539,278.593,,1,594.592,278.620,1368.0,571.000,247.000,615.000,305.000,44.000,58.000,30.208,55.789,38.786,0.758621,0.500457,0,,,,,,,,,,,,0.000000,0.500457,0.500457,,,,,,,,,,,,
84,3.458333,hammer,593.236,278.375,tracking,1,593.236,278.375,,1,593.260,278.420,1362.5,571.000,247.000,614.000,304.000,43.000,57.000,30.020,55.465,38.078,0.754386,0.528894,0,,,,,,,,,,,,0.000000,0.528894,0.528894,,,,,,,,,,,,
85,3.500000,hammer,592.601,277.286,tracking,1,592.601,277.286,,1,592.648,277.331,1347.0,571.000,246.000,613.000,303.000,42.000,57.000,30.104,56.210,36.778,0.736842,0.508166,0,,,,,,,,,,,,0.000000,0.508166,0.508166,,,,,,,,,,,,
86,3.541667,hammer,591.796,276.057,tracking,1,591.796,276.057,,1,591.826,276.108,1331.5,570.000,245.000,612.000,302.000,42.000,57.000,29.682,57.008,37.930,0.736842,0.516861,0,,,,,,,,,,,,0.000000,0.516861,0.516861,,,,,,,,,,,,
87,3.583333,hammer,591.159,274.822,tracking,1,591.159,274.822,,1,591.187,274.862,1370.5,569.000,243.000,612.000,301.000,43.000,58.000,29.841,58.565,38.593,0.741379,0.517602,0,,,,,,,,,,,,0.000000,0.517602,0.517602,,,,,,,,,,,,
88,3.625000,hammer,590.553,273.118,tracking,1,590.553,273.118,,1,590.585,273.182,1356.5,568.000,241.000,612.000,298.000,44.000,57.000,29.753,57.189,40.229,0.771930,0.499402,0,,,,,,,,,,,,0.000000,0.499402,0.499402,,,,,,,,,,,,
89,3.666667,hammer,590.464,270.960,tracking,1,590.464,270.960,,1,590.508,270.994,1330.0,569.000,239.000,611.000,295.000,42.000,56.000,29.627,57.366,37.355,0.750000,0.472038,0,,,,,,,,,,,,0.000000,0.472038,0.472038,,,,,,,,,,,,
90,3.708333,hammer,590.922,268.068,tracking,1,590.922,268.068,,1,590.955,268.134,1402.0,569.000,236.000,612.000,293.000,43.000,57.000,29.699,56.946,40.241,0.754386,0.514800,0,,,,,,,,,,,,0.000000,0.514800,0.514800,,,,,,,,,,,,
91,3.750000,hammer,591.479,263.205,tracking,1,591.479,263.205,,1,591.513,263.235,1379.0,569.000,232.000,613.000,291.000,44.000,59.000,29.992,54.968,41.378,0.745763,0.485147,0,,,,,,,,,,,,0.000000,0.485147,0.485147,,,,,,,,,,,,
92,3.791667,hammer,592.851,254.084,tracking,1,592.851,254.084,,1,592.907,254.017,1302.5,571.000,224.000,614.000,284.000,43.000,60.000,30.008,55.491,41.137,0.716667,0.418672,0,,,,,,,,,,,,0.000000,0.418672,0.418672,,,,,,,,,,,,
93,3.833333,hammer,594.316,243.118,tracking,1,594.316,243.118,,1,594.365,243.098,1353.5,573.000,213.000,616.000,270.000,43.000,57.000,29.986,55.186,41.262,0.754386,0.469129,0,,,,,,,,,,,,0.000000,0.469129,0.469129,,,,,,,,,,,,
94,3.875000,hammer,596.026,230.292,tracking,1,596.026,230.292,,1,596.074,230.248,1408.0,575.000,199.000,618.000,260.000,43.000,61.000,30.378,57.176,39.396,0.704918,0.480850,0,,,,,,,,,,,,0.000000,0.480850,0.480850,,,,,,,,,,,,
95,3.916667,hammer,595.906,214.074,tracking,1,595.906,214.074,,1,595.962,214.067,1410.0,576.000,183.000,618.000,247.000,42.000,64.000,31.977,65.061,36.261,0.656250,0.515822,0,,,,,,,,,,,,0.000000,0.515822,0.515822,,,,,,,,,,,,
96,3.958333,hammer,591.756,205.321,tracking,1,591.756,205.321,,1,596.074,195.770,1412.5,575.000,164.000,618.000,229.000,43.000,65.000,32.469,64.181,35.759,0.661538,0.518092,0,,,,,,,,,,,,0.000000,0.518092,0.518092,,,,,,,,,,,,
97,4.000000,hammer,592.133,186.375,tracking,1,592.133,186.375,,1,596.333,175.316,1465.0,574.000,143.000,618.000,209.000,44.000,66.000,32.962,66.304,31.842,0.666667,0.543622,0,,,,,,,,,,,,0.000000,0.543622,0.543622,,,,,,,,,,,,
98,4.041667,hammer,592.764,164.854,tracking,1,592.764,164.854,,1,597.289,150.928,1295.5,580.000,115.000,618.000,193.000,38.000,78.000,38.581,75.363,29.647,0.487179,0.399275,0,,,,,,,,,,,,0.000000,0.399275,0.399275,,,,,,,,,,,,
99,4.083333,hammer,591.240,144.519,tracking,1,591.240,144.519,,1,595.982,127.548,1387.5,578.000,96.000,617.000,173.000,39.000,77.000,38.269,81.679,29.928,0.506494,0.419282,0,,,,,,,,,,,,0.000000,0.419282,0.419282,,,,,,,,,,,,
100,4.125000,hammer,592.310,117.947,tracking,1,592.310,117.947,,1,596.140,102.571,1485.0,580.000,69.000,620.000,152.000,40.000,83.000,41.049,82.275,36.288,0.481928,0.382095,0,,,,,,,,,,,,0.000000,0.382095,0.382095,,,,,,,,,,,,
101,4.166667,hammer,593.536,89.515,tracking,1,593.536,89.515,,1,596.539,77.090,1475.5,576.000,46.000,620.000,124.000,44.000,78.000,38.965,78.119,38.484,0.564103,0.376479,0,,,,,,,,,,,,0.000000,0.376479,0.376479,,,,,,,,,,,,
102,4.208333,hammer,592.472,69.458,tracking,1,592.472,69.458,,1,595.726,54.720,1437.5,580.000,23.000,619.000,105.000,39.000,82.000,40.808,82.885,35.190,0.475610,0.376315,0,,,,,,,,,,,,0.000000,0.376315,0.376315,,,,,,,,,,,,
103,4.250000,hammer,592.175,48.400,tracking,1,592.175,48.400,,1,595.338,33.799,1321.5,581.000,3.000,618.000,83.000,37.000,80.000,40.389,81.180,30.067,0.462500,0.374385,0,,,,,,,,,,,,0.000000,0.374385,0.374385,,,,,,,,,,,,
104,4.291667,hammer,588.443,43.624,tracking,1,588.443,43.624,,1,591.793,25.590,870.5,580.000,0.000,609.000,62.000,29.000,62.000,32.136,144.307,24.839,0.467742,0.380761,0,,,,,,,,,,,,0.000000,0.380761,0.380761,,,,,,,,,,,,
105,4.333333,hammer,585.181,52.021,tracking,1,585.181,52.021,,1,590.434,21.150,475.5,582.000,0.000,598.000,44.000,16.000,44.000,21.738,46.706,14.460,0.363636,0.519833,0,,,,,,,,,,,,0.000000,0.519833,0.519833,,,,,,,,,,,,
106,4.375000,hammer,583.682,52.360,tracking,1,583.682,52.360,,1,579.424,76.576,526.5,570.000,58.000,590.000,95.000,20.000,37.000,18.255,37.508,18.562,0.540541,0.727643,0,,,,,,,,,,,,0.000000,0.727643,0.727643,,,,,,,,,,,,
107,4.416667,hammer,583.178,46.972,tracking,1,583.178,46.972,,1,580.302,62.174,539.5,569.000,45.000,591.000,80.000,22.000,35.000,17.464,36.263,19.697,0.628571,0.745609,0,,,,,,,,,,,,0.000000,0.745609,0.745609,,,,,,,,,,,,
108,4.458333,hammer,582.789,45.340,tracking,1,582.789,45.340,,1,581.560,52.053,430.0,573.000,36.000,590.000,69.000,17.000,33.000,16.194,33.472,17.616,0.515152,0.739937,0,,,,,,,,,,,,0.000000,0.739937,0.739937,,,,,,,,,,,,
109,4.500000,hammer,583.415,44.900,tracking,1,583.415,44.900,,1,583.413,44.899,429.0,575.000,29.000,593.000,61.000,18.000,32.000,15.788,32.754,17.469,0.562500,0.758882,0,,,,,,,,,,,,0.000000,0.758882,0.758882,,,,,,,,,,,,
110,4.541667,hammer,584.811,40.380,tracking,1,584.811,40.380,,1,584.803,40.414,402.0,577.000,25.000,594.000,56.000,17.000,31.000,15.207,32.717,16.222,0.548387,0.746109,0,,,,,,,,,,,,0.000000,0.746109,0.746109,,,,,,,,,,,,
111,4.583333,hammer,586.619,38.281,tracking,1,586.619,38.281,,1,586.613,38.290,392.5,579.000,23.000,595.000,54.000,16.000,31.000,15.137,31.821,16.585,0.516129,0.732792,0,,,,,,,,,,,,0.000000,0.732792,0.732792,,,,,,,,,,,,
112,4.625000,hammer,589.108,39.410,tracking,1,589.108,39.410,,1,589.102,39.396,385.5,582.000,24.000,598.000,55.000,16.000,31.000,15.297,32.883,16.562,0.516129,0.719724,0,,,,,,,,,,,,0.000000,0.719724,0.719724,,,,,,,,,,,,
113,4.666667,hammer,591.837,43.241,tracking,1,591.837,43.241,,1,591.836,43.244,408.5,583.000,28.000,601.000,59.000,18.000,31.000,15.661,32.735,17.188,0.580645,0.726797,0,,,,,,,,,,,,0.000000,0.726797,0.726797,,,,,,,,,,,,
114,4.708333,hammer,593.811,45.891,tracking,1,593.811,45.891,,1,594.249,52.538,436.5,586.000,36.000,604.000,69.000,18.000,33.000,16.621,35.048,16.827,0.545455,0.707649,0,,,,,,,,,,,,0.000000,0.707649,0.707649,,,,,,,,,,,,
115,4.750000,hammer,595.131,51.000,tracking,1,595.131,51.000,,1,596.891,67.512,440.0,588.000,52.000,607.000,83.000,19.000,31.000,15.977,36.216,16.915,0.612903,0.757145,0,,,,,,,,,,,,0.000000,0.757145,0.757145,,,,,,,,,,,,
116,4.791667,hammer,594.879,50.857,tracking,1,594.879,50.857,,1,591.842,17.782,418.5,584.000,0.000,601.000,36.000,17.000,36.000,18.848,54.829,13.024,0.472222,0.590339,0,,,,,,,,,,,,0.000000,0.590339,0.590339,,,,,,,,,,,,
117,4.833333,hammer,594.114,50.487,tracking,1,594.114,50.487,,1,591.768,22.403,1139.5,571.000,0.000,616.000,61.000,45.000,61.000,33.061,83.942,37.534,0.737705,0.390479,0,,,,,,,,,,,,0.000000,0.390479,0.390479,,,,,,,,,,,,
118,4.875000,hammer,598.200,71.864,tracking,1,598.200,71.864,,1,598.052,46.234,1591.5,575.000,17.000,621.000,97.000,46.000,80.000,39.976,82.861,43.341,0.575000,0.392813,0,,,,,,,,,,,,0.000000,0.392813,0.392813,,,,,,,,,,,,
119,4.916667,hammer,601.838,114.881,tracking,1,601.838,114.881,,1,603.525,85.043,1336.0,585.000,58.000,625.000,132.000,40.000,74.000,36.624,76.123,35.257,0.540541,0.403322,0,,,,,,,,,,,,0.000000,0.403322,0.403322,,,,,,,,,,,,
120,4.958333,hammer,609.003,161.526,tracking,1,609.003,161.526,,1,612.402,142.625,2005.5,593.000,108.000,637.000,195.000,44.000,87.000,43.490,90.397,39.809,0.505747,0.356765,0,,,,,,,,,,,,0.000000,0.356765,0.356765,,,,,,,,,,,,
121,5.000000,hammer,617.711,203.352,tracking,1,617.711,203.352,,1,617.762,203.100,2270.0,600.000,161.000,640.000,257.000,40.000,96.000,47.566,89.908,37.478,0.416667,0.489761,0,,,,,,,,,,,,0.000000,0.489761,0.489761,,,,,,,,,,,,
122,5.041667,hammer,627.031,277.623,tracking,1,627.031,277.623,,1,627.013,277.610,2240.0,605.000,231.000,648.000,320.000,43.000,89.000,45.122,83.621,41.362,0.483146,0.532929,0,,,,,,,,,,,,0.000000,0.532929,0.532929,,,,,,,,,,,,
123,5.083333,hammer,629.905,294.682,tracking,1,629.905,294.682,,1,629.959,294.673,1514.5,605.000,260.000,653.000,328.000,48.000,68.000,34.125,62.016,40.813,0.705882,0.417210,0,,,,,,,,,,,,0.000000,0.417210,0.417210,,,,,,,,,,,,
124,5.125000,hammer,629.477,294.895,tracking,1,629.477,294.895,,1,629.525,294.926,1494.5,605.000,261.000,651.000,328.000,46.000,67.000,33.541,59.181,41.898,0.686567,0.464410,0,,,,,,,,,,,,0.000000,0.464410,0.464410,,,,,,,,,,,,
125,5.166667,hammer,629.400,293.985,tracking,1,629.400,293.985,,1,629.441,294.021,1606.5,603.000,259.000,650.000,328.000,47.000,69.000,34.341,63.365,41.055,0.681159,0.483159,0,,,,,,,,,,,,0.000000,0.483159,0.483159,,,,,,,,,,,,
126,5.208333,hammer,629.863,284.743,tracking,1,629.863,284.743,,1,629.939,284.743,1442.5,606.000,251.000,648.000,318.000,42.000,67.000,33.474,60.068,38.754,0.626866,0.439466,0,,,,,,,,,,,,0.000000,0.439466,0.439466,,,,,,,,,,,,
127,5.250000,hammer,627.448,270.320,tracking,1,627.448,270.320,,1,627.522,270.327,1246.0,605.000,239.000,646.000,296.000,41.000,57.000,30.311,57.207,39.324,0.719298,0.429864,0,,,,,,,,,,,,0.000000,0.429864,0.429864,,,,,,,,,,,,
128,5.291667,hammer,625.905,254.952,tracking,1,625.905,254.952,,1,625.955,254.956,1409.0,603.000,221.000,647.000,281.000,44.000,60.000,32.250,60.104,40.810,0.733333,0.460120,0,,,,,,,,,,,,0.000000,0.460120,0.460120,,,,,,,,,,,,
129,5.333333,hammer,623.042,233.049,tracking,1,623.042,233.049,,1,623.120,232.935,1344.5,601.000,202.000,644.000,266.000,43.000,64.000,31.894,59.597,40.980,0.671875,0.437973,0,,,,,,,,,,,,0.000000,0.437973,0.437973,,,,,,,,,,,,
130,5.375000,hammer,621.416,209.999,tracking,1,621.416,209.999,,1,621.491,209.871,1434.5,600.000,179.000,643.000,247.000,43.000,68.000,33.682,64.839,35.436,0.632353,0.491871,0,,,,,,,,,,,,0.000000,0.491871,0.491871,,,,,,,,,,,,
131,5.416667,hammer,614.245,195.535,tracking,1,614.245,195.535,,1,619.328,186.116,1682.0,594.000,152.000,643.000,227.000,49.000,75.000,37.122,71.041,38.306,0.653333,0.502979,0,,,,,,,,,,,,0.000000,0.502979,0.502979,,,,,,,,,,,,
132,5.458333,hammer,612.264,171.880,tracking,1,612.264,171.880,,1,617.788,159.232,1624.0,594.000,124.000,641.000,202.000,47.000,78.000,38.617,83.113,31.175,0.602564,0.476295,0,,,,,,,,,,,,0.000000,0.476295,0.476295,,,,,,,,,,,,
133,5.500000,hammer,610.578,145.415,tracking,1,610.578,145.415,,1,615.808,130.659,1798.0,592.000,97.000,640.000,176.000,48.000,79.000,39.276,78.420,40.928,0.607595,0.428300,0,,,,,,,,,,,,0.000000,0.428300,0.428300,,,,,,,,,,,,
134,5.541667,hammer,607.128,123.177,tracking,1,607.128,123.177,,1,612.563,103.911,1508.5,595.000,72.000,635.000,153.000,40.000,81.000,40.248,81.948,36.020,0.493827,0.391932,0,,,,,,,,,,,,0.000000,0.391932,0.391932,,,,,,,,,,,,
135,5.583333,hammer,606.248,94.200,tracking,1,606.248,94.200,,1,610.398,76.859,1502.0,590.000,46.000,635.000,123.000,45.000,77.000,38.396,77.308,40.998,0.584416,0.377243,0,,,,,,,,,,,,0.000000,0.377243,0.377243,,,,,,,,,,,,
136,5.625000,hammer,604.581,72.989,tracking,1,604.581,72.989,,1,608.298,55.687,1534.5,589.000,24.000,633.000,107.000,44.000,83.000,41.195,85.625,39.050,0.530120,0.355950,0,,,,,,,,,,,,0.000000,0.355950,0.355950,,,,,,,,,,,,
137,5.666667,hammer,601.789,58.521,tracking,1,601.789,58.521,,1,606.510,32.638,1453.5,586.000,3.000,630.000,83.000,44.000,80.000,41.003,81.095,41.337,0.550000,0.352036,0,,,,,,,,,,,,0.000000,0.352036,0.352036,,,,,,,,,,,,
138,5.708333,hammer,597.775,54.229,tracking,1,597.775,54.229,,1,601.782,25.504,960.5,587.000,0.000,626.000,66.000,39.000,66.000,35.057,107.449,31.840,0.590909,0.322371,0,,,,,,,,,,,,0.000000,0.322371,0.322371,,,,,,,,,,,,
139,5.750000,hammer,594.990,53.657,tracking,1,594.990,53.657,,1,599.049,23.933,622.5,586.000,0.000,608.000,52.000,22.000,52.000,26.854,53.233,22.728,0.423077,0.389600,0,,,,,,,,,,,,0.000000,0.389600,0.389600,,,,,,,,,,,,
140,5.791667,hammer,593.863,51.374,tracking,1,593.863,51.374,,1,597.913,18.217,461.5,590.000,0.000,606.000,39.000,16.000,39.000,19.586,49.472,14.770,0.410256,0.585118,0,,,,,,,,,,,,0.000000,0.585118,0.585118,,,,,,,,,,,,
141,5.833333,hammer,593.284,49.984,tracking,1,593.284,49.984,,1,589.895,78.572,456.0,582.000,62.000,599.000,96.000,17.000,34.000,16.867,35.927,17.465,0.500000,0.749199,0,,,,,,,,,,,,0.000000,0.749199,0.749199,,,,,,,,,,,,
142,5.875000,hammer,592.846,47.851,tracking,1,592.846,47.851,,1,590.614,70.142,432.0,583.000,54.000,600.000,87.000,17.000,33.000,16.279,32.879,18.806,0.515152,0.743379,0,,,,,,,,,,,,0.000000,0.743379,0.743379,,,,,,,,,,,,
143,5.916667,hammer,592.976,45.198,tracking,1,592.976,45.198,,1,591.271,63.692,428.5,583.000,48.000,600.000,80.000,17.000,32.000,15.629,31.940,18.582,0.531250,0.762380,0,,,,,,,,,,,,0.000000,0.762380,0.762380,,,,,,,,,,,,
144,5.958333,hammer,593.357,44.342,tracking,1,593.357,44.342,,1,592.229,59.342,428.0,584.000,44.000,601.000,75.000,17.000,31.000,15.373,33.145,18.346,0.548387,0.750985,0,,,,,,,,,,,,0.000000,0.750985,0.750985,,,,,,,,,,,,
145,6.000000,hammer,593.893,44.792,tracking,1,593.893,44.792,,1,593.300,57.099,390.5,585.000,42.000,602.000,72.000,17.000,30.000,14.952,33.294,16.502,0.566667,0.744008,0,,,,,,,,,,,,0.000000,0.744008,0.744008,,,,,,,,,,,,
146,6.041667,hammer,594.605,44.843,tracking,1,594.605,44.843,,1,594.292,56.668,403.0,586.000,41.000,603.000,72.000,17.000,31.000,15.306,33.193,16.686,0.548387,0.763256,0,,,,,,,,,,,,0.000000,0.763256,0.763256,,,,,,,,,,,,
147,6.083333,hammer,595.758,44.967,tracking,1,595.758,44.967,,1,595.776,57.623,438.5,587.000,42.000,605.000,74.000,18.000,32.000,15.709,32.619,18.243,0.562500,0.765016,0,,,,,,,,,,,,0.000000,0.765016,0.765016,,,,,,,,,,,,
148,6.125000,hammer,596.707,45.688,tracking,1,596.707,45.688,,1,597.114,61.216,442.5,588.000,45.000,607.000,77.000,19.000,32.000,15.702,33.133,17.963,0.593750,0.757141,0,,,,,,,,,,,,0.000000,0.757141,0.757141,,,,,,,,,,,,
149,6.166667,hammer,597.457,47.309,tracking,1,597.457,47.309,,1,598.265,66.855,459.5,588.000,51.000,608.000,83.000,20.000,32.000,15.788,32.733,18.885,0.625000,0.771246,0,,,,,,,,,,,,0.000000,0.771246,0.771246,,,,,,,,,,,,
150,6.208333,hammer,598.630,50.243,tracking,1,598.630,50.243,,1,599.806,75.741,421.5,592.000,59.000,609.000,92.000,17.000,33.000,16.493,35.158,16.553,0.515152,0.735357,0,,,,,,,,,,,,0.000000,0.735357,0.735357,,,,,,,,,,,,
151,6.250000,hammer,596.934,43.662,tracking,1,596.934,43.662,,1,594.709,16.106,564.5,572.000,0.000,607.000,40.000,35.000,40.000,25.495,49.484,31.649,0.875000,0.391972,0,,,,,,,,,,,,0.000000,0.391972,0.391972,,,,,,,,,,,,
152,6.291667,hammer,597.249,51.281,tracking,1,597.249,51.281,,1,595.207,22.842,930.0,577.000,0.000,607.000,56.000,30.000,56.000,30.423,83.133,25.558,0.535714,0.445634,0,,,,,,,,,,,,0.000000,0.445634,0.445634,,,,,,,,,,,,
153,6.333333,hammer,600.715,51.756,tracking,1,600.715,51.756,,1,600.439,31.936,1562.5,577.000,0.000,623.000,81.000,46.000,81.000,40.697,78.955,41.897,0.567901,0.402188,0,,,,,,,,,,,,0.000000,0.402188,0.402188,,,,,,,,,,,,
154,6.375000,hammer,604.296,89.105,tracking,1,604.296,89.105,,1,605.178,62.053,1619.0,584.000,32.000,628.000,112.000,44.000,80.000,40.210,90.307,39.904,0.550000,0.402911,0,,,,,,,,,,,,0.000000,0.402911,0.402911,,,,,,,,,,,,
155,6.416667,hammer,608.114,131.294,tracking,1,608.114,131.294,,1,611.122,101.716,1548.5,592.000,72.000,634.000,150.000,42.000,78.000,38.891,80.308,38.513,0.538462,0.370565,0,,,,,,,,,,,,0.000000,0.370565,0.370565,,,,,,,,,,,,
156,6.458333,hammer,614.194,172.137,tracking,1,614.194,172.137,,1,617.841,156.187,1752.5,602.000,114.000,639.000,206.000,37.000,92.000,45.569,86.100,32.353,0.402174,0.402456,0,,,,,,,,,,,,0.000000,0.402456,0.402456,,,,,,,,,,,,
157,6.500000,hammer,622.132,219.145,tracking,1,622.132,219.145,,1,622.309,218.610,2173.0,599.000,180.000,644.000,270.000,45.000,90.000,44.680,82.637,40.036,0.500000,0.459324,0,,,,,,,,,,,,0.000000,0.459324,0.459324,,,,,,,,,,,,
158,6.541667,hammer,627.989,286.109,tracking,1,627.989,286.109,,1,627.991,286.018,2087.0,605.000,243.000,649.000,330.000,44.000,87.000,43.417,79.548,41.642,0.505747,0.493576,0,,,,,,,,,,,,0.000000,0.493576,0.493576,,,,,,,,,,,,
159,6.583333,hammer,625.903,299.088,tracking,1,625.903,299.088,,1,625.961,299.121,1431.0,599.000,266.000,645.000,331.000,46.000,65.000,32.501,59.226,43.127,0.707692,0.416352,0,,,,,,,,,,,,0.000000,0.416352,0.416352,,,,,,,,,,,,
160,6.625000,hammer,626.079,297.717,tracking,1,626.079,297.717,,1,626.165,297.746,1442.5,599.000,264.000,644.000,331.000,45.000,67.000,33.242,61.660,42.735,0.671642,0.393052,0,,,,,,,,,,,,0.000000,0.393052,0.393052,,,,,,,,,,,,
161,6.666667,hammer,625.558,297.361,tracking,1,625.558,297.361,,1,625.628,297.384,1611.5,597.000,263.000,644.000,331.000,47.000,68.000,33.738,61.241,44.113,0.691176,0.458034,0,,,,,,,,,,,,0.000000,0.458034,0.458034,,,,,,,,,,,,
162,6.708333,hammer,624.751,292.872,tracking,1,624.751,292.872,,1,624.789,292.828,1515.5,597.000,258.000,643.000,331.000,46.000,73.000,36.125,64.008,42.764,0.630137,0.386191,0,,,,,,,,,,,,0.000000,0.386191,0.386191,,,,,,,,,,,,
163,6.750000,hammer,623.288,290.792,tracking,1,623.288,290.792,,1,623.324,290.729,1774.0,596.000,252.000,642.000,332.000,46.000,80.000,39.881,72.163,42.018,0.575000,0.388709,0,,,,,,,,,,,,0.000000,0.388709,0.388709,,,,,,,,,,,,
164,6.791667,hammer,620.785,285.853,tracking,1,620.785,285.853,,1,620.766,285.614,1791.0,594.000,247.000,640.000,332.000,46.000,85.000,42.808,74.936,40.617,0.541176,0.310057,0,,,,,,,,,,,,0.000000,0.310057,0.310057,,,,,,,,,,,,
165,6.833333,hammer,615.795,273.716,tracking,1,615.795,273.716,,1,615.849,273.679,1389.5,591.000,242.000,637.000,300.000,46.000,58.000,30.716,56.521,42.013,0.793103,0.426195,0,,,,,,,,,,,,0.000000,0.426195,0.426195,,,,,,,,,,,,
166,6.875000,hammer,611.714,268.435,tracking,1,611.714,268.435,,1,611.752,268.388,1274.5,588.000,237.000,632.000,295.000,44.000,58.000,29.999,56.883,40.517,0.758621,0.400132,0,,,,,,,,,,,,0.000000,0.400132,0.400132,,,,,,,,,,,,
167,6.916667,hammer,606.028,267.722,tracking,1,606.028,267.722,,1,606.066,267.763,1419.5,583.000,235.000,627.000,293.000,44.000,58.000,30.396,55.764,42.022,0.758621,0.453129,0,,,,,,,,,,,,0.000000,0.453129,0.453129,,,,,,,,,,,,
168,6.958333,hammer,600.658,267.096,tracking,1,600.658,267.096,,1,600.705,267.107,1362.0,579.000,236.000,620.000,292.000,41.000,56.000,29.363,56.492,39.591,0.732143,0.507291,0,,,,,,,,,,,,0.000000,0.507291,0.507291,,,,,,,,,,,,
169,7.000000,hammer,593.153,270.494,tracking,1,593.153,270.494,,1,594.307,269.429,1331.0,574.000,237.000,613.000,296.000,39.000,59.000,29.876,56.680,38.406,0.661017,0.500247,0,,,,,,,,,,,,0.000000,0.500247,0.500247,,,,,,,,,,,,
170,7.041667,hammer,584.503,274.810,tracking,1,584.503,274.810,,1,586.862,272.541,1458.5,566.000,241.000,607.000,299.000,41.000,58.000,29.810,63.519,35.449,0.706897,0.574518,0,,,,,,,,,,,,0.000000,0.574518,0.574518,,,,,,,,,,,,
171,7.083333,hammer,577.922,277.189,tracking,1,577.922,277.189,,1,579.252,275.695,1418.5,561.000,245.000,598.000,303.000,37.000,58.000,29.168,61.640,32.551,0.637931,0.613413,0,,,,,,,,,,,,0.000000,0.613413,0.613413,,,,,,,,,,,,
172,7.125000,hammer,574.272,279.355,tracking,1,574.272,279.355,,1,574.311,279.316,1133.5,561.000,249.000,590.000,307.000,29.000,58.000,28.721,61.420,24.788,0.500000,0.573193,0,,,,,,,,,,,,0.000000,0.573193,0.573193,,,,,,,,,,,,
173,7.166667,hammer,565.805,284.999,tracking,1,565.805,284.999,,1,565.821,285.038,1273.5,548.000,254.000,584.000,312.000,36.000,58.000,29.732,60.840,31.526,0.620690,0.579882,0,,,,,,,,,,,,0.000000,0.579882,0.579882,,,,,,,,,,,,
174,7.208333,hammer,559.954,289.191,tracking,1,559.954,289.191,,1,560.009,289.204,1209.0,542.000,258.000,577.000,316.000,35.000,58.000,29.753,58.096,31.269,0.603448,0.519243,0,,,,,,,,,,,,0.000000,0.519243,0.519243,,,,,,,,,,,,
175,7.250000,hammer,554.376,293.065,tracking,1,554.376,293.065,,1,554.413,293.078,1182.0,539.000,263.000,572.000,319.000,33.000,56.000,29.304,66.466,27.089,0.589286,0.544288,0,,,,,,,,,,,,0.000000,0.544288,0.544288,,,,,,,,,,,,
176,7.291667,hammer,549.313,295.096,tracking,1,549.313,295.096,,1,549.345,295.150,1166.0,535.000,265.000,567.000,322.000,32.000,57.000,29.756,64.400,26.118,0.561404,0.564893,0,,,,,,,,,,,,0.000000,0.564893,0.564893,,,,,,,,,,,,
177,7.333333,hammer,544.689,294.918,tracking,1,544.689,294.918,,1,544.702,294.974,1123.0,530.000,265.000,563.000,322.000,33.000,57.000,30.208,67.604,25.845,0.578947,0.538507,0,,,,,,,,,,,,0.000000,0.538507,0.538507,,,,,,,,,,,,
178,7.375000,hammer,540.761,294.911,tracking,1,540.761,294.911,,1,540.763,294.977,1071.0,527.000,266.000,558.000,323.000,31.000,57.000,29.351,62.415,24.007,0.543860,0.559802,0,,,,,,,,,,,,0.000000,0.559802,0.559802,,,,,,,,,,,,
