frame,time,ball_center_x,ball_center_y,radius,mask_area
1,0.000000,823.192,495.173,69.677,15252.0
2,0.041667,822.802,495.468,70.096,15436.0
3,0.083333,822.741,495.758,69.994,15391.0
4,0.125000,822.959,496.168,69.404,15133.0
5,0.166667,822.968,496.734,69.427,15143.0
6,0.208333,822.468,495.950,68.732,14841.0
7,0.250000,822.656,496.749,69.841,15324.0
8,0.291667,822.002,495.446,68.625,14795.0
9,0.333333,821.777,495.450,68.444,14717.0
10,0.375000,821.462,495.870,68.237,14628.0
11,0.416667,821.402,496.074,68.176,14602.0
12,0.458333,822.043,497.818,68.905,14916.0
13,0.500000,821.976,498.228,68.896,14912.0
14,0.541667,821.317,497.497,67.801,14442.0
15,0.583333,821.898,498.714,68.715,14834.0
16,0.625000,821.916,498.726,68.817,14878.0
17,0.666667,821.839,498.869,68.845,14890.0
18,0.708333,821.884,498.969,68.970,14944.0
19,0.750000,821.812,498.904,69.083,14993.0
20,0.791667,821.604,498.723,69.078,14991.0
21,0.833333,821.387,498.902,69.133,15015.0
22,0.875000,821.061,498.744,69.283,15080.0
23,0.916667,820.829,498.334,69.388,15126.0
24,0.958333,820.098,498.158,69.409,15135.0
25,1.000000,819.302,497.303,69.053,14980.0
26,1.041667,818.432,495.612,69.271,15075.0
27,1.083333,817.212,491.105,67.766,14427.0
28,1.125000,817.551,488.495,68.808,14874.0
29,1.166667,817.577,485.342,68.469,14728.0
30,1.208333,817.699,481.255,68.321,14664.0
31,1.250000,818.830,477.407,68.428,14710.0
32,1.291667,819.324,473.509,68.309,14659.0
33,1.333333,819.829,468.656,66.896,14059.0
34,1.375000,819.913,463.297,66.706,13979.0
35,1.416667,820.139,457.534,67.879,14475.0
36,1.458333,818.979,450.005,67.505,14316.0
37,1.500000,817.763,444.134,67.302,14230.0
38,1.541667,815.845,437.489,66.232,13781.0
39,1.583333,814.333,431.135,67.141,14162.0
40,1.625000,812.100,424.066,66.565,13920.0
41,1.666667,810.047,416.575,66.284,13803.0
42,1.708333,807.999,409.435,65.475,13468.0
43,1.750000,806.143,402.326,66.342,13827.0
44,1.791667,804.318,395.623,66.244,13786.0
45,1.833333,802.504,389.206,65.068,13301.0
46,1.875000,801.423,381.981,66.479,13884.0
47,1.916667,799.821,376.196,66.354,13832.0
48,1.958333,797.478,365.561,66.184,13761.0
49,2.000000,796.891,359.666,65.836,13617.0
50,2.041667,796.806,359.336,66.191,13764.0
51,2.083333,795.405,357.214,65.193,13352.0
52,2.125000,794.613,353.325,66.684,13970.0
53,2.166667,793.192,353.385,65.056,13296.0
54,2.208333,792.641,351.517,66.565,13920.0
55,2.250000,791.581,352.618,65.063,13299.0
56,2.291667,791.131,351.490,66.567,13921.0
57,2.333333,790.013,352.991,65.555,13501.0
58,2.375000,789.384,352.774,67.165,14172.0
59,2.416667,788.213,354.994,66.138,13742.0
60,2.458333,787.115,355.027,67.354,14252.0
61,2.500000,785.253,357.764,66.169,13755.0
62,2.541667,783.535,358.105,67.297,14228.0
63,2.583333,781.400,359.205,67.703,14400.0
64,2.625000,777.948,360.452,67.839,14458.0
65,2.666667,774.074,361.663,67.051,14124.0
66,2.708333,770.083,362.672,66.378,13842.0
67,2.750000,766.482,362.690,67.200,14187.0
68,2.791667,762.616,363.563,67.472,14302.0
69,2.833333,758.001,364.038,67.285,14223.0
70,2.875000,752.951,364.467,66.896,14059.0
71,2.916667,748.377,364.194,66.882,14053.0
72,2.958333,743.546,364.113,66.682,13969.0
73,3.000000,733.087,365.510,65.395,13435.0
74,3.041667,728.084,366.718,65.171,13343.0
75,3.083333,724.112,366.953,66.292,13806.0
76,3.125000,719.652,367.395,66.236,13783.0
77,3.166667,715.510,368.411,65.899,13643.0
78,3.208333,711.661,369.692,66.063,13711.0
79,3.250000,707.323,370.732,66.027,13696.0
80,3.291667,702.764,371.675,64.685,13145.0
81,3.333333,698.315,373.082,65.514,13484.0
82,3.375000,693.639,373.743,64.449,13049.0
83,3.416667,689.271,374.264,65.766,13588.0
84,3.458333,684.306,374.892,66.260,13793.0
85,3.500000,678.627,375.983,65.803,13603.0
86,3.541667,673.524,376.078,65.742,13578.0
87,3.583333,667.458,376.811,65.691,13557.0
88,3.625000,661.509,377.687,65.073,13303.0
89,3.666667,655.880,377.208,65.827,13613.0
90,3.708333,650.262,376.501,65.848,13622.0
91,3.750000,644.214,376.548,65.553,13500.0
