frame,time,ball_center_x,ball_center_y,radius,mask_area
92,3.791667,638.347,376.768,65.718,13568.0
93,3.833333,632.397,376.711,65.713,13566.0
94,3.875000,626.264,377.421,66.010,13689.0
95,3.916667,620.383,377.833,66.022,13694.0
96,3.958333,614.675,378.098,65.824,13612.0
97,4.000000,609.295,378.938,66.193,13765.0
98,4.041667,604.016,380.334,66.627,13946.0
99,4.083333,598.667,381.773,66.438,13867.0
100,4.125000,593.411,382.218,66.761,14002.0
101,4.166667,588.487,383.102,67.025,14113.0
102,4.208333,583.244,384.432,67.252,14209.0
103,4.250000,576.427,391.005,65.332,13409.0
104,4.291667,570.841,393.893,65.244,13373.0
105,4.333333,566.066,394.517,65.601,13520.0
106,4.375000,560.946,399.014,65.790,13598.0
107,4.416667,555.569,402.431,65.662,13545.0
108,4.458333,550.335,405.864,65.761,13586.0
109,4.500000,545.783,408.702,65.933,13657.0
110,4.541667,541.060,413.615,66.167,13754.0
111,4.583333,535.844,417.097,66.328,13821.0
112,4.625000,531.050,421.223,66.376,13841.0
113,4.666667,526.525,425.471,66.392,13848.0
114,4.708333,521.918,429.187,66.965,14088.0
115,4.750000,517.307,432.966,66.920,14069.0
116,4.791667,512.268,437.681,66.825,14029.0
117,4.833333,507.401,440.950,66.887,14055.0
118,4.875000,503.492,443.289,67.667,14385.0
119,4.916667,498.612,446.586,67.919,14492.0
120,4.958333,493.823,450.363,67.966,14512.0
121,5.000000,489.299,454.378,68.213,14618.0
122,5.041667,485.006,457.785,68.244,14631.0
123,5.083333,480.908,461.244,68.465,14726.0
124,5.125000,477.336,464.256,68.465,14726.0
125,5.166667,473.899,467.645,68.509,14745.0
126,5.208333,470.724,470.830,68.192,14609.0
127,5.250000,467.597,474.107,67.148,14165.0
128,5.291667,465.786,476.659,68.383,14691.0
129,5.333333,463.602,479.145,68.355,14679.0
130,5.375000,461.828,482.890,67.131,14158.0
131,5.416667,460.306,485.768,68.850,14892.0
132,5.458333,459.516,488.155,67.900,14484.0
133,5.500000,458.209,490.416,68.695,14825.0
134,5.541667,457.000,491.348,67.545,14333.0
135,5.583333,456.205,493.743,68.692,14824.0
136,5.625000,455.539,495.140,68.960,14940.0
137,5.666667,454.728,496.413,69.108,15004.0
138,5.708333,454.169,497.542,69.122,15010.0
139,5.750000,453.183,498.903,69.290,15083.0
140,5.791667,452.353,500.159,69.359,15113.0
141,5.833333,451.501,501.183,69.333,15102.0
142,5.875000,450.693,502.524,69.535,15190.0
143,5.916667,449.957,503.290,68.374,14687.0
144,5.958333,449.634,504.593,69.393,15128.0
145,6.000000,449.184,506.214,69.505,15177.0
146,6.041667,448.920,507.049,69.759,15288.0
147,6.083333,448.764,508.204,69.707,15265.0
148,6.125000,448.523,508.920,69.741,15280.0
149,6.166667,448.178,509.175,69.718,15270.0
150,6.208333,447.805,508.941,69.919,15358.0
151,6.250000,447.732,508.930,69.905,15352.0
152,6.291667,447.637,509.045,69.825,15317.0
153,6.333333,447.565,509.146,69.816,15313.0
154,6.375000,447.515,509.416,69.821,15315.0
155,6.416667,447.496,509.437,69.894,15347.0
156,6.458333,447.473,509.338,69.873,15338.0
157,6.500000,447.534,509.250,69.887,15344.0
158,6.541667,447.543,509.394,69.894,15347.0
159,6.583333,447.496,509.454,69.873,15338.0
160,6.625000,447.575,509.496,69.912,15355.0
161,6.666667,447.572,509.637,69.857,15331.0
162,6.708333,447.569,509.113,68.662,14811.0
163,6.750000,448.226,507.978,68.898,14913.0
164,6.791667,448.363,507.911,70.352,15549.0
165,6.833333,448.637,507.571,70.542,15633.0
166,6.875000,448.844,506.374,69.547,15195.0
167,6.916667,448.821,506.572,69.393,15128.0
168,6.958333,448.954,506.474,69.421,15140.0
169,7.000000,448.841,506.749,69.356,15112.0
170,7.041667,448.703,507.599,70.533,15629.0
171,7.083333,448.699,507.516,70.600,15659.0
172,7.125000,448.684,506.966,69.294,15085.0
173,7.166667,448.773,507.594,70.524,15625.0
174,7.208333,448.994,506.632,69.585,15212.0
175,7.250000,448.918,506.531,69.627,15230.0
176,7.291667,448.820,507.415,70.913,15798.0
177,7.333333,448.976,506.606,69.688,15257.0
178,7.375000,448.757,507.496,70.724,15714.0
179,7.416667,448.921,506.628,69.761,15289.0
180,7.458333,448.806,507.446,70.686,15697.0
181,7.500000,448.928,506.575,69.688,15257.0
182,7.541667,448.965,506.600,69.679,15253.0
183,7.583333,448.999,506.556,69.654,15242.0
184,7.625000,449.076,506.591,69.709,15266.0
185,7.666667,448.905,507.439,70.623,15669.0
186,7.708333,449.044,506.715,69.725,15273.0
187,7.750000,448.916,507.445,70.607,15662.0
188,7.791667,448.931,507.458,70.654,15683.0
189,7.833333,449.091,506.714,69.688,15257.0
190,7.875000,449.149,506.692,69.636,15234.0
191,7.916667,448.928,507.478,70.684,15696.0
192,7.958333,448.930,507.378,70.643,15678.0
