frame,u_obs,v_obs,u_reproj,v_reproj,error_u,error_v,error_px
1,513.500,390.500,513.500,390.500,0.000010,-0.000112,0.000113
2,514.167,384.082,514.167,384.082,-0.000031,0.000120,0.000124
3,514.694,382.633,514.694,382.633,-0.000007,-0.000074,0.000074
4,516.095,385.087,516.095,385.087,0.000085,-0.000195,0.000213
5,519.269,393.824,519.269,393.824,-0.000041,0.000258,0.000261
6,521.670,420.095,521.670,420.095,-0.000027,0.000056,0.000062
7,522.923,462.126,522.923,462.126,-0.000009,-0.000223,0.000223
8,524.976,514.434,524.976,514.435,0.000158,0.001407,0.001416
9,529.148,583.961,529.144,583.939,-0.004365,-0.022307,0.022730
10,528.421,601.546,528.422,601.519,0.000858,-0.027157,0.027170
11,527.462,557.767,527.466,557.789,0.003779,0.021567,0.021895
12,529.070,517.332,529.070,517.332,-0.000312,0.000188,0.000364
13,525.838,485.698,525.838,485.698,0.000217,-0.000068,0.000228
14,526.331,459.700,526.331,459.700,0.000013,-0.000017,0.000021
15,527.823,438.871,527.823,438.871,-0.000132,-0.000048,0.000141
16,527.348,423.359,527.348,423.359,0.000123,0.000096,0.000156
17,529.287,416.293,529.287,416.293,-0.000092,-0.000241,0.000258
18,530.680,417.553,530.680,417.553,0.000172,-0.000303,0.000349
19,533.560,433.814,533.560,433.815,-0.000107,0.000716,0.000724
20,534.040,482.778,534.040,482.778,0.000001,-0.000349,0.000349
21,535.175,540.956,535.175,540.957,0.000168,0.001198,0.001210
22,539.066,604.311,539.063,604.282,-0.002950,-0.029336,0.029484
23,538.213,600.868,538.212,600.850,-0.000696,-0.018155,0.018169
24,533.800,545.411,533.800,545.412,0.000002,0.001477,0.001477
25,528.938,505.726,528.938,505.726,0.000071,-0.000161,0.000176
26,524.993,474.955,524.993,474.955,-0.000068,0.000024,0.000072
27,520.833,452.553,520.833,452.553,0.000082,-0.000042,0.000092
28,519.796,436.642,519.796,436.642,0.000021,0.000085,0.000088
29,520.589,428.366,520.589,428.366,-0.000118,-0.000111,0.000162
30,520.286,424.626,520.286,424.626,0.000058,-0.000180,0.000190
31,521.106,427.299,521.106,427.299,-0.000136,0.000324,0.000352
32,522.738,445.650,522.738,445.650,0.000447,-0.000411,0.000607
33,531.500,474.500,531.499,474.501,-0.000748,0.000773,0.001076
34,527.866,532.374,527.867,532.374,0.000528,0.000394,0.000658
35,532.221,595.727,532.219,595.722,-0.002318,-0.004596,0.005147
36,533.267,619.694,533.262,619.657,-0.004769,-0.037044,0.037350
37,526.743,573.378,526.746,573.403,0.002834,0.025449,0.025606
38,522.439,531.462,522.439,531.462,0.000136,0.000017,0.000137
39,521.798,495.812,521.798,495.812,-0.000143,0.000024,0.000145
40,517.592,468.415,517.592,468.415,-0.000054,-0.000022,0.000059
41,512.037,447.883,512.037,447.883,0.000167,0.000038,0.000171
42,510.336,434.589,510.336,434.589,-0.000170,0.000005,0.000171
43,508.005,427.318,508.005,427.318,0.000096,-0.000145,0.000174
44,509.638,424.541,509.638,424.541,0.000113,0.000036,0.000118
45,515.492,431.106,515.492,431.106,-0.000121,0.000017,0.000122
46,521.052,450.454,521.052,450.454,0.000020,0.000072,0.000074
47,527.895,485.366,527.895,485.366,-0.000002,0.000072,0.000072
48,536.808,534.688,536.808,534.689,0.000166,0.000525,0.000551
49,548.897,592.756,548.892,592.761,-0.004888,0.004799,0.006850
50,555.445,624.880,555.448,624.836,0.003019,-0.044470,0.044572
51,561.590,581.902,561.586,581.928,-0.004222,0.025711,0.026055
52,564.316,540.207,564.316,540.207,0.000229,0.000072,0.000240
53,571.752,505.622,571.752,505.622,0.000001,0.000003,0.000003
54,579.247,478.847,579.247,478.847,-0.000211,0.000033,0.000214
55,582.655,459.220,582.655,459.220,0.000237,-0.000096,0.000256
56,590.001,444.529,590.001,444.529,-0.000175,0.000135,0.000222
57,595.282,438.518,595.282,438.518,0.000153,-0.000187,0.000242
58,602.024,437.688,602.024,437.688,-0.000184,-0.000005,0.000184
59,606.735,446.864,606.735,446.864,0.000189,0.000009,0.000189
60,614.211,471.285,614.211,471.285,-0.000122,0.000162,0.000203
61,618.083,516.286,618.083,516.286,-0.000031,0.000488,0.000489
62,619.454,576.719,619.458,576.732,0.004090,0.012843,0.013479
63,620.935,622.173,620.926,622.125,-0.009486,-0.048033,0.048960
64,613.193,584.890,613.204,584.905,0.011082,0.014869,0.018545
65,614.500,536.500,614.500,536.501,-0.000282,0.000750,0.000801
66,610.860,505.848,610.860,505.848,-0.000070,-0.000288,0.000297
67,603.875,480.160,603.875,480.160,0.000135,0.000032,0.000139
