frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,u_proj,v_proj,radius_proj_px,bottom_proj_v,floor_v,u_ref_obs,v_ref_obs,u_ref_proj,v_ref_proj,support_v_obs,support_proj_v,residual_px,proposal_score,anchor_score,floor_score,depth_prior_m,depth_prior_gap_m,contact_depth_offset_m,contact_frame,audio_contact_frame
93,3.833333,-0.337011,0.221037,3.511981,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,499.072,452.431,,499.072,452.431,,492.862,492.862,499.072,452.431,499.072,452.431,492.862,492.862,0.000192,0.516563,0.516563,0.000000,2.490915,1.021066,0.097614,1,1
94,3.875000,-0.329143,0.201384,3.509670,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,502.272,444.268,,502.272,444.268,,485.595,485.595,502.272,444.268,502.272,444.268,485.595,485.595,0.000221,0.510720,0.510720,0.000000,2.512307,0.997363,0.047460,1,1
95,3.916667,-0.325232,0.201470,3.500972,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,503.570,444.514,,503.570,444.514,,484.765,484.765,503.570,444.514,503.570,444.514,484.765,484.765,0.000429,0.535253,0.535253,0.000000,2.544260,0.956712,0.056476,1,1
96,3.958333,-0.312840,0.222020,3.485125,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,508.172,453.557,,508.172,453.557,,497.903,497.903,508.172,453.557,508.172,453.557,497.903,497.903,0.000463,0.540308,0.540308,0.000000,2.462027,1.023098,-0.037697,1,1
97,4.000000,-0.307898,0.297322,3.451764,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,509.000,486.500,,509.000,486.500,,530.106,530.106,509.000,486.500,509.000,486.500,530.106,530.106,0.000283,0.527889,0.527889,0.000000,2.365109,1.086655,-0.047030,1,1
98,4.041667,-0.280740,0.421111,3.402943,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,518.841,541.737,,518.841,541.738,,590.556,590.555,518.841,541.737,518.841,541.738,590.555,590.556,0.001498,0.061414,0.061414,0.380605,2.335912,1.067031,0.027800,0,0
99,4.083333,-0.239228,0.584322,3.374937,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,535.908,614.311,,535.900,614.268,,642.565,642.608,535.908,614.311,535.900,614.268,642.608,642.565,0.043724,1.000000,0.085051,1.000000,2.305625,1.069312,0.031334,0,1
100,4.125000,-0.218924,0.577745,3.368881,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,544.560,611.858,,544.564,611.858,,650.491,650.491,544.560,611.858,544.564,611.858,650.491,650.491,0.004023,1.000000,0.127595,1.000000,2.319968,1.048913,0.054087,0,1
101,4.166667,-0.201384,0.484540,3.369621,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,552.230,571.178,,552.229,571.180,,613.832,613.830,552.230,571.178,552.229,571.180,613.830,613.832,0.002420,0.566947,0.198963,0.795129,2.278463,1.091158,0.079231,0,1
102,4.208333,-0.195570,0.401809,3.379693,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,555.017,534.601,,555.017,534.601,,573.270,573.270,555.017,534.601,555.017,534.601,573.270,573.270,0.000257,0.425210,0.395252,0.266611,2.239015,1.140678,0.015823,0,1
103,4.250000,-0.181148,0.336998,3.379635,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,561.283,506.441,,561.283,506.441,,543.195,543.195,561.283,506.441,561.283,506.441,543.195,543.195,0.000152,0.585237,0.585237,0.000000,2.216122,1.163513,0.016402,1,1
104,4.291667,-0.171202,0.287462,3.338801,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,564.695,486.443,,564.695,486.443,,520.257,520.257,564.695,486.443,564.695,486.443,520.257,520.257,0.000125,0.483090,0.483090,0.000000,2.243031,1.095770,0.095557,1,1
105,4.333333,-0.158315,0.247860,3.302686,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,569.602,470.216,,569.602,470.216,,503.627,503.627,569.602,470.216,569.602,470.216,503.627,503.627,0.000052,0.417433,0.417433,0.000000,2.232786,1.069900,0.067152,0,1
106,4.375000,-0.147922,0.224255,3.267638,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,573.518,460.789,,573.518,460.789,,495.298,495.298,573.518,460.789,573.518,460.789,495.298,495.298,0.000079,0.338624,0.338624,0.000000,2.255349,1.012289,0.102092,0,1
107,4.416667,-0.140634,0.217335,3.245901,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,576.370,458.333,,576.370,458.333,,492.629,492.629,576.370,458.333,576.370,458.333,492.629,492.629,0.000203,0.330533,0.330533,0.000000,2.277382,0.968519,0.109775,0,1
108,4.458333,-0.128557,0.228413,3.229714,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,581.543,463.863,,581.543,463.863,,498.071,498.071,581.543,463.863,581.543,463.863,498.071,498.071,0.000086,0.332100,0.332100,0.000000,2.266268,0.963446,0.057231,0,1
109,4.500000,-0.116219,0.275028,3.226766,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,587.105,485.174,,587.105,485.174,,518.572,518.572,587.105,485.174,587.105,485.174,518.572,518.572,0.000182,0.392809,0.392809,0.000000,2.252372,0.974394,0.027953,0,1
110,4.541667,-0.103193,0.365583,3.226250,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,593.026,526.415,,593.026,526.415,,561.853,561.853,593.026,526.415,593.026,526.415,561.853,561.853,0.000163,0.262095,0.262095,0.000000,2.241930,0.984320,-0.010974,0,1
111,4.583333,-0.088942,0.482644,3.233915,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,599.609,579.179,,599.609,579.181,,606.244,606.242,599.609,579.179,599.609,579.181,606.242,606.244,0.002297,0.366172,0.099435,0.811073,2.318257,0.915658,0.186523,0,1
112,4.625000,-0.082845,0.587890,3.242008,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,602.478,626.350,,602.472,626.309,,633.434,633.475,602.478,626.350,602.472,626.309,633.475,633.434,0.041005,1.000000,0.136490,1.000000,2.348738,0.893270,0.271235,0,1
113,4.666667,-0.098864,0.526454,3.250567,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,595.327,597.840,,595.333,597.852,,624.230,624.218,595.327,597.840,595.333,597.852,624.218,624.230,0.013323,0.606620,0.184338,1.000000,2.347045,0.903522,1.718423,0,1
114,4.708333,-0.106056,0.430242,3.265064,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,592.297,553.520,,592.297,553.520,,591.949,591.949,592.297,553.520,592.297,553.520,591.949,591.949,0.000315,0.454965,0.231883,0.396548,2.374631,0.890433,0.126232,0,1
115,4.750000,-0.116263,0.347384,3.278370,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,587.918,515.617,,587.918,515.617,,552.716,552.716,587.918,515.617,587.918,515.617,552.716,552.716,0.000120,0.448067,0.448067,0.000000,2.281183,0.997187,-0.045283,0,1
116,4.791667,-0.123356,0.285493,3.269575,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,584.592,488.236,,584.592,488.236,,526.035,526.035,584.592,488.236,584.592,488.236,526.035,526.035,0.000090,0.411813,0.411813,0.000000,2.263015,1.006560,0.026156,0,1
117,4.833333,-0.131121,0.238698,3.247033,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,580.695,467.961,,580.695,467.961,,507.258,507.258,580.695,467.961,580.695,467.961,507.258,507.258,0.000078,0.318295,0.318295,0.000000,2.283856,0.963177,0.058756,0,1
118,4.875000,-0.135726,0.211277,3.233798,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,578.361,455.950,,578.361,455.950,,493.981,493.981,578.361,455.950,578.361,455.950,493.981,493.981,0.000027,0.294182,0.294182,0.000000,2.309451,0.924347,0.060103,0,1
119,4.916667,-0.138217,0.197661,3.236226,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,577.277,449.699,,577.277,449.699,,488.204,488.204,577.277,449.699,577.277,449.699,488.204,488.204,0.000108,0.283914,0.283914,0.000000,2.317630,0.918596,0.053394,0,1
120,4.958333,-0.136506,0.194212,3.254794,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,578.407,447.631,,578.407,447.631,,486.477,486.477,578.407,447.631,578.407,447.631,486.477,486.477,0.000148,0.326698,0.326698,0.000000,2.322204,0.932590,0.056205,0,1
121,5.000000,-0.134780,0.208504,3.286701,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,579.776,453.166,,579.776,453.166,,493.337,493.337,579.776,453.166,579.776,453.166,493.337,493.337,0.000185,0.464906,0.464906,0.000000,2.301794,0.984907,0.049690,1,1
122,5.041667,-0.132875,0.264084,3.309820,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,581.042,477.177,,581.042,477.177,,515.819,515.819,581.042,477.177,581.042,477.177,515.819,515.819,0.000078,0.479440,0.479440,0.000000,2.261375,1.048445,0.016918,1,1
123,5.083333,-0.133281,0.360665,3.311471,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,580.891,519.951,,580.891,519.951,,562.161,562.161,580.891,519.951,580.891,519.951,562.161,562.161,0.000251,0.278104,0.278104,0.000000,2.218085,1.093386,-0.040302,0,1
124,5.125000,-0.137448,0.487701,3.310347,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,579.022,576.362,,579.022,576.364,,608.461,608.459,579.022,576.362,579.022,576.364,608.459,608.461,0.001914,0.372316,0.115669,0.840568,2.277132,1.033215,0.216301,0,1
125,5.166667,-0.142832,0.601669,3.329184,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,576.998,625.456,,576.992,625.414,,636.630,636.672,576.998,625.456,576.992,625.414,636.672,636.630,0.041927,1.000000,0.160685,1.000000,2.328435,1.000749,0.098557,0,1
126,5.208333,-0.166916,0.544571,3.355243,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,566.935,598.351,,566.940,598.361,,624.759,624.749,566.935,598.351,566.940,598.361,624.749,624.759,0.011162,0.714152,0.214856,1.000000,2.399998,0.955245,0.063411,0,1
127,5.250000,-0.188177,0.444786,3.381418,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,558.272,553.177,,558.272,553.178,,591.694,591.693,558.272,553.177,558.272,553.178,591.693,591.694,0.000686,0.535614,0.392605,0.380605,2.356623,1.024795,0.007837,0,1
128,5.291667,-0.219598,0.362583,3.416132,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,545.594,515.876,,545.594,515.875,,549.235,549.236,545.594,515.876,545.594,515.875,549.236,549.235,0.000642,0.596577,0.596577,0.000000,2.280295,1.135837,-0.013268,1,1
129,5.333333,-0.233728,0.274428,3.415462,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,539.500,478.000,,539.500,478.001,,520.624,520.623,539.500,478.000,539.500,478.001,520.623,520.624,0.000549,0.452181,0.452181,0.000000,2.227804,1.187658,0.025149,1,1
130,5.375000,-0.247208,0.230948,3.404546,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,533.363,459.623,,533.363,459.623,,501.823,501.823,533.363,459.623,533.363,459.623,501.823,501.823,0.000143,0.442423,0.442423,0.000000,2.281244,1.123302,0.109755,0,1
131,5.416667,-0.260608,0.210721,3.411266,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,527.804,450.719,,527.804,450.719,,494.841,494.841,527.804,450.719,527.804,450.719,494.841,494.841,0.000044,0.471657,0.471657,0.000000,2.323008,1.088258,0.125293,1,1
132,5.458333,-0.273430,0.211310,3.426699,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,522.814,450.563,,522.814,450.563,,493.413,493.413,522.814,450.563,522.814,450.563,493.413,493.413,0.000240,0.522139,0.522139,0.000000,2.371093,1.055606,0.119538,1,1
133,5.500000,-0.283966,0.234612,3.437334,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,518.675,460.238,,518.675,460.238,,505.678,505.678,518.675,460.238,518.675,460.238,505.678,505.678,0.000260,0.545234,0.545234,0.000000,2.348853,1.088481,0.022690,1,1
134,5.541667,-0.288344,0.306983,3.437196,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,516.800,491.164,,516.800,491.164,,534.127,534.127,516.800,491.164,516.800,491.164,534.127,534.127,0.000184,0.544721,0.544721,0.000000,2.320015,1.117181,0.021569,1,1
135,5.583333,-0.298653,0.423897,3.434101,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,512.280,541.280,,512.280,541.281,,586.995,586.994,512.280,541.280,512.280,541.281,586.994,586.995,0.001087,0.438151,0.438151,0.348719,2.331403,1.102698,0.006960,0,1
136,5.625000,-0.304344,0.571332,3.425954,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,509.538,604.936,,509.537,604.913,,632.876,632.899,509.538,604.936,509.537,604.913,632.899,632.876,0.023027,1.000000,0.183523,1.000000,2.307850,1.118104,0.088491,0,1
137,5.666667,-0.306653,0.590491,3.427760,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,508.614,613.016,,508.616,612.993,,638.471,638.494,508.614,613.016,508.616,612.993,638.494,638.471,0.023451,1.000000,0.244675,1.000000,2.282887,1.144873,0.082445,0,1
138,5.708333,-0.299046,0.476625,3.431205,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,512.004,564.000,,512.004,564.003,,603.146,603.143,512.004,564.000,512.004,564.003,603.143,603.146,0.002514,0.611648,0.196214,0.633305,2.277841,1.153364,0.120969,0,1
139,5.750000,-0.290556,0.381210,3.438039,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,515.885,522.839,,515.885,522.839,,563.070,563.070,515.885,522.839,515.885,522.839,563.070,563.070,0.000099,0.535869,0.535869,0.029854,2.270572,1.167467,0.034350,1,1
140,5.791667,-0.284536,0.304823,3.436385,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,518.398,490.272,,518.398,490.272,,532.614,532.614,518.398,490.272,518.398,490.272,532.614,532.614,0.000134,0.528538,0.528538,0.000000,2.282914,1.153471,0.046760,1,1
141,5.833333,-0.273837,0.256114,3.441391,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,523.141,469.296,,523.141,469.296,,512.044,512.044,523.141,469.296,523.141,469.296,512.044,512.044,0.000116,0.524931,0.524931,0.000000,2.322492,1.118899,0.086086,1,1
142,5.875000,-0.263939,0.231081,3.443734,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,527.441,458.546,,527.441,458.546,,501.441,501.441,527.441,458.546,527.441,458.546,501.441,501.441,0.000176,0.472027,0.472027,0.000000,2.345847,1.097887,0.093467,1,1
143,5.916667,-0.245146,0.228701,3.443610,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,535.452,457.535,,535.452,457.535,,498.133,498.133,535.452,457.535,535.452,457.535,498.133,498.133,0.000217,0.473282,0.473282,0.000000,2.371292,1.072318,0.088626,1,1
144,5.958333,-0.224989,0.246480,3.439872,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,543.944,465.231,,543.944,465.231,,504.305,504.305,543.944,465.231,543.944,465.231,504.305,504.305,0.000069,0.541851,0.541851,0.000000,2.359984,1.079888,0.056069,1,1
145,6.000000,-0.201797,0.300403,3.430745,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,553.616,488.594,,553.616,488.594,,526.120,526.120,553.616,488.594,553.616,488.594,526.120,526.120,0.000314,0.527101,0.527101,0.000000,2.260204,1.170541,0.000025,1,1
146,6.041667,-0.169959,0.399146,3.403071,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,566.654,532.252,,566.654,532.252,,572.687,572.687,566.654,532.252,566.654,532.252,572.687,572.687,0.000567,0.191997,0.191997,0.109570,2.215974,1.187097,0.029115,0,0
147,6.083333,-0.157464,0.526171,3.374440,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,571.467,588.995,,571.469,588.997,,614.338,614.336,571.467,588.995,571.469,588.997,614.336,614.338,0.003223,0.545300,0.112260,1.000000,2.264557,1.109883,1.837092,0,1
148,6.125000,-0.135223,0.614003,3.353653,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,580.796,628.922,,580.784,628.879,,634.878,634.921,580.796,628.922,580.784,628.879,634.921,634.878,0.044338,1.000000,0.166695,1.000000,2.314659,1.038994,0.147350,0,1
149,6.166667,-0.141570,0.533487,3.352673,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,577.982,593.677,,577.986,593.689,,619.995,619.983,577.982,593.677,577.986,593.689,619.983,619.995,0.012486,0.740864,0.223899,1.000000,2.373014,0.979659,1.612950,0,1
150,6.208333,-0.135819,0.448403,3.353904,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,580.528,556.346,,580.528,556.346,,592.853,592.853,580.528,556.346,580.528,556.346,592.853,592.853,0.000284,0.555648,0.272541,0.426043,2.321156,1.032748,0.069370,0,1
151,6.250000,-0.134140,0.374424,3.354150,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,581.267,523.941,,581.267,523.941,,555.568,555.568,581.267,523.941,581.267,523.941,555.568,555.568,0.000354,0.437770,0.437770,0.000000,2.248936,1.105214,-0.004045,0,1
152,6.291667,-0.132224,0.294541,3.342253,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,581.900,489.423,,581.900,489.423,,525.862,525.862,581.900,489.423,581.900,489.423,525.862,525.862,0.000166,0.439545,0.439545,0.000000,2.253346,1.088907,0.049091,0,1
153,6.333333,-0.125763,0.240179,3.329063,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,584.520,465.954,,584.520,465.954,,505.060,505.060,584.520,465.954,584.520,465.954,505.060,505.060,0.000221,0.406419,0.406419,0.000000,2.308290,1.020773,0.073857,0,1
154,6.375000,-0.119209,0.221760,3.331238,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,587.446,457.765,,587.446,457.765,,497.314,497.314,587.446,457.765,587.446,457.765,497.314,497.314,0.000175,0.303959,0.303959,0.000000,2.349496,0.981742,0.062291,0,1
155,6.416667,-0.117358,0.219219,3.341463,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,588.420,456.349,,588.420,456.349,,495.483,495.483,588.420,456.349,588.420,456.349,495.483,495.483,0.000315,0.372517,0.372517,0.000000,2.381094,0.960369,0.064913,0,1
156,6.458333,-0.113205,0.227828,3.351222,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,590.390,459.841,,590.390,459.841,,500.487,500.487,590.390,459.841,590.390,459.841,500.487,500.487,0.000182,0.452720,0.452720,0.000000,2.386278,0.964944,0.038307,1,1
157,6.500000,-0.108444,0.274824,3.353213,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,592.505,480.364,,592.505,480.364,,520.621,520.621,592.505,480.364,592.505,480.364,520.621,520.621,0.000363,0.525233,0.525233,0.000000,2.327779,1.025434,-0.020211,1,1
158,6.541667,-0.120367,0.373580,3.340541,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,587.083,524.237,,587.083,524.237,,567.198,567.198,587.083,524.237,587.083,524.237,567.198,567.198,0.000196,0.306586,0.306586,0.000000,2.283022,1.057519,-0.033069,0,1
159,6.583333,-0.142025,0.501303,3.325483,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,577.278,581.384,,577.279,581.386,,614.357,614.355,577.278,581.384,577.279,581.386,614.355,614.357,0.002069,0.443703,0.123397,0.938619,2.317521,1.007962,0.151311,0,1
160,6.625000,-0.159587,0.609169,3.325617,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,569.528,629.057,,569.526,629.011,,642.299,642.345,569.528,629.057,569.526,629.011,642.345,642.299,0.045696,1.000000,0.163025,1.000000,2.319906,1.005711,0.094263,0,1
161,6.666667,-0.186857,0.540094,3.346514,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,558.000,597.000,,557.999,597.018,,632.262,632.244,558.000,597.000,557.999,597.018,632.244,632.262,0.018279,0.724553,0.218655,1.000000,2.334899,1.011615,0.069803,0,1
162,6.708333,-0.221505,0.451920,3.381421,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,543.797,556.276,,543.797,556.276,,600.654,600.654,543.797,556.276,543.797,556.276,600.654,600.654,0.000243,0.543415,0.357368,0.571924,2.296068,1.085353,0.034854,0,1
163,6.750000,-0.252423,0.377443,3.414383,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,531.427,522.347,,531.427,522.347,,560.401,560.401,531.427,522.347,531.427,522.347,560.401,560.401,0.000134,0.549698,0.549698,0.000000,2.243595,1.170788,0.012669,1,1
164,6.791667,-0.272867,0.316709,3.424157,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,522.969,495.835,,522.969,495.835,,531.775,531.775,522.969,495.835,522.969,495.835,531.775,531.775,0.000154,0.466403,0.466403,0.000000,2.235751,1.188406,0.041313,1,1
165,6.833333,-0.294001,0.271009,3.425971,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,513.971,476.173,,513.971,476.173,,510.277,510.277,513.971,476.173,513.971,476.173,510.277,510.277,0.000121,0.413161,0.413161,0.000000,2.278165,1.147806,0.106372,0,1
166,6.875000,-0.306822,0.237418,3.438699,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,508.962,461.397,,508.962,461.397,,495.000,495.000,508.962,461.397,508.962,461.397,495.000,495.000,0.000061,0.367996,0.367996,0.000000,2.357577,1.081122,0.138957,0,1
167,6.916667,-0.317917,0.217223,3.453032,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,504.787,452.387,,504.787,452.387,,486.310,486.310,504.787,452.387,504.787,452.387,486.310,486.310,0.000093,0.375635,0.375635,0.000000,2.507453,0.945579,0.139421,0,1
168,6.958333,-0.326281,0.208773,3.468573,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,501.852,448.395,,501.852,448.395,,483.588,483.588,501.852,448.395,501.852,448.395,483.588,483.588,0.000202,0.410498,0.410498,0.000000,2.575569,0.893004,0.085215,0,1
169,7.000000,-0.338860,0.215851,3.482492,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,497.099,451.027,,497.099,451.027,,487.358,487.358,497.099,451.027,497.099,451.027,487.358,487.358,0.000226,0.513571,0.513571,0.000000,2.558243,0.924249,0.009976,1,1
170,7.041667,-0.344825,0.246419,3.483310,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,494.618,463.893,,494.618,463.893,,503.723,503.723,494.618,463.893,494.618,463.893,503.723,503.723,0.000285,0.543042,0.543042,0.000000,2.473850,1.009460,-0.038425,1,1
171,7.083333,-0.347506,0.325625,3.464740,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,492.702,498.023,,492.702,498.023,,540.990,540.990,492.702,498.023,492.702,498.023,540.990,540.990,0.000246,0.539914,0.539914,0.000000,2.319820,1.144920,-0.084808,1,1
172,7.125000,-0.336526,0.446162,3.424175,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,495.666,551.355,,495.666,551.356,,595.603,595.602,495.666,551.355,495.666,551.356,595.602,595.603,0.001000,0.429032,0.221800,0.503368,2.311487,1.112688,0.026801,0,1
173,7.166667,-0.316222,0.575585,3.402655,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,503.524,608.459,,503.517,608.425,,638.459,638.493,503.524,608.459,503.517,608.425,638.493,638.459,0.034282,1.000000,0.193073,1.000000,2.294156,1.108499,0.015339,0,1
174,7.208333,-0.315454,0.554446,3.392172,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,503.426,600.048,,503.427,600.041,,637.644,637.651,503.426,600.048,503.427,600.041,637.651,637.644,0.006816,0.858065,0.257456,1.000000,2.300873,1.091299,0.076518,0,1
175,7.250000,-0.314272,0.449302,3.401974,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,504.331,553.959,,504.331,553.960,,601.962,601.961,504.331,553.959,504.331,553.960,601.961,601.962,0.001110,0.643549,0.336603,0.571924,2.282478,1.119496,0.083620,0,1
176,7.291667,-0.302737,0.371712,3.414863,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,509.804,519.860,,509.804,519.860,,560.235,560.235,509.804,519.860,509.804,519.860,560.235,560.235,0.000381,0.553844,0.553844,0.011519,2.302474,1.112389,0.016181,1,1
177,7.333333,-0.288323,0.294046,3.420676,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,516.214,486.243,,516.214,486.243,,529.485,529.485,516.214,486.243,516.214,486.243,529.485,529.485,0.000184,0.535853,0.535853,0.000000,2.260112,1.160564,0.005793,1,1
178,7.375000,-0.273454,0.239590,3.406099,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,522.095,463.304,,522.095,463.304,,505.832,505.832,522.095,463.304,522.095,463.304,505.832,505.832,0.000048,0.511321,0.511321,0.000000,2.294649,1.111450,0.051463,1,1
179,7.416667,-0.255835,0.207408,3.397697,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,529.419,449.649,,529.419,449.649,,492.267,492.267,529.419,449.649,529.419,449.649,492.267,492.267,0.000043,0.380328,0.380328,0.000000,2.329635,1.068062,0.075022,0,1
180,7.458333,-0.238457,0.192721,3.391787,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,536.751,443.446,,536.751,443.446,,484.942,484.942,536.751,443.446,536.751,443.446,484.942,484.942,0.000072,0.364548,0.364548,0.000000,2.357879,1.033908,0.067146,0,1
181,7.500000,-0.221352,0.194887,3.386805,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,544.016,444.508,,544.016,444.508,,484.013,484.013,544.016,444.508,544.016,444.508,484.013,484.013,0.000117,0.340640,0.340640,0.000000,2.350666,1.036139,0.032655,0,1
182,7.541667,-0.199628,0.218436,3.395390,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,553.655,454.480,,553.655,454.480,,491.062,491.062,553.655,454.480,553.655,454.480,491.062,491.062,0.000174,0.449368,0.449368,0.000000,2.359288,1.036102,0.036601,0,1
183,7.583333,-0.175917,0.258464,3.414116,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,564.328,471.180,,564.328,471.180,,510.481,510.481,564.328,471.180,564.328,471.180,510.481,510.481,0.000136,0.525551,0.525551,0.000000,2.286139,1.127977,-0.003120,1,1
184,7.625000,-0.154348,0.333479,3.423380,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,573.786,503.060,,573.786,503.060,,544.829,544.829,573.786,503.060,573.786,503.060,544.829,544.829,0.000135,0.547490,0.547490,0.000000,2.267444,1.155936,-0.009672,1,1
185,7.666667,-0.136677,0.443825,3.421396,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,581.332,550.507,,581.332,550.508,,600.145,600.144,581.332,550.507,581.332,550.508,600.144,600.145,0.001285,0.465769,0.465769,0.555981,2.264862,1.156534,0.038978,1,1
186,7.708333,-0.111678,0.577186,3.414776,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,591.976,608.264,,591.970,608.232,,645.791,645.823,591.976,608.264,591.970,608.232,645.823,645.791,0.032106,1.000000,0.167356,1.000000,2.357071,1.057705,0.201714,0,1
187,7.750000,-0.115693,0.573248,3.408098,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,590.151,607.027,,590.146,607.022,,649.870,649.875,590.151,607.027,590.146,607.022,649.875,649.870,0.006895,0.920392,0.223143,1.000000,2.419722,0.988376,0.217583,0,1
188,7.791667,-0.145282,0.483767,3.401805,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,577.279,568.848,,577.280,568.849,,613.721,613.720,577.279,568.848,577.280,568.849,613.720,613.721,0.001048,0.557825,0.218216,0.760851,2.377453,1.024352,-0.019470,0,1
189,7.833333,-0.164688,0.393821,3.395302,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,568.766,530.343,,568.766,530.343,,573.074,573.074,568.766,530.343,568.766,530.343,573.074,573.074,0.000337,0.493563,0.493563,0.173343,2.289459,1.105843,-0.036593,1,1
