frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,z_da3_raw,depth_conf,source
47,1.533333,-0.927313,0.906416,6.671821,1.000000,0.000000,0.000000,0.000000,0.111242,shared_fullimg_cam,653.819,839.281,36.730,6.668696,0.556397,L1_L3contact
48,1.566667,-0.927835,0.907086,6.677760,1.000000,0.000000,0.000000,0.000000,0.111268,shared_fullimg_cam,653.919,839.236,36.706,6.673162,0.560525,L1_L3contact
49,1.600000,-0.929245,0.908318,6.685129,1.000000,0.000000,0.000000,0.000000,0.111106,shared_fullimg_cam,653.792,839.312,36.612,6.681911,0.564709,L1_L3contact
50,1.633333,-0.931049,0.908803,6.693624,1.000000,0.000000,0.000000,0.000000,0.111624,shared_fullimg_cam,653.587,839.092,36.736,6.715481,0.544986,L1_L3contact
51,1.666667,-0.932661,0.908620,6.702899,1.000000,0.000000,0.000000,0.000000,0.111413,shared_fullimg_cam,653.481,838.618,36.616,6.711579,0.527712,L1_L3contact
52,1.700000,-0.844997,0.754841,6.712866,1.000000,0.000000,0.000000,0.000000,0.120483,shared_fullimg_cam,682.704,787.710,39.538,6.971933,0.272599,L1_L3contact
53,1.733333,-0.847564,0.756758,6.723535,1.000000,0.000000,0.000000,0.000000,0.120211,shared_fullimg_cam,682.303,787.945,39.386,6.952962,0.277815,L1_L3contact
54,1.766667,-0.792511,0.522928,6.735679,1.000000,0.000000,0.000000,0.000000,0.122003,shared_fullimg_cam,700.809,711.024,39.901,7.006797,0.143949,L1_L3contact
55,1.800000,-0.761687,0.279307,6.748709,1.000000,0.000000,0.000000,0.000000,0.124083,shared_fullimg_cam,711.371,631.171,40.503,6.840960,0.073865,L1_L3contact
56,1.833333,-0.746784,0.113002,6.762261,1.000000,0.000000,0.000000,0.000000,0.124258,shared_fullimg_cam,716.724,576.812,40.479,6.835733,0.106364,L1_L3contact
57,1.866667,-0.723142,-0.049719,6.775991,1.000000,0.000000,0.000000,0.000000,0.126941,shared_fullimg_cam,724.903,523.836,41.269,6.764616,0.085311,L1_L3contact
58,1.900000,-0.701317,-0.206079,6.789589,1.000000,0.000000,0.000000,0.000000,0.124292,shared_fullimg_cam,732.455,473.137,40.327,6.813736,0.086181,L1_L3contact
59,1.933333,-0.698266,-0.210582,6.802740,1.000000,0.000000,0.000000,0.000000,0.123881,shared_fullimg_cam,733.883,471.808,40.116,6.804933,0.082531,L1_L3contact
60,1.966667,-0.690588,-0.345984,6.815137,1.000000,0.000000,0.000000,0.000000,0.125115,shared_fullimg_cam,736.776,428.165,40.442,6.807306,0.079647,L1_L3contact
61,2.000000,-0.682205,-0.460981,6.826473,1.000000,0.000000,0.000000,0.000000,0.128419,shared_fullimg_cam,739.852,391.241,41.441,6.824552,0.079183,L1_L3contact
62,2.033333,-0.685361,-0.566462,6.836442,1.000000,0.000000,0.000000,0.000000,0.125116,shared_fullimg_cam,739.156,357.469,40.316,6.882201,0.074613,L1_L3contact
63,2.066667,-0.681202,-0.647406,6.844732,1.000000,0.000000,0.000000,0.000000,0.124456,shared_fullimg_cam,740.762,331.639,40.055,6.913438,0.074707,L1_L3contact
64,2.100000,-0.682198,-0.649568,6.851047,1.000000,0.000000,0.000000,0.000000,0.124571,shared_fullimg_cam,740.644,331.136,40.055,6.910862,0.074687,L1_L3contact
65,2.133333,-0.688446,-0.676655,6.855102,1.000000,0.000000,0.000000,0.000000,0.126157,shared_fullimg_cam,738.766,322.555,40.541,6.889823,0.083269,L1_L3contact
66,2.166667,-0.680369,-0.744581,6.856627,1.000000,0.000000,0.000000,0.000000,0.125899,shared_fullimg_cam,741.410,300.780,40.449,6.828295,0.084340,L1_L3contact
67,2.200000,-0.675681,-0.778712,6.855361,1.000000,0.000000,0.000000,0.000000,0.126710,shared_fullimg_cam,742.876,289.768,40.717,6.833714,0.082537,L1_L3contact
68,2.233333,-0.674083,-0.776669,6.851037,1.000000,0.000000,0.000000,0.000000,0.128175,shared_fullimg_cam,743.253,290.267,41.214,6.847157,0.082971,L1_L3contact
69,2.266667,-0.671605,-0.784819,6.843379,1.000000,0.000000,0.000000,0.000000,0.126759,shared_fullimg_cam,743.808,287.364,40.804,6.919108,0.089020,L1_L3contact
70,2.300000,-0.667451,-0.776518,6.832111,1.000000,0.000000,0.000000,0.000000,0.126705,shared_fullimg_cam,744.791,289.624,40.854,6.976555,0.094496,L1_L3contact
71,2.333333,-0.667303,-0.763797,6.816981,1.000000,0.000000,0.000000,0.000000,0.125836,shared_fullimg_cam,744.361,293.179,40.664,7.082947,0.093921,L1_L3contact
72,2.366667,-0.658830,-0.731412,6.797790,1.000000,0.000000,0.000000,0.000000,0.124593,shared_fullimg_cam,746.498,302.977,40.376,7.118411,0.099879,L1_L3contact
73,2.400000,-0.651486,-0.678050,6.774431,1.000000,0.000000,0.000000,0.000000,0.129516,shared_fullimg_cam,748.150,319.512,42.116,7.142648,0.110645,L1_L3contact
74,2.433333,-0.647441,-0.671876,6.746925,1.000000,0.000000,0.000000,0.000000,0.125333,shared_fullimg_cam,748.607,320.629,40.922,7.120896,0.108728,L1_L3contact
75,2.466667,-0.640771,-0.616768,6.715475,1.000000,0.000000,0.000000,0.000000,0.125078,shared_fullimg_cam,749.805,337.679,41.030,7.083023,0.114693,L1_L3contact
76,2.500000,-0.635298,-0.543830,6.680460,1.000000,0.000000,0.000000,0.000000,0.124447,shared_fullimg_cam,750.508,360.670,41.037,7.034362,0.109787,L1_L3contact
77,2.533333,-0.631858,-0.450475,6.642449,1.000000,0.000000,0.000000,0.000000,0.124288,shared_fullimg_cam,750.450,390.604,41.219,6.931160,0.110875,L1_L3contact
78,2.566667,-0.620814,-0.356614,6.602185,1.000000,0.000000,0.000000,0.000000,0.121578,shared_fullimg_cam,752.857,421.011,40.566,6.860301,0.123864,L1_L3contact
79,2.600000,-0.616411,-0.349808,6.560550,1.000000,0.000000,0.000000,0.000000,0.120707,shared_fullimg_cam,753.021,422.541,40.531,6.736554,0.123554,L1_L3contact
80,2.633333,-0.614874,-0.241541,6.518584,1.000000,0.000000,0.000000,0.000000,0.119804,shared_fullimg_cam,752.208,458.373,40.487,6.623654,0.116852,L1_L3contact
81,2.666667,-0.617735,-0.129337,6.477435,1.000000,0.000000,0.000000,0.000000,0.122627,shared_fullimg_cam,749.915,496.014,41.704,6.564280,0.127163,L1_L3contact
82,2.700000,-0.614263,0.003469,6.438309,1.000000,0.000000,0.000000,0.000000,0.120240,shared_fullimg_cam,749.826,541.187,41.141,6.522939,0.136660,L1_L3contact
83,2.733333,-0.610451,0.009678,6.402468,1.000000,0.000000,0.000000,0.000000,0.120748,shared_fullimg_cam,749.961,543.330,41.546,6.496785,0.157590,L1_L3contact
84,2.766667,-0.606722,0.151762,6.371238,1.000000,0.000000,0.000000,0.000000,0.117177,shared_fullimg_cam,750.221,592.473,40.515,6.454800,0.188392,L1_L3contact
85,2.800000,-0.603764,0.307870,6.346045,1.000000,0.000000,0.000000,0.000000,0.120586,shared_fullimg_cam,750.415,646.871,41.859,6.330028,0.236379,L1_L3contact
86,2.833333,-0.604171,0.474087,6.328436,1.000000,0.000000,0.000000,0.000000,0.116907,shared_fullimg_cam,749.690,705.028,40.695,6.357079,0.300190,L1_L3contact
87,2.866667,-0.604954,0.552473,6.319927,1.000000,0.000000,0.000000,0.000000,0.117941,shared_fullimg_cam,749.134,732.573,41.110,6.452608,0.591243,L1_L3contact
88,2.900000,-0.604326,0.460451,6.322146,1.000000,0.000000,0.000000,0.000000,0.120192,shared_fullimg_cam,749.427,700.441,41.880,5.946174,0.317056,L1_L3contact
89,2.933333,-0.604205,0.455399,6.328155,1.000000,0.000000,0.000000,0.000000,0.121303,shared_fullimg_cam,749.669,698.530,42.227,6.045786,0.317983,L1_L3contact
90,2.966667,-0.612410,0.393789,6.338268,1.000000,0.000000,0.000000,0.000000,0.130741,shared_fullimg_cam,747.153,676.864,45.440,6.149651,0.239823,L1_L3contact
91,3.000000,-0.623124,0.323237,6.351672,1.000000,0.000000,0.000000,0.000000,0.114848,shared_fullimg_cam,743.886,652.106,39.832,6.498905,0.122487,L1_L3contact
92,3.033333,-0.624946,0.270838,6.367119,1.000000,0.000000,0.000000,0.000000,0.123183,shared_fullimg_cam,743.780,633.705,42.619,6.656614,0.136221,L1_L3contact
93,3.066667,-0.631386,0.240226,6.383454,1.000000,0.000000,0.000000,0.000000,0.124362,shared_fullimg_cam,742.111,622.901,42.917,6.761001,0.122902,L1_L3contact
94,3.100000,-0.633874,0.238549,6.399736,1.000000,0.000000,0.000000,0.000000,0.123915,shared_fullimg_cam,741.809,622.113,42.654,6.858864,0.119287,L1_L3contact
