case_name,stage,check_type,pass_gate,repair_action,rerun_stage,allow_continue,residual_reweight,reason
basketball,stage7,vlm_gate,pass,keep_outputs,0,1,0,all effective VLM gates pass
basketball,stage7,llm_csv:stage_contract,pass,keep_outputs,0,1,0,required artifacts present and stage contract satisfied
