frame,time,z_init,z_ref,z_final,anchor_used,anchor_kind,anchor_weight,target_center_z,hand_z,local_delta_z,contact_depth_offset_m,contact_label,frame_mode,human_contact_state,floor_contact_state,support_conf,table_static_start_frame
140,5.791667,3.564886105,3.976825982,3.975416483,1,confirmed_update,1.989078,3.976825982,3.922174072,-0.030726909,-0.023925000,left_hand,keep_previous_grasp_anchor,1,0,0.781597,167
141,5.833333,3.564005474,3.916815889,3.967800218,1,confirmed_update,1.989078,3.916815889,3.923947477,-0.031156412,0.038288000,left_hand,keep_previous_grasp_anchor,1,0,0.841566,167
142,5.875000,3.565325314,3.928323748,3.961091193,1,confirmed_update,1.989078,3.928323748,3.925486708,-0.031463040,0.028626000,left_hand,keep_previous_grasp_anchor,1,0,0.886261,167
143,5.916667,3.567091240,3.934319404,3.955926737,1,confirmed_update,2.012664,3.934319404,3.927044916,-0.031603488,0.024329000,left_hand,keep_previous_grasp_anchor,1,0,0.918953,167
144,5.958333,3.568724513,3.934016306,3.952524581,1,confirmed_update,2.006439,3.934016306,3.928710032,-0.031539275,0.026233000,left_hand,keep_previous_grasp_anchor,1,0,0.942552,167
145,6.000000,3.570190100,3.945889495,3.950678528,1,confirmed_update,1.989078,3.945889495,3.930159998,-0.031280497,0.015551000,left_hand,keep_previous_grasp_anchor,1,0,0.959431,167
146,6.041667,3.572332621,3.949917472,3.949919186,1,confirmed_update,2.004150,3.949917472,3.931635904,-0.030864568,0.012583000,left_hand,keep_previous_grasp_anchor,1,0,0.971426,167
147,6.083333,3.575763714,3.945225729,3.949838849,1,confirmed_update,1.994799,3.945225729,3.932928324,-0.030364406,0.018067000,left_hand,keep_previous_grasp_anchor,1,0,0.979911,167
148,6.125000,3.580265849,3.962009840,3.950152175,1,confirmed_update,1.989078,3.962009840,3.934463596,-0.029905244,0.002359000,left_hand,keep_previous_grasp_anchor,1,0,0.985895,167
149,6.166667,3.585134131,3.975603131,3.950503350,1,confirmed_update,1.989078,3.975603131,3.935872936,-0.029373194,-0.010357000,left_hand,keep_previous_grasp_anchor,1,0,0.990106,167
150,6.208333,3.589963783,3.939303011,3.950818063,1,confirmed_update,1.989078,3.939303011,3.936863661,-0.028837351,0.026398000,left_hand,keep_previous_grasp_anchor,1,0,0.993064,167
151,6.250000,3.594394072,3.939789618,3.951407858,1,confirmed_update,1.989078,3.939789618,3.939067650,-0.028530968,0.027809000,left_hand,keep_previous_grasp_anchor,1,0,0.995139,167
152,6.291667,3.598410874,3.948436622,3.952347315,1,confirmed_update,1.989078,3.948436622,3.940286112,-0.028380510,0.020230000,left_hand,keep_previous_grasp_anchor,1,0,0.996595,167
153,6.333333,3.601907894,3.955594693,3.953475725,1,confirmed_update,2.080959,3.955594693,3.940723896,-0.028372797,0.013502000,left_hand,keep_previous_grasp_anchor,1,0,0.997615,167
154,6.375000,3.604117243,3.984741933,3.954545569,1,confirmed_update,1.989078,3.984741933,3.941648626,-0.028433307,-0.014660000,left_hand,keep_previous_grasp_anchor,1,0,0.99833,167
155,6.416667,3.604586522,3.987286730,3.955368421,1,confirmed_update,1.989078,3.987286730,3.943542671,-0.029108059,-0.014636000,left_hand,keep_previous_grasp_anchor,1,0,0.998831,167
156,6.458333,3.606068973,3.942507313,3.956140828,1,confirmed_update,1.989078,3.942507313,3.944898176,-0.029078137,0.031469000,left_hand,keep_previous_grasp_anchor,1,0,0.999181,167
157,6.500000,3.608120643,3.920170432,3.957481967,1,confirmed_update,1.989078,3.920170432,3.946004581,-0.028940851,0.054775000,left_hand,keep_previous_grasp_anchor,1,0,0.999427,167
158,6.541667,3.610029818,3.941033982,3.959817789,1,confirmed_update,1.989078,3.941033982,3.946687555,-0.028848427,0.034502000,left_hand,keep_previous_grasp_anchor,1,0,0.999599,167
159,6.583333,3.612214900,3.999072613,3.963199683,1,confirmed_update,1.989078,3.999072613,3.948877573,-0.028953040,-0.021242000,left_hand,keep_previous_grasp_anchor,1,0,0.999719,167
160,6.625000,3.614508820,3.945730831,3.967370087,1,confirmed_update,1.989078,3.945730831,3.950633097,-0.029277734,0.034180000,left_hand,keep_previous_grasp_anchor,1,0,0.999803,167
161,6.666667,3.689695679,4.000838895,3.972668035,1,confirmed_update,1.989078,4.000838895,3.951396751,-0.024494144,-0.024948000,left_hand,keep_previous_grasp_anchor,1,0,0.999862,167
162,6.708333,3.690440010,3.923438554,3.979070885,1,confirmed_update,1.989078,3.923438554,3.952407408,-0.024850146,0.053819000,left_hand,keep_previous_grasp_anchor,1,0,0.999904,167
163,6.750000,3.691275056,3.910044240,3.987263832,1,confirmed_update,1.989078,3.910044240,3.953690815,-0.025480425,0.069127000,left_hand,keep_previous_grasp_anchor,1,0,0.999933,167
164,6.791667,3.689151948,3.900440802,3.997359119,1,confirmed_update,1.989078,3.900440802,3.954193878,-0.026246923,0.080000000,left_hand,keep_previous_grasp_anchor,1,0,0.999953,167
165,6.833333,3.684349437,3.988788811,4.008748017,1,confirmed_update,1.989078,3.988788811,3.955224228,-0.027621583,-0.005943000,left_hand,keep_previous_grasp_anchor,1,0,0.999967,167
166,6.875000,3.679946530,3.995669725,4.020463952,1,confirmed_update,1.989078,3.995669725,3.955214071,-0.028824653,-0.011631000,left_hand,keep_previous_grasp_anchor,1,0,0.999977,167
167,6.916667,3.677743217,3.994514588,4.031273641,1,confirmed_update,1.989078,3.994514588,3.956079102,-0.030188487,-0.008247000,left_hand,keep_previous_grasp_anchor,1,1,0.999984,167
168,6.958333,3.677842436,3.999232523,4.031572546,1,confirmed_update,1.989078,3.999232523,3.956707001,-0.031771522,-0.010754000,left_hand,keep_previous_grasp_anchor,1,1,0.999989,167
169,7.000000,3.680419302,3.995952186,4.031332063,1,confirmed_update,1.989078,3.995952186,3.957550907,-0.033539279,-0.004862000,left_hand,keep_previous_grasp_anchor,1,1,0.999992,167
170,7.041667,3.684080996,4.001436934,4.031178622,1,confirmed_update,1.989078,4.001436934,3.958479357,-0.035229577,-0.007728000,left_hand,keep_previous_grasp_anchor,1,1,0.999994,167
171,7.083333,3.686810966,4.019708230,4.031148923,1,confirmed_update,1.989078,4.019708230,3.959679604,-0.036777626,-0.023251000,left_hand,keep_previous_grasp_anchor,1,1,0.999996,167
172,7.125000,3.689814233,4.012023496,4.031148793,1,confirmed_update,1.989078,4.012023496,3.960526991,-0.037957505,-0.013539000,left_hand,keep_previous_grasp_anchor,1,1,0.999997,167
173,7.166667,3.689814233,4.019787231,4.031166447,1,confirmed_update,1.989078,4.019787231,3.961544132,-0.038621099,-0.019622000,left_hand,keep_previous_grasp_anchor,1,1,0.999998,167
174,7.208333,3.689814233,4.018539186,4.031186442,1,confirmed_update,1.989078,4.018539186,3.962145662,-0.038890524,-0.017503000,left_hand,keep_previous_grasp_anchor,1,1,0.999999,167
175,7.250000,3.689814233,4.026559256,4.031225247,1,confirmed_update,1.989078,4.026559256,3.962811518,-0.038966738,-0.024781000,left_hand,keep_previous_grasp_anchor,1,1,0.999999,167
176,7.291667,3.689814233,4.032355347,4.031259493,1,confirmed_update,1.989078,4.032355347,3.963819981,-0.038981367,-0.029554000,left_hand,keep_previous_grasp_anchor,1,1,0.999999,167
177,7.333333,3.689814233,4.028193187,4.031270648,1,confirmed_update,1.989078,4.028193187,3.965021992,-0.038983195,-0.024188000,left_hand,keep_previous_grasp_anchor,1,1,1.0,167
178,7.375000,3.689814233,4.033914056,4.031308484,1,confirmed_update,1.989078,4.033914056,3.965831709,-0.038983347,-0.029099000,left_hand,keep_previous_grasp_anchor,1,1,1.0,167
179,7.416667,3.689814233,4.041482860,4.031346879,1,confirmed_update,1.989078,4.041482860,3.966740513,-0.038983347,-0.035759000,left_hand,keep_previous_grasp_anchor,1,1,1.0,167
180,7.458333,3.689814233,4.048913178,4.031337212,1,confirmed_update,1.989078,4.048913178,3.967536831,-0.038983347,-0.042393000,left_hand,keep_previous_grasp_anchor,1,1,1.0,167
181,7.500000,3.689814233,4.018972119,4.031267560,1,confirmed_update,1.989078,4.018972119,3.968581772,-0.038983347,-0.011407000,left_hand,keep_previous_grasp_anchor,1,1,1.0,167
182,7.541667,3.689814233,4.035616778,4.031281354,1,confirmed_update,1.989078,4.035616778,3.968962431,-0.038983347,-0.027671000,left_hand,keep_previous_grasp_anchor,1,1,1.0,167
183,7.583333,3.689814233,4.036359680,4.031269236,1,confirmed_update,1.989078,4.036359680,3.969662333,-0.038983347,-0.027714000,left_hand,keep_previous_grasp_anchor,1,1,1.0,167
184,7.625000,3.689814233,3.940515329,4.031218152,1,confirmed_update,1.989078,3.940515329,3.969929981,-0.038983347,0.068398000,left_hand,keep_previous_grasp_anchor,1,1,1.0,167
185,7.666667,3.689814233,4.050068745,4.031262688,1,confirmed_update,1.989078,4.050068745,3.970482397,-0.038983347,-0.040603000,left_hand,keep_previous_grasp_anchor,1,1,1.0,167
186,7.708333,3.689814233,3.929622099,4.031217563,1,confirmed_update,1.989078,3.929622099,3.970638752,-0.038983347,0.080000000,left_hand,keep_previous_grasp_anchor,1,1,1.0,167
187,7.750000,3.689814233,4.034815591,4.031266936,1,confirmed_update,1.989078,4.034815591,3.971247244,-0.038983347,-0.024585000,left_hand,keep_previous_grasp_anchor,1,1,1.0,167
188,7.791667,3.689814233,4.034407906,4.031272651,1,confirmed_update,1.989078,4.034407906,3.971549559,-0.038983347,-0.023875000,left_hand,keep_previous_grasp_anchor,1,1,1.0,167
189,7.833333,3.689814233,4.025887593,4.031210271,1,confirmed_update,1.989078,4.025887593,3.971845245,-0.038983347,-0.015059000,left_hand,keep_previous_grasp_anchor,1,1,0.997885,167
190,7.875000,3.689814233,3.931015990,4.031139332,1,confirmed_update,1.989078,3.931015990,3.972032642,-0.038983347,0.080000000,left_hand,keep_previous_grasp_anchor,1,1,0.997495,167
191,7.916667,3.689814233,3.931537840,4.031148937,1,confirmed_update,1.989078,3.931537840,3.972554493,-0.038983347,0.080000000,left_hand,keep_previous_grasp_anchor,1,1,0.997377,167
192,7.958333,3.689814233,4.037670291,4.031220868,1,confirmed_update,1.989078,4.037670291,3.972745943,-0.038983347,-0.025941000,left_hand,keep_previous_grasp_anchor,1,1,0.997357,167
193,8.000000,3.689814233,3.944243696,4.031201351,1,confirmed_update,1.989078,3.944243696,3.973817348,-0.038983347,0.068557000,left_hand,keep_previous_grasp_anchor,1,1,0.997372,167
194,8.041667,3.689814233,4.033481149,4.031245069,1,confirmed_update,1.989078,4.033481149,3.974642801,-0.038983347,-0.019855000,left_hand,keep_previous_grasp_anchor,1,1,0.997398,167
195,8.083333,3.689814233,4.031197462,4.031231491,1,confirmed_update,1.989078,4.031197462,3.975365114,-0.038983347,-0.016849000,left_hand,keep_previous_grasp_anchor,1,1,0.997423,167
196,8.125000,3.689814233,3.941237117,4.031177031,1,confirmed_update,1.989078,3.941237117,3.976199770,-0.038983347,0.073946000,left_hand,keep_previous_grasp_anchor,1,1,0.992966,167
197,8.166667,3.689814233,4.023694947,4.031209664,1,confirmed_update,1.989078,4.023694947,3.977127600,-0.038983347,-0.007584000,left_hand,keep_previous_grasp_anchor,1,1,0.994325,167
198,8.208333,3.689814233,4.035056308,4.031250741,1,confirmed_update,1.989078,4.035056308,3.977779961,-0.038983347,-0.018293000,left_hand,keep_previous_grasp_anchor,1,1,0.995188,167
199,8.250000,3.689814233,4.025511209,4.031204798,1,confirmed_update,1.989078,4.025511209,3.978268862,-0.038983347,-0.008259000,left_hand,keep_previous_grasp_anchor,1,1,0.995883,167
200,8.291667,3.689814233,3.937740729,4.031137137,1,confirmed_update,1.989078,3.937740729,3.978757381,-0.038983347,0.080000000,left_hand,keep_previous_grasp_anchor,1,1,0.99637,167
201,8.333333,3.689814233,3.938610528,4.031147337,1,confirmed_update,1.989078,3.938610528,3.979627180,-0.038983347,0.080000000,left_hand,keep_previous_grasp_anchor,1,1,0.996211,167
202,8.375000,3.689814233,4.033436858,4.031235806,1,confirmed_update,1.989078,4.033436858,3.979976511,-0.038983347,-0.014477000,left_hand,keep_previous_grasp_anchor,1,1,0.996357,167
203,8.416667,3.689814233,4.030064620,4.031276151,1,confirmed_update,1.989078,4.030064620,3.980854273,-0.038983347,-0.010227000,left_hand,keep_previous_grasp_anchor,1,1,0.996569,167
204,8.458333,3.689814233,4.034546215,4.031304687,1,confirmed_update,1.989078,4.034546215,3.981362867,-0.038983347,-0.014200000,left_hand,keep_previous_grasp_anchor,1,1,0.985405,167
205,8.500000,3.689814233,4.036746675,4.031314551,1,confirmed_update,1.989078,4.036746675,3.981702328,-0.038983347,-0.016061000,left_hand,keep_previous_grasp_anchor,1,1,0.983163,167
206,8.541667,3.689814233,4.033386049,4.031302214,1,confirmed_update,1.989078,4.033386049,3.981837702,-0.038983347,-0.012565000,left_hand,keep_previous_grasp_anchor,1,1,0.974671,167
207,8.583333,3.689814233,4.032849973,4.031296118,1,confirmed_update,1.989078,4.032849973,3.982237625,-0.038983347,-0.011629000,left_hand,keep_previous_grasp_anchor,1,1,0.972346,167
208,8.625000,3.689814233,4.034547238,4.031305684,1,confirmed_update,1.989078,4.034547238,3.982538891,-0.038983347,-0.013025000,left_hand,keep_previous_grasp_anchor,1,1,0.967656,167
209,8.666667,3.689814233,4.035017268,4.031324302,1,confirmed_update,1.989078,4.035017268,3.983157921,-0.038983347,-0.012876000,left_hand,keep_previous_grasp_anchor,1,1,0.969141,167
210,8.708333,3.689814233,4.043327345,4.031349002,1,confirmed_update,1.989078,4.043327345,3.983670998,-0.038983347,-0.020673000,left_hand,keep_previous_grasp_anchor,1,1,0.970296,167
211,8.750000,3.689814233,4.038664953,4.031340584,1,confirmed_update,1.989078,4.038664953,3.984013605,-0.038983347,-0.015668000,left_hand,keep_previous_grasp_anchor,1,1,0.945757,167
212,8.791667,3.689814233,4.035491006,4.031321394,1,confirmed_update,1.989078,4.035491006,3.984333658,-0.038983347,-0.012174000,left_hand,keep_previous_grasp_anchor,1,1,0.954195,167
213,8.833333,3.689814233,4.033150456,4.031318077,1,confirmed_update,1.989078,4.033150456,3.984701109,-0.038983347,-0.009466000,left_hand,keep_previous_grasp_anchor,1,1,0.960181,167
214,8.875000,3.689814233,4.041541949,4.031342730,1,confirmed_update,1.989078,4.041541949,3.984853601,-0.038983347,-0.017705000,left_hand,keep_previous_grasp_anchor,1,1,0.964411,167
215,8.916667,3.689814233,4.041270734,4.031339726,1,confirmed_update,1.989078,4.041270734,3.985081387,-0.038983347,-0.017206000,left_hand,keep_previous_grasp_anchor,1,1,0.95168,167
216,8.958333,3.689814233,4.033827646,4.031304970,1,confirmed_update,1.989078,4.033827646,3.985262299,-0.038983347,-0.009582000,left_hand,keep_previous_grasp_anchor,1,1,0.95844,167
217,9.000000,3.689814233,4.028627182,4.031289153,1,confirmed_update,1.989078,4.028627182,3.985867834,-0.038983347,-0.003776000,left_hand,keep_previous_grasp_anchor,1,1,0.963203,167
218,9.041667,3.689814233,4.041141754,4.031329980,1,confirmed_update,1.989078,4.041141754,3.985693407,-0.038983347,-0.016465000,left_hand,keep_previous_grasp_anchor,1,1,0.966157,167
219,9.083333,3.689814233,4.040027666,4.031352568,1,confirmed_update,1.989078,4.040027666,3.985768318,-0.038983347,-0.015276000,left_hand,keep_previous_grasp_anchor,1,1,0.96822,167
220,9.125000,3.689814233,4.042144991,4.031363262,1,confirmed_update,1.989078,4.042144991,3.986078644,-0.038983347,-0.017083000,left_hand,keep_previous_grasp_anchor,1,1,0.969661,167
221,9.166667,3.689814233,4.040076631,4.031366850,1,confirmed_update,1.989078,4.040076631,3.986199284,-0.038983347,-0.014894000,left_hand,keep_previous_grasp_anchor,1,1,0.972102,167
222,9.208333,3.689814233,4.050198686,4.031374783,1,confirmed_update,1.989078,4.050198686,3.985994339,-0.038983347,-0.025221000,left_hand,keep_previous_grasp_anchor,1,1,0.973211,167
223,9.250000,3.689814233,4.038295056,4.031359956,1,confirmed_update,1.989078,4.038295056,3.986266708,-0.038983347,-0.013045000,left_hand,keep_previous_grasp_anchor,1,1,0.981171,167
224,9.291667,3.689814233,4.043242427,4.031361286,1,confirmed_update,1.989078,4.043242427,3.986224079,-0.038983347,-0.018035000,left_hand,keep_previous_grasp_anchor,1,1,0.986782,167
225,9.333333,3.689814233,4.039374515,4.031362937,1,confirmed_update,1.989078,4.039374515,3.986640167,-0.038983347,-0.013751000,left_hand,keep_previous_grasp_anchor,1,1,0.990729,167
226,9.375000,3.689814233,4.048828924,4.031378942,1,confirmed_update,1.989078,4.048828924,3.986590576,-0.038983347,-0.023255000,left_hand,keep_previous_grasp_anchor,1,1,0.993501,167
227,9.416667,3.689814233,4.042975902,4.031382906,1,confirmed_update,1.989078,4.042975902,3.987276554,-0.038983347,-0.016716000,left_hand,keep_previous_grasp_anchor,1,1,0.995447,167
228,9.458333,3.689814233,4.049632436,4.031392563,1,confirmed_update,1.989078,4.049632436,3.988022089,-0.038983347,-0.022627000,left_hand,keep_previous_grasp_anchor,1,1,0.99681,167
229,9.500000,3.689814233,4.049004050,4.031392169,1,confirmed_update,1.989078,4.049004050,3.988579702,-0.038983347,-0.021441000,left_hand,keep_previous_grasp_anchor,1,1,0.997766,167
230,9.541667,3.689814233,4.046755309,4.031379654,1,confirmed_update,1.989078,4.046755309,3.988840961,-0.038983347,-0.018931000,left_hand,keep_previous_grasp_anchor,1,1,0.998436,167
231,9.583333,3.689814233,4.038291933,4.031362074,1,confirmed_update,1.989078,4.038291933,3.988739586,-0.038983347,-0.010569000,left_hand,keep_previous_grasp_anchor,1,1,0.998905,167
232,9.625000,3.689814233,4.045909115,4.031369070,1,confirmed_update,1.989078,4.045909115,3.989329767,-0.038983347,-0.017596000,left_hand,keep_previous_grasp_anchor,1,1,0.999233,167
233,9.666667,3.689814233,4.041457838,4.031370493,1,confirmed_update,1.989078,4.041457838,3.989933491,-0.038983347,-0.012541000,left_hand,keep_previous_grasp_anchor,1,1,0.999456,167
234,9.708333,3.689814233,4.045745164,4.031378616,1,confirmed_update,1.989078,4.045745164,3.990103817,-0.038983347,-0.016658000,left_hand,keep_previous_grasp_anchor,1,1,0.999614,167
235,9.750000,3.689814233,4.044846173,4.031382386,1,confirmed_update,1.989078,4.044846173,3.990706825,-0.038983347,-0.015156000,left_hand,keep_previous_grasp_anchor,1,1,0.999726,167
236,9.791667,3.689814233,4.046689876,4.031384940,1,confirmed_update,1.989078,4.046689876,3.991225529,-0.038983347,-0.016481000,left_hand,keep_previous_grasp_anchor,1,1,0.999806,167
237,9.833333,3.689814233,4.047126947,4.031382523,1,confirmed_update,1.989078,4.047126947,3.991909599,-0.038983347,-0.016234000,left_hand,keep_previous_grasp_anchor,1,1,0.999863,167
238,9.875000,3.689814233,4.040638140,4.031378645,1,confirmed_update,1.989078,4.040638140,3.992508793,-0.038983347,-0.009146000,left_hand,keep_previous_grasp_anchor,1,1,0.999903,167
239,9.916667,3.689814233,4.057234232,4.031395793,1,confirmed_update,1.989078,4.057234232,3.992997885,-0.038983347,-0.025253000,left_hand,keep_previous_grasp_anchor,1,1,0.999932,167
240,9.958333,3.689814233,4.047829214,4.031397522,1,confirmed_update,1.989078,4.047829214,3.993440866,-0.038983347,-0.015405000,left_hand,keep_previous_grasp_anchor,1,1,0.999952,167
