frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,u_proj,v_proj,radius_proj_px,bottom_proj_v,floor_v,support_type,support_source,support_confidence,residual_px,contact_frame,audio_contact_frame,human_contact_event,floor_contact_event,human_contact_state,floor_contact_state,contact_part,contact_side,contact_label,active_part,active_part_y,active_part_z,global_z_ref,contact_depth_gap
79,3.250000,-0.293910,0.333830,3.578518,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,519.381,497.002,45.989,519.381,497.002,49.247,546.249,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.207503,3.581648,3.561363,-0.003130
80,3.291667,-0.309142,0.274084,3.584085,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,513.327,472.308,46.626,513.327,472.308,49.171,521.479,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.151812,3.581093,3.556578,0.002992
81,3.333333,-0.329847,0.231320,3.590416,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,505.081,454.618,46.860,505.081,454.618,49.084,503.702,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.095124,3.589117,3.551793,0.001299
82,3.375000,-0.333277,0.213682,3.597507,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,503.947,447.231,47.602,503.947,447.231,48.987,496.218,658.417,floor,ball_contact_events,0.428931,0.000000,1,0,1,0,1,0,hand,right,right_hand,right_hand,0.072121,3.597507,3.547008,0.000000
83,3.416667,-0.334892,0.216866,3.575292,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,502.438,449.081,47.278,502.438,449.081,49.292,498.373,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.082185,3.606063,3.542223,-0.030771
84,3.458333,-0.340453,0.251478,3.554831,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,499.349,463.893,46.704,499.349,463.893,49.576,513.469,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.130208,3.621037,3.537438,-0.066206
85,3.500000,-0.355369,0.327789,3.537230,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,492.456,496.093,47.806,492.456,496.093,49.822,545.915,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.201958,3.642444,3.532653,-0.105214
86,3.541667,-0.344256,0.447818,3.523255,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,496.503,546.665,46.902,496.503,546.665,50.020,596.685,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.267344,3.675064,3.527868,-0.151809
87,3.583333,-0.351084,0.596237,3.513580,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,493.254,609.215,45.560,493.254,609.215,50.158,659.373,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.296462,3.686438,3.523083,-0.172858
88,3.625000,-0.349426,0.583683,3.510578,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,493.822,604.176,44.967,493.822,604.176,50.200,654.376,658.417,floor,ball_contact_events,0.428931,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.303466,3.689379,3.518298,-0.178801
89,3.666667,-0.349477,0.468809,3.513678,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,493.930,555.947,48.395,493.930,555.947,50.156,606.103,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.289295,3.683689,3.508724,-0.170011
90,3.708333,-0.348116,0.375217,3.521939,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,494.840,516.461,47.846,494.840,516.461,50.039,566.500,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.253998,3.661640,3.510291,-0.139701
91,3.750000,-0.344020,0.306052,3.535343,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,497.092,487.136,47.747,497.092,487.136,49.849,536.985,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.197660,3.637493,3.511857,-0.102150
92,3.791667,-0.344324,0.254053,3.553642,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,497.702,464.992,48.546,497.702,464.992,49.592,514.584,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.138146,3.617464,3.513424,-0.063822
93,3.833333,-0.343167,0.225074,3.576129,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,499.072,452.431,46.812,499.072,452.431,49.280,501.711,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.088362,3.605041,3.514991,-0.028912
94,3.875000,-0.337736,0.206642,3.601308,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,502.272,444.268,47.409,502.272,444.268,48.936,493.204,658.417,floor,ball_contact_events,0.428931,0.000000,1,0,1,0,1,0,hand,right,right_hand,right_hand,0.066610,3.601308,3.516558,0.000000
95,3.916667,-0.332681,0.206085,3.581158,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,503.570,444.514,47.162,503.570,444.514,49.211,493.725,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.075411,3.592922,3.518125,-0.011765
96,3.958333,-0.319909,0.227036,3.563886,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,508.172,453.557,50.747,508.172,453.557,49.450,503.007,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.121068,3.594339,3.519692,-0.030453
97,4.000000,-0.316403,0.307582,3.551140,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,509.149,487.203,49.251,509.149,487.203,49.627,536.830,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.195531,3.596504,3.521259,-0.045364
98,4.041667,-0.286861,0.448260,3.543699,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,521.117,545.771,45.926,521.117,545.771,49.731,595.502,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.261406,3.611172,3.522826,-0.067473
99,4.083333,-0.251033,0.613308,3.541756,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,535.908,614.311,45.857,535.908,614.311,49.759,664.070,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,1,0,1,floor,,floor,right_hand,0.300663,3.627808,3.524392,-0.086052
100,4.125000,-0.230385,0.607965,3.545097,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,544.560,611.858,45.464,544.560,611.858,49.712,661.570,658.417,floor,ball_contact_events,0.428931,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.311513,3.633972,3.525959,-0.088875
101,4.166667,-0.212352,0.510927,3.553164,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,552.230,571.178,45.627,552.230,571.178,49.599,620.777,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.301263,3.638488,3.521323,-0.085324
102,4.208333,-0.206286,0.423823,3.564860,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,555.017,534.601,51.464,555.017,534.601,49.436,584.037,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.269416,3.606374,3.528530,-0.041514
103,4.250000,-0.191824,0.356860,3.578824,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,561.283,506.441,47.812,561.283,506.441,49.243,555.684,658.417,floor,ball_contact_events,0.428931,0.000000,1,0,1,0,1,0,hand,right,right_hand,right_hand,0.212002,3.578824,3.535737,0.000000
104,4.291667,-0.183026,0.307315,3.569393,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,564.695,486.443,46.684,564.695,486.443,49.373,535.816,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.155794,3.562798,3.542944,0.006595
105,4.333333,-0.170658,0.267184,3.560171,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,569.602,470.216,47.149,569.602,470.216,49.501,519.717,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.105362,3.555878,3.550151,0.004293
106,4.375000,-0.160743,0.243692,3.550851,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,573.518,460.789,47.074,573.518,460.789,49.631,510.420,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.070598,3.545976,3.557357,0.004874
107,4.416667,-0.153418,0.237091,3.540954,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,576.370,458.333,47.171,576.370,458.333,49.770,508.103,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.062987,3.538234,3.564564,0.002719
108,4.458333,-0.140515,0.249659,3.530133,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,581.543,463.863,47.265,581.543,463.863,49.922,513.785,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.090063,3.522838,3.571771,0.007295
109,4.500000,-0.126723,0.299886,3.518413,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,587.105,485.174,46.510,587.105,485.174,50.089,535.263,658.417,floor,ball_contact_events,0.428931,0.000000,1,0,1,0,1,0,hand,right,right_hand,right_hand,0.151488,3.518413,3.578978,0.000000
110,4.541667,-0.113012,0.400368,3.533228,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,593.026,526.415,48.138,593.026,526.415,49.879,576.294,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.228070,3.526213,3.586185,0.007014
111,4.583333,-0.097505,0.529102,3.545238,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,599.609,579.179,46.120,599.609,579.179,49.710,628.889,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.281268,3.561336,3.593392,-0.016098
112,4.625000,-0.090769,0.644323,3.552675,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,602.478,626.350,47.087,602.478,626.350,49.606,675.956,658.417,floor,ball_contact_events,0.428931,0.000000,0,1,0,1,0,1,floor,,floor,right_hand,0.305574,3.583769,3.600599,-0.031094
113,4.666667,-0.108130,0.575685,3.554717,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,595.327,597.840,46.575,595.327,597.840,49.577,647.417,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.304793,3.589733,3.593481,-0.035017
114,4.708333,-0.115359,0.467983,3.551476,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,592.297,553.520,44.775,592.297,553.520,49.622,603.142,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.280514,3.575964,3.593954,-0.024487
115,4.750000,-0.125677,0.375513,3.543830,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,587.918,515.617,47.740,587.918,515.617,49.729,565.346,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.234896,3.545532,3.594428,-0.001701
116,4.791667,-0.133313,0.308538,3.533486,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,584.592,488.236,46.952,584.592,488.236,49.875,538.111,658.417,floor,ball_contact_events,0.428931,0.000000,1,0,1,0,1,0,hand,right,right_hand,right_hand,0.170473,3.533486,3.594901,0.000000
117,4.833333,-0.142851,0.260051,3.537503,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,580.695,467.961,46.812,580.695,467.961,49.818,517.779,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.113080,3.531963,3.595375,0.005540
118,4.875000,-0.148546,0.231233,3.539238,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,578.361,455.950,46.150,578.361,455.950,49.794,505.744,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.073705,3.532654,3.595848,0.006584
119,4.916667,-0.151096,0.216079,3.537771,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,577.277,449.699,46.405,577.277,449.699,49.815,499.514,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.054494,3.535997,3.596321,0.001774
120,4.958333,-0.148177,0.210818,3.533093,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,578.407,447.631,46.422,578.407,447.631,49.881,497.512,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.057048,3.534489,3.596795,-0.001396
121,5.000000,-0.144595,0.223688,3.526059,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,579.776,453.166,46.908,579.776,453.166,49.980,503.146,658.417,floor,ball_contact_events,0.428931,0.000000,1,0,1,0,1,0,hand,right,right_hand,right_hand,0.088278,3.526059,3.597268,0.000000
122,5.041667,-0.142146,0.282510,3.540764,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,581.042,477.177,49.009,581.042,477.177,49.772,526.949,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.148603,3.525429,3.597741,0.015335
123,5.083333,-0.143002,0.386968,3.552978,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,580.891,519.951,47.011,580.891,519.951,49.601,569.552,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.228817,3.536223,3.598215,0.016756
124,5.125000,-0.147870,0.524672,3.561328,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,579.022,576.362,45.296,579.022,576.362,49.485,625.847,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.282169,3.566493,3.598688,-0.005165
125,5.166667,-0.152950,0.644446,3.565325,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,576.998,625.456,47.889,576.998,625.456,49.430,674.886,658.417,floor,ball_contact_events,0.428931,0.000000,0,1,0,1,0,1,floor,,floor,right_hand,0.310418,3.587387,3.599161,-0.022062
126,5.208333,-0.177374,0.578625,3.565213,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,566.935,598.351,44.323,566.935,598.351,49.431,647.782,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.311649,3.593975,3.588980,-0.028762
127,5.250000,-0.198220,0.468524,3.561900,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,558.272,553.177,47.318,558.272,553.177,49.477,602.654,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.286362,3.581856,3.585128,-0.019956
128,5.291667,-0.228638,0.377510,3.556758,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,545.594,515.876,51.457,545.594,515.876,49.549,565.425,658.417,floor,ball_contact_events,0.428931,0.000000,1,0,1,0,1,0,hand,right,right_hand,right_hand,0.222434,3.556758,3.581276,0.000000
129,5.333333,-0.245541,0.284995,3.562359,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,538.774,477.491,48.480,538.774,477.491,49.471,526.962,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.149940,3.551454,3.577424,0.010905
130,5.375000,-0.260122,0.237024,3.567707,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,532.924,457.568,47.394,532.924,457.568,49.397,506.965,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.097890,3.560961,3.573571,0.006747
131,5.416667,-0.272946,0.220698,3.572768,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,527.804,450.719,47.342,527.804,450.719,49.327,500.046,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.080517,3.574131,3.569719,-0.001364
132,5.458333,-0.285483,0.220625,3.577741,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,522.814,450.563,47.188,522.814,450.563,49.258,499.821,658.417,floor,ball_contact_events,0.428931,0.000000,1,0,1,0,1,0,hand,right,right_hand,right_hand,0.093079,3.577741,3.565867,0.000000
133,5.500000,-0.294893,0.243639,3.569592,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,518.675,460.238,47.437,518.675,460.238,49.371,509.609,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.141956,3.580952,3.562015,-0.011360
134,5.541667,-0.298820,0.318137,3.562087,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,516.800,491.164,48.610,516.800,491.164,49.475,540.639,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.209415,3.591780,3.558163,-0.029692
135,5.583333,-0.309230,0.438907,3.555723,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,512.280,541.280,52.033,512.280,541.280,49.563,590.843,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.264777,3.616047,3.554311,-0.060324
136,5.625000,-0.315442,0.592227,3.550916,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,509.538,604.936,47.420,509.538,604.936,49.630,654.566,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.292944,3.622115,3.550458,-0.071198
137,5.666667,-0.317550,0.611521,3.549507,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,508.614,613.016,45.401,508.614,613.016,49.650,662.666,658.417,floor,ball_contact_events,0.428931,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.300466,3.624925,3.546606,-0.075418
138,5.708333,-0.309521,0.493314,3.551390,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,512.004,564.000,44.101,512.004,564.000,49.624,613.624,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.288985,3.623855,3.555748,-0.072465
139,5.750000,-0.300367,0.394082,3.554127,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,515.885,522.839,50.364,515.885,522.839,49.585,572.424,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.255548,3.605033,3.562082,-0.050906
140,5.791667,-0.294532,0.315531,3.557099,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,518.398,490.272,48.392,518.398,490.272,49.544,539.816,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.198866,3.576479,3.568416,-0.019380
141,5.833333,-0.283262,0.264929,3.559842,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,523.141,469.296,47.119,523.141,469.296,49.506,518.802,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.141231,3.564950,3.574750,-0.005108
142,5.875000,-0.273013,0.239024,3.562113,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,527.441,458.546,47.581,527.441,458.546,49.474,508.020,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.102959,3.569445,3.581084,-0.007332
143,5.916667,-0.253714,0.236695,3.563962,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,535.452,457.535,47.320,535.452,457.535,49.448,506.983,658.417,floor,ball_contact_events,0.428931,0.000000,1,0,1,0,1,0,hand,right,right_hand,right_hand,0.100190,3.563962,3.587418,0.000000
144,5.958333,-0.233828,0.256163,3.575011,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,543.944,465.231,47.917,543.944,465.231,49.296,514.527,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.128230,3.558431,3.593752,0.016579
145,6.000000,-0.210812,0.313822,3.583993,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,553.616,488.594,47.131,553.616,488.594,49.172,537.766,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.183170,3.548959,3.600086,0.035034
146,6.041667,-0.179255,0.420977,3.589209,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,566.654,532.252,45.793,566.654,532.252,49.101,581.353,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.246982,3.559231,3.606421,0.029978
147,6.083333,-0.167495,0.559665,3.589275,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,571.467,588.995,44.782,571.467,588.995,49.100,638.095,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.286694,3.577375,3.612755,0.011900
148,6.125000,-0.144448,0.656123,3.583142,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,580.796,628.922,45.121,580.796,628.922,49.184,678.106,658.417,floor,ball_contact_events,0.428931,0.000000,0,1,0,1,0,1,floor,,floor,right_hand,0.302706,3.586481,3.619089,-0.003338
149,6.166667,-0.150768,0.568076,3.570225,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,577.982,593.677,45.480,577.982,593.677,49.362,643.039,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.299793,3.578163,3.615583,-0.007938
150,6.208333,-0.143785,0.474705,3.550640,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,580.528,556.346,45.223,580.528,556.346,49.634,605.980,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.274298,3.553444,3.607075,-0.002804
151,6.250000,-0.140989,0.393542,3.525397,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,581.267,523.941,46.044,581.267,523.941,49.989,573.930,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.231363,3.518512,3.598567,0.006884
152,6.291667,-0.138331,0.308144,3.496608,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,581.900,489.423,46.183,581.900,489.423,50.401,539.824,658.417,floor,ball_contact_events,0.428931,0.000000,1,0,1,0,1,0,hand,right,right_hand,right_hand,0.173222,3.496608,3.590059,0.000000
153,6.333333,-0.132153,0.252381,3.498201,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,584.520,465.954,46.393,584.520,465.954,50.378,516.332,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.120117,3.486028,3.581551,0.012173
154,6.375000,-0.125157,0.232828,3.497485,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,587.446,457.765,46.317,587.446,457.765,50.388,508.153,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.086978,3.484894,3.573042,0.012592
155,6.416667,-0.122714,0.229224,3.493956,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,588.420,456.349,46.919,588.420,456.349,50.439,506.788,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.081291,3.484468,3.564534,0.009488
156,6.458333,-0.117834,0.237143,3.488243,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,590.390,459.841,47.114,590.390,459.841,50.522,510.363,658.417,floor,ball_contact_events,0.428931,0.000000,1,0,1,0,1,0,hand,right,right_hand,right_hand,0.106679,3.488243,3.556026,0.000000
157,6.500000,-0.113177,0.286818,3.499573,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,592.505,480.364,49.296,592.505,480.364,50.358,530.722,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.164413,3.497080,3.547517,0.002493
158,6.541667,-0.126466,0.392508,3.509797,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,587.083,524.237,48.419,587.083,524.237,50.212,574.449,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.240643,3.514009,3.539009,-0.004212
159,6.583333,-0.150281,0.530432,3.518750,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,577.278,581.384,55.570,577.278,581.384,50.084,631.468,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.292450,3.545786,3.530501,-0.027036
160,6.625000,-0.169238,0.646137,3.526837,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,569.528,629.057,47.167,569.528,629.057,49.969,679.026,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,1,0,1,floor,,floor,right_hand,0.318516,3.571079,3.521993,-0.044242
161,6.666667,-0.197486,0.575263,3.534694,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,557.948,599.012,45.301,557.948,599.012,49.858,648.870,658.417,floor,ball_contact_events,0.428931,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.322415,3.576920,3.513484,-0.042225
162,6.708333,-0.232080,0.473497,3.542865,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,543.797,556.276,46.684,543.797,556.276,49.743,606.019,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.299212,3.571445,3.514069,-0.028581
163,6.750000,-0.262558,0.392598,3.551474,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,531.427,522.347,49.412,531.427,522.347,49.622,571.969,658.417,floor,ball_contact_events,0.428931,0.000000,1,0,1,0,1,0,hand,right,right_hand,right_hand,0.249772,3.551474,3.514558,0.000000
164,6.791667,-0.282865,0.328314,3.549629,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,522.969,495.835,47.419,522.969,495.835,49.648,545.483,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.181248,3.542422,3.515048,0.007207
165,6.833333,-0.304609,0.280788,3.549585,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,513.971,476.173,46.489,513.971,476.173,49.649,525.822,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.124700,3.545603,3.515537,0.003982
