frame,time,pelvis_x,pelvis_y,pelvis_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,ball_x,ball_y,ball_z,left_wrist_ball_dist,right_wrist_ball_dist
168,6.958333,-0.004657,-0.021175,4.043363,0.304480,0.093660,3.954778,-0.319914,0.035413,3.645522,-0.373345,0.593309,3.964928,0.842140,0.645076
169,7.000000,-0.011008,-0.020752,4.047933,0.299560,0.092188,3.960787,-0.325560,0.057410,3.651955,-0.383174,0.587240,3.965939,0.843344,0.618567
170,7.041667,-0.016704,-0.019644,4.045321,0.292530,0.089935,3.959306,-0.329347,0.103338,3.653151,-0.390518,0.534033,3.966950,0.814761,0.536386
171,7.083333,-0.020594,-0.018769,4.034866,0.284275,0.084837,3.948374,-0.338074,0.166237,3.652576,-0.388868,0.440103,3.967961,0.761393,0.420773
172,7.125000,-0.024974,-0.018772,4.025789,0.274639,0.079379,3.937347,-0.338515,0.214089,3.658114,-0.387182,0.290615,3.968972,0.695434,0.323816
173,7.166667,-0.026955,-0.019426,4.014748,0.263983,0.075736,3.920660,-0.329530,0.237022,3.655014,-0.375267,0.120000,3.969983,0.642676,0.339105
174,7.208333,-0.026262,-0.019549,4.009515,0.258756,0.073843,3.912252,-0.322914,0.242966,3.647954,-0.370354,0.120170,3.970994,0.633543,0.348833
175,7.250000,-0.022758,-0.021302,4.014047,0.257342,0.070662,3.917577,-0.317230,0.231055,3.642862,-0.361546,0.274912,3.969794,0.653810,0.332824
176,7.291667,-0.017883,-0.022385,4.018905,0.260368,0.070576,3.924047,-0.308333,0.195881,3.630521,-0.350358,0.375274,3.970513,0.684095,0.386707
177,7.333333,-0.011792,-0.023693,4.022180,0.268687,0.073094,3.931402,-0.290926,0.143533,3.617868,-0.335170,0.475341,3.971232,0.726658,0.486744
178,7.375000,-0.006564,-0.026244,4.032114,0.279066,0.075071,3.944589,-0.273047,0.093123,3.618787,-0.319572,0.529727,3.971951,0.752216,0.563483
179,7.416667,-0.001287,-0.027808,4.039598,0.287199,0.076750,3.957351,-0.252733,0.055722,3.619123,-0.302999,0.571292,3.972670,0.770156,0.627164
180,7.458333,0.003278,-0.028737,4.037629,0.293545,0.078463,3.958512,-0.228651,0.039837,3.608612,-0.280063,0.590323,3.973388,0.768927,0.662374
181,7.500000,0.007248,-0.028472,4.034141,0.296948,0.080642,3.956815,-0.199984,0.042007,3.593091,-0.255822,0.591052,3.974107,0.752577,0.670627
182,7.541667,0.008883,-0.028038,4.028798,0.300000,0.082242,3.956029,-0.170949,0.067897,3.570265,-0.225482,0.571807,3.974826,0.718442,0.648513
183,7.583333,0.009482,-0.026891,4.024778,0.301166,0.082309,3.956273,-0.146284,0.116394,3.550489,-0.205157,0.518785,3.975545,0.668764,0.588266
184,7.625000,0.013815,-0.024657,4.026460,0.303984,0.081246,3.961776,-0.129403,0.174781,3.547626,-0.174999,0.431554,3.976264,0.593591,0.501739
185,7.666667,0.015438,-0.022925,4.034214,0.303882,0.081039,3.969305,-0.123939,0.215654,3.562154,-0.154895,0.308036,3.976983,0.511920,0.426117
186,7.708333,0.015504,-0.021512,4.039356,0.302635,0.079751,3.975110,-0.127592,0.244044,3.581597,-0.140573,0.120000,3.977702,0.445040,0.415276
187,7.750000,0.013662,-0.020375,4.041704,0.301344,0.079977,3.978558,-0.140387,0.249654,3.591262,-0.151520,0.120022,3.978421,0.454631,0.408436
188,7.791667,0.010803,-0.021710,4.045735,0.300621,0.079081,3.984134,-0.157504,0.240407,3.597772,-0.170997,0.253146,3.983742,0.502715,0.386415
189,7.833333,0.005563,-0.022055,4.035064,0.298072,0.080280,3.975380,-0.177100,0.213933,3.583063,-0.190299,0.353000,3.981754,0.559395,0.422455
190,7.875000,0.002902,-0.022518,4.036137,0.298818,0.083204,3.976913,-0.196098,0.168411,3.580590,-0.215181,0.423622,3.979766,0.616512,0.474171
191,7.916667,-0.002275,-0.023093,4.029955,0.296108,0.085570,3.971095,-0.215898,0.128785,3.577353,-0.237092,0.484567,3.977778,0.665992,0.536070
192,7.958333,-0.005998,-0.023568,4.032024,0.294812,0.086895,3.972503,-0.225413,0.107509,3.582207,-0.252611,0.521198,3.975791,0.698786,0.571652
