frame,time,left_detected,left_wrist_x,left_wrist_y,left_wrist_z,left_palm_x,left_palm_y,left_palm_z,left_thumb_tip_x,left_thumb_tip_y,left_thumb_tip_z,left_index_tip_x,left_index_tip_y,left_index_tip_z,left_middle_tip_x,left_middle_tip_y,left_middle_tip_z,left_ring_tip_x,left_ring_tip_y,left_ring_tip_z,left_pinky_tip_x,left_pinky_tip_y,left_pinky_tip_z,right_detected,right_wrist_x,right_wrist_y,right_wrist_z,right_palm_x,right_palm_y,right_palm_z,right_thumb_tip_x,right_thumb_tip_y,right_thumb_tip_z,right_index_tip_x,right_index_tip_y,right_index_tip_z,right_middle_tip_x,right_middle_tip_y,right_middle_tip_z,right_ring_tip_x,right_ring_tip_y,right_ring_tip_z,right_pinky_tip_x,right_pinky_tip_y,right_pinky_tip_z
1,0.041667,1,-0.268346,-0.781980,4.507902,-0.268637,-0.835358,4.526945,-0.242474,-0.836870,4.606111,-0.300778,-0.893598,4.608822,-0.307903,-0.913946,4.587215,-0.295401,-0.922163,4.555003,-0.276665,-0.911902,4.511275,1,-0.032474,-0.789376,4.814090,-0.073876,-0.832882,4.799771,-0.082419,-0.833025,4.701869,-0.107121,-0.920989,4.756484,-0.125177,-0.924229,4.778085,-0.137176,-0.903957,4.795352,-0.136858,-0.872404,4.821568
2,0.083333,1,-0.265876,-0.776318,4.499799,-0.267080,-0.828037,4.519763,-0.242895,-0.826790,4.601218,-0.299527,-0.887071,4.600789,-0.305880,-0.907904,4.578048,-0.290692,-0.915809,4.546339,-0.271468,-0.904791,4.502360,1,-0.029429,-0.784442,4.809987,-0.071970,-0.826267,4.794943,-0.087425,-0.828675,4.704010,-0.104651,-0.913906,4.750306,-0.118430,-0.919590,4.772562,-0.130593,-0.900110,4.789948,-0.132208,-0.867796,4.816128
3,0.125000,1,-0.264601,-0.761356,4.481694,-0.264890,-0.813259,4.506824,-0.243979,-0.808835,4.591703,-0.298401,-0.873760,4.585995,-0.303672,-0.895261,4.561050,-0.284018,-0.902661,4.530215,-0.263222,-0.890146,4.486467,1,-0.028111,-0.768941,4.797858,-0.069512,-0.811689,4.784835,-0.093736,-0.817028,4.706086,-0.102607,-0.897505,4.738276,-0.109090,-0.907318,4.760185,-0.120067,-0.889833,4.777476,-0.123123,-0.857621,4.804185
4,0.166667,1,-0.265671,-0.737425,4.463233,-0.263682,-0.791405,4.489821,-0.246018,-0.786774,4.577402,-0.299849,-0.853760,4.565673,-0.304062,-0.875564,4.538146,-0.280464,-0.882192,4.508730,-0.255398,-0.867955,4.466511,1,-0.034260,-0.741838,4.781415,-0.067665,-0.788337,4.769438,-0.096312,-0.797195,4.706646,-0.103228,-0.871279,4.722752,-0.101964,-0.884978,4.741107,-0.109315,-0.870038,4.756753,-0.110599,-0.839827,4.783821
5,0.208333,1,-0.260160,-0.705479,4.456609,-0.265407,-0.763912,4.469794,-0.250217,-0.763786,4.558203,-0.307234,-0.827798,4.540085,-0.309694,-0.849255,4.511051,-0.284386,-0.854765,4.484031,-0.251584,-0.839610,4.445068,1,-0.036266,-0.703902,4.773921,-0.066233,-0.757962,4.750222,-0.095139,-0.772685,4.706058,-0.104719,-0.839226,4.707248,-0.097755,-0.854280,4.718855,-0.099648,-0.840930,4.730392,-0.096308,-0.813761,4.756185
6,0.250000,1,-0.254254,-0.671676,4.427320,-0.271351,-0.733451,4.448672,-0.258167,-0.741580,4.535869,-0.322304,-0.797287,4.511169,-0.321380,-0.818116,4.482962,-0.295981,-0.822587,4.459270,-0.254899,-0.808145,4.424998,1,-0.038535,-0.663858,4.741529,-0.064755,-0.725127,4.731207,-0.097946,-0.746917,4.703173,-0.104143,-0.807040,4.694202,-0.093756,-0.820644,4.700046,-0.090011,-0.807860,4.707408,-0.082539,-0.783317,4.731332
7,0.291667,1,-0.249907,-0.637239,4.412094,-0.281466,-0.703995,4.431093,-0.270397,-0.722003,4.514743,-0.342819,-0.764882,4.485398,-0.337669,-0.785307,4.460213,-0.312676,-0.789551,4.440056,-0.267599,-0.777533,4.410666,1,-0.041328,-0.624347,4.721856,-0.065570,-0.695284,4.717958,-0.109979,-0.722739,4.696951,-0.103417,-0.778976,4.687225,-0.091374,-0.789594,4.692389,-0.083900,-0.777378,4.698463,-0.075049,-0.753959,4.720821
8,0.333333,1,-0.251043,-0.612911,4.405950,-0.294895,-0.680595,4.422910,-0.286755,-0.708967,4.499035,-0.363745,-0.735895,4.471377,-0.356308,-0.755540,4.450042,-0.332589,-0.760379,4.432989,-0.289971,-0.751455,4.407561,1,-0.053588,-0.595035,4.707238,-0.075040,-0.672866,4.713670,-0.126440,-0.706745,4.691808,-0.111176,-0.758163,4.691323,-0.100440,-0.764607,4.698453,-0.092261,-0.752890,4.704260,-0.083779,-0.728679,4.722163
9,0.375000,1,-0.260318,-0.605658,4.408174,-0.309517,-0.668862,4.428371,-0.305542,-0.708419,4.489629,-0.377749,-0.719808,4.475219,-0.372999,-0.736234,4.457735,-0.352942,-0.740775,4.443623,-0.318115,-0.733049,4.421467,1,-0.073362,-0.585349,4.701087,-0.098317,-0.661626,4.717355,-0.141325,-0.705711,4.693556,-0.136240,-0.747063,4.705798,-0.130411,-0.748841,4.711419,-0.123025,-0.737198,4.714210,-0.114330,-0.711751,4.722872
10,0.416667,1,-0.281264,-0.615270,4.428686,-0.321190,-0.673975,4.447078,-0.321263,-0.724634,4.485525,-0.376621,-0.727200,4.496167,-0.379627,-0.736984,4.483223,-0.366432,-0.738031,4.472801,-0.342773,-0.727036,4.454051,1,-0.102994,-0.596676,4.713794,-0.131271,-0.665841,4.726552,-0.154961,-0.720822,4.703718,-0.175166,-0.748759,4.723936,-0.175602,-0.747512,4.723325,-0.168458,-0.736144,4.720729,-0.157955,-0.711379,4.719337
