frame,u_obs,v_obs,u_reproj,v_reproj,error_u,error_v,error_px
1,646.282,342.010,646.282,342.010,-0.000017,-0.000261,0.000261
2,646.777,345.064,646.777,345.065,0.000102,0.000614,0.000623
3,647.311,348.711,647.311,348.710,-0.000073,-0.000653,0.000657
4,647.691,352.146,647.691,352.146,-0.000003,0.000046,0.000046
5,647.891,356.052,647.891,356.052,0.000008,-0.000041,0.000042
6,648.043,359.011,648.043,359.011,-0.000081,0.000035,0.000089
7,647.931,361.471,647.931,361.471,0.000165,-0.000030,0.000167
8,648.866,363.224,648.865,363.224,-0.000752,0.000338,0.000824
9,649.075,364.632,649.074,364.632,-0.000663,-0.000368,0.000759
10,648.495,365.282,648.496,365.282,0.000703,0.000057,0.000705
11,648.573,365.599,648.573,365.599,0.000405,0.000237,0.000470
12,649.155,365.881,649.154,365.881,-0.000726,-0.000214,0.000757
13,649.171,365.891,649.172,365.891,0.000508,0.000215,0.000551
14,649.205,365.877,649.204,365.877,-0.000924,-0.000282,0.000966
15,648.674,365.593,648.675,365.593,0.001428,0.000474,0.001504
16,649.105,365.437,649.104,365.437,-0.000803,0.000037,0.000804
17,648.772,364.728,648.772,364.728,0.000018,-0.000037,0.000041
18,647.774,362.700,647.774,362.700,-0.000037,0.000016,0.000040
19,645.823,359.416,645.823,359.416,0.000044,-0.000057,0.000072
20,644.288,354.212,644.288,354.212,-0.000020,0.000079,0.000081
21,642.551,348.991,642.551,348.991,0.000045,-0.000066,0.000080
22,640.895,342.083,640.895,342.083,-0.000071,0.000028,0.000076
23,637.567,334.787,637.567,334.787,0.000028,0.000000,0.000028
24,634.026,327.145,634.026,327.145,0.000018,0.000004,0.000018
25,630.484,319.177,630.484,319.177,-0.000016,-0.000004,0.000016
26,626.352,310.739,626.352,310.739,0.000016,-0.000006,0.000017
27,621.756,301.887,621.756,301.887,-0.000053,0.000019,0.000056
28,616.112,292.950,616.112,292.950,0.000089,-0.000026,0.000092
29,611.244,283.400,611.244,283.400,-0.000102,0.000016,0.000103
30,604.929,273.920,604.929,273.920,0.000091,-0.000000,0.000091
31,599.640,264.478,599.640,264.478,-0.000030,-0.000010,0.000031
32,593.638,255.032,593.638,255.032,-0.000079,0.000019,0.000081
33,586.487,245.888,586.487,245.888,0.000147,-0.000027,0.000150
34,581.515,236.684,581.515,236.684,-0.000131,0.000044,0.000138
35,575.134,228.212,575.134,228.212,0.000117,-0.000041,0.000124
36,569.930,219.259,569.930,219.259,-0.000114,0.000008,0.000114
37,562.995,210.554,562.995,210.554,0.000066,0.000005,0.000066
38,556.806,202.409,556.806,202.409,-0.000018,-0.000009,0.000020
39,550.665,194.821,550.665,194.821,0.000004,0.000032,0.000032
40,544.798,188.351,544.798,188.351,-0.000016,-0.000024,0.000028
41,539.170,181.857,539.170,181.857,0.000032,-0.000002,0.000032
42,534.596,175.478,534.596,175.478,0.000004,-0.000008,0.000009
43,530.284,169.381,530.284,169.381,-0.000040,0.000019,0.000044
44,525.249,164.188,525.249,164.188,0.000025,-0.000000,0.000025
45,520.528,159.562,520.528,159.562,0.000010,0.000040,0.000041
46,515.922,155.212,515.922,155.212,-0.000044,-0.000127,0.000134
47,512.173,151.147,512.173,151.147,0.000035,0.000134,0.000138
48,508.410,147.610,508.410,147.610,0.000012,-0.000089,0.000090
49,505.204,143.291,505.204,143.291,-0.000042,0.000058,0.000071
50,501.686,140.140,501.686,140.140,0.000049,-0.000024,0.000054
51,499.138,137.080,499.138,137.080,-0.000047,-0.000009,0.000047
52,496.523,134.603,496.523,134.603,0.000055,0.000057,0.000079
53,494.282,132.205,494.282,132.205,-0.000069,-0.000091,0.000114
54,492.279,129.975,492.279,129.975,0.000054,0.000062,0.000082
55,490.971,128.017,490.971,128.017,-0.000014,-0.000017,0.000022
56,489.854,126.129,489.854,126.129,0.000016,0.000042,0.000045
57,488.816,124.489,488.816,124.489,-0.000051,-0.000105,0.000116
58,487.854,122.576,487.854,122.576,0.000034,0.000082,0.000089
59,487.123,121.424,487.123,121.424,0.000007,-0.000004,0.000008
60,486.507,120.173,486.507,120.173,-0.000024,-0.000039,0.000046
61,485.618,118.300,485.618,118.300,0.000029,0.000042,0.000051
62,485.310,117.291,485.310,117.291,-0.000020,-0.000013,0.000024
63,484.874,116.331,484.874,116.331,0.000013,-0.000002,0.000013
64,484.579,115.230,484.579,115.230,-0.000022,0.000016,0.000027
65,484.008,113.793,484.008,113.792,0.000496,-0.000566,0.000752
66,484.090,111.473,484.090,111.473,0.000065,-0.000154,0.000168
67,484.365,108.798,484.365,108.798,-0.000032,0.000022,0.000039
68,484.224,106.677,484.224,106.677,0.000037,0.000001,0.000038
69,484.548,104.891,484.548,104.891,-0.000447,-0.000138,0.000467
70,484.561,103.409,484.561,103.409,-0.000067,0.000027,0.000073
71,484.210,101.946,484.210,101.946,0.000016,0.000014,0.000021
72,483.966,100.749,483.966,100.749,-0.000017,-0.000023,0.000029
73,483.605,99.484,483.605,99.484,0.000023,0.000009,0.000025
74,483.476,98.540,483.476,98.540,-0.000043,0.000008,0.000044
75,482.832,97.904,482.832,97.904,0.000115,-0.000030,0.000119
76,482.929,97.025,482.929,97.025,-0.000086,0.000008,0.000086
77,482.423,96.273,482.423,96.273,0.000401,0.000164,0.000433
78,482.354,95.812,482.354,95.812,0.000437,-0.000094,0.000447
79,482.848,95.502,482.847,95.502,-0.000661,-0.000033,0.000662
80,482.906,95.325,482.906,95.325,0.000306,-0.000044,0.000309
81,483.158,95.382,483.158,95.382,-0.000129,0.000128,0.000182
82,483.432,95.785,483.432,95.785,0.000011,-0.000016,0.000019
83,484.005,96.563,484.005,96.563,-0.000029,0.000019,0.000034
84,484.409,98.162,484.409,98.162,0.000050,-0.000002,0.000050
85,485.476,99.986,485.476,99.986,-0.000054,-0.000017,0.000056
86,486.044,102.218,486.044,102.218,0.000023,0.000015,0.000028
87,486.996,104.942,486.996,104.942,0.000021,0.000006,0.000022
88,488.452,108.145,488.452,108.145,-0.000026,0.000007,0.000027
89,489.462,111.424,489.462,111.424,0.000002,-0.000023,0.000023
90,490.573,114.410,490.573,114.410,-0.000005,-0.000008,0.000010
91,492.014,117.483,492.014,117.483,0.000005,0.000000,0.000005
92,493.955,120.885,493.955,120.885,-0.000006,0.000037,0.000037
93,496.664,125.427,496.664,125.427,0.000032,-0.000048,0.000058
94,500.462,129.736,500.462,129.736,-0.000040,0.000043,0.000058
95,504.440,135.299,504.440,135.299,0.000053,-0.000032,0.000062
96,509.536,141.438,509.536,141.438,-0.000066,0.000057,0.000087
97,514.473,149.585,514.473,149.585,0.000047,-0.000096,0.000107
98,520.151,156.750,520.151,156.750,-0.000024,0.000068,0.000072
99,525.872,165.651,525.872,165.651,0.000023,0.000000,0.000023
100,531.969,175.541,531.969,175.541,-0.000066,0.000015,0.000068
101,537.839,185.937,537.839,185.937,0.000137,-0.000061,0.000150
102,546.035,195.563,546.035,195.563,-0.000158,0.000031,0.000161
103,552.602,206.311,552.602,206.311,0.000116,0.000040,0.000122
104,560.792,217.852,560.792,217.852,-0.000052,-0.000095,0.000108
105,568.415,228.177,568.415,228.177,0.000003,0.000112,0.000112
106,575.857,239.939,575.857,239.939,0.000027,-0.000082,0.000086
107,583.344,250.479,583.344,250.479,-0.000036,0.000036,0.000051
108,589.869,261.083,589.869,261.083,0.000010,-0.000016,0.000018
