frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,u_proj,v_proj,radius_proj_px,bottom_proj_v,floor_v,residual_px,contact_frame,audio_contact_frame,depth_outlier_corrected
29,1.166667,-0.313216,0.179324,3.852153,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,520.589,428.366,46.909,520.589,428.366,45.749,474.115,668.476,0.000197,0,0,0
30,1.208333,-0.313093,0.169019,3.840909,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,520.286,424.626,48.050,520.286,424.626,45.883,470.509,668.476,0.000212,0,0,0
31,1.250000,-0.310039,0.175496,3.829664,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,521.106,427.299,47.877,521.106,427.299,46.018,473.317,668.476,0.000441,0,0,0
32,1.291667,-0.304883,0.222691,3.818419,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,522.738,445.650,49.416,522.739,445.649,46.153,491.803,668.476,0.000993,0,0,0
33,1.333333,-0.280107,0.296402,3.807174,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,531.951,474.335,50.384,531.950,474.336,46.290,520.626,668.476,0.001627,0,0,0
34,1.375000,-0.289832,0.445539,3.795930,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,527.866,532.374,46.859,527.867,532.374,46.427,578.801,668.476,0.001020,0,0,0
35,1.416667,-0.277753,0.607482,3.784685,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,532.221,595.727,46.079,532.221,595.727,46.565,642.291,668.476,0.000304,0,0,0
36,1.458333,-0.274242,0.672566,3.773440,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,533.267,619.694,45.488,533.266,621.759,46.703,668.463,668.476,2.065386,1,1,0
37,1.500000,-0.295652,0.557020,3.833738,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,526.743,573.378,44.797,526.743,573.380,45.969,619.349,668.476,0.001891,0,0,0
38,1.541667,-0.307233,0.448099,3.838049,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,522.439,531.462,48.341,522.439,531.462,45.917,577.379,668.476,0.000200,0,0,0
39,1.583333,-0.309257,0.355330,3.842360,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,521.798,495.812,47.358,521.798,495.812,45.866,541.678,668.476,0.000274,0,0,0
40,1.625000,-0.320620,0.283968,3.846671,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,517.592,468.415,46.615,517.592,468.415,45.814,514.229,668.476,0.000095,0,0,0
41,1.666667,-0.335544,0.230447,3.850982,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,512.037,447.883,47.267,512.037,447.883,45.763,493.646,668.476,0.000270,0,0,0
42,1.708333,-0.340387,0.195807,3.855293,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,510.336,434.589,47.230,510.336,434.589,45.712,480.301,668.476,0.000250,0,0,0
43,1.750000,-0.346892,0.176916,3.859604,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,508.005,427.318,47.605,508.005,427.318,45.661,472.979,668.476,0.000213,0,0,0
44,1.791667,-0.342983,0.169808,3.863915,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,509.638,424.541,47.556,509.638,424.541,45.610,470.151,668.476,0.000138,0,0,0
45,1.833333,-0.327948,0.187289,3.868225,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,515.492,431.106,47.982,515.492,431.106,45.559,476.665,668.476,0.000170,0,0,0
46,1.875000,-0.313652,0.238517,3.872536,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,521.052,450.454,49.025,521.052,450.454,45.508,495.962,668.476,0.000111,0,0,0
47,1.916667,-0.295937,0.330944,3.876847,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,527.895,485.366,48.391,527.895,485.366,45.458,530.824,668.476,0.000127,0,0,0
48,1.958333,-0.272710,0.461659,3.881158,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,536.808,534.688,49.885,536.808,534.689,45.407,580.096,668.476,0.000904,0,0,0
49,2.000000,-0.241031,0.615800,3.885469,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,548.897,592.756,48.185,548.897,592.756,45.357,638.113,668.476,0.000398,0,0,0
50,2.041667,-0.223954,0.697065,3.889780,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,555.445,624.880,44.702,555.445,623.180,45.307,668.487,668.476,1.699729,1,1,0
51,2.083333,-0.209966,0.594210,3.932606,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,561.590,581.902,46.237,561.590,581.904,44.813,626.717,668.476,0.001599,0,0,0
52,2.125000,-0.202669,0.482567,3.932692,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,564.316,540.207,47.868,564.316,540.207,44.812,585.019,668.476,0.000439,0,0,0
53,2.166667,-0.182761,0.389961,3.932778,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,571.752,505.622,44.883,571.752,505.622,44.811,550.433,668.476,0.000042,0,0,0
54,2.208333,-0.162695,0.318268,3.932865,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,579.247,478.847,46.847,579.247,478.847,44.810,523.657,668.476,0.000352,0,0,0
55,2.250000,-0.153570,0.265713,3.932951,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,582.655,459.220,46.945,582.655,459.220,44.809,504.029,668.476,0.000437,0,0,0
56,2.291667,-0.133902,0.226376,3.933038,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,590.001,444.529,47.220,590.001,444.529,44.808,489.337,668.476,0.000343,0,0,0
57,2.333333,-0.119760,0.210281,3.933124,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,595.282,438.518,46.387,595.282,438.518,44.807,483.325,668.476,0.000312,0,0,0
58,2.375000,-0.101708,0.208064,3.933210,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,602.024,437.688,47.670,602.024,437.688,44.806,482.494,668.476,0.000238,0,0,0
59,2.416667,-0.089091,0.232644,3.933297,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,606.735,446.864,47.035,606.735,446.864,44.805,491.669,668.476,0.000320,0,0,0
60,2.458333,-0.069072,0.298057,3.933383,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,614.211,471.285,46.761,614.211,471.285,44.804,516.090,668.476,0.000369,0,0,0
61,2.500000,-0.058702,0.418594,3.933470,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,618.083,516.286,46.388,618.083,516.287,44.803,561.090,668.476,0.000684,0,0,0
62,2.541667,-0.055030,0.580470,3.933556,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,619.454,576.719,46.101,619.454,576.720,44.802,621.523,668.476,0.001280,0,0,0
63,2.583333,-0.051068,0.706224,3.933642,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,620.935,622.173,46.303,620.934,623.665,44.801,668.466,668.476,1.492070,1,1,0
64,2.625000,-0.071913,0.603319,3.939844,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,613.193,584.890,47.080,613.194,584.891,44.731,629.622,668.476,0.001738,0,0,0
65,2.666667,-0.069053,0.475843,3.929696,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,614.194,537.831,46.239,614.194,537.832,44.846,582.678,668.476,0.001034,0,0,0
66,2.708333,-0.077772,0.389252,3.919547,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,610.860,505.848,47.271,610.860,505.848,44.962,550.810,668.476,0.000310,0,0,0
67,2.750000,-0.096163,0.319864,3.909399,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,603.875,480.160,47.448,603.875,480.160,45.079,525.239,668.476,0.000233,0,0,0
68,2.791667,-0.107005,0.268664,3.899250,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,599.698,461.189,46.503,599.698,461.189,45.197,506.386,668.476,0.000073,0,0,0
69,2.833333,-0.114864,0.238266,3.889102,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,596.625,449.974,46.322,596.625,449.974,45.314,495.288,668.476,0.000139,0,0,0
70,2.875000,-0.125818,0.224559,3.878953,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,592.364,445.020,47.024,592.364,445.020,45.433,490.453,668.476,0.000288,0,0,0
71,2.916667,-0.133427,0.227262,3.868804,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,589.351,446.269,47.364,589.351,446.269,45.552,491.821,668.476,0.000297,0,0,0
72,2.958333,-0.151505,0.264383,3.858656,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,582.337,460.624,47.866,582.337,460.624,45.672,506.296,668.476,0.000215,0,0,0
73,3.000000,-0.167609,0.343626,3.848508,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,576.040,491.129,47.130,576.040,491.129,45.792,536.921,668.476,0.000114,0,0,0
74,3.041667,-0.188397,0.465371,3.838359,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,567.917,538.055,47.730,567.917,538.057,45.914,583.970,668.476,0.001733,0,0,0
75,3.083333,-0.209951,0.632369,3.828211,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,559.457,602.595,45.833,559.457,602.594,46.035,648.629,668.476,0.001148,0,0,0
76,3.125000,-0.238487,0.681898,3.818062,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,548.267,617.725,46.876,548.267,622.290,46.158,668.447,668.476,4.564645,1,1,0
77,3.166667,-0.275481,0.561207,3.868519,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,535.419,573.049,45.140,535.419,573.051,45.556,618.606,668.476,0.001786,0,0,0
78,3.208333,-0.300715,0.450038,3.864574,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,525.723,531.022,47.813,525.723,531.022,45.602,576.624,668.476,0.000104,0,0,0
79,3.250000,-0.317080,0.360147,3.860629,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,519.381,497.002,45.989,519.381,497.002,45.649,542.651,668.476,0.000102,0,0,0
80,3.291667,-0.332655,0.294930,3.856684,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,513.327,472.308,46.626,513.327,472.308,45.695,518.003,668.476,0.000360,0,0,0
81,3.333333,-0.353945,0.248221,3.852739,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,505.081,454.618,46.860,505.081,454.618,45.742,500.360,668.476,0.000478,0,0,0
82,3.375000,-0.356557,0.228607,3.848794,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,503.947,447.231,47.602,503.947,447.231,45.789,493.020,668.476,0.000217,0,0,0
83,3.416667,-0.360141,0.233217,3.844849,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,502.438,449.081,47.278,502.438,449.081,45.836,494.917,668.476,0.000033,0,0,0
84,3.458333,-0.367852,0.271716,3.840904,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,499.349,463.893,46.704,499.349,463.893,45.883,509.776,668.476,0.000473,0,0,0
85,3.500000,-0.385479,0.355565,3.836959,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,492.456,496.093,47.806,492.457,496.093,45.930,542.023,668.476,0.000922,0,0,0
86,3.541667,-0.374525,0.487194,3.833013,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,496.503,546.665,46.902,496.502,546.667,45.978,592.644,668.476,0.001703,0,0,0
87,3.583333,-0.382607,0.649772,3.829068,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,493.254,609.215,45.560,493.254,609.214,46.025,655.239,668.476,0.000984,0,0,0
88,3.625000,-0.380735,0.682482,3.825123,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,493.822,604.176,44.967,493.822,622.030,46.072,668.102,668.476,17.853949,0,1,0
89,3.666667,-0.380061,0.509845,3.821178,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,493.930,555.947,48.395,493.930,555.950,46.120,602.070,668.476,0.003306,0,0,0
90,3.708333,-0.377303,0.406676,3.817233,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,494.840,516.461,47.846,494.840,516.461,46.168,562.628,668.476,0.000377,0,0,0
91,3.750000,-0.371066,0.330113,3.813288,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,497.092,487.136,47.747,497.092,487.136,46.215,533.351,668.476,0.000205,0,0,0
92,3.791667,-0.369100,0.272334,3.809343,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,497.702,464.992,48.546,497.702,464.992,46.263,511.255,668.476,0.000207,0,0,0
93,3.833333,-0.365167,0.239503,3.805398,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,499.072,452.431,46.812,499.072,452.431,46.311,498.742,668.476,0.000279,0,0,0
94,3.875000,-0.356507,0.218126,3.801453,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,502.272,444.268,47.409,502.272,444.268,46.359,490.627,668.476,0.000258,0,0,0
95,3.916667,-0.352779,0.218535,3.797507,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,503.570,444.514,47.162,503.570,444.514,46.407,490.921,668.476,0.000524,0,0,0
96,3.958333,-0.340527,0.241669,3.793562,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,508.172,453.557,50.747,508.171,453.557,46.456,500.013,668.476,0.000708,0,0,0
97,4.000000,-0.337649,0.328238,3.789617,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,509.149,487.203,49.251,509.150,487.203,46.504,533.707,668.476,0.000641,0,0,0
98,4.041667,-0.306449,0.478874,3.785672,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,521.117,545.771,45.926,521.117,545.773,46.553,592.326,668.476,0.002202,0,0,0
99,4.083333,-0.268043,0.674222,3.781727,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,535.908,614.311,45.857,535.908,621.829,46.601,668.430,668.476,7.517813,1,0,0
100,4.125000,-0.248136,0.681385,3.818268,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,544.560,611.858,45.464,544.560,622.078,46.155,668.233,668.476,10.220228,0,1,0
101,4.166667,-0.228859,0.550647,3.829354,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,552.230,571.178,45.627,552.230,571.180,46.021,617.201,668.476,0.002010,0,0,0
102,4.208333,-0.222232,0.456586,3.840440,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,555.017,534.601,51.464,555.017,534.601,45.889,580.489,668.476,0.000430,0,0,0
103,4.250000,-0.206442,0.384053,3.851526,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,561.283,506.441,47.812,561.283,506.441,45.757,552.198,668.476,0.000315,0,0,0
104,4.291667,-0.198061,0.332560,3.862612,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,564.695,486.443,46.684,564.695,486.443,45.625,532.068,668.476,0.000279,0,0,0
105,4.333333,-0.185687,0.290714,3.873698,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,569.602,470.216,47.149,569.602,470.216,45.495,515.711,668.476,0.000103,0,0,0
106,4.375000,-0.175860,0.266609,3.884784,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,573.518,460.789,47.074,573.518,460.789,45.365,506.154,668.476,0.000100,0,0,0
107,4.416667,-0.168795,0.260854,3.895870,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,576.370,458.333,47.171,576.370,458.333,45.236,503.569,668.476,0.000243,0,0,0
108,4.458333,-0.155514,0.276309,3.906956,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,581.543,463.863,47.265,581.543,463.863,45.107,508.970,668.476,0.000115,0,0,0
109,4.500000,-0.141117,0.333949,3.918042,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,587.105,485.174,46.510,587.105,485.174,44.980,530.154,668.476,0.000358,0,0,0
110,4.541667,-0.125675,0.445230,3.929128,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,593.026,526.415,48.138,593.026,526.415,44.853,571.268,668.476,0.000351,0,0,0
111,4.583333,-0.108368,0.588053,3.940214,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,599.609,579.179,46.120,599.609,579.180,44.727,623.907,668.476,0.001357,0,0,0
112,4.625000,-0.100955,0.710001,3.951301,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,602.478,626.350,47.087,602.477,623.890,44.601,668.492,668.476,2.459513,1,1,0
113,4.666667,-0.118747,0.632222,3.903799,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,595.327,597.840,46.575,595.328,597.841,45.144,642.985,668.476,0.001206,0,0,0
114,4.708333,-0.126805,0.514417,3.903852,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,592.297,553.520,44.775,592.297,553.520,45.143,598.664,668.476,0.000534,0,0,0
115,4.750000,-0.138446,0.413668,3.903904,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,587.918,515.617,47.740,587.918,515.617,45.143,560.760,668.476,0.000241,0,0,0
116,4.791667,-0.147290,0.340886,3.903956,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,584.592,488.236,46.952,584.592,488.236,45.142,533.378,668.476,0.000167,0,0,0
117,4.833333,-0.157651,0.286994,3.904008,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,580.695,467.961,46.812,580.695,467.961,45.141,513.103,668.476,0.000124,0,0,0
118,4.875000,-0.163858,0.255068,3.904060,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,578.361,455.950,46.150,578.361,455.950,45.141,501.091,668.476,0.000045,0,0,0
119,4.916667,-0.166741,0.238454,3.904112,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,577.277,449.699,46.405,577.277,449.699,45.140,494.839,668.476,0.000164,0,0,0
120,4.958333,-0.163740,0.232959,3.904164,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,578.407,447.631,46.422,578.407,447.631,45.140,492.770,668.476,0.000216,0,0,0
121,5.000000,-0.160103,0.247678,3.904216,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,579.776,453.166,46.908,579.776,453.166,45.139,498.305,668.476,0.000300,0,0,0
122,5.041667,-0.156739,0.311514,3.904268,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,581.042,477.177,49.009,581.042,477.177,45.138,522.316,668.476,0.000156,0,0,0
123,5.083333,-0.157143,0.425235,3.904320,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,580.891,519.951,47.011,580.891,519.952,45.138,565.089,668.476,0.000510,0,0,0
124,5.125000,-0.162113,0.575214,3.904372,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,579.022,576.362,45.296,579.022,576.363,45.137,621.500,668.476,0.001266,0,0,0
125,5.166667,-0.167498,0.700148,3.904424,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,576.998,625.456,47.889,576.998,623.353,45.137,668.489,668.476,2.103243,1,1,0
126,5.208333,-0.190533,0.621559,3.829730,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,566.935,598.351,44.323,566.935,598.352,46.017,644.369,668.476,0.001136,0,0,0
127,5.250000,-0.213211,0.503957,3.831252,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,558.272,553.177,47.318,558.272,553.178,45.999,599.177,668.476,0.000945,0,0,0
128,5.291667,-0.246380,0.406804,3.832774,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,545.594,515.876,51.457,545.594,515.875,45.980,561.856,668.476,0.000874,0,0,0
129,5.333333,-0.264285,0.306752,3.834295,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,538.774,477.491,48.480,538.774,477.492,45.962,523.454,668.476,0.000691,0,0,0
130,5.375000,-0.279669,0.254836,3.835817,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,532.924,457.568,47.394,532.924,457.568,45.944,503.512,668.476,0.000029,0,0,0
131,5.416667,-0.293159,0.237040,3.837339,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,527.804,450.719,47.342,527.804,450.719,45.926,496.644,668.476,0.000262,0,0,0
132,5.458333,-0.306319,0.236727,3.838861,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,522.814,450.563,47.188,522.814,450.563,45.908,496.470,668.476,0.000227,0,0,0
133,5.500000,-0.317263,0.262122,3.840382,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,518.675,460.238,47.437,518.675,460.238,45.889,506.128,668.476,0.000407,0,0,0
134,5.541667,-0.322295,0.343128,3.841904,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,516.800,491.164,48.610,516.800,491.164,45.871,537.035,668.476,0.000274,0,0,0
135,5.583333,-0.334251,0.474424,3.843426,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,512.280,541.280,52.033,512.280,541.281,45.853,587.134,668.476,0.001487,0,0,0
136,5.625000,-0.341562,0.641264,3.844948,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,509.538,604.936,47.420,509.538,604.935,45.835,650.770,668.476,0.000821,0,0,0
137,5.666667,-0.344117,0.687347,3.846470,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,508.614,613.016,45.401,508.614,622.433,45.817,668.250,668.476,9.417242,0,1,0
