frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,u_proj,v_proj,radius_proj_px,bottom_proj_v,floor_v,support_type,support_source,support_confidence,residual_px,contact_frame,audio_contact_frame,human_contact_event,floor_contact_event,human_contact_state,floor_contact_state,contact_part,contact_side,contact_label,active_part,active_part_y,active_part_z,global_z_ref,contact_depth_gap,audio_support,audio_anchor,audio_event_type
1,0.000000,-0.942752,0.919507,6.776062,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.510,838.933,36.661,653.510,838.933,39.012,877.945,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,foot,left,left_foot,left_foot,0.938462,6.709749,6.776062,0.066313,0.022500,0,
2,0.033333,-0.941386,0.921011,6.776062,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.954,839.422,36.729,653.954,839.422,39.012,878.434,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,foot,left,left_foot,left_foot,0.937442,6.703704,6.776062,0.072358,0.033750,0,
3,0.066667,-0.941383,0.921371,6.776062,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.955,839.539,36.730,653.955,839.539,39.012,878.551,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,foot,left,left_foot,left_foot,0.934794,6.695471,6.776062,0.080591,0.045000,0,strike
4,0.100000,-0.942026,0.920910,6.776062,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.746,839.389,36.747,653.746,839.389,39.012,878.401,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,foot,left,left_foot,left_foot,0.932170,6.688560,6.776062,0.087502,0.033750,0,
5,0.133333,-0.942069,0.921076,6.776062,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.732,839.443,36.747,653.732,839.443,39.012,878.455,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,foot,left,left_foot,left_foot,0.928628,6.679928,6.776062,0.096134,0.022500,0,
6,0.166667,-0.941900,0.920922,6.776062,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.787,839.393,36.810,653.787,839.393,39.012,878.405,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,foot,left,left_foot,left_foot,0.924734,6.670431,6.776062,0.105631,0.000000,0,
7,0.200000,-0.941786,0.921002,6.776062,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.824,839.419,36.809,653.824,839.419,39.012,878.431,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,foot,left,left_foot,left_foot,0.923400,6.663061,6.776062,0.113001,0.000000,0,
8,0.233333,-0.941697,0.920913,6.776062,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.853,839.390,36.809,653.853,839.390,39.012,878.402,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,foot,left,left_foot,left_foot,0.923543,6.660546,6.776062,0.115516,0.000000,0,
9,0.266667,-0.941725,0.920830,6.776062,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.844,839.363,36.746,653.844,839.363,39.012,878.375,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,foot,left,left_foot,left_foot,0.924749,6.660575,6.776062,0.115487,0.000000,0,
10,0.300000,-0.941783,0.920704,6.776062,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.825,839.322,36.868,653.825,839.322,39.012,878.334,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,foot,left,left_foot,left_foot,0.926108,6.658776,6.776062,0.117286,0.000000,0,
11,0.333333,-0.941983,0.920873,6.776062,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.760,839.377,36.922,653.760,839.377,39.012,878.389,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,foot,left,left_foot,left_foot,0.927897,6.659274,6.776062,0.116788,0.000000,0,
12,0.366667,-0.942281,0.920980,6.776062,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.663,839.412,36.960,653.663,839.412,39.012,878.424,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,foot,left,left_foot,left_foot,0.930192,6.654934,6.776062,0.121128,0.000000,0,
13,0.400000,-0.942100,0.921110,6.776062,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.722,839.454,36.692,653.722,839.454,39.012,878.466,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,foot,left,left_foot,left_foot,0.932322,6.651474,6.776062,0.124588,0.000000,0,
14,0.433333,-0.942081,0.921073,6.776062,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.728,839.442,36.611,653.728,839.442,39.012,878.454,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,foot,left,left_foot,left_foot,0.933296,6.660299,6.776062,0.115763,0.000000,0,
