frame,visual_spike,raw_visual_spike,contact_spike,smoothness_spike,freeze_or_propagate,motion_regime,pre_smooth_translation_jump_m,final_translation_jump_m,visual_spike_threshold_m,velocity_spike_threshold,accel_spike_threshold,se3_velocity_spike,se3_accel_spike,raw_se3_velocity_spike,raw_se3_accel_spike,delta_translation_m,delta_rotation_rad
1,0,0,0,0,optimize,static_hold,0.000000,0.000000,0.100000,0.120000,0.120000,0,0,0,0,0.000962,0.000000
2,0,0,0,0,optimize,short_impact,0.001331,0.000009,0.300000,0.420000,0.340000,0,0,0,0,0.000647,0.000000
3,0,0,0,0,optimize,sustained_grasp,0.000290,0.000008,0.180000,0.220000,0.220000,0,0,0,0,0.000597,0.000000
4,0,0,0,0,optimize,sustained_grasp,0.000991,0.000010,0.180000,0.220000,0.220000,0,0,0,0,0.000564,0.000000
5,0,0,0,0,optimize,static_hold,0.000114,0.000009,0.100000,0.120000,0.120000,0,0,0,0,0.000660,0.000000
6,0,0,0,0,optimize,static_hold,0.000200,0.000010,0.100000,0.120000,0.120000,0,0,0,0,0.000533,0.000000
7,0,0,0,0,optimize,static_hold,0.000151,0.000011,0.100000,0.120000,0.120000,0,0,0,0,0.000415,0.000000
8,0,0,0,0,optimize,static_hold,0.000231,0.000011,0.100000,0.120000,0.120000,0,0,0,0,0.000356,0.000000
9,0,0,0,0,optimize,static_hold,0.000286,0.000013,0.100000,0.120000,0.120000,0,0,0,0,0.000528,0.000000
10,0,0,0,0,optimize,static_hold,0.000205,0.000013,0.100000,0.120000,0.120000,0,0,0,0,0.000672,0.000000
11,0,0,0,0,optimize,static_hold,0.000201,0.000014,0.100000,0.120000,0.120000,0,0,0,0,0.000670,0.000000
12,0,0,0,0,optimize,sustained_grasp,0.000305,0.000016,0.180000,0.220000,0.220000,0,0,0,0,0.000381,0.000000
13,0,0,0,0,optimize,sustained_grasp,0.000361,0.000016,0.180000,0.220000,0.220000,0,0,0,0,0.000050,0.000000
14,0,0,0,0,optimize,static_hold,0.000114,0.000018,0.100000,0.120000,0.120000,0,0,0,0,0.000078,0.000000
15,0,0,0,0,optimize,sustained_grasp,0.000418,0.000019,0.180000,0.220000,0.220000,0,0,0,0,0.000452,0.000000
16,0,0,0,0,optimize,sustained_grasp,0.000194,0.000021,0.180000,0.220000,0.220000,0,0,0,0,0.000456,0.000000
