frame,time,motion_regime,motion_speed_score,contact_observed,contact_persistent,pose_anchor_allowed,source
36,1.166667,sustained_grasp,0.000951,1,1,1,generic_motion_regime_from_se3_and_anchor_state
37,1.200000,sustained_grasp,0.000669,1,1,1,generic_motion_regime_from_se3_and_anchor_state
38,1.233333,sustained_grasp,0.000276,1,1,1,generic_motion_regime_from_se3_and_anchor_state
39,1.266667,sustained_grasp,0.002087,1,1,1,generic_motion_regime_from_se3_and_anchor_state
40,1.300000,static_hold,0.001017,0,0,0,generic_motion_regime_from_se3_and_anchor_state
41,1.333333,static_hold,0.000036,0,0,0,generic_motion_regime_from_se3_and_anchor_state
42,1.366667,static_hold,0.000248,0,0,0,generic_motion_regime_from_se3_and_anchor_state
43,1.400000,sustained_grasp,0.000518,1,1,1,generic_motion_regime_from_se3_and_anchor_state
44,1.433333,sustained_grasp,0.000189,1,1,1,generic_motion_regime_from_se3_and_anchor_state
45,1.466667,sustained_grasp,0.000445,1,1,1,generic_motion_regime_from_se3_and_anchor_state
46,1.500000,sustained_grasp,0.000441,1,1,1,generic_motion_regime_from_se3_and_anchor_state
47,1.533333,sustained_grasp,0.000316,1,1,1,generic_motion_regime_from_se3_and_anchor_state
48,1.566667,sustained_grasp,0.000669,1,1,1,generic_motion_regime_from_se3_and_anchor_state
49,1.600000,sustained_grasp,0.000080,1,1,1,generic_motion_regime_from_se3_and_anchor_state
50,1.633333,short_impact,0.000513,1,0,1,generic_motion_regime_from_se3_and_anchor_state
51,1.666667,sustained_grasp,0.000824,1,1,1,generic_motion_regime_from_se3_and_anchor_state
52,1.700000,short_impact,0.179475,1,0,1,generic_motion_regime_from_se3_and_anchor_state
53,1.733333,sustained_grasp,0.011822,1,1,1,generic_motion_regime_from_se3_and_anchor_state
54,1.766667,high_speed,0.241937,0,0,0,generic_motion_regime_from_se3_and_anchor_state
55,1.800000,high_speed,0.245288,0,0,0,generic_motion_regime_from_se3_and_anchor_state
56,1.833333,high_speed,0.166174,0,0,0,generic_motion_regime_from_se3_and_anchor_state
57,1.866667,high_speed,0.162586,0,0,0,generic_motion_regime_from_se3_and_anchor_state
58,1.900000,high_speed,0.154958,0,0,0,generic_motion_regime_from_se3_and_anchor_state
59,1.933333,uniform_motion,0.012809,0,0,0,generic_motion_regime_from_se3_and_anchor_state
60,1.966667,high_speed,0.131552,0,0,0,generic_motion_regime_from_se3_and_anchor_state
61,2.000000,free_motion,0.111159,0,0,0,generic_motion_regime_from_se3_and_anchor_state
62,2.033333,free_motion,0.100937,0,0,0,generic_motion_regime_from_se3_and_anchor_state
63,2.066667,free_motion,0.077268,0,0,0,generic_motion_regime_from_se3_and_anchor_state
64,2.100000,static_hold,0.010340,0,0,0,generic_motion_regime_from_se3_and_anchor_state
65,2.133333,uniform_motion,0.028557,0,0,0,generic_motion_regime_from_se3_and_anchor_state
66,2.166667,free_motion,0.063525,0,0,0,generic_motion_regime_from_se3_and_anchor_state
67,2.200000,uniform_motion,0.033792,0,0,0,generic_motion_regime_from_se3_and_anchor_state
68,2.233333,static_hold,0.011379,0,0,0,generic_motion_regime_from_se3_and_anchor_state
69,2.266667,uniform_motion,0.013590,0,0,0,generic_motion_regime_from_se3_and_anchor_state
70,2.300000,uniform_motion,0.014262,0,0,0,generic_motion_regime_from_se3_and_anchor_state
71,2.333333,uniform_motion,0.016326,0,0,0,generic_motion_regime_from_se3_and_anchor_state
72,2.366667,uniform_motion,0.032982,0,0,0,generic_motion_regime_from_se3_and_anchor_state
73,2.400000,free_motion,0.051393,0,0,0,generic_motion_regime_from_se3_and_anchor_state
74,2.433333,uniform_motion,0.012869,0,0,0,generic_motion_regime_from_se3_and_anchor_state
75,2.466667,free_motion,0.052564,0,0,0,generic_motion_regime_from_se3_and_anchor_state
76,2.500000,free_motion,0.069296,0,0,0,generic_motion_regime_from_se3_and_anchor_state
77,2.533333,free_motion,0.089013,0,0,0,generic_motion_regime_from_se3_and_anchor_state
78,2.566667,free_motion,0.090420,0,0,0,generic_motion_regime_from_se3_and_anchor_state
79,2.600000,uniform_motion,0.013072,0,0,0,generic_motion_regime_from_se3_and_anchor_state
80,2.633333,free_motion,0.105201,0,0,0,generic_motion_regime_from_se3_and_anchor_state
81,2.666667,free_motion,0.110153,0,0,0,generic_motion_regime_from_se3_and_anchor_state
82,2.700000,high_speed,0.131280,0,0,0,generic_motion_regime_from_se3_and_anchor_state
83,2.733333,uniform_motion,0.012504,0,0,0,generic_motion_regime_from_se3_and_anchor_state
84,2.766667,high_speed,0.141988,0,0,0,generic_motion_regime_from_se3_and_anchor_state
85,2.800000,high_speed,0.156588,0,0,0,generic_motion_regime_from_se3_and_anchor_state
86,2.833333,sustained_grasp_high_speed,0.166848,1,1,1,generic_motion_regime_from_se3_and_anchor_state
87,2.866667,sustained_grasp,0.078880,1,1,1,generic_motion_regime_from_se3_and_anchor_state
88,2.900000,free_motion,0.095280,0,0,0,generic_motion_regime_from_se3_and_anchor_state
89,2.933333,uniform_motion,0.019678,0,0,0,generic_motion_regime_from_se3_and_anchor_state
90,2.966667,free_motion,0.065617,0,0,0,generic_motion_regime_from_se3_and_anchor_state
91,3.000000,free_motion,0.073864,0,0,0,generic_motion_regime_from_se3_and_anchor_state
92,3.033333,free_motion,0.055839,0,0,0,generic_motion_regime_from_se3_and_anchor_state
93,3.066667,free_motion,0.036066,0,0,0,generic_motion_regime_from_se3_and_anchor_state
94,3.100000,uniform_motion,0.018143,0,0,0,generic_motion_regime_from_se3_and_anchor_state
95,3.133333,uniform_motion,0.019962,0,0,0,generic_motion_regime_from_se3_and_anchor_state
96,3.166667,uniform_motion,0.018781,0,0,0,generic_motion_regime_from_se3_and_anchor_state
97,3.200000,uniform_motion,0.024071,0,0,0,generic_motion_regime_from_se3_and_anchor_state
98,3.233333,uniform_motion,0.018055,0,0,0,generic_motion_regime_from_se3_and_anchor_state
99,3.266667,uniform_motion,0.019490,0,0,0,generic_motion_regime_from_se3_and_anchor_state
100,3.300000,free_motion,0.048554,0,0,0,generic_motion_regime_from_se3_and_anchor_state
101,3.333333,free_motion,0.075662,0,0,0,generic_motion_regime_from_se3_and_anchor_state
102,3.366667,free_motion,0.080362,0,0,0,generic_motion_regime_from_se3_and_anchor_state
103,3.400000,sustained_grasp,0.073471,1,1,1,generic_motion_regime_from_se3_and_anchor_state
104,3.433333,sustained_grasp,0.017958,1,1,1,generic_motion_regime_from_se3_and_anchor_state
105,3.466667,free_motion,0.072478,0,0,0,generic_motion_regime_from_se3_and_anchor_state
106,3.500000,free_motion,0.072025,0,0,0,generic_motion_regime_from_se3_and_anchor_state
107,3.533333,free_motion,0.069133,0,0,0,generic_motion_regime_from_se3_and_anchor_state
108,3.566667,free_motion,0.044501,0,0,0,generic_motion_regime_from_se3_and_anchor_state
109,3.600000,static_hold,0.009455,0,0,0,generic_motion_regime_from_se3_and_anchor_state
110,3.633333,free_motion,0.047001,0,0,0,generic_motion_regime_from_se3_and_anchor_state
111,3.666667,uniform_motion,0.026243,0,0,0,generic_motion_regime_from_se3_and_anchor_state
112,3.700000,uniform_motion,0.016426,0,0,0,generic_motion_regime_from_se3_and_anchor_state
113,3.733333,static_hold,0.007540,0,0,0,generic_motion_regime_from_se3_and_anchor_state
114,3.766667,static_hold,0.010956,0,0,0,generic_motion_regime_from_se3_and_anchor_state
115,3.800000,uniform_motion,0.021310,0,0,0,generic_motion_regime_from_se3_and_anchor_state
116,3.833333,uniform_motion,0.016498,0,0,0,generic_motion_regime_from_se3_and_anchor_state
117,3.866667,uniform_motion,0.012350,0,0,0,generic_motion_regime_from_se3_and_anchor_state
118,3.900000,free_motion,0.036282,0,0,0,generic_motion_regime_from_se3_and_anchor_state
119,3.933333,uniform_motion,0.017299,0,0,0,generic_motion_regime_from_se3_and_anchor_state
120,3.966667,free_motion,0.059509,0,0,0,generic_motion_regime_from_se3_and_anchor_state
121,4.000000,free_motion,0.076168,0,0,0,generic_motion_regime_from_se3_and_anchor_state
122,4.033333,free_motion,0.084871,0,0,0,generic_motion_regime_from_se3_and_anchor_state
123,4.066667,free_motion,0.104746,0,0,0,generic_motion_regime_from_se3_and_anchor_state
124,4.100000,static_hold,0.008379,0,0,0,generic_motion_regime_from_se3_and_anchor_state
125,4.133333,sustained_grasp,0.010016,1,1,1,generic_motion_regime_from_se3_and_anchor_state
126,4.166667,high_speed,0.120905,0,0,0,generic_motion_regime_from_se3_and_anchor_state
127,4.200000,free_motion,0.061888,0,0,0,generic_motion_regime_from_se3_and_anchor_state
128,4.233333,static_hold,0.007874,0,0,0,generic_motion_regime_from_se3_and_anchor_state
129,4.266667,free_motion,0.068196,0,0,0,generic_motion_regime_from_se3_and_anchor_state
130,4.300000,uniform_motion,0.027263,0,0,0,generic_motion_regime_from_se3_and_anchor_state
131,4.333333,high_speed,0.114305,0,0,0,generic_motion_regime_from_se3_and_anchor_state
132,4.366667,free_motion,0.053793,0,0,0,generic_motion_regime_from_se3_and_anchor_state
133,4.400000,uniform_motion,0.026110,0,0,0,generic_motion_regime_from_se3_and_anchor_state
134,4.433333,static_hold,0.008528,0,0,0,generic_motion_regime_from_se3_and_anchor_state
135,4.466667,uniform_motion,0.012694,0,0,0,generic_motion_regime_from_se3_and_anchor_state
136,4.500000,uniform_motion,0.016480,0,0,0,generic_motion_regime_from_se3_and_anchor_state
137,4.533333,uniform_motion,0.031970,0,0,0,generic_motion_regime_from_se3_and_anchor_state
138,4.566667,free_motion,0.062202,0,0,0,generic_motion_regime_from_se3_and_anchor_state
139,4.600000,static_hold,0.007309,0,0,0,generic_motion_regime_from_se3_and_anchor_state
140,4.633333,free_motion,0.049509,0,0,0,generic_motion_regime_from_se3_and_anchor_state
141,4.666667,free_motion,0.073956,0,0,0,generic_motion_regime_from_se3_and_anchor_state
142,4.700000,free_motion,0.088051,0,0,0,generic_motion_regime_from_se3_and_anchor_state
143,4.733333,static_hold,0.008150,0,0,0,generic_motion_regime_from_se3_and_anchor_state
144,4.766667,free_motion,0.086282,0,0,0,generic_motion_regime_from_se3_and_anchor_state
145,4.800000,sustained_grasp,0.093326,1,1,1,generic_motion_regime_from_se3_and_anchor_state
146,4.833333,sustained_grasp,0.054439,1,1,1,generic_motion_regime_from_se3_and_anchor_state
147,4.866667,free_motion,0.085668,0,0,0,generic_motion_regime_from_se3_and_anchor_state
148,4.900000,free_motion,0.107510,0,0,0,generic_motion_regime_from_se3_and_anchor_state
149,4.933333,static_hold,0.005285,0,0,0,generic_motion_regime_from_se3_and_anchor_state
150,4.966667,free_motion,0.096865,0,0,0,generic_motion_regime_from_se3_and_anchor_state
151,5.000000,free_motion,0.076429,0,0,0,generic_motion_regime_from_se3_and_anchor_state
152,5.033333,free_motion,0.062281,0,0,0,generic_motion_regime_from_se3_and_anchor_state
153,5.066667,free_motion,0.054171,0,0,0,generic_motion_regime_from_se3_and_anchor_state
154,5.100000,static_hold,0.004372,0,0,0,generic_motion_regime_from_se3_and_anchor_state
155,5.133333,uniform_motion,0.033725,0,0,0,generic_motion_regime_from_se3_and_anchor_state
156,5.166667,uniform_motion,0.022250,0,0,0,generic_motion_regime_from_se3_and_anchor_state
157,5.200000,static_hold,0.006036,0,0,0,generic_motion_regime_from_se3_and_anchor_state
158,5.233333,static_hold,0.003998,0,0,0,generic_motion_regime_from_se3_and_anchor_state
159,5.266667,uniform_motion,0.017850,0,0,0,generic_motion_regime_from_se3_and_anchor_state
160,5.300000,uniform_motion,0.033817,0,0,0,generic_motion_regime_from_se3_and_anchor_state
161,5.333333,free_motion,0.069417,0,0,0,generic_motion_regime_from_se3_and_anchor_state
162,5.366667,free_motion,0.064228,0,0,0,generic_motion_regime_from_se3_and_anchor_state
163,5.400000,free_motion,0.070781,0,0,0,generic_motion_regime_from_se3_and_anchor_state
164,5.433333,static_hold,0.008421,0,0,0,generic_motion_regime_from_se3_and_anchor_state
165,5.466667,free_motion,0.093997,0,0,0,generic_motion_regime_from_se3_and_anchor_state
166,5.500000,high_speed,0.130703,0,0,0,generic_motion_regime_from_se3_and_anchor_state
167,5.533333,free_motion,0.047002,0,0,0,generic_motion_regime_from_se3_and_anchor_state
168,5.566667,high_speed,0.123682,0,0,0,generic_motion_regime_from_se3_and_anchor_state
169,5.600000,uniform_motion,0.029351,0,0,0,generic_motion_regime_from_se3_and_anchor_state
170,5.633333,free_motion,0.079682,0,0,0,generic_motion_regime_from_se3_and_anchor_state
171,5.666667,free_motion,0.073277,0,0,0,generic_motion_regime_from_se3_and_anchor_state
172,5.700000,free_motion,0.058377,0,0,0,generic_motion_regime_from_se3_and_anchor_state
173,5.733333,uniform_motion,0.029181,0,0,0,generic_motion_regime_from_se3_and_anchor_state
174,5.766667,free_motion,0.039135,0,0,0,generic_motion_regime_from_se3_and_anchor_state
175,5.800000,uniform_motion,0.032542,0,0,0,generic_motion_regime_from_se3_and_anchor_state
176,5.833333,uniform_motion,0.034414,0,0,0,generic_motion_regime_from_se3_and_anchor_state
177,5.866667,sustained_grasp,0.028224,1,1,1,generic_motion_regime_from_se3_and_anchor_state
178,5.900000,high_speed,0.128207,0,0,0,generic_motion_regime_from_se3_and_anchor_state
179,5.933333,static_hold,0.007688,0,0,0,generic_motion_regime_from_se3_and_anchor_state
180,5.966667,high_speed,0.124291,0,0,0,generic_motion_regime_from_se3_and_anchor_state
181,6.000000,high_speed,0.113745,0,0,0,generic_motion_regime_from_se3_and_anchor_state
182,6.033333,free_motion,0.086419,0,0,0,generic_motion_regime_from_se3_and_anchor_state
183,6.066667,free_motion,0.072525,0,0,0,generic_motion_regime_from_se3_and_anchor_state
184,6.100000,static_hold,0.006222,0,0,0,generic_motion_regime_from_se3_and_anchor_state
185,6.133333,free_motion,0.063313,0,0,0,generic_motion_regime_from_se3_and_anchor_state
186,6.166667,free_motion,0.043953,0,0,0,generic_motion_regime_from_se3_and_anchor_state
187,6.200000,uniform_motion,0.023878,0,0,0,generic_motion_regime_from_se3_and_anchor_state
188,6.233333,static_hold,0.000697,0,0,0,generic_motion_regime_from_se3_and_anchor_state
189,6.266667,uniform_motion,0.014022,0,0,0,generic_motion_regime_from_se3_and_anchor_state
190,6.300000,static_hold,0.005740,0,0,0,generic_motion_regime_from_se3_and_anchor_state
191,6.333333,uniform_motion,0.024917,0,0,0,generic_motion_regime_from_se3_and_anchor_state
192,6.366667,free_motion,0.041896,0,0,0,generic_motion_regime_from_se3_and_anchor_state
193,6.400000,free_motion,0.051201,0,0,0,generic_motion_regime_from_se3_and_anchor_state
194,6.433333,static_hold,0.002673,0,0,0,generic_motion_regime_from_se3_and_anchor_state
195,6.466667,static_hold,0.001574,0,0,0,generic_motion_regime_from_se3_and_anchor_state
196,6.500000,free_motion,0.069775,0,0,0,generic_motion_regime_from_se3_and_anchor_state
197,6.533333,free_motion,0.075570,0,0,0,generic_motion_regime_from_se3_and_anchor_state
198,6.566667,free_motion,0.092125,0,0,0,generic_motion_regime_from_se3_and_anchor_state
199,6.600000,static_hold,0.011056,0,0,0,generic_motion_regime_from_se3_and_anchor_state
200,6.633333,free_motion,0.105345,0,0,0,generic_motion_regime_from_se3_and_anchor_state
201,6.666667,high_speed,0.127943,0,0,0,generic_motion_regime_from_se3_and_anchor_state
202,6.700000,high_speed,0.150042,0,0,0,generic_motion_regime_from_se3_and_anchor_state
203,6.733333,static_hold,0.006290,0,0,0,generic_motion_regime_from_se3_and_anchor_state
204,6.766667,high_speed,0.161166,0,0,0,generic_motion_regime_from_se3_and_anchor_state
205,6.800000,high_speed,0.190897,0,0,0,generic_motion_regime_from_se3_and_anchor_state
206,6.833333,sustained_grasp_high_speed,0.174154,1,1,1,generic_motion_regime_from_se3_and_anchor_state
207,6.866667,free_motion,0.045703,0,0,0,generic_motion_regime_from_se3_and_anchor_state
208,6.900000,free_motion,0.064249,0,0,0,generic_motion_regime_from_se3_and_anchor_state
209,6.933333,static_hold,0.005551,0,0,0,generic_motion_regime_from_se3_and_anchor_state
210,6.966667,free_motion,0.046431,0,0,0,generic_motion_regime_from_se3_and_anchor_state
211,7.000000,low_speed,0.034680,0,0,0,generic_motion_regime_from_se3_and_anchor_state
212,7.033333,uniform_motion,0.014836,0,0,0,generic_motion_regime_from_se3_and_anchor_state
213,7.066667,uniform_motion,0.016312,0,0,0,generic_motion_regime_from_se3_and_anchor_state
214,7.100000,static_hold,0.000924,0,0,0,generic_motion_regime_from_se3_and_anchor_state
215,7.133333,uniform_motion,0.028605,0,0,0,generic_motion_regime_from_se3_and_anchor_state
216,7.166667,free_motion,0.056941,0,0,0,generic_motion_regime_from_se3_and_anchor_state
217,7.200000,free_motion,0.058603,0,0,0,generic_motion_regime_from_se3_and_anchor_state
218,7.233333,static_hold,0.002793,0,0,0,generic_motion_regime_from_se3_and_anchor_state
219,7.266667,sustained_grasp,0.012490,1,1,1,generic_motion_regime_from_se3_and_anchor_state
220,7.300000,uniform_motion,0.022360,0,0,0,generic_motion_regime_from_se3_and_anchor_state
221,7.333333,uniform_motion,0.020512,0,0,0,generic_motion_regime_from_se3_and_anchor_state
222,7.366667,uniform_motion,0.012128,0,0,0,generic_motion_regime_from_se3_and_anchor_state
223,7.400000,uniform_motion,0.021242,0,0,0,generic_motion_regime_from_se3_and_anchor_state
224,7.433333,static_hold,0.011681,0,0,0,generic_motion_regime_from_se3_and_anchor_state
225,7.466667,uniform_motion,0.012426,0,0,0,generic_motion_regime_from_se3_and_anchor_state
226,7.500000,sustained_grasp,0.017278,1,1,1,generic_motion_regime_from_se3_and_anchor_state
227,7.533333,uniform_motion,0.025710,0,0,0,generic_motion_regime_from_se3_and_anchor_state
228,7.566667,uniform_motion,0.013142,0,0,0,generic_motion_regime_from_se3_and_anchor_state
229,7.600000,static_hold,0.004682,0,0,0,generic_motion_regime_from_se3_and_anchor_state
230,7.633333,sustained_grasp,0.011138,1,1,1,generic_motion_regime_from_se3_and_anchor_state
231,7.666667,sustained_grasp,0.007811,1,1,1,generic_motion_regime_from_se3_and_anchor_state
232,7.700000,uniform_motion,0.012362,0,0,0,generic_motion_regime_from_se3_and_anchor_state
233,7.733333,static_hold,0.006685,0,0,0,generic_motion_regime_from_se3_and_anchor_state
234,7.766667,sustained_grasp,0.011238,1,1,1,generic_motion_regime_from_se3_and_anchor_state
235,7.800000,sustained_grasp,0.010018,1,1,1,generic_motion_regime_from_se3_and_anchor_state
236,7.833333,sustained_grasp,0.008876,1,1,1,generic_motion_regime_from_se3_and_anchor_state
237,7.866667,sustained_grasp,0.007399,1,1,1,generic_motion_regime_from_se3_and_anchor_state
238,7.900000,sustained_grasp,0.006871,1,1,1,generic_motion_regime_from_se3_and_anchor_state
239,7.933333,sustained_grasp,0.003442,1,1,1,generic_motion_regime_from_se3_and_anchor_state
240,7.966667,sustained_grasp,0.008666,1,1,1,generic_motion_regime_from_se3_and_anchor_state
241,8.000000,sustained_grasp,0.007402,1,1,1,generic_motion_regime_from_se3_and_anchor_state
242,8.033333,sustained_grasp,0.008028,1,1,1,generic_motion_regime_from_se3_and_anchor_state
