frame,time,ref_u,ref_v,ref_u_smooth,ref_v_smooth,ref_source,contact_u,contact_v,contact_source,support_u,support_v,support_v_raw,support_dv,support_dv_smooth,support_source,object_ref_depth_m,contact_proxy_depth_m,contact_depth_offset_m,ref_conf,support_conf,contact_conf,depth_conf,observation_conf,proxy_conf,proxy_jitter_px,support_jitter_px,proxy_sigma_px,support_sigma_px,active_label,active_label_conf,active_part_u,active_part_v,active_part_z,contact_proxy_name,object_depth_raw,object_depth_smooth,object_depth_confidence,support_gap_px,object_motion_score,audio_score
11,0.416667,578.998,122.028,577.787,119.612,ref,585.343,144.711,human_nearest_mesh_topk,605.834,130.911,120.267,8.883,11.300,bottom_percentile_95,2.790485,2.765430,-0.025055,1.000000,0.000000,0.941664,0.000000,0.100000,0.000000,22.216000,6.134550,5.000000,8.000000,right_hand,0.472362,588.762,146.627,4.696570,grid_09_10,2.756048,2.790485,0.000000,10.643614,1.000000,0.878540
12,0.458333,565.010,99.812,564.761,101.749,ref,569.242,123.973,human_nearest_mesh_topk,590.762,104.737,100.953,4.925,2.988,bottom_percentile_95,2.769331,2.777694,0.008363,1.000000,0.000000,0.814154,0.000000,0.100000,1.000000,0.000000,3.114650,5.000000,8.000000,right_hand,0.446407,580.207,133.185,4.727479,grid_09_10,2.752024,2.769331,0.000000,3.783333,0.521118,0.658905
13,0.500000,550.438,75.710,552.144,74.784,ref,558.453,95.502,human_nearest_mesh_topk,575.339,74.029,77.715,-1.681,-0.755,bottom_percentile_95,2.731640,2.714672,-0.016968,1.000000,0.000000,0.589389,0.000000,0.100000,1.000000,0.000000,2.251300,5.000000,8.000000,right_hand,0.398261,575.812,116.398,4.765235,grid_09_10,2.700801,2.731640,0.000000,3.685383,0.456757,0.749221
14,0.541667,544.387,47.456,546.486,47.613,ref,551.185,68.609,human_nearest_mesh_topk,567.422,51.186,51.830,3.730,3.573,bottom_percentile_95,2.861515,2.928773,0.067258,1.000000,0.000161,0.403047,1.000000,1.000000,0.000000,6.051000,0.118000,5.000000,8.000000,right_hand,0.293497,576.845,101.954,4.790113,grid_10_09,2.967776,2.861515,1.000000,0.643831,0.657202,0.998961
15,0.583333,547.165,23.585,547.496,24.740,ref,537.537,42.056,human_nearest_mesh_topk,567.000,30.149,27.841,6.564,5.409,bottom_percentile_95,3.236252,3.533741,0.297489,1.000000,0.000000,0.464909,0.000000,0.100000,0.313729,3.273000,0.118000,5.000000,8.000000,left_hand,0.212730,522.373,70.750,4.498757,grid_09_08,3.542855,3.236252,0.000000,2.308010,0.707643,0.831676
16,0.625000,550.328,10.800,549.976,11.558,ref,540.965,15.289,human_nearest_mesh_topk,551.718,18.461,21.394,7.661,6.903,bottom_percentile_95,3.268836,3.289373,0.020537,1.000000,0.000000,0.303059,0.000000,0.100000,0.976936,0.110000,3.046200,5.000000,8.000000,left_hand,0.303059,527.700,65.503,4.496080,grid_10_09,3.295496,3.268836,0.000000,2.932705,0.000000,0.623757
17,0.666667,552.687,2.324,552.631,-0.870,ref,550.756,9.621,human_nearest_sphere_proxy,552.687,7.070,9.872,4.746,7.940,sphere_proxy_bottom,3.737402,6.712381,2.974980,1.000000,0.000000,0.225832,0.000000,0.100000,1.000000,0.000000,0.858800,5.000000,8.000000,left_hand,0.225832,535.527,67.158,4.497212,sphere:surface,6.712312,3.737402,0.000000,2.801810,0.000000,0.415838
18,0.708333,554.376,-17.466,554.450,-14.980,ref,553.283,-9.131,human_nearest_sphere_proxy,554.376,-6.067,-9.059,11.399,8.914,sphere_proxy_bottom,3.948257,4.120774,0.172517,0.650000,0.000000,0.125752,1.000000,0.650000,1.000000,0.000000,0.858800,5.000000,8.000000,left_hand,0.125752,542.497,73.103,4.485362,sphere:surface,4.120774,3.948257,1.000000,2.992648,0.000000,0.000000
19,0.750000,556.180,-26.935,556.173,-27.567,ref,555.563,-17.690,human_nearest_sphere_proxy,556.180,-18.260,-17.669,8.675,9.306,sphere_proxy_bottom,4.043911,4.122174,0.078263,0.650000,0.243167,0.080603,1.000000,0.650000,1.000000,0.000000,0.858800,5.000000,8.000000,left_hand,0.080603,548.861,82.815,4.472017,sphere:surface,4.122174,4.043911,1.000000,0.590648,0.180873,0.000000
20,0.791667,558.017,-33.450,558.017,-33.502,ref,557.715,-23.330,human_nearest_sphere_proxy,558.017,-23.459,-23.326,9.991,10.043,sphere_proxy_bottom,4.087725,4.123573,0.035848,0.650000,0.775571,0.052208,1.000000,0.650000,1.000000,0.000000,0.000000,5.000000,8.000000,left_hand,0.052208,554.196,94.719,4.467305,sphere:surface,4.123573,4.087725,1.000000,0.133562,0.000000,0.000000
21,0.833333,559.888,-37.010,559.888,-36.803,ref,559.703,-26.028,human_nearest_sphere_proxy,559.888,-25.819,-26.027,11.191,10.983,sphere_proxy_bottom,4.108211,4.124972,0.016761,0.650000,0.779372,0.037527,1.000000,0.650000,0.253551,3.560000,0.000000,5.000000,8.000000,left_hand,0.037527,557.496,105.261,4.452722,sphere:surface,4.124972,4.108211,1.000000,0.207429,0.000000,0.000000
22,0.875000,561.792,-37.615,561.792,-37.321,ref,561.645,-25.774,human_nearest_sphere_proxy,561.792,-25.479,-25.773,12.136,11.842,sphere_proxy_bottom,4.118199,4.126371,0.008172,0.650000,0.839990,0.029907,1.000000,0.650000,0.126697,4.165000,0.000000,5.000000,8.000000,left_hand,0.029907,559.896,114.601,4.432926,sphere:surface,4.126371,4.118199,1.000000,0.293943,0.000000,0.000000
23,0.916667,563.731,-35.265,563.730,-35.058,ref,563.645,-22.564,human_nearest_sphere_proxy,563.731,-22.357,-22.564,12.908,12.701,sphere_proxy_bottom,4.123463,4.127770,0.004307,0.650000,0.777101,0.025687,1.000000,0.650000,0.619437,1.815000,0.000000,5.000000,8.000000,left_hand,0.025687,562.654,123.903,4.428963,sphere:surface,4.127770,4.123463,1.000000,0.207171,0.000000,0.000000
24,0.958333,565.702,-29.961,565.702,-30.013,ref,565.592,-16.402,human_nearest_sphere_proxy,565.702,-16.371,-16.401,13.590,13.641,sphere_proxy_bottom,4.126602,4.129170,0.002568,0.650000,0.518738,0.025229,0.991819,0.650000,1.000000,0.000000,0.000000,5.000000,8.000000,left_hand,0.025229,564.402,130.783,4.424851,sphere:surface,4.129170,4.126602,0.991819,0.030276,0.000000,0.000000
25,1.000000,567.708,-21.701,567.574,-22.001,ref,567.504,-7.284,human_nearest_sphere_proxy,567.708,-7.278,-7.283,14.423,14.722,sphere_proxy_bottom,4.128014,4.129170,0.001156,0.650000,0.183514,0.027417,0.991819,0.650000,1.000000,0.000000,0.858800,5.000000,8.000000,left_hand,0.027417,565.465,136.566,4.423979,sphere:surface,4.129170,4.128014,0.991819,0.004295,0.026647,0.000000
26,1.041667,569.747,-10.487,570.191,-8.971,ref,569.412,4.787,human_nearest_sphere_proxy,569.747,7.707,4.790,18.194,16.677,sphere_proxy_bottom,4.128650,6.829195,2.700545,0.650000,0.000000,0.033086,0.991819,0.650000,1.000000,0.000000,1.717600,5.000000,8.000000,left_hand,0.033086,566.427,141.099,4.437434,sphere:surface,4.129170,4.128650,0.991819,2.916562,0.000000,0.352779
27,1.083333,573.377,7.176,572.903,4.747,ref,572.622,23.294,human_nearest_sphere_proxy,573.377,18.256,23.312,11.080,13.508,sphere_proxy_bottom,4.131244,6.804370,2.673126,1.000000,0.000000,0.048062,0.967287,0.967287,1.000000,0.000000,2.576400,5.000000,8.000000,left_hand,0.048062,566.941,144.572,4.449882,sphere:surface,4.133367,4.131244,0.967287,5.056143,0.000000,0.529168
28,1.125000,574.972,17.093,575.139,17.720,ref,579.707,27.899,human_nearest_mesh_topk,585.481,22.146,29.607,5.053,4.425,bottom_percentile_95,3.885271,3.704804,-0.180466,1.000000,0.000000,0.051795,0.129530,0.129530,1.000000,0.000000,1.904200,5.000000,8.000000,left_hand,0.051795,567.137,147.603,4.458335,grid_10_09,3.684019,3.885271,0.129530,7.461505,0.149802,0.705557
29,1.166667,576.431,33.403,576.406,34.742,ref,580.742,55.635,human_nearest_mesh_topk,603.434,36.383,26.707,2.980,1.641,bottom_percentile_95,3.858029,3.860665,0.002637,1.000000,0.000000,0.093090,0.849278,0.849278,1.000000,0.000000,21.973200,5.000000,8.000000,left_hand,0.039037,567.457,151.349,4.469454,grid_10_07,3.835740,3.858029,0.849278,9.675652,0.917711,0.529168
30,1.208333,577.701,62.927,577.700,62.441,ref,581.617,85.706,human_nearest_mesh_topk,606.986,67.098,56.780,4.171,4.657,bottom_percentile_95,3.830048,3.804161,-0.025887,1.000000,0.000000,0.172320,0.296609,0.296609,1.000000,0.000000,22.282600,5.000000,8.000000,left_hand,0.077919,567.734,156.910,4.480277,grid_10_05,3.807155,3.830048,0.296609,10.317371,0.350181,0.352779
31,1.250000,579.016,96.867,579.021,99.389,ref,583.702,122.755,human_nearest_mesh_topk,584.122,111.500,120.869,14.633,12.111,bottom_percentile_95,3.699835,3.570074,-0.129761,1.000000,0.000000,0.383853,1.000000,1.000000,1.000000,0.000000,2.370950,5.000000,8.000000,left_hand,0.379449,567.717,161.033,4.493819,grid_11_06,3.593297,3.699835,1.000000,9.368650,0.000000,0.322565
32,1.291667,580.617,132.094,580.851,126.963,ref,575.019,155.546,human_nearest_mesh_topk,582.196,148.815,159.751,16.721,21.852,bottom_percentile_95,3.286465,2.936038,-0.350427,1.000000,0.000000,0.752599,0.000000,0.100000,0.000000,25.423460,5.002250,5.000000,8.000000,left_hand,0.630818,564.251,160.998,4.498758,grid_09_04,2.948252,3.286465,0.000000,10.936098,1.000000,0.498912
33,1.333333,584.784,153.835,582.756,140.569,ref,561.978,150.724,human_nearest_mesh_topk,587.284,166.517,175.466,12.682,25.949,bottom_percentile_95,3.146047,3.033328,-0.112718,1.000000,0.000000,0.942394,0.432912,0.432912,0.000000,47.465765,2.370950,5.000000,8.000000,left_hand,0.699649,559.097,155.115,4.501987,grid_08_01,3.031159,3.146047,0.432912,8.948579,1.000000,0.748369
34,1.375000,582.691,136.053,582.001,131.496,ref,558.726,135.144,human_nearest_mesh_topk,581.537,155.222,158.708,19.169,23.726,bottom_percentile_95,3.030665,2.939905,-0.090760,1.000000,0.000000,0.893828,0.000000,0.100000,0.000000,29.561324,2.785000,5.000000,8.000000,left_hand,0.621033,549.817,142.489,4.498874,grid_08_01,2.936261,3.030665,0.000000,3.485536,1.000000,0.997825
35,1.416667,577.306,106.721,577.497,108.994,ref,588.251,131.940,human_nearest_mesh_topk,572.295,134.184,132.161,27.463,25.190,bottom_percentile_95,2.944601,2.888605,-0.055996,1.000000,0.000000,0.831394,0.000000,0.100000,1.000000,0.000000,0.000000,5.000000,8.000000,right_hand,0.550028,595.330,142.717,4.675942,grid_10_09,2.874185,2.944601,0.000000,2.023238,0.014899,0.748369
36,1.458333,571.276,75.854,571.567,74.942,ref,553.979,93.441,human_nearest_mesh_topk,563.846,101.832,102.961,25.978,26.890,bottom_percentile_95,3.047107,2.768297,-0.278810,1.000000,0.000000,0.592166,0.000000,0.100000,1.000000,0.000000,2.640350,5.000000,8.000000,left_hand,0.491051,535.552,104.009,4.508545,grid_08_01,2.739652,3.047107,0.000000,1.129431,0.000000,0.595927
37,1.500000,567.110,44.735,566.940,45.965,ref,551.817,66.695,human_nearest_mesh_topk,558.275,72.726,72.696,27.991,26.761,bottom_percentile_95,2.931920,2.870785,-0.061135,1.000000,0.000000,0.542171,0.000000,0.100000,1.000000,0.000000,3.494900,5.000000,8.000000,left_hand,0.484883,530.004,82.856,4.492305,grid_11_05,2.837676,2.931920,0.000000,0.029855,0.739959,0.794569
38,1.541667,563.920,25.292,564.132,25.528,ref,554.166,46.772,human_nearest_mesh_topk,554.983,49.243,49.759,23.951,23.715,bottom_percentile_95,3.100453,3.250238,0.149786,1.000000,0.018314,0.494493,0.388784,0.388784,1.000000,0.000000,0.000000,5.000000,8.000000,left_hand,0.453430,527.385,67.365,4.486267,grid_11_05,3.238343,3.100453,0.388784,0.515767,0.815935,0.595927
39,1.583333,562.797,15.103,562.847,14.795,ref,551.181,28.689,human_nearest_mesh_topk,552.072,32.752,33.300,17.649,17.957,bottom_percentile_95,3.117241,3.139034,0.021793,1.000000,0.197650,0.451373,0.388784,0.388784,1.000000,0.000000,0.000000,5.000000,8.000000,left_hand,0.436825,529.605,58.572,4.476511,grid_11_05,3.130976,3.117241,0.388784,0.547757,0.214385,0.397285
40,1.625000,562.356,8.990,561.938,8.802,ref,551.739,17.425,human_nearest_mesh_topk,549.536,20.275,20.390,11.285,11.473,bottom_percentile_95,3.555252,3.928621,0.373369,1.000000,0.620801,0.365997,0.000000,0.100000,1.000000,0.000000,0.000000,5.000000,8.000000,left_hand,0.365997,533.424,57.918,4.459824,bottom,3.913625,3.555252,0.000000,0.115600,0.000000,0.000000
41,1.666667,560.544,5.371,561.038,5.645,ref,552.318,9.558,human_nearest_mesh_topk,548.975,11.882,10.233,6.511,6.237,bottom_percentile_95,3.782703,6.866809,3.084106,1.000000,0.000000,0.266601,0.000000,0.100000,0.547544,2.157878,0.000000,5.000000,8.000000,left_hand,0.260146,538.650,63.404,4.439700,grid_11_06,3.968799,3.782703,0.000000,1.649012,0.000000,0.322565
42,1.708333,560.634,4.147,560.385,4.448,ref,552.226,7.331,human_nearest_mesh_topk,546.937,7.788,7.733,3.641,3.339,bottom_percentile_95,3.738573,6.891792,3.153219,1.000000,0.490474,0.198285,0.000000,0.100000,0.291042,3.381198,1.275650,5.000000,8.000000,left_hand,0.192178,541.695,73.498,4.421482,grid_11_06,6.442828,3.738573,0.000000,0.054640,0.000000,0.483847
43,1.750000,560.283,4.855,560.251,5.029,ref,557.948,8.711,human_nearest_mesh_topk,545.808,7.880,8.077,3.025,2.851,bottom_percentile_95,3.858367,3.996268,0.137900,1.000000,0.328485,0.150430,0.000000,0.100000,0.439744,2.672000,1.639350,5.000000,8.000000,left_hand,0.140145,544.539,86.783,4.401574,grid_10_09,3.956381,3.858367,0.000000,0.197267,0.000000,0.645129
44,1.791667,559.905,7.527,560.071,7.527,ref,557.317,13.090,human_nearest_mesh_topk,545.016,12.855,12.223,5.328,5.328,bottom_percentile_95,3.792622,3.745994,-0.046628,1.000000,0.389335,0.122440,0.803814,0.803814,1.000000,0.000000,0.165150,5.000000,8.000000,left_hand,0.110966,546.670,100.257,4.381644,grid_10_09,3.738829,3.792622,0.803814,0.631498,0.000000,0.483847
45,1.833333,559.842,12.996,559.633,12.787,ref,557.863,23.971,human_nearest_mesh_topk,543.137,22.918,21.777,9.922,10.131,bottom_percentile_95,3.743037,4.283251,0.540215,1.000000,0.028004,0.112115,0.000000,0.100000,1.000000,0.000000,0.000000,5.000000,8.000000,left_hand,0.098788,547.458,114.322,4.377166,grid_10_09,4.254665,3.743037,0.000000,1.140429,0.000000,0.322565
46,1.875000,558.588,21.385,558.601,20.903,ref,555.073,40.086,human_nearest_mesh_topk,540.282,37.069,37.913,15.684,16.166,bottom_percentile_95,3.720723,3.743588,0.022864,1.000000,0.027328,0.119106,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,left_hand,0.105322,547.320,127.742,4.374390,grid_10_09,3.702467,3.720723,1.000000,0.843543,0.523099,0.000000
47,1.916667,557.073,35.255,557.131,36.849,ref,553.405,62.079,human_nearest_mesh_topk,538.837,58.081,59.442,22.826,21.233,bottom_percentile_95,3.698354,3.712915,0.014561,1.000000,0.000000,0.156608,1.000000,1.000000,1.000000,0.000000,5.109350,5.000000,8.000000,left_hand,0.137904,545.288,138.616,4.389480,grid_10_09,3.680052,3.698354,1.000000,1.360517,0.870670,0.284965
48,1.958333,556.079,62.788,556.109,64.740,ref,549.636,88.806,human_nearest_mesh_topk,537.717,88.490,85.694,25.702,23.750,bottom_percentile_95,3.689529,3.696502,0.006973,1.000000,0.000000,0.253514,1.000000,1.000000,0.879646,0.574000,0.700000,5.000000,8.000000,left_hand,0.224672,542.669,145.285,4.410905,grid_10_09,3.682309,3.689529,1.000000,2.796283,0.000000,0.499347
49,2.000000,555.708,93.574,555.637,88.238,ref,544.333,121.236,human_nearest_mesh_topk,538.630,111.859,119.842,18.285,23.621,bottom_percentile_95,3.685558,3.107380,-0.578178,1.000000,0.000000,0.545093,0.000000,0.100000,0.000000,20.680602,4.062100,5.000000,8.000000,left_hand,0.525716,539.451,146.633,4.422485,grid_11_06,3.105190,3.685558,0.000000,7.983212,1.000000,0.749021
50,2.041667,555.404,115.445,555.892,98.694,ref,537.064,134.116,human_nearest_mesh_topk,536.019,121.110,134.522,5.665,22.415,bottom_percentile_95,3.683771,2.875936,-0.807835,1.000000,0.000000,0.803402,0.000000,0.100000,0.000000,42.548336,3.828650,5.000000,8.000000,left_hand,0.773186,535.635,145.022,4.433266,grid_11_06,2.847037,3.683771,0.000000,13.412369,1.000000,0.998695
51,2.083333,556.653,94.432,556.314,90.622,ref,541.933,119.615,human_nearest_mesh_topk,536.568,112.752,116.638,18.320,22.130,bottom_percentile_95,3.682967,3.002100,-0.680867,1.000000,0.000000,0.578114,0.000000,0.100000,0.000000,21.517000,0.700000,5.000000,8.000000,left_hand,0.532370,534.806,142.174,4.432613,grid_10_08,2.951360,3.682967,0.000000,3.886440,1.000000,0.749021
52,2.125000,556.973,72.915,557.295,74.829,ref,545.638,98.333,human_nearest_mesh_topk,536.952,97.467,94.943,24.552,22.638,bottom_percentile_95,3.576020,3.484568,-0.091453,1.000000,0.000000,0.364823,0.000000,0.100000,1.000000,0.000000,1.816250,5.000000,8.000000,left_hand,0.325771,537.009,139.868,4.429826,grid_10_09,3.488519,3.576020,0.000000,2.523671,0.000000,0.514490
53,2.166667,559.050,53.673,559.040,53.566,ref,551.623,79.662,human_nearest_mesh_topk,574.096,77.000,77.518,23.327,23.434,bottom_percentile_95,3.539151,3.527134,-0.012017,1.000000,0.000000,0.232138,0.003261,0.100000,1.000000,0.000000,1.380550,5.000000,8.000000,left_hand,0.202414,540.900,140.028,4.429694,grid_09_10,3.508986,3.539151,0.003261,0.517881,0.062402,0.342994
54,2.208333,561.506,38.168,561.298,38.488,ref,557.695,65.220,human_nearest_mesh_topk,574.777,62.358,63.208,24.190,23.869,bottom_percentile_95,3.706196,3.868651,0.162455,1.000000,0.000608,0.151168,0.932621,0.932621,1.000000,0.000000,2.575650,5.000000,8.000000,left_hand,0.124999,545.653,142.856,4.429579,grid_09_10,3.842869,3.706196,0.932621,0.849924,0.299515,0.000000
55,2.250000,563.082,29.114,563.192,29.180,ref,559.621,54.316,human_nearest_mesh_topk,575.857,52.709,53.028,23.595,23.529,bottom_percentile_95,3.840925,4.008808,0.167883,1.000000,0.262523,0.106120,0.299654,0.299654,1.000000,0.000000,1.449500,5.000000,8.000000,left_hand,0.090549,549.209,146.315,4.437499,grid_09_10,3.951158,3.840925,0.299654,0.318562,0.201008,0.000000
56,2.291667,564.941,25.486,564.953,25.634,ref,562.936,47.936,human_nearest_mesh_topk,577.342,48.162,47.950,22.676,22.528,bottom_percentile_95,3.850277,3.906158,0.055881,1.000000,0.914878,0.081529,0.844599,0.844599,0.239293,3.628000,0.000000,5.000000,8.000000,left_hand,0.072458,552.424,150.362,4.447095,grid_09_10,3.857928,3.850277,0.844599,0.211845,0.000000,0.000000
57,2.333333,566.964,24.233,566.945,24.868,ref,565.828,45.669,human_nearest_mesh_topk,579.002,46.339,45.554,22.106,21.471,bottom_percentile_95,3.861033,3.922383,0.061349,1.000000,0.218713,0.071845,0.775004,0.775004,0.000000,4.881000,1.143150,5.000000,8.000000,left_hand,0.065032,555.763,152.370,4.453144,grid_09_10,3.869834,3.861033,0.775004,0.785064,0.000000,0.000000
58,2.375000,568.894,25.588,568.832,25.882,ref,567.763,48.332,human_nearest_mesh_topk,580.408,47.421,46.601,21.833,21.539,bottom_percentile_95,3.851706,3.889338,0.037631,1.000000,0.157890,0.075721,0.925573,0.925573,0.260680,3.526000,1.451150,5.000000,8.000000,left_hand,0.068961,558.502,153.236,4.458830,grid_07_11,3.844075,3.851706,0.925573,0.820374,0.000000,0.356719
59,2.416667,570.700,29.478,570.939,29.219,ref,571.835,54.679,human_nearest_mesh_topk,581.982,51.865,51.271,22.387,22.646,bottom_percentile_95,3.888839,3.974938,0.086099,1.000000,0.254200,0.089348,0.486331,0.486331,1.000000,0.000000,0.671150,5.000000,8.000000,left_hand,0.081993,560.484,153.088,4.459214,grid_07_11,3.919221,3.888839,0.486331,0.594290,0.130163,0.535079
60,2.458333,573.072,37.410,572.699,38.023,ref,573.011,65.637,human_nearest_mesh_topk,582.618,62.134,62.587,24.724,24.111,bottom_percentile_95,3.855676,3.878775,0.023099,1.000000,0.295911,0.116805,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,left_hand,0.108207,561.290,153.208,4.462486,grid_07_11,3.828543,3.855676,1.000000,0.453124,0.303025,0.713439
61,2.500000,573.912,52.658,574.193,52.225,ref,574.104,80.855,human_nearest_mesh_topk,583.311,77.646,78.190,24.988,25.420,bottom_percentile_95,3.819188,3.830885,0.011697,1.000000,0.031811,0.164338,1.000000,1.000000,1.000000,0.000000,0.354500,5.000000,8.000000,left_hand,0.153990,561.925,154.272,4.468702,grid_07_11,3.789333,3.819188,1.000000,0.544171,0.164591,0.535079
62,2.541667,575.473,71.339,575.329,71.680,ref,574.997,99.143,human_nearest_mesh_topk,584.119,100.529,96.691,29.190,28.850,bottom_percentile_95,3.787893,3.774417,-0.013476,1.000000,0.000000,0.235753,1.000000,1.000000,1.000000,0.000000,0.175100,5.000000,8.000000,left_hand,0.219557,560.400,156.898,4.478916,grid_08_10,3.762287,3.787893,1.000000,3.837900,0.000000,0.499109
63,2.583333,576.725,94.620,576.927,95.261,ref,575.893,122.598,human_nearest_mesh_topk,585.751,118.457,120.223,23.837,23.196,bottom_percentile_95,3.631507,3.500260,-0.131246,1.000000,0.000000,0.390283,1.000000,1.000000,1.000000,0.000000,0.425500,5.000000,8.000000,left_hand,0.340206,559.335,158.758,4.485599,grid_08_10,3.503554,3.631507,1.000000,1.766088,0.000000,0.748664
64,2.625000,578.314,119.694,578.067,119.506,ref,564.423,140.623,human_nearest_mesh_topk,587.539,132.403,143.037,12.709,12.897,bottom_percentile_95,3.274194,2.971047,-0.303147,1.000000,0.000000,0.611823,0.000000,0.100000,0.164149,3.986384,0.000000,5.000000,8.000000,left_hand,0.430287,556.095,159.364,4.493079,grid_10_08,2.981848,3.274194,0.000000,10.633850,0.699066,0.998219
65,2.666667,580.613,138.631,579.010,135.895,ref,564.115,151.842,human_nearest_mesh_topk,601.841,136.513,128.172,-2.118,0.618,bottom_percentile_95,3.252052,2.859262,-0.392790,1.000000,0.000000,0.711993,0.000000,0.100000,0.000000,22.925100,0.000000,5.000000,8.000000,left_hand,0.446827,550.192,155.692,4.493392,grid_10_06,2.848932,3.252052,0.000000,8.341238,1.000000,0.748664
66,2.708333,578.527,136.275,577.987,134.626,ref,560.021,145.325,human_nearest_mesh_topk,598.038,124.442,125.241,-11.833,-10.184,bottom_percentile_95,3.242087,2.881562,-0.360525,1.000000,0.005286,0.663601,0.000000,0.100000,0.000000,20.317071,0.575600,5.000000,8.000000,left_hand,0.471074,543.368,146.854,4.489314,grid_07_07,2.866553,3.242087,0.000000,0.798781,1.000000,0.960748
