frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,u_proj,v_proj,bottom_proj_v,floor_v,u_ref_obs,v_ref_obs,support_v_obs,depth_prior_m,contact_depth_offset_m,contact_frame,audio_contact_frame,source,se3_schema
11,0.416667,-0.115148,-0.449197,2.772144,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,578.998,122.028,578.998,122.028,155.322,155.322,578.998,122.028,155.322,2.772144,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
12,0.458333,-0.141551,-0.491132,2.772144,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,565.010,99.812,565.010,99.812,132.331,132.331,565.010,99.812,132.331,2.772144,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
13,0.500000,-0.169058,-0.536627,2.772144,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,550.438,75.710,550.438,75.710,109.049,109.049,550.438,75.710,109.049,2.772144,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
14,0.541667,-0.192592,-0.629554,2.958194,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,544.387,47.456,544.387,47.456,80.105,80.105,544.387,47.456,80.105,2.958194,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
15,0.583333,-0.208982,-0.757308,3.305994,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,547.165,23.585,547.165,23.585,51.040,51.040,547.165,23.585,51.040,3.305994,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
16,0.625000,-0.215519,-0.839272,3.529665,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,550.328,10.800,550.328,10.800,23.865,23.865,550.328,10.800,23.865,3.529665,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
17,0.666667,-0.244909,-1.003266,4.119375,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,552.687,2.324,552.687,2.324,2.840,2.840,552.687,2.324,2.840,4.119375,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
18,0.708333,-0.240253,-1.059136,4.120774,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,554.376,-17.466,554.376,-17.466,53.111,53.111,554.376,-17.466,53.111,4.120774,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
19,0.750000,-0.235271,-1.086074,4.122174,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,556.180,-26.935,556.180,-26.935,73.151,73.151,556.180,-26.935,73.151,4.122174,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
20,0.791667,-0.230193,-1.104736,4.123573,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,558.017,-33.450,558.017,-33.450,84.589,84.589,558.017,-33.450,84.589,4.123573,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
21,0.833333,-0.225016,-1.115110,4.124972,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,559.888,-37.010,559.888,-37.010,93.911,93.911,559.888,-37.010,93.911,4.124972,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
22,0.875000,-0.219743,-1.117188,4.126371,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,561.792,-37.615,561.792,-37.615,67.945,67.945,561.792,-37.615,67.945,4.126371,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
23,0.916667,-0.214367,-1.110961,4.127770,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,563.731,-35.265,563.731,-35.265,42.791,42.791,563.731,-35.265,42.791,4.127770,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
24,0.958333,-0.208898,-1.096425,4.129170,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,565.702,-29.961,565.702,-29.961,32.267,32.267,565.702,-29.961,32.267,4.129170,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
25,1.000000,-0.203258,-1.073201,4.129170,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,567.708,-21.701,567.708,-21.701,36.279,36.279,567.708,-21.701,36.279,4.129170,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
26,1.041667,-0.197525,-1.041672,4.129170,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,569.747,-10.487,569.747,-10.487,68.524,68.524,569.747,-10.487,68.524,4.129170,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
27,1.083333,-0.187319,-0.992010,4.129170,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,573.377,7.176,573.377,7.176,10.941,10.941,573.377,7.176,10.941,4.129170,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
28,1.125000,-0.170890,-0.901141,3.859413,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,574.972,17.093,574.972,17.093,32.008,32.008,574.972,17.093,32.008,3.859413,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
29,1.166667,-0.165088,-0.848167,3.813940,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,576.431,33.403,576.431,33.403,58.460,58.460,576.431,33.403,58.460,3.813940,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
30,1.208333,-0.156403,-0.745807,3.686960,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,577.701,62.927,577.701,62.927,89.601,89.601,577.701,62.927,89.601,3.686960,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
31,1.250000,-0.149137,-0.643496,3.591494,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,579.016,96.867,579.016,96.867,125.914,125.914,579.016,96.867,125.914,3.591494,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
32,1.291667,-0.123526,-0.474079,3.054919,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,580.617,132.094,580.617,132.094,165.197,165.197,580.617,132.094,165.197,3.054919,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
33,1.333333,-0.111006,-0.414473,2.952477,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,584.784,153.835,584.784,153.835,179.883,179.883,584.784,153.835,179.883,2.952477,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
34,1.375000,-0.114714,-0.448271,2.939680,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,582.691,136.053,582.691,136.053,162.878,162.878,582.691,136.053,162.878,2.939680,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
35,1.416667,-0.125493,-0.506984,2.939680,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,577.306,106.721,577.306,106.721,136.304,136.304,577.306,106.721,136.304,2.939680,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
36,1.458333,-0.137564,-0.568770,2.939680,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,571.276,75.854,571.276,75.854,106.970,106.970,571.276,75.854,106.970,2.939680,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
37,1.500000,-0.145903,-0.631060,2.939680,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,567.110,44.735,567.110,44.735,76.607,76.607,567.110,44.735,76.607,2.939680,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
38,1.541667,-0.162268,-0.713884,3.132323,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,563.920,25.292,563.920,25.292,51.898,51.898,563.920,25.292,51.898,3.132323,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
39,1.583333,-0.170266,-0.760647,3.238910,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,562.797,15.103,562.797,15.103,34.225,34.225,562.797,15.103,34.225,3.238910,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
40,1.625000,-0.205974,-0.931162,3.895924,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,562.356,8.990,562.356,8.990,21.082,21.082,562.356,8.990,21.082,3.895924,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
41,1.666667,-0.210781,-0.940762,3.895924,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,560.544,5.371,560.544,5.371,10.542,10.542,560.544,5.371,10.542,3.895924,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
42,1.708333,-0.212080,-0.950903,3.924377,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,560.634,4.147,560.634,4.147,7.733,7.733,560.634,4.147,7.733,3.924377,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
43,1.750000,-0.213018,-0.949012,3.924377,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,560.283,4.855,560.283,4.855,8.190,8.190,560.283,4.855,8.190,3.924377,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
44,1.791667,-0.212477,-0.935043,3.895924,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,559.905,7.527,559.905,7.527,12.331,12.331,559.905,7.527,12.331,3.895924,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
45,1.833333,-0.204445,-0.885041,3.745707,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,559.842,12.996,559.842,12.996,21.832,21.832,559.842,12.996,21.832,3.745707,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
46,1.875000,-0.206465,-0.858743,3.724450,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,558.588,21.385,558.588,21.385,37.988,37.988,558.588,21.385,37.988,3.724450,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
47,1.916667,-0.209254,-0.819444,3.705799,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,557.073,35.255,557.073,35.255,59.631,59.631,557.073,35.255,59.631,3.705799,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
48,1.958333,-0.211044,-0.747426,3.693232,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,556.079,62.788,556.079,62.788,85.766,85.766,556.079,62.788,85.766,3.693232,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
49,2.000000,-0.199968,-0.632048,3.484004,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,555.708,93.574,555.708,93.574,120.926,120.926,555.708,93.574,120.926,3.484004,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
50,2.041667,-0.200689,-0.580163,3.484004,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,555.404,115.445,555.404,115.445,134.740,134.740,555.404,115.445,134.740,3.484004,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
51,2.083333,-0.197726,-0.630013,3.484004,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,556.653,94.432,556.653,94.432,117.019,117.019,556.653,94.432,117.019,3.484004,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
52,2.125000,-0.196967,-0.681058,3.484004,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,556.973,72.915,556.973,72.915,95.006,95.006,556.973,72.915,95.006,3.484004,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
53,2.166667,-0.193895,-0.733728,3.517668,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,559.050,53.673,559.050,53.673,76.139,76.139,559.050,53.673,76.139,3.517668,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
54,2.208333,-0.206404,-0.846275,3.861777,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,561.506,38.168,561.506,38.168,59.750,59.750,561.506,38.168,59.750,3.861777,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
55,2.250000,-0.202463,-0.870958,3.865659,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,563.082,29.114,563.082,29.114,47.461,47.461,563.082,29.114,47.461,3.865659,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
56,2.291667,-0.198199,-0.883311,3.877968,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,564.941,25.486,564.941,25.486,39.935,39.935,564.941,25.486,39.935,3.877968,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
57,2.333333,-0.192857,-0.886620,3.877968,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,566.964,24.233,566.964,24.233,37.238,37.238,566.964,24.233,37.238,3.877968,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
58,2.375000,-0.187761,-0.883042,3.877968,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,568.894,25.588,568.894,25.588,40.073,40.073,568.894,25.588,40.073,3.877968,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
59,2.416667,-0.182411,-0.869999,3.865659,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,570.700,29.478,570.700,29.478,45.994,45.994,570.700,29.478,45.994,3.865659,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
60,2.458333,-0.175961,-0.848125,3.861124,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,573.072,37.410,573.072,37.410,56.568,56.568,573.072,37.410,56.568,3.861124,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
61,2.500000,-0.171261,-0.796450,3.805759,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,573.912,52.658,573.912,52.658,72.179,72.179,573.912,52.658,72.179,3.805759,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
62,2.541667,-0.165659,-0.741073,3.770316,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,575.473,71.339,575.473,71.339,90.698,90.698,575.473,71.339,90.698,3.770316,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
63,2.583333,-0.151047,-0.633501,3.505774,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,576.725,94.620,576.725,94.620,114.267,114.267,576.725,94.620,114.267,3.505774,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
64,2.625000,-0.125484,-0.488839,2.987489,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,578.314,119.694,578.314,119.694,140.215,140.215,578.314,119.694,140.215,2.987489,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
65,2.666667,-0.117323,-0.437328,2.901317,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,580.613,138.631,580.613,138.631,163.162,163.162,580.613,138.631,163.162,2.901317,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
66,2.708333,-0.120624,-0.439000,2.881739,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,578.527,136.275,578.527,136.275,159.087,159.087,578.527,136.275,159.087,2.881739,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
67,2.750000,-0.129825,-0.478709,2.881739,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,573.838,116.038,573.838,116.038,140.542,140.542,573.838,116.038,140.542,2.881739,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
68,2.791667,-0.144656,-0.527551,2.881739,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,566.280,91.147,566.280,91.147,116.569,116.569,566.280,91.147,116.569,2.881739,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
69,2.833333,-0.154827,-0.591246,2.901317,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,561.629,60.720,561.629,60.720,87.717,87.717,561.629,60.720,87.717,2.901317,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
70,2.875000,-0.171860,-0.724181,3.236575,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,562.018,31.401,562.018,31.401,58.831,58.831,562.018,31.401,58.831,3.236575,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
71,2.916667,-0.180860,-0.824370,3.521203,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,564.568,16.176,564.568,16.176,32.961,32.961,564.568,16.176,32.961,3.521203,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
72,2.958333,-0.175390,-0.854237,3.547044,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,567.382,6.315,567.382,6.315,19.609,19.609,567.382,6.315,19.609,3.547044,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
73,3.000000,-0.179057,-0.895936,3.572885,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,566.400,-8.267,566.400,-8.267,59.738,59.738,566.400,-8.267,59.738,3.572885,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
74,3.041667,-0.178380,-0.931534,3.598725,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,567.205,-20.150,567.205,-20.150,70.196,70.196,567.205,-20.150,70.196,3.598725,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
75,3.083333,-0.176265,-0.955632,3.598725,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,568.068,-29.984,568.068,-29.984,80.419,80.419,568.068,-29.984,80.419,3.598725,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
76,3.125000,-0.175255,-0.981712,3.624566,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,568.990,-37.771,568.990,-37.771,90.425,90.425,568.990,-37.771,90.425,3.624566,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
77,3.166667,-0.174066,-1.002976,3.650407,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,569.971,-43.510,569.971,-43.510,99.549,99.549,569.971,-43.510,99.549,3.650407,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
78,3.208333,-0.172695,-1.019313,3.676248,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,571.011,-47.200,571.011,-47.200,107.761,107.761,571.011,-47.200,107.761,3.676248,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
79,3.250000,-0.171136,-1.030620,3.702089,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,572.111,-48.843,572.111,-48.843,115.609,115.609,572.111,-48.843,115.609,3.702089,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
80,3.291667,-0.169391,-1.036783,3.727930,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,573.269,-48.437,573.269,-48.437,118.440,118.440,573.269,-48.437,118.440,3.727930,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
81,3.333333,-0.167455,-1.037700,3.753771,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,574.486,-45.984,574.486,-45.984,127.485,127.485,574.486,-45.984,127.485,3.753771,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
82,3.375000,-0.165323,-1.033257,3.779611,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,575.762,-41.482,575.762,-41.482,133.030,133.030,575.762,-41.482,133.030,3.779611,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
83,3.416667,-0.162992,-1.023349,3.805452,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,577.098,-34.932,577.098,-34.932,138.254,138.254,577.098,-34.932,138.254,3.805452,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
84,3.458333,-0.160462,-1.007867,3.831293,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,578.492,-26.334,578.492,-26.334,141.207,141.207,578.492,-26.334,141.207,3.831293,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
85,3.500000,-0.157725,-0.986705,3.857134,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,579.946,-15.688,579.946,-15.688,143.662,143.662,579.946,-15.688,143.662,3.857134,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
86,3.541667,-0.154829,-0.929457,3.857134,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,581.049,6.109,581.049,6.109,4.514,4.514,581.049,6.109,4.514,3.857134,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
87,3.583333,-0.148433,-0.907750,3.857134,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,583.484,14.374,583.484,14.374,18.489,18.489,583.484,14.374,18.489,3.857134,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
88,3.625000,-0.142634,-0.879356,3.857134,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,585.692,25.185,585.692,25.185,43.589,43.589,585.692,25.185,43.589,3.857134,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
89,3.666667,-0.138437,-0.817546,3.785382,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,586.291,42.819,586.291,42.819,69.856,69.856,586.291,42.819,69.856,3.785382,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
90,3.708333,-0.132605,-0.735225,3.688747,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,587.206,67.284,587.206,67.284,95.620,95.620,587.206,67.284,95.620,3.688747,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
91,3.750000,-0.125626,-0.640589,3.534122,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,587.796,93.803,587.796,93.803,121.307,121.307,587.796,93.803,121.307,3.534122,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
92,3.791667,-0.107252,-0.505026,3.102925,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,589.238,120.973,589.238,120.973,153.525,153.525,589.238,120.973,153.525,3.102925,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
93,3.833333,-0.096070,-0.432803,2.946720,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,592.120,144.297,592.120,144.297,173.894,173.894,592.120,144.297,173.894,2.946720,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
94,3.875000,-0.095595,-0.401170,2.884150,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,591.323,155.725,591.323,155.725,182.536,182.536,591.323,155.725,182.536,2.884150,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
95,3.916667,-0.100418,-0.413739,2.846722,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,588.195,146.555,588.195,146.555,171.891,171.891,588.195,146.555,171.891,2.846722,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
96,3.958333,-0.107695,-0.445834,2.846722,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,584.441,129.997,584.441,129.997,155.279,155.279,584.441,129.997,155.279,2.846722,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
97,4.000000,-0.114778,-0.486736,2.846722,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,580.787,108.896,580.787,108.896,133.730,133.730,580.787,108.896,133.730,2.846722,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
98,4.041667,-0.130647,-0.539803,2.884150,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,573.475,85.133,573.475,85.133,110.164,110.164,573.475,85.133,110.164,2.884150,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
99,4.083333,-0.137066,-0.588314,2.887276,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,570.282,60.756,570.282,60.756,87.414,87.414,570.282,60.756,87.414,2.887276,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
