frame,time,ref_u,ref_v,ref_u_smooth,ref_v_smooth,ref_u_fit,ref_v_fit,ref_source,ref_type,support_u,support_v,support_v_raw,support_dv,support_dv_smooth,support_source,contact_u,contact_v,contact_source,object_ref_depth_m,contact_proxy_depth_m,contact_depth_offset_m,ref_conf,support_conf,contact_conf,depth_conf,observation_conf,visible_fraction,occlusion_state,vlm_visibility,proxy_conf,proxy_jitter_px,support_jitter_px,proxy_sigma_px,support_sigma_px,active_label,active_label_conf,active_part_u,active_part_v,active_part_z,contact_proxy_name,da3_depth_raw,da3_depth_smooth,object_depth_raw,object_depth_smooth,object_depth_confidence,support_gap_px,object_motion_score,audio_score,radius_px
129,5.333333,585.091,86.194,585.091,86.194,585.091,86.194,vlm_single_identity_visible_mask,center,585.091,117.576,117.576,31.382,31.382,cotracker_bottom,,,stage2_contact_policy,3.363384,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.363384,3.363384,3.363384,3.363384,1.000000,0.000000,,,35.170
130,5.375000,587.570,111.036,587.570,111.036,587.570,111.036,vlm_single_identity_visible_mask,center,587.570,144.061,144.061,33.025,33.025,cotracker_bottom,,,stage2_contact_policy,2.962788,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.962788,2.962788,2.962788,2.962788,1.000000,0.000000,,,34.508
131,5.416667,588.881,131.740,588.881,131.740,588.881,131.740,vlm_single_identity_visible_mask,center,588.881,158.781,158.781,27.041,27.041,cotracker_bottom,,,stage2_contact_policy,2.903203,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.903203,2.903203,2.903203,2.903203,1.000000,0.000000,,,33.402
132,5.458333,580.939,120.891,580.939,120.891,580.939,120.891,vlm_single_identity_visible_mask,center,580.939,149.374,149.374,28.483,28.483,cotracker_bottom,,,stage2_contact_policy,2.903203,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.806285,2.903203,2.903203,2.903203,1.000000,0.000000,,,32.513
133,5.500000,567.121,95.025,567.121,95.025,567.121,95.025,vlm_single_identity_visible_mask,center,567.121,125.760,125.760,30.735,30.735,cotracker_bottom,,,stage2_contact_policy,2.903203,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.703969,2.903203,2.903203,2.903203,1.000000,0.000000,,,31.443
134,5.541667,548.899,65.229,548.899,65.229,548.899,65.229,vlm_single_identity_visible_mask,center,548.899,94.147,94.147,28.918,28.918,cotracker_bottom,,,stage2_contact_policy,2.903203,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.747753,2.903203,2.903203,2.903203,1.000000,0.000000,,,31.630
135,5.583333,527.646,38.076,527.646,38.076,527.646,38.076,vlm_single_identity_visible_mask,center,527.646,66.373,66.373,28.297,28.297,cotracker_bottom,,,stage2_contact_policy,3.114194,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.114194,3.114194,3.114194,3.114194,1.000000,0.000000,,,32.728
136,5.625000,506.879,21.817,506.879,21.817,506.879,21.817,vlm_single_identity_visible_mask,center,506.879,44.697,44.697,22.880,22.880,cotracker_bottom,,,stage2_contact_policy,3.187350,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.187350,3.187350,3.187350,3.187350,1.000000,0.000000,,,29.511
137,5.666667,486.933,12.675,486.933,12.675,486.933,12.675,vlm_single_identity_visible_mask,center,486.933,25.725,25.725,13.050,13.050,cotracker_bottom,,,stage2_contact_policy,3.741024,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,6.711513,3.741024,3.741024,3.741024,1.000000,0.000000,,,22.198
138,5.708333,467.592,5.925,467.592,5.925,467.592,5.925,vlm_single_identity_visible_mask,center,467.592,12.153,12.153,6.228,6.228,cotracker_bottom,,,stage2_contact_policy,5.805110,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.741024,5.805110,5.805110,5.805110,1.000000,0.000000,,,13.681
139,5.750000,449.282,0.718,449.282,0.718,449.282,0.718,vlm_single_identity_visible_mask,center,449.282,73.639,73.639,72.921,72.921,cotracker_bottom,,,stage2_contact_policy,5.805110,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,6.624271,5.805110,5.805110,5.805110,1.000000,0.000000,,,3.523
140,5.791667,427.133,1.250,427.133,1.250,427.133,1.250,vlm_single_identity_mask_gap_interpolation,center,427.133,87.846,87.846,86.596,86.596,cotracker_bottom,,,stage2_contact_policy,5.805110,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,6.214691,5.805110,5.805110,5.805110,1.000000,0.000000,,,0.000
141,5.833333,404.984,1.782,404.984,1.782,404.984,1.782,vlm_single_identity_mask_gap_interpolation,center,404.984,101.075,101.075,99.293,99.293,cotracker_bottom,,,stage2_contact_policy,5.395530,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,5.805110,5.395530,5.395530,5.395530,1.000000,0.000000,,,0.000
142,5.875000,382.834,2.314,382.834,2.314,382.834,2.314,vlm_single_identity_mask_gap_interpolation,center,382.834,114.727,114.727,112.413,112.413,cotracker_bottom,,,stage2_contact_policy,5.395530,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,5.395530,5.395530,5.395530,5.395530,1.000000,0.000000,,,0.000
143,5.916667,360.685,2.847,360.685,2.847,360.685,2.847,vlm_single_identity_mask_gap_interpolation,center,360.685,130.079,130.079,127.232,127.232,cotracker_bottom,,,stage2_contact_policy,4.985950,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.985950,4.985950,4.985950,4.985950,1.000000,0.000000,,,0.000
144,5.958333,338.536,3.379,338.536,3.379,338.536,3.379,vlm_single_identity_mask_gap_interpolation,center,338.536,146.573,146.573,143.194,143.194,cotracker_bottom,,,stage2_contact_policy,4.576370,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.576370,4.576370,4.576370,4.576370,1.000000,0.000000,,,0.000
145,6.000000,316.387,3.911,316.387,3.911,316.387,3.911,vlm_single_identity_visible_mask,center,316.387,171.898,171.898,167.987,167.987,cotracker_bottom,,,stage2_contact_policy,4.281568,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.166789,4.281568,4.281568,4.281568,1.000000,0.000000,,,11.027
146,6.041667,295.386,9.695,295.386,9.695,295.386,9.695,vlm_single_identity_visible_mask,center,295.386,177.041,177.041,167.346,167.346,cotracker_bottom,,,stage2_contact_policy,4.247597,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.063218,4.247597,4.247597,4.247597,1.000000,0.000000,,,19.149
147,6.083333,273.306,17.858,273.306,17.858,273.306,17.858,vlm_single_identity_visible_mask,center,273.306,177.690,177.690,159.832,159.832,cotracker_bottom,,,stage2_contact_policy,4.247597,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.200817,4.247597,4.247597,4.247597,1.000000,0.000000,,,27.611
148,6.125000,250.926,28.597,250.926,28.597,250.926,28.597,vlm_single_identity_visible_mask,center,250.926,178.530,178.530,149.933,149.933,cotracker_bottom,,,stage2_contact_policy,4.232651,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.281568,4.232651,4.232651,4.232651,1.000000,0.000000,,,34.374
149,6.166667,226.189,51.228,226.189,51.228,226.189,51.228,vlm_single_identity_visible_mask,center,226.189,178.921,178.921,127.693,127.693,cotracker_bottom,,,stage2_contact_policy,4.247597,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.247597,4.247597,4.247597,4.247597,1.000000,0.000000,,,35.789
150,6.208333,201.533,78.299,201.533,78.299,201.533,78.299,vlm_single_identity_visible_mask,center,201.533,178.795,178.795,100.496,100.496,cotracker_bottom,,,stage2_contact_policy,4.281568,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.365447,4.281568,4.281568,4.281568,1.000000,0.000000,,,36.174
151,6.250000,176.848,108.022,176.848,108.022,176.848,108.022,vlm_single_identity_visible_mask,center,176.848,179.591,179.591,71.569,71.569,cotracker_bottom,,,stage2_contact_policy,4.333488,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.232651,4.333488,4.333488,4.333488,1.000000,0.000000,,,35.557
152,6.291667,151.127,141.127,151.127,141.127,151.127,141.127,vlm_single_identity_visible_mask,center,151.127,180.017,180.017,38.890,38.890,cotracker_bottom,,,stage2_contact_policy,4.365447,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.333488,4.365447,4.365447,4.365447,1.000000,0.000000,,,35.557
153,6.333333,125.597,178.072,125.597,178.072,125.597,178.072,vlm_single_identity_visible_mask,center,125.597,178.886,178.886,0.814,0.814,cotracker_bottom,,,stage2_contact_policy,4.365447,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.643217,4.365447,4.365447,4.365447,1.000000,0.000000,,,35.763
154,6.375000,99.199,217.115,99.199,217.115,99.199,217.115,vlm_single_identity_visible_mask,center,99.199,178.988,178.988,-38.127,-38.127,cotracker_bottom,,,stage2_contact_policy,4.333488,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.670808,4.333488,4.333488,4.333488,1.000000,0.000000,,,36.051
155,6.416667,72.983,258.395,72.983,258.395,72.983,258.395,vlm_single_identity_visible_mask,center,72.983,179.308,179.308,-79.087,-79.087,cotracker_bottom,,,stage2_contact_policy,4.333488,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.805628,4.333488,4.333488,4.333488,1.000000,0.000000,,,36.042
156,6.458333,45.172,304.449,45.172,304.449,45.172,304.449,vlm_single_identity_visible_mask,center,45.172,179.139,179.139,-125.310,-125.310,cotracker_bottom,,,stage2_contact_policy,4.437555,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.309696,4.437555,4.437555,4.437555,1.000000,0.000000,,,36.776
157,6.500000,24.669,352.104,24.669,352.104,24.669,352.104,vlm_single_identity_visible_mask,center,24.669,179.361,179.361,-172.743,-172.743,cotracker_bottom,,,stage2_contact_policy,4.437555,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.312324,4.437555,4.437555,4.437555,1.000000,0.000000,,,34.174
158,6.541667,10.884,404.127,10.884,404.127,10.884,404.127,vlm_single_identity_visible_mask,center,10.884,178.996,178.996,-225.131,-225.131,cotracker_bottom,,,stage2_contact_policy,4.437555,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.183043,4.437555,4.437555,4.437555,1.000000,0.000000,,,21.756
159,6.583333,1.315,456.482,1.315,456.482,1.315,456.482,vlm_audio_out_of_frame_floor_impact,center,1.315,491.232,491.232,34.750,34.750,cotracker_bottom,,,stage2_contact_policy,4.437555,,,0.650000,0.000000,0.000000,1.000000,0.650000,0.000000,absent,out_of_frame,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.437555,4.437555,4.437555,4.437555,1.000000,0.000000,,,34.750
160,6.625000,-6.820,513.869,-6.820,513.869,-6.820,513.869,vlm_audio_out_of_frame_floor_impact,center,-6.820,546.733,546.733,32.865,32.865,cotracker_bottom,,,stage2_contact_policy,4.692067,,,0.650000,0.000000,0.000000,1.000000,0.650000,0.000000,absent,out_of_frame,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.692067,4.692067,4.692067,4.692067,1.000000,0.000000,,,32.865
161,6.666667,-11.308,576.287,-11.308,576.287,-11.308,576.287,vlm_audio_out_of_frame_floor_impact,center,-11.308,607.461,607.461,31.174,31.174,cotracker_bottom,,,stage2_contact_policy,4.946579,,,0.650000,0.000000,0.000000,1.000000,0.650000,0.000000,absent,out_of_frame,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.946579,4.946579,4.946579,4.946579,1.000000,0.000000,,,31.174
162,6.708333,-12.151,643.737,-12.151,643.737,-12.151,643.737,vlm_audio_out_of_frame_floor_impact,center,-12.151,674.911,674.911,31.174,31.174,cotracker_bottom,,,stage2_contact_policy,4.946579,,,0.650000,0.000000,0.000000,1.000000,0.650000,0.000000,absent,out_of_frame,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,5.201091,4.946579,4.946579,4.946579,1.000000,0.000000,,,31.174
163,6.750000,-9.346,496.448,-9.346,496.448,-9.346,496.448,vlm_audio_out_of_frame_floor_impact,center,-9.346,527.622,527.622,31.174,31.174,cotracker_bottom,,,stage2_contact_policy,4.946579,,,0.650000,0.000000,0.000000,1.000000,0.650000,0.000000,absent,out_of_frame,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,5.455603,4.946579,4.946579,4.946579,1.000000,0.000000,,,31.174
164,6.791667,1.358,417.411,1.358,417.411,1.358,417.411,vlm_single_identity_visible_mask,center,1.358,177.040,177.040,-240.371,-240.371,cotracker_bottom,,,stage2_contact_policy,4.946579,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,5.710115,4.946579,4.946579,4.946579,1.000000,0.000000,,,5.499
165,6.833333,9.920,372.221,9.920,372.221,9.920,372.221,vlm_single_identity_visible_mask,center,9.920,176.993,176.993,-195.228,-195.228,cotracker_bottom,,,stage2_contact_policy,4.803135,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.803135,4.803135,4.803135,4.803135,1.000000,0.000000,,,20.098
166,6.875000,21.525,327.590,21.525,327.590,21.525,327.590,vlm_single_identity_visible_mask,center,21.525,176.318,176.318,-151.272,-151.272,cotracker_bottom,,,stage2_contact_policy,4.651992,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.254587,4.651992,4.651992,4.651992,1.000000,0.000000,,,31.357
167,6.916667,35.659,286.689,35.659,286.689,35.659,286.689,vlm_single_identity_visible_mask,center,35.659,176.367,176.367,-110.322,-110.322,cotracker_bottom,,,stage2_contact_policy,4.545092,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.119499,4.545092,4.545092,4.545092,1.000000,0.000000,,,36.073
168,6.958333,57.789,249.611,57.789,249.611,57.789,249.611,vlm_single_identity_visible_mask,center,57.789,176.191,176.191,-73.420,-73.420,cotracker_bottom,,,stage2_contact_policy,4.280996,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.651992,4.280996,4.280996,4.280996,1.000000,0.000000,,,35.179
169,7.000000,82.966,213.711,82.966,213.711,82.966,213.711,vlm_single_identity_visible_mask,center,82.966,173.570,173.570,-40.141,-40.141,cotracker_bottom,,,stage2_contact_policy,4.254587,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.545092,4.254587,4.254587,4.254587,1.000000,0.000000,,,34.916
170,7.041667,108.493,181.550,108.493,181.550,108.493,181.550,vlm_single_identity_visible_mask,center,108.493,172.991,172.991,-8.559,-8.559,cotracker_bottom,,,stage2_contact_policy,4.166873,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.280996,4.166873,4.166873,4.166873,1.000000,0.000000,,,35.016
171,7.083333,135.034,154.153,135.034,154.153,135.034,154.153,vlm_single_identity_visible_mask,center,135.034,171.734,171.734,17.581,17.581,cotracker_bottom,,,stage2_contact_policy,4.166873,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.166873,4.166873,4.166873,4.166873,1.000000,0.000000,,,35.315
172,7.125000,161.154,129.832,161.154,129.832,161.154,129.832,vlm_single_identity_visible_mask,center,161.154,171.649,171.649,41.817,41.817,cotracker_bottom,,,stage2_contact_policy,4.166873,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.115432,4.166873,4.166873,4.166873,1.000000,0.000000,,,34.993
173,7.166667,187.402,110.586,187.402,110.586,187.402,110.586,vlm_single_identity_visible_mask,center,187.402,170.511,170.511,59.925,59.925,cotracker_bottom,,,stage2_contact_policy,4.166873,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.978219,4.166873,4.166873,4.166873,1.000000,0.000000,,,34.934
174,7.208333,214.267,94.454,214.267,94.454,214.267,94.454,vlm_single_identity_visible_mask,center,214.267,166.899,166.899,72.445,72.445,cotracker_bottom,,,stage2_contact_policy,4.166873,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.026741,4.166873,4.166873,4.166873,1.000000,0.000000,,,34.605
175,7.250000,241.679,81.189,241.679,81.189,241.679,81.189,vlm_single_identity_visible_mask,center,241.679,164.459,164.459,83.270,83.270,cotracker_bottom,,,stage2_contact_policy,4.124594,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.256732,4.124594,4.124594,4.124594,1.000000,0.000000,,,34.193
176,7.291667,269.236,72.845,269.236,72.845,269.236,72.845,vlm_single_identity_visible_mask,center,269.236,160.279,160.279,87.434,87.434,cotracker_bottom,,,stage2_contact_policy,4.124594,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.357690,4.124594,4.124594,4.124594,1.000000,0.000000,,,34.044
177,7.333333,296.389,67.114,296.389,67.114,296.389,67.114,vlm_single_identity_visible_mask,center,296.389,145.937,145.937,78.823,78.823,cotracker_bottom,,,stage2_contact_policy,4.124594,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.180700,4.124594,4.124594,4.124594,1.000000,0.000000,,,34.513
178,7.375000,325.259,64.733,325.259,64.733,325.259,64.733,vlm_single_identity_visible_mask,center,325.259,136.241,136.241,71.508,71.508,cotracker_bottom,,,stage2_contact_policy,4.124594,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.124594,4.124594,4.124594,4.124594,1.000000,0.000000,,,34.563
179,7.416667,354.506,66.492,354.506,66.492,354.506,66.492,vlm_single_identity_visible_mask,center,354.506,103.410,103.410,36.918,36.918,cotracker_bottom,,,stage2_contact_policy,4.111627,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.111627,4.111627,4.111627,4.111627,1.000000,0.000000,,,34.618
180,7.458333,383.731,71.956,383.731,71.956,383.731,71.956,vlm_single_identity_visible_mask,center,383.731,106.276,106.276,34.320,34.320,cotracker_bottom,,,stage2_contact_policy,4.095105,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.095105,4.095105,4.095105,4.095105,1.000000,0.000000,,,34.151
181,7.500000,413.536,80.968,413.536,80.968,413.536,80.968,vlm_single_identity_visible_mask,center,413.536,113.941,113.941,32.973,32.973,cotracker_bottom,,,stage2_contact_policy,3.863631,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.863631,3.863631,3.863631,3.863631,1.000000,0.000000,,,34.715
182,7.541667,444.417,93.704,444.417,93.704,444.417,93.704,vlm_single_identity_visible_mask,center,444.417,125.483,125.483,31.779,31.779,cotracker_bottom,,,stage2_contact_policy,3.598014,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.598014,3.598014,3.598014,3.598014,1.000000,0.000000,,,35.098
183,7.583333,476.508,106.554,476.508,106.554,476.508,106.554,vlm_single_identity_visible_mask,center,476.508,138.456,138.456,31.902,31.902,cotracker_bottom,,,stage2_contact_policy,3.112056,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.112056,3.112056,3.112056,3.112056,1.000000,0.000000,,,33.206
184,7.625000,509.340,123.390,509.340,123.390,509.340,123.390,vlm_single_identity_visible_mask,center,509.340,152.513,152.513,29.123,29.123,cotracker_bottom,,,stage2_contact_policy,2.825267,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.784281,2.825267,2.825267,2.825267,1.000000,0.000000,,,30.130
185,7.666667,530.286,136.655,530.286,136.655,530.286,136.655,vlm_single_identity_visible_mask,center,530.286,165.684,165.684,29.029,29.029,cotracker_bottom,,,stage2_contact_policy,2.784281,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.773652,2.784281,2.784281,2.784281,1.000000,0.000000,,,32.341
186,7.708333,536.275,142.366,536.275,142.366,536.275,142.366,vlm_single_identity_visible_mask,center,536.275,172.720,172.720,30.354,30.354,cotracker_bottom,,,stage2_contact_policy,2.784281,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.825267,2.784281,2.784281,2.784281,1.000000,0.000000,,,31.595
187,7.750000,541.429,153.209,541.429,153.209,541.429,153.209,vlm_single_identity_visible_mask,center,541.429,182.656,182.656,29.447,29.447,cotracker_bottom,,,stage2_contact_policy,2.773652,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.761541,2.773652,2.773652,2.773652,1.000000,0.000000,,,32.728
188,7.791667,544.706,166.569,544.706,166.569,544.706,166.569,vlm_single_identity_visible_mask,center,544.706,195.227,195.227,28.658,28.658,cotracker_bottom,,,stage2_contact_policy,2.773652,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.766605,2.773652,2.773652,2.773652,1.000000,0.000000,,,32.065
189,7.833333,545.365,183.950,545.365,183.950,545.365,183.950,vlm_single_identity_visible_mask,center,545.365,212.131,212.131,28.181,28.181,cotracker_bottom,,,stage2_contact_policy,2.825267,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.850268,2.825267,2.825267,2.825267,1.000000,0.000000,,,32.445
190,7.875000,543.689,203.356,543.689,203.356,543.689,203.356,vlm_single_identity_visible_mask,center,543.689,230.737,230.737,27.381,27.381,cotracker_bottom,,,stage2_contact_policy,2.825320,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.745207,2.825320,2.825320,2.825320,1.000000,0.000000,,,32.322
191,7.916667,541.189,225.110,541.189,225.110,541.189,225.110,vlm_single_identity_visible_mask,center,541.189,251.288,251.288,26.178,26.178,cotracker_bottom,,,stage2_contact_policy,2.841909,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.863092,2.841909,2.841909,2.841909,1.000000,0.000000,,,32.538
192,7.958333,542.015,246.712,542.015,246.712,542.015,246.712,vlm_single_identity_visible_mask,center,542.015,271.409,271.409,24.697,24.697,cotracker_bottom,,,stage2_contact_policy,2.850268,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.841909,2.850268,2.850268,2.850268,1.000000,0.000000,,,31.194
193,8.000000,545.875,266.591,545.875,266.591,545.875,266.591,vlm_single_identity_visible_mask,center,545.875,289.585,289.585,22.994,22.994,cotracker_bottom,,,stage2_contact_policy,2.863092,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.825320,2.863092,2.863092,2.863092,1.000000,0.000000,,,31.235
194,8.041667,553.027,284.111,553.027,284.111,553.027,284.111,vlm_single_identity_visible_mask,center,553.027,304.817,304.817,20.706,20.706,cotracker_bottom,,,stage2_contact_policy,2.923569,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.923569,2.923569,2.923569,2.923569,1.000000,0.000000,,,31.071
195,8.083333,560.174,298.574,560.174,298.574,560.174,298.574,vlm_single_identity_visible_mask,center,560.174,315.910,315.910,17.336,17.336,cotracker_bottom,,,stage2_contact_policy,2.946645,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.946645,2.946645,2.946645,2.946645,1.000000,0.000000,,,30.943
196,8.125000,567.169,308.996,567.169,308.996,567.169,308.996,vlm_single_identity_visible_mask,center,567.169,324.629,324.629,15.633,15.633,cotracker_bottom,,,stage2_contact_policy,3.033580,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.048346,3.033580,3.033580,3.033580,1.000000,0.000000,,,30.845
