frame,time,ref_u,ref_v,ref_u_smooth,ref_v_smooth,ref_u_fit,ref_v_fit,ref_source,ref_type,support_u,support_v,support_v_raw,support_dv,support_dv_smooth,support_source,contact_u,contact_v,contact_source,object_ref_depth_m,contact_proxy_depth_m,contact_depth_offset_m,ref_conf,support_conf,contact_conf,depth_conf,observation_conf,visible_fraction,occlusion_state,vlm_visibility,proxy_conf,proxy_jitter_px,support_jitter_px,proxy_sigma_px,support_sigma_px,active_label,active_label_conf,active_part_u,active_part_v,active_part_z,contact_proxy_name,da3_depth_raw,da3_depth_smooth,object_depth_raw,object_depth_smooth,object_depth_confidence,support_gap_px,object_motion_score,audio_score,radius_px
62,2.541667,575.473,71.339,575.473,71.339,575.473,71.339,vlm_single_identity_visible_mask,center,575.473,90.698,90.698,19.359,19.359,cotracker_bottom,,,stage2_contact_policy,3.770316,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.770316,3.770316,3.770316,3.770316,1.000000,0.000000,,,35.391
63,2.583333,576.725,94.620,576.725,94.620,576.725,94.620,vlm_single_identity_visible_mask,center,576.725,114.267,114.267,19.647,19.647,cotracker_bottom,,,stage2_contact_policy,3.505774,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.505774,3.505774,3.505774,3.505774,1.000000,0.000000,,,35.589
64,2.625000,578.314,119.694,578.314,119.694,578.314,119.694,vlm_single_identity_visible_mask,center,578.314,140.215,140.215,20.521,20.521,cotracker_bottom,,,stage2_contact_policy,2.987489,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.987489,2.987489,2.987489,2.987489,1.000000,0.000000,,,34.443
65,2.666667,580.613,138.631,580.613,138.631,580.613,138.631,vlm_single_identity_visible_mask,center,580.613,163.162,163.162,24.531,24.531,cotracker_bottom,,,stage2_contact_policy,2.901317,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.861773,2.901317,2.901317,2.901317,1.000000,0.000000,,,32.538
66,2.708333,578.527,136.275,578.527,136.275,578.527,136.275,vlm_single_identity_visible_mask,center,578.527,159.087,159.087,22.812,22.812,cotracker_bottom,,,stage2_contact_policy,2.881739,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.881739,2.881739,2.881739,2.881739,1.000000,0.000000,,,32.747
67,2.750000,573.838,116.038,573.838,116.038,573.838,116.038,vlm_single_identity_visible_mask,center,573.838,140.542,140.542,24.504,24.504,cotracker_bottom,,,stage2_contact_policy,2.881739,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.901317,2.881739,2.881739,2.881739,1.000000,0.000000,,,33.057
68,2.791667,566.280,91.147,566.280,91.147,566.280,91.147,vlm_single_identity_visible_mask,center,566.280,116.569,116.569,25.422,25.422,cotracker_bottom,,,stage2_contact_policy,2.881739,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.764740,2.881739,2.881739,2.881739,1.000000,0.000000,,,33.800
69,2.833333,561.629,60.720,561.629,60.720,561.629,60.720,vlm_single_identity_visible_mask,center,561.629,87.717,87.717,26.997,26.997,cotracker_bottom,,,stage2_contact_policy,2.901317,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.813949,2.901317,2.901317,2.901317,1.000000,0.000000,,,34.193
70,2.875000,562.018,31.401,562.018,31.401,562.018,31.401,vlm_single_identity_visible_mask,center,562.018,58.831,58.831,27.430,27.430,cotracker_bottom,,,stage2_contact_policy,3.236575,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.236575,3.236575,3.236575,3.236575,1.000000,0.000000,,,34.545
71,2.916667,564.568,16.176,564.568,16.176,564.568,16.176,vlm_single_identity_visible_mask,center,564.568,32.961,32.961,16.785,16.785,cotracker_bottom,,,stage2_contact_policy,3.521203,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.759897,3.521203,3.521203,3.521203,1.000000,0.000000,,,25.811
72,2.958333,567.382,6.315,567.382,6.315,567.382,6.315,vlm_single_identity_visible_mask,center,567.382,19.609,19.609,13.294,13.294,cotracker_bottom,,,stage2_contact_policy,3.547044,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.521203,3.547044,3.547044,3.547044,1.000000,0.000000,,,13.866
73,3.000000,566.400,-8.267,566.400,-8.267,566.400,-8.267,vlm_out_of_frame_projected_ballistic,center,566.400,59.738,59.738,68.005,68.005,cotracker_bottom,,,stage2_contact_policy,3.572885,,,0.650000,0.000000,0.000000,1.000000,0.650000,0.000000,absent,out_of_frame,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.547044,3.572885,3.572885,3.572885,1.000000,0.000000,,,0.000
74,3.041667,567.205,-20.150,567.205,-20.150,567.205,-20.150,vlm_out_of_frame_projected_ballistic,center,567.205,70.196,70.196,90.346,90.346,cotracker_bottom,,,stage2_contact_policy,3.598725,,,0.650000,0.000000,0.000000,1.000000,0.650000,0.000000,absent,out_of_frame,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.572885,3.598725,3.598725,3.598725,1.000000,0.000000,,,0.000
75,3.083333,568.068,-29.984,568.068,-29.984,568.068,-29.984,vlm_out_of_frame_projected_ballistic,center,568.068,80.419,80.419,110.403,110.403,cotracker_bottom,,,stage2_contact_policy,3.598725,,,0.650000,0.000000,0.000000,1.000000,0.650000,0.000000,absent,out_of_frame,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.598725,3.598725,3.598725,3.598725,1.000000,0.000000,,,0.000
76,3.125000,568.990,-37.771,568.990,-37.771,568.990,-37.771,vlm_out_of_frame_projected_ballistic,center,568.990,90.425,90.425,128.196,128.196,cotracker_bottom,,,stage2_contact_policy,3.624566,,,0.650000,0.000000,0.000000,1.000000,0.650000,0.000000,absent,out_of_frame,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.624566,3.624566,3.624566,3.624566,1.000000,0.000000,,,0.000
77,3.166667,569.971,-43.510,569.971,-43.510,569.971,-43.510,vlm_out_of_frame_projected_ballistic,center,569.971,99.549,99.549,143.059,143.059,cotracker_bottom,,,stage2_contact_policy,3.650407,,,0.650000,0.000000,0.000000,1.000000,0.650000,0.000000,absent,out_of_frame,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.650407,3.650407,3.650407,3.650407,1.000000,0.000000,,,0.000
78,3.208333,571.011,-47.200,571.011,-47.200,571.011,-47.200,vlm_out_of_frame_projected_ballistic,center,571.011,107.761,107.761,154.961,154.961,cotracker_bottom,,,stage2_contact_policy,3.676248,,,0.650000,0.000000,0.000000,1.000000,0.650000,0.000000,absent,out_of_frame,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.676248,3.676248,3.676248,3.676248,1.000000,0.000000,,,0.000
79,3.250000,572.111,-48.843,572.111,-48.843,572.111,-48.843,vlm_out_of_frame_projected_ballistic,center,572.111,115.609,115.609,164.452,164.452,cotracker_bottom,,,stage2_contact_policy,3.702089,,,0.650000,0.000000,0.000000,1.000000,0.650000,0.000000,absent,out_of_frame,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.702089,3.702089,3.702089,3.702089,1.000000,0.000000,,,0.000
80,3.291667,573.269,-48.437,573.269,-48.437,573.269,-48.437,vlm_out_of_frame_projected_ballistic,center,573.269,118.440,118.440,166.877,166.877,cotracker_bottom,,,stage2_contact_policy,3.727930,,,0.650000,0.000000,0.000000,1.000000,0.650000,0.000000,absent,out_of_frame,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.727930,3.727930,3.727930,3.727930,1.000000,0.000000,,,0.000
81,3.333333,574.486,-45.984,574.486,-45.984,574.486,-45.984,vlm_out_of_frame_projected_ballistic,center,574.486,127.485,127.485,173.469,173.469,cotracker_bottom,,,stage2_contact_policy,3.753771,,,0.650000,0.000000,0.000000,1.000000,0.650000,0.000000,absent,out_of_frame,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.753771,3.753771,3.753771,3.753771,1.000000,0.000000,,,0.000
82,3.375000,575.762,-41.482,575.762,-41.482,575.762,-41.482,vlm_out_of_frame_projected_ballistic,center,575.762,133.030,133.030,174.512,174.512,cotracker_bottom,,,stage2_contact_policy,3.779611,,,0.650000,0.000000,0.000000,1.000000,0.650000,0.000000,absent,out_of_frame,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.779611,3.779611,3.779611,3.779611,1.000000,0.000000,,,0.000
83,3.416667,577.098,-34.932,577.098,-34.932,577.098,-34.932,vlm_out_of_frame_projected_ballistic,center,577.098,138.254,138.254,173.186,173.186,cotracker_bottom,,,stage2_contact_policy,3.805452,,,0.650000,0.000000,0.000000,1.000000,0.650000,0.000000,absent,out_of_frame,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.805452,3.805452,3.805452,3.805452,1.000000,0.000000,,,0.000
84,3.458333,578.492,-26.334,578.492,-26.334,578.492,-26.334,vlm_out_of_frame_projected_ballistic,center,578.492,141.207,141.207,167.541,167.541,cotracker_bottom,,,stage2_contact_policy,3.831293,,,0.650000,0.000000,0.000000,1.000000,0.650000,0.000000,absent,out_of_frame,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.831293,3.831293,3.831293,3.831293,1.000000,0.000000,,,0.000
85,3.500000,579.946,-15.688,579.946,-15.688,579.946,-15.688,vlm_out_of_frame_projected_ballistic,center,579.946,143.662,143.662,159.350,159.350,cotracker_bottom,,,stage2_contact_policy,3.857134,,,0.650000,0.000000,0.000000,1.000000,0.650000,0.000000,absent,out_of_frame,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.857134,3.857134,3.857134,3.857134,1.000000,0.000000,,,0.000
86,3.541667,581.049,6.109,581.049,6.109,581.049,6.109,vlm_single_identity_visible_mask,center,581.049,4.514,4.514,-1.595,-1.595,cotracker_bottom,,,stage2_contact_policy,3.857134,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.882975,3.857134,3.857134,3.857134,1.000000,0.000000,,,14.593
87,3.583333,583.484,14.374,583.484,14.374,583.484,14.374,vlm_single_identity_visible_mask,center,583.484,18.489,18.489,4.115,4.115,cotracker_bottom,,,stage2_contact_policy,3.857134,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.900391,3.857134,3.857134,3.857134,1.000000,0.000000,,,24.260
88,3.625000,585.692,25.185,585.692,25.185,585.692,25.185,vlm_single_identity_visible_mask,center,585.692,43.589,43.589,18.404,18.404,cotracker_bottom,,,stage2_contact_policy,3.857134,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.916116,3.857134,3.857134,3.857134,1.000000,0.000000,,,31.920
89,3.666667,586.291,42.819,586.291,42.819,586.291,42.819,vlm_single_identity_visible_mask,center,586.291,69.856,69.856,27.037,27.037,cotracker_bottom,,,stage2_contact_policy,3.785382,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.785382,3.785382,3.785382,3.785382,1.000000,0.000000,,,34.984
90,3.708333,587.206,67.284,587.206,67.284,587.206,67.284,vlm_single_identity_visible_mask,center,587.206,95.620,95.620,28.336,28.336,cotracker_bottom,,,stage2_contact_policy,3.688747,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.688747,3.688747,3.688747,3.688747,1.000000,0.000000,,,35.598
91,3.750000,587.796,93.803,587.796,93.803,587.796,93.803,vlm_single_identity_visible_mask,center,587.796,121.307,121.307,27.504,27.504,cotracker_bottom,,,stage2_contact_policy,3.534122,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.534122,3.534122,3.534122,3.534122,1.000000,0.000000,,,35.705
92,3.791667,589.238,120.973,589.238,120.973,589.238,120.973,vlm_single_identity_visible_mask,center,589.238,153.525,153.525,32.552,32.552,cotracker_bottom,,,stage2_contact_policy,3.102925,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.102925,3.102925,3.102925,3.102925,1.000000,0.000000,,,34.545
93,3.833333,592.120,144.297,592.120,144.297,592.120,144.297,vlm_single_identity_visible_mask,center,592.120,173.894,173.894,29.597,29.597,cotracker_bottom,,,stage2_contact_policy,2.946720,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.946720,2.946720,2.946720,2.946720,1.000000,0.000000,,,33.086
94,3.875000,591.323,155.725,591.323,155.725,591.323,155.725,vlm_single_identity_visible_mask,center,591.323,182.536,182.536,26.811,26.811,cotracker_bottom,,,stage2_contact_policy,2.884150,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.846722,2.884150,2.884150,2.884150,1.000000,0.000000,,,33.057
95,3.916667,588.195,146.555,588.195,146.555,588.195,146.555,vlm_single_identity_visible_mask,center,588.195,171.891,171.891,25.336,25.336,cotracker_bottom,,,stage2_contact_policy,2.846722,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.884150,2.846722,2.846722,2.846722,1.000000,0.000000,,,33.263
96,3.958333,584.441,129.997,584.441,129.997,584.441,129.997,vlm_single_identity_visible_mask,center,584.441,155.279,155.279,25.282,25.282,cotracker_bottom,,,stage2_contact_policy,2.846722,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.806537,2.846722,2.846722,2.846722,1.000000,0.000000,,,33.340
97,4.000000,580.787,108.896,580.787,108.896,580.787,108.896,vlm_single_identity_visible_mask,center,580.787,133.730,133.730,24.834,24.834,cotracker_bottom,,,stage2_contact_policy,2.846722,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.776945,2.846722,2.846722,2.846722,1.000000,0.000000,,,32.970
98,4.041667,573.475,85.133,573.475,85.133,573.475,85.133,vlm_single_identity_visible_mask,center,573.475,110.164,110.164,25.031,25.031,cotracker_bottom,,,stage2_contact_policy,2.884150,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.788121,2.884150,2.884150,2.884150,1.000000,0.000000,,,33.715
99,4.083333,570.282,60.756,570.282,60.756,570.282,60.756,vlm_single_identity_visible_mask,center,570.282,87.414,87.414,26.658,26.658,cotracker_bottom,,,stage2_contact_policy,2.887276,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.887276,2.887276,2.887276,2.887276,1.000000,0.000000,,,34.160
100,4.125000,569.233,37.978,569.233,37.978,569.233,37.978,vlm_single_identity_visible_mask,center,569.233,64.861,64.861,26.883,26.883,cotracker_bottom,,,stage2_contact_policy,3.072590,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.072590,3.072590,3.072590,3.072590,1.000000,0.000000,,,34.591
101,4.166667,569.168,23.251,569.168,23.251,569.168,23.251,vlm_single_identity_visible_mask,center,569.168,44.968,44.968,21.717,21.717,cotracker_bottom,,,stage2_contact_policy,3.324748,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.324748,3.324748,3.324748,3.324748,1.000000,0.000000,,,31.082
102,4.208333,569.003,15.197,569.003,15.197,569.003,15.197,vlm_single_identity_visible_mask,center,569.003,27.887,27.887,12.690,12.690,cotracker_bottom,,,stage2_contact_policy,3.545498,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.545498,3.545498,3.545498,3.545498,1.000000,0.000000,,,25.545
103,4.250000,568.652,9.694,568.652,9.694,568.652,9.694,vlm_single_identity_visible_mask,center,568.652,16.084,16.084,6.390,6.390,cotracker_bottom,,,stage2_contact_policy,3.897457,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.323339,3.897457,3.897457,3.897457,1.000000,0.000000,,,19.364
104,4.291667,569.555,6.182,569.555,6.182,569.555,6.182,vlm_single_identity_visible_mask,center,569.555,9.507,9.507,3.325,3.325,cotracker_bottom,,,stage2_contact_policy,4.209100,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.897457,4.209100,4.209100,4.209100,1.000000,0.000000,,,14.384
105,4.333333,569.192,4.852,569.192,4.852,569.192,4.852,vlm_single_identity_visible_mask,center,569.192,3.814,3.814,-1.038,-1.038,cotracker_bottom,,,stage2_contact_policy,4.247634,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.247950,4.247634,4.247634,4.247634,1.000000,0.000000,,,12.270
106,4.375000,569.444,4.996,569.444,4.996,569.444,4.996,vlm_single_identity_visible_mask,center,569.444,4.213,4.213,-0.783,-0.783,cotracker_bottom,,,stage2_contact_policy,4.247950,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.209100,4.247950,4.247950,4.247950,1.000000,0.000000,,,12.616
107,4.416667,570.068,6.630,570.068,6.630,570.068,6.630,vlm_single_identity_visible_mask,center,570.068,6.633,6.633,0.003,0.003,cotracker_bottom,,,stage2_contact_policy,4.247634,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.247634,4.247634,4.247634,4.247634,1.000000,0.000000,,,15.191
108,4.458333,569.631,10.454,569.631,10.454,569.631,10.454,vlm_single_identity_visible_mask,center,569.631,12.180,12.180,1.726,1.726,cotracker_bottom,,,stage2_contact_policy,4.247634,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.270690,4.247634,4.247634,4.247634,1.000000,0.000000,,,20.122
109,4.500000,569.731,15.786,569.731,15.786,569.731,15.786,vlm_single_identity_visible_mask,center,569.731,22.927,22.927,7.141,7.141,cotracker_bottom,,,stage2_contact_policy,4.209100,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.383708,4.209100,4.209100,4.209100,1.000000,0.000000,,,25.965
110,4.541667,569.888,23.893,569.888,23.893,569.888,23.893,vlm_single_identity_visible_mask,center,569.888,38.827,38.827,14.934,14.934,cotracker_bottom,,,stage2_contact_policy,4.006381,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.924733,4.006381,4.006381,4.006381,1.000000,0.000000,,,31.755
111,4.583333,569.722,38.402,569.722,38.402,569.722,38.402,vlm_single_identity_visible_mask,center,569.722,59.497,59.497,21.095,21.095,cotracker_bottom,,,stage2_contact_policy,3.924733,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.882962,3.924733,3.924733,3.924733,1.000000,0.000000,,,35.093
112,4.625000,569.550,62.458,569.550,62.458,569.550,62.458,vlm_single_identity_visible_mask,center,569.550,83.793,83.793,21.335,21.335,cotracker_bottom,,,stage2_contact_policy,3.882962,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,4.006381,3.882962,3.882962,3.882962,1.000000,0.000000,,,35.161
113,4.666667,569.545,90.145,569.545,90.145,569.545,90.145,vlm_single_identity_visible_mask,center,569.545,110.023,110.023,19.878,19.878,cotracker_bottom,,,stage2_contact_policy,3.706260,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.706260,3.706260,3.706260,3.706260,1.000000,0.000000,,,35.270
114,4.708333,569.348,123.018,569.348,123.018,569.348,123.018,vlm_single_identity_visible_mask,center,569.348,140.805,140.805,17.787,17.787,cotracker_bottom,,,stage2_contact_policy,3.314917,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.314917,3.314917,3.314917,3.314917,1.000000,0.000000,,,35.616
115,4.750000,569.001,146.969,569.001,146.969,569.001,146.969,vlm_single_identity_visible_mask,center,569.001,169.124,169.124,22.155,22.155,cotracker_bottom,,,stage2_contact_policy,3.107929,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.107929,3.107929,3.107929,3.107929,1.000000,0.000000,,,31.750
116,4.791667,567.838,138.914,567.838,138.914,567.838,138.914,vlm_single_identity_visible_mask,center,567.838,161.141,161.141,22.227,22.227,cotracker_bottom,,,stage2_contact_policy,3.107929,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.069362,3.107929,3.107929,3.107929,1.000000,0.000000,,,32.989
117,4.833333,568.237,115.569,568.237,115.569,568.237,115.569,vlm_single_identity_visible_mask,center,568.237,140.661,140.661,25.092,25.092,cotracker_bottom,,,stage2_contact_policy,3.107929,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.921071,3.107929,3.107929,3.107929,1.000000,0.000000,,,34.738
118,4.875000,568.577,93.309,568.577,93.309,568.577,93.309,vlm_single_identity_visible_mask,center,568.577,118.028,118.028,24.719,24.719,cotracker_bottom,,,stage2_contact_policy,3.107929,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.080726,3.107929,3.107929,3.107929,1.000000,0.000000,,,35.337
119,4.916667,569.648,71.823,569.648,71.823,569.648,71.823,vlm_single_identity_visible_mask,center,569.648,98.827,98.827,27.004,27.004,cotracker_bottom,,,stage2_contact_policy,3.531501,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.597556,3.531501,3.531501,3.531501,1.000000,0.000000,,,35.288
120,4.958333,570.968,54.754,570.968,54.754,570.968,54.754,vlm_single_identity_visible_mask,center,570.968,83.029,83.029,28.275,28.275,cotracker_bottom,,,stage2_contact_policy,3.597087,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.531501,3.597087,3.597087,3.597087,1.000000,0.000000,,,35.337
121,5.000000,572.681,41.441,572.681,41.441,572.681,41.441,vlm_single_identity_visible_mask,center,572.681,70.726,70.726,29.285,29.285,cotracker_bottom,,,stage2_contact_policy,3.597556,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.597087,3.597556,3.597556,3.597556,1.000000,0.000000,,,35.166
122,5.041667,574.406,33.008,574.406,33.008,574.406,33.008,vlm_single_identity_visible_mask,center,574.406,62.165,62.165,29.157,29.157,cotracker_bottom,,,stage2_contact_policy,3.651109,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.651109,3.651109,3.651109,3.651109,1.000000,0.000000,,,34.898
123,5.083333,575.945,29.638,575.945,29.638,575.945,29.638,vlm_single_identity_visible_mask,center,575.945,57.927,57.927,28.289,28.289,cotracker_bottom,,,stage2_contact_policy,3.660600,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.741464,3.660600,3.660600,3.660600,1.000000,0.000000,,,34.281
124,5.125000,577.507,29.239,577.507,29.239,577.507,29.239,vlm_single_identity_visible_mask,center,577.507,58.071,58.071,28.832,28.832,cotracker_bottom,,,stage2_contact_policy,3.686814,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.686814,3.686814,3.686814,3.686814,1.000000,0.000000,,,34.272
125,5.166667,579.112,31.105,579.112,31.105,579.112,31.105,vlm_single_identity_visible_mask,center,579.112,62.483,62.483,31.378,31.378,cotracker_bottom,,,stage2_contact_policy,3.686814,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.660600,3.686814,3.686814,3.686814,1.000000,0.000000,,,34.632
126,5.208333,580.803,37.590,580.803,37.590,580.803,37.590,vlm_single_identity_visible_mask,center,580.803,69.968,69.968,32.378,32.378,cotracker_bottom,,,stage2_contact_policy,3.686814,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.693907,3.686814,3.686814,3.686814,1.000000,0.000000,,,35.270
127,5.250000,582.171,49.457,582.171,49.457,582.171,49.457,vlm_single_identity_visible_mask,center,582.171,80.945,80.945,31.488,31.488,cotracker_bottom,,,stage2_contact_policy,3.660600,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.741923,3.660600,3.660600,3.660600,1.000000,0.000000,,,35.220
128,5.291667,583.796,66.053,583.796,66.053,583.796,66.053,vlm_single_identity_visible_mask,center,583.796,98.056,98.056,32.003,32.003,cotracker_bottom,,,stage2_contact_policy,3.603758,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.603758,3.603758,3.603758,3.603758,1.000000,0.000000,,,35.351
