frame,time,object_name,center_x,center_y,center_source,tracking_available,track_center_x,track_center_y,track_center_source,mask_available,mask_center_x,mask_center_y,mask_area_px,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_w_px,bbox_h_px,enclosing_radius_px,major_axis_px,minor_axis_px,aspect_ratio,circularity,body_available,body_center_x,body_center_y,body_bbox_x1,body_bbox_y1,body_bbox_x2,body_bbox_y2,body_bbox_w_px,body_bbox_h_px,handle_side,handle_extra_left_px,handle_extra_right_px,track_geometry_conf,mask_conf,observation_conf,center_visible,left_x,left_y,left_visible,right_x,right_y,right_visible,top_x,top_y,top_visible,bottom_x,bottom_y,bottom_visible
47,1.916667,mug,726.229,215.619,mug_body_mask,1,726.229,215.619,cotracker_center_fallback,1,728.631,216.793,4715.0,690.000,175.000,768.000,261.000,78.000,86.000,44.280,90.555,69.071,0.906977,0.784652,1,728.304,216.991,697.000,175.000,760.000,260.000,64.000,86.000,unknown,7.000,7.000,0.500000,0.784652,0.784652,1.000000,690.068,217.047,1.000000,734.167,249.874,0.000000,728.048,182.681,0.000000,708.375,264.456,1.000000
48,1.958333,mug,726.468,213.085,mug_body_mask,1,726.468,213.085,cotracker_center_fallback,1,729.053,214.808,4707.5,689.000,173.000,768.000,259.000,79.000,86.000,44.068,90.953,67.856,0.918605,0.770772,1,728.946,214.895,698.000,173.000,761.000,258.000,64.000,86.000,left,9.000,6.000,0.500000,0.770772,0.770772,1.000000,690.485,214.542,1.000000,733.980,249.059,0.000000,728.609,180.952,0.000000,708.261,262.512,1.000000
49,2.000000,mug,726.470,211.046,mug_body_mask,1,726.470,211.046,cotracker_center_fallback,1,729.420,212.997,4721.0,692.000,171.000,768.000,257.000,76.000,86.000,44.224,91.176,66.836,0.883721,0.809033,1,729.297,213.046,698.000,171.000,762.000,256.000,65.000,86.000,unknown,6.000,5.000,0.500000,0.809033,0.809033,1.000000,690.909,212.665,1.000000,733.464,248.577,0.000000,728.917,179.152,0.000000,707.830,261.200,1.000000
50,2.041667,mug,726.652,209.101,mug_body_mask,1,726.652,209.101,cotracker_center_fallback,1,729.154,211.396,4799.5,691.000,169.000,769.000,256.000,78.000,87.000,44.645,90.971,68.347,0.896552,0.804142,1,728.937,211.498,697.000,169.000,762.000,255.000,66.000,87.000,unknown,6.000,6.000,0.500000,0.804142,0.804142,1.000000,691.320,210.816,1.000000,732.900,248.476,0.000000,729.840,177.507,0.000000,707.267,260.035,1.000000
51,2.083333,mug,726.772,206.539,mug_body_mask,1,726.772,206.539,cotracker_center_fallback,1,729.935,209.249,4727.5,692.000,167.000,770.000,254.000,78.000,87.000,44.216,90.754,67.792,0.896552,0.805808,1,729.744,209.308,698.000,167.000,763.000,253.000,66.000,87.000,unknown,6.000,6.000,0.500000,0.805808,0.805808,1.000000,691.690,208.532,1.000000,732.704,248.083,0.000000,730.263,175.524,0.000000,706.500,258.740,1.000000
52,2.125000,mug,726.697,204.362,mug_body_mask,1,726.697,204.362,cotracker_center_fallback,1,729.342,207.519,4819.5,690.000,164.000,770.000,252.000,80.000,88.000,44.635,91.741,68.022,0.909091,0.795007,1,729.288,207.528,697.000,164.000,763.000,251.000,67.000,88.000,unknown,7.000,6.000,0.500000,0.795007,0.795007,1.000000,691.879,206.510,1.000000,732.182,247.651,0.000000,730.347,173.925,0.000000,705.723,257.377,1.000000
53,2.166667,mug,726.327,202.445,mug_body_mask,1,726.327,202.445,cotracker_center_fallback,1,729.369,205.608,4842.0,689.000,162.000,770.000,250.000,81.000,88.000,44.876,91.691,68.196,0.920455,0.795339,1,729.343,205.605,696.000,162.000,764.000,249.000,69.000,88.000,unknown,7.000,5.000,0.250000,0.795339,0.795339,1.000000,691.919,204.734,1.000000,731.423,247.714,0.000000,730.688,172.343,0.000000,704.851,256.313,0.000000
54,2.208333,mug,726.014,200.203,mug_body_mask,1,726.014,200.203,cotracker_center_fallback,1,730.098,203.841,4764.5,691.000,161.000,771.000,248.000,80.000,87.000,44.802,91.080,66.505,0.919540,0.809220,1,729.843,203.920,697.000,161.000,764.000,247.000,68.000,87.000,unknown,6.000,6.000,0.250000,0.809220,0.809220,1.000000,691.923,202.660,1.000000,731.119,247.335,0.000000,730.808,170.436,0.000000,704.082,254.864,0.000000
55,2.250000,mug,725.746,197.809,mug_body_mask,1,725.746,197.809,cotracker_center_fallback,1,729.269,202.313,4846.5,689.000,159.000,771.000,247.000,82.000,88.000,45.110,92.205,67.543,0.931818,0.808309,1,728.996,202.395,695.000,159.000,764.000,246.000,70.000,88.000,unknown,6.000,6.000,0.250000,0.808309,0.808309,1.000000,692.094,200.359,1.000000,730.567,247.402,0.000000,731.300,168.633,0.000000,703.509,253.501,0.000000
56,2.291667,mug,725.431,195.771,mug_body_mask,1,725.431,195.771,cotracker_center_fallback,1,729.032,200.465,4848.0,689.000,157.000,771.000,245.000,82.000,88.000,45.375,92.597,67.570,0.931818,0.812021,1,729.067,200.427,695.000,157.000,765.000,244.000,71.000,88.000,unknown,6.000,5.000,0.250000,0.812021,0.812021,1.000000,692.283,198.333,1.000000,729.997,247.067,0.000000,731.196,167.376,0.000000,702.806,252.420,0.000000
57,2.333333,mug,725.312,193.915,mug_body_mask,1,725.312,193.915,cotracker_center_fallback,1,728.936,198.707,4865.5,688.000,155.000,771.000,243.000,83.000,88.000,45.409,93.418,67.503,0.943182,0.806602,1,728.889,198.712,694.000,155.000,765.000,242.000,72.000,88.000,unknown,6.000,5.000,0.250000,0.806602,0.806602,1.000000,692.702,196.434,1.000000,730.034,247.272,0.000000,731.646,165.946,0.000000,702.711,251.427,0.000000
58,2.375000,mug,724.967,191.490,mug_body_mask,1,724.967,191.490,cotracker_center_fallback,1,728.828,196.941,4873.5,687.000,153.000,771.000,241.000,84.000,88.000,45.783,92.955,68.119,0.954545,0.803088,1,728.855,196.921,694.000,153.000,765.000,240.000,72.000,88.000,unknown,7.000,5.000,0.250000,0.803088,0.803088,1.000000,692.830,194.135,1.000000,729.438,247.407,0.000000,731.930,164.178,0.000000,702.140,250.126,0.000000
59,2.416667,mug,724.652,189.687,mug_body_mask,1,724.652,189.687,cotracker_center_fallback,1,728.632,195.373,4878.0,687.000,152.000,771.000,239.000,84.000,87.000,46.976,93.130,67.544,0.965517,0.779688,1,728.495,195.410,694.000,152.000,764.000,238.000,71.000,87.000,unknown,7.000,6.000,0.250000,0.779688,0.779688,1.000000,692.930,192.294,1.000000,729.339,247.028,0.000000,731.844,162.743,0.000000,701.813,249.046,0.000000
60,2.458333,mug,723.826,188.180,mug_body_mask,1,723.826,188.180,cotracker_center_fallback,1,729.140,193.265,4771.5,687.000,150.000,771.000,237.000,84.000,87.000,44.546,91.822,66.748,0.965517,0.811608,1,729.075,193.259,694.000,150.000,765.000,236.000,72.000,87.000,unknown,7.000,5.000,0.250000,0.811608,0.811608,1.000000,692.727,190.562,1.000000,728.605,247.029,0.000000,731.680,161.710,0.000000,701.267,248.002,0.000000
61,2.500000,mug,723.174,186.891,mug_body_mask,1,723.174,186.891,cotracker_center_fallback,1,728.500,191.927,4809.5,687.000,149.000,771.000,235.000,84.000,86.000,44.805,91.844,66.875,0.976744,0.823081,1,728.499,191.903,693.000,149.000,765.000,234.000,73.000,86.000,unknown,6.000,5.000,0.250000,0.823081,0.823081,1.000000,692.434,189.103,1.000000,728.209,247.255,0.000000,732.018,160.606,0.000000,700.864,247.102,0.000000
62,2.541667,mug,722.542,185.819,mug_body_mask,1,722.542,185.819,cotracker_center_fallback,1,728.286,190.616,4794.5,686.000,148.000,771.000,234.000,85.000,86.000,45.061,92.086,67.075,0.988372,0.822596,1,728.309,190.572,693.000,148.000,765.000,233.000,73.000,86.000,unknown,7.000,5.000,0.000000,0.822596,0.822596,1.000000,692.010,187.923,0.000000,727.636,247.264,0.000000,731.809,159.945,0.000000,700.306,246.378,0.000000
63,2.583333,mug,721.987,184.846,mug_body_mask,1,721.987,184.846,cotracker_center_fallback,1,728.323,189.062,4702.0,687.000,147.000,771.000,232.000,84.000,85.000,44.356,90.822,66.888,0.988235,0.834776,1,728.337,189.029,692.000,147.000,766.000,231.000,75.000,85.000,unknown,5.000,4.000,0.000000,0.834776,0.834776,1.000000,691.636,186.947,0.000000,727.106,246.953,0.000000,731.830,159.263,0.000000,699.833,245.792,0.000000
64,2.625000,mug,721.508,183.746,mug_body_mask,1,721.508,183.746,cotracker_center_fallback,1,728.182,187.771,4714.0,687.000,145.000,771.000,231.000,84.000,86.000,44.434,91.460,66.608,0.976744,0.831719,1,728.025,187.778,692.000,145.000,765.000,230.000,74.000,86.000,unknown,5.000,5.000,0.000000,0.831719,0.831719,1.000000,691.279,185.735,0.000000,727.266,246.884,0.000000,731.628,158.918,0.000000,699.369,244.837,0.000000
65,2.666667,mug,727.984,186.562,mug_body_mask,1,728.500,186.000,cotracker_box_center,1,727.998,186.552,4707.5,687.000,144.000,771.000,229.000,84.000,85.000,44.735,91.291,67.317,0.988235,0.839445,1,727.732,186.587,691.000,144.000,765.000,228.000,75.000,85.000,unknown,4.000,5.000,1.000000,0.839445,1.000000,1.000000,687.000,186.562,1.000000,770.000,186.562,1.000000,727.984,144.000,1.000000,727.984,228.000,1.000000
66,2.708333,mug,728.438,185.325,mug_body_mask,1,728.905,185.673,cotracker_box_center,1,727.899,185.454,4684.5,686.000,143.000,771.000,228.000,85.000,85.000,44.157,91.732,66.729,1.000000,0.844959,1,727.913,185.409,691.000,143.000,766.000,227.000,76.000,85.000,unknown,5.000,4.000,1.000000,0.844959,1.000000,1.000000,687.512,185.248,1.000000,770.298,186.227,1.000000,728.643,143.568,1.000000,728.250,227.777,1.000000
67,2.750000,mug,727.993,184.223,mug_body_mask,1,728.745,185.105,cotracker_box_center,1,727.561,184.370,4734.0,686.000,142.000,771.000,227.000,85.000,85.000,44.696,91.770,67.106,1.000000,0.842629,1,727.547,184.342,690.000,142.000,766.000,226.000,77.000,85.000,unknown,4.000,4.000,1.000000,0.842629,1.000000,1.000000,687.321,184.012,1.000000,770.168,185.688,1.000000,728.466,142.768,1.000000,728.071,227.442,1.000000
68,2.791667,mug,727.685,183.016,mug_body_mask,1,728.669,184.372,cotracker_box_center,1,727.512,183.204,4735.0,686.000,141.000,771.000,226.000,85.000,85.000,44.143,91.551,67.593,1.000000,0.850289,1,727.536,183.158,690.000,141.000,766.000,225.000,77.000,85.000,unknown,4.000,4.000,1.000000,0.850289,1.000000,1.000000,687.195,182.700,1.000000,770.142,185.019,1.000000,728.499,141.777,1.000000,728.094,226.967,1.000000
69,2.833333,mug,727.363,181.837,mug_body_mask,1,728.473,183.669,cotracker_box_center,1,727.636,182.053,4718.5,685.000,140.000,771.000,224.000,86.000,84.000,44.268,91.666,67.579,1.023810,0.843586,1,727.669,181.995,690.000,140.000,766.000,223.000,77.000,84.000,unknown,5.000,4.000,1.000000,0.843586,1.000000,1.000000,686.981,181.465,1.000000,769.965,184.303,1.000000,728.497,140.795,1.000000,728.057,226.543,1.000000
70,2.875000,mug,727.177,180.639,mug_body_mask,1,728.360,183.069,cotracker_box_center,1,727.537,180.973,4709.5,686.000,139.000,771.000,223.000,85.000,84.000,44.165,91.104,67.444,1.011905,0.854826,1,727.623,180.895,690.000,139.000,766.000,222.000,77.000,84.000,unknown,4.000,4.000,1.000000,0.854826,1.000000,1.000000,686.896,180.152,1.000000,769.824,183.774,1.000000,728.674,139.936,1.000000,727.982,226.202,1.000000
71,2.916667,mug,726.841,179.468,mug_body_mask,1,728.119,182.561,cotracker_box_center,1,727.319,180.088,4709.5,685.000,138.000,771.000,222.000,86.000,84.000,44.311,91.363,67.649,1.023810,0.849468,1,727.492,179.987,690.000,138.000,766.000,221.000,77.000,84.000,unknown,5.000,4.000,1.000000,0.849468,1.000000,1.000000,686.592,178.779,1.000000,769.645,183.290,1.000000,728.625,139.249,1.000000,727.874,225.872,1.000000
72,2.958333,mug,726.723,178.195,mug_body_mask,1,726.723,178.195,cotracker_center_fallback,1,727.166,179.306,4692.0,685.000,137.000,771.000,221.000,86.000,84.000,44.178,92.194,66.494,1.023810,0.835154,1,727.192,179.236,689.000,137.000,766.000,220.000,78.000,84.000,unknown,4.000,4.000,0.500000,0.835154,0.835154,1.000000,686.687,177.473,0.000000,769.685,182.897,1.000000,728.854,138.539,0.000000,728.047,225.570,1.000000
73,3.000000,mug,726.449,177.283,mug_body_mask,1,726.449,177.283,cotracker_center_fallback,1,727.048,178.521,4659.0,685.000,137.000,771.000,219.000,86.000,82.000,44.259,90.282,68.395,1.048780,0.854824,1,727.126,178.452,689.000,137.000,766.000,218.000,78.000,82.000,unknown,4.000,4.000,0.500000,0.854824,0.854824,1.000000,686.528,176.558,0.000000,769.392,182.578,1.000000,728.820,137.972,0.000000,728.100,225.500,1.000000
74,3.041667,mug,726.391,176.429,mug_body_mask,1,726.391,176.429,cotracker_center_fallback,1,726.879,177.783,4654.0,685.000,136.000,770.000,218.000,85.000,82.000,44.148,91.255,66.242,1.036585,0.859338,1,727.029,177.699,689.000,136.000,766.000,217.000,78.000,82.000,unknown,4.000,3.000,0.500000,0.859338,0.859338,1.000000,686.547,175.602,0.000000,769.320,182.197,1.000000,729.108,137.290,0.000000,728.205,225.279,1.000000
75,3.083333,mug,726.067,175.763,mug_body_mask,1,726.067,175.763,cotracker_center_fallback,1,726.800,177.067,4657.0,685.000,136.000,770.000,217.000,85.000,81.000,44.253,91.190,66.416,1.049383,0.857634,1,726.793,177.017,688.000,136.000,766.000,216.000,79.000,81.000,unknown,3.000,3.000,0.500000,0.857634,0.857634,1.000000,686.215,174.924,0.000000,768.998,181.842,1.000000,728.973,136.855,0.000000,728.171,225.252,1.000000
76,3.125000,mug,726.172,175.219,mug_body_mask,1,726.172,175.219,cotracker_center_fallback,1,726.758,176.510,4649.5,685.000,136.000,770.000,216.000,85.000,80.000,44.300,90.805,66.193,1.062500,0.857846,1,726.798,176.447,688.000,136.000,766.000,215.000,79.000,80.000,unknown,3.000,3.000,0.500000,0.857846,0.857846,1.000000,686.337,174.281,0.000000,768.974,181.460,1.000000,729.374,136.411,0.000000,728.351,225.007,1.000000
77,3.166667,mug,726.084,174.756,mug_body_mask,1,726.084,174.756,cotracker_center_fallback,1,726.682,175.990,4650.0,685.000,135.000,770.000,216.000,85.000,81.000,44.303,91.370,65.680,1.049383,0.848715,1,726.710,175.939,688.000,135.000,766.000,215.000,79.000,81.000,unknown,3.000,3.000,0.500000,0.848715,0.848715,1.000000,686.202,173.788,0.000000,768.864,181.152,1.000000,729.280,136.085,0.000000,728.355,224.994,1.000000
78,3.208333,mug,725.895,174.428,mug_body_mask,1,725.895,174.428,cotracker_center_fallback,1,726.644,175.513,4640.5,685.000,135.000,770.000,216.000,85.000,81.000,44.245,90.955,65.643,1.049383,0.850776,1,726.701,175.448,688.000,135.000,766.000,215.000,79.000,81.000,unknown,3.000,3.000,0.500000,0.850776,0.850776,1.000000,686.031,173.418,0.000000,768.810,180.957,1.000000,729.219,135.910,0.000000,728.264,224.874,1.000000
79,3.250000,mug,725.927,174.001,mug_body_mask,1,725.927,174.001,cotracker_center_fallback,1,726.626,175.212,4651.0,684.000,135.000,770.000,215.000,86.000,80.000,44.345,91.328,65.716,1.075000,0.848898,1,726.521,175.191,687.000,135.000,766.000,214.000,80.000,80.000,unknown,3.000,3.000,0.500000,0.848898,0.848898,1.000000,686.008,172.956,0.000000,768.744,180.635,1.000000,729.166,135.574,0.000000,728.152,224.686,1.000000
80,3.291667,mug,725.809,173.708,mug_body_mask,1,725.809,173.708,cotracker_center_fallback,1,726.631,174.904,4628.5,684.000,135.000,770.000,215.000,86.000,80.000,44.313,91.688,65.601,1.075000,0.848576,1,726.546,174.880,687.000,135.000,766.000,214.000,80.000,80.000,unknown,3.000,3.000,0.500000,0.848576,0.848576,1.000000,686.009,172.633,0.000000,768.561,180.409,1.000000,729.068,135.396,0.000000,727.955,224.552,1.000000
81,3.333333,mug,725.747,173.673,mug_body_mask,1,725.747,173.673,cotracker_center_fallback,1,726.508,174.882,4638.5,684.000,134.000,770.000,215.000,86.000,81.000,44.318,92.123,65.330,1.061728,0.845052,1,726.452,174.850,687.000,134.000,766.000,214.000,80.000,81.000,unknown,3.000,3.000,0.500000,0.845052,0.845052,1.000000,685.909,172.649,0.000000,768.448,180.335,1.000000,728.986,135.355,0.000000,728.012,224.633,1.000000
82,3.375000,mug,725.753,173.961,mug_body_mask,1,725.753,173.961,cotracker_center_fallback,1,726.338,175.146,4642.0,684.000,135.000,770.000,215.000,86.000,80.000,44.254,91.251,65.754,1.075000,0.854872,1,726.321,175.107,687.000,135.000,766.000,214.000,80.000,80.000,unknown,3.000,3.000,0.500000,0.854872,0.854872,1.000000,685.872,172.979,0.000000,768.310,180.337,1.000000,728.824,135.541,0.000000,727.913,224.614,1.000000
83,3.416667,mug,725.719,174.513,mug_body_mask,1,725.719,174.513,cotracker_center_fallback,1,726.173,175.624,4657.0,684.000,135.000,770.000,216.000,86.000,81.000,44.407,91.559,66.168,1.061728,0.852220,1,725.987,175.609,687.000,135.000,765.000,215.000,79.000,81.000,unknown,3.000,4.000,0.500000,0.852220,0.852220,1.000000,685.786,173.657,0.000000,768.220,180.396,1.000000,728.628,135.809,0.000000,727.906,224.662,1.000000
84,3.458333,mug,725.581,175.514,mug_body_mask,1,725.581,175.514,cotracker_center_fallback,1,726.002,176.484,4674.5,684.000,135.000,770.000,217.000,86.000,82.000,44.259,91.335,67.638,1.048780,0.853841,1,726.066,176.414,688.000,135.000,765.000,216.000,78.000,82.000,unknown,4.000,4.000,0.500000,0.853841,0.853841,1.000000,685.701,174.581,0.000000,768.130,180.762,1.000000,728.374,136.186,0.000000,727.781,224.723,1.000000
85,3.500000,mug,725.505,177.148,mug_body_mask,1,725.505,177.148,cotracker_center_fallback,1,725.686,177.678,4678.0,684.000,136.000,769.000,219.000,85.000,83.000,44.394,91.846,66.084,1.024096,0.843144,1,725.607,177.639,688.000,136.000,764.000,218.000,77.000,83.000,unknown,4.000,4.000,0.500000,0.843144,0.843144,1.000000,685.600,176.365,0.000000,767.891,181.174,1.000000,727.878,137.167,0.000000,727.781,225.044,1.000000
86,3.541667,mug,725.352,178.831,mug_body_mask,1,725.352,178.831,cotracker_center_fallback,1,725.481,179.135,4698.5,684.000,137.000,769.000,221.000,85.000,84.000,44.311,91.896,66.235,1.011905,0.845285,1,725.483,179.089,688.000,137.000,764.000,220.000,77.000,84.000,unknown,4.000,4.000,0.500000,0.845285,0.845285,1.000000,685.514,178.199,0.000000,767.917,181.564,1.000000,727.726,137.980,0.000000,727.874,225.194,1.000000
87,3.583333,mug,725.297,180.553,mug_body_mask,1,726.575,181.198,cotracker_lr_center,1,725.081,180.813,4705.0,684.000,138.000,768.000,223.000,84.000,85.000,44.679,92.232,66.638,0.988235,0.850219,1,725.001,180.785,688.000,138.000,763.000,222.000,76.000,85.000,unknown,4.000,4.000,0.750000,0.850219,0.850219,1.000000,685.361,180.359,1.000000,767.789,182.037,1.000000,727.285,138.934,0.000000,727.796,225.698,1.000000
88,3.625000,mug,725.352,182.546,mug_body_mask,1,726.489,182.634,cotracker_lr_center,1,724.643,182.600,4731.5,684.000,139.000,768.000,226.000,84.000,87.000,44.878,93.366,66.137,0.965517,0.833290,1,724.717,182.528,689.000,139.000,762.000,225.000,74.000,87.000,unknown,5.000,5.000,0.750000,0.833290,0.833290,1.000000,685.305,182.744,1.000000,767.673,182.524,1.000000,726.763,139.994,0.000000,727.492,226.156,1.000000
89,3.666667,mug,724.960,185.565,mug_body_mask,1,726.022,184.318,cotracker_box_center,1,724.192,184.841,4719.5,684.000,142.000,767.000,228.000,83.000,86.000,44.697,91.696,66.249,0.965116,0.826923,1,723.943,184.863,689.000,142.000,760.000,227.000,72.000,86.000,unknown,5.000,6.000,1.000000,0.826923,1.000000,1.000000,684.780,186.026,1.000000,767.264,183.153,1.000000,726.068,141.661,1.000000,727.454,226.974,1.000000
90,3.708333,mug,724.577,188.533,mug_body_mask,1,725.378,185.596,cotracker_box_center,1,723.416,186.970,4679.5,683.000,144.000,766.000,231.000,83.000,87.000,44.329,91.092,66.412,0.954023,0.800833,1,723.333,186.958,690.000,144.000,758.000,230.000,69.000,87.000,unknown,7.000,7.000,1.000000,0.800833,1.000000,1.000000,684.160,189.620,1.000000,766.595,183.658,1.000000,724.977,143.377,1.000000,727.036,227.815,1.000000
91,3.750000,mug,724.555,191.799,mug_body_mask,1,724.964,186.977,cotracker_box_center,1,722.711,189.577,4681.5,683.000,147.000,764.000,234.000,81.000,87.000,44.933,91.399,65.813,0.931034,0.804053,1,722.681,189.590,690.000,147.000,757.000,233.000,68.000,87.000,unknown,7.000,6.000,1.000000,0.804053,1.000000,1.000000,683.767,193.671,1.000000,766.161,184.040,1.000000,724.297,144.925,1.000000,727.176,229.030,1.000000
92,3.791667,mug,724.172,195.522,mug_body_mask,1,724.381,191.437,cotracker_lr_center,1,722.141,192.112,4687.0,683.000,149.000,763.000,236.000,80.000,87.000,44.913,90.718,66.405,0.919540,0.787844,1,722.212,192.112,690.000,149.000,756.000,235.000,67.000,87.000,unknown,7.000,6.000,0.750000,0.787844,0.787844,1.000000,683.137,198.243,1.000000,765.625,184.630,1.000000,723.257,146.842,1.000000,727.077,230.689,0.000000
93,3.833333,mug,724.006,199.231,mug_body_mask,1,724.199,194.078,cotracker_lr_center,1,721.168,195.004,4718.0,683.000,153.000,762.000,239.000,79.000,86.000,45.328,92.026,66.597,0.918605,0.795877,1,720.857,195.165,689.000,153.000,754.000,238.000,66.000,86.000,unknown,6.000,7.000,0.750000,0.795877,0.795877,1.000000,683.161,202.986,1.000000,765.238,185.170,1.000000,722.582,148.882,1.000000,727.774,232.686,0.000000
94,3.875000,mug,723.331,202.921,mug_body_mask,1,723.694,196.564,cotracker_lr_center,1,720.260,197.821,4739.0,682.000,155.000,760.000,242.000,78.000,87.000,45.682,92.322,67.456,0.896552,0.781159,1,719.965,197.995,689.000,155.000,752.000,241.000,64.000,87.000,unknown,7.000,7.000,0.750000,0.781159,0.781159,1.000000,682.694,207.321,1.000000,764.694,185.807,1.000000,721.490,151.013,1.000000,727.893,234.674,0.000000
95,3.916667,mug,722.366,206.345,mug_body_mask,1,723.005,199.072,cotracker_lr_center,1,718.712,200.492,4746.0,677.000,159.000,758.000,244.000,81.000,85.000,45.453,90.918,69.343,0.952941,0.756419,1,718.577,200.659,688.000,159.000,750.000,243.000,63.000,85.000,left,11.000,7.000,0.750000,0.756419,0.756419,1.000000,681.964,211.696,1.000000,764.045,186.447,1.000000,720.289,153.612,1.000000,727.846,236.572,0.000000
96,3.958333,mug,720.480,209.321,mug_body_mask,1,721.748,201.038,cotracker_lr_center,1,716.752,202.987,4697.5,677.000,162.000,755.000,246.000,78.000,84.000,44.878,90.858,69.291,0.928571,0.760793,1,716.638,203.133,686.000,162.000,748.000,245.000,63.000,84.000,left,9.000,6.000,0.750000,0.760793,0.760793,1.000000,680.270,215.089,1.000000,763.227,186.987,1.000000,718.473,155.660,1.000000,727.167,238.290,0.000000
97,4.000000,mug,713.902,206.346,mug_body_mask,1,711.000,207.000,cotracker_box_center,1,713.934,206.350,4682.5,672.000,166.000,751.000,249.000,79.000,83.000,44.541,89.727,71.282,0.951807,0.750182,1,714.045,206.366,683.000,166.000,746.000,248.000,64.000,83.000,left,11.000,4.000,1.000000,0.750182,1.000000,1.000000,672.000,206.346,1.000000,750.000,206.346,1.000000,713.902,166.000,1.000000,713.902,248.000,1.000000
98,4.041667,mug,711.776,208.820,mug_body_mask,1,709.874,209.431,cotracker_box_center,1,710.344,209.742,4710.5,667.000,170.000,748.000,252.000,81.000,82.000,44.640,90.628,70.754,0.987805,0.735340,1,710.653,209.682,680.000,170.000,742.000,251.000,63.000,82.000,left,13.000,5.000,1.000000,0.735340,1.000000,1.000000,669.849,210.654,1.000000,749.899,207.218,1.000000,711.187,169.138,1.000000,713.501,249.723,1.000000
99,4.083333,mug,707.055,213.204,mug_body_mask,1,707.397,211.398,cotracker_lr_center,1,705.947,213.201,4641.5,666.000,173.000,741.000,255.000,75.000,82.000,43.568,91.033,69.669,0.914634,0.776529,1,706.270,213.061,675.000,173.000,738.000,254.000,64.000,82.000,left,9.000,2.000,0.750000,0.776529,0.776529,1.000000,665.158,214.884,1.000000,749.636,207.912,1.000000,706.394,172.812,1.000000,711.993,251.340,0.000000
100,4.125000,mug,702.272,217.958,mug_body_mask,1,705.009,214.538,cotracker_lr_center,1,700.299,217.220,4722.5,660.000,177.000,735.000,259.000,75.000,82.000,44.534,90.415,72.136,0.914634,0.772900,1,701.003,216.969,670.000,177.000,732.000,258.000,63.000,82.000,left,10.000,2.000,0.750000,0.772900,0.772900,1.000000,660.458,219.804,1.000000,749.561,209.271,1.000000,701.317,176.486,1.000000,709.712,253.523,0.000000
101,4.166667,mug,695.863,224.137,mug_body_mask,1,702.072,218.487,cotracker_lr_center,1,695.026,221.775,4651.0,656.000,182.000,730.000,264.000,74.000,82.000,45.148,90.304,70.358,0.902439,0.772871,1,695.351,221.663,664.000,182.000,727.000,263.000,64.000,82.000,left,8.000,2.000,0.750000,0.772871,0.772871,1.000000,654.365,225.593,1.000000,749.779,211.380,1.000000,694.990,181.526,1.000000,707.923,255.360,0.000000
102,4.208333,mug,689.835,230.360,mug_body_mask,1,699.157,222.326,cotracker_lr_center,1,688.165,227.581,4696.5,650.000,188.000,723.000,269.000,73.000,81.000,44.696,89.881,72.888,0.901235,0.791326,1,688.649,227.419,658.000,188.000,720.000,268.000,63.000,81.000,left,8.000,2.000,0.750000,0.791326,0.791326,1.000000,648.548,231.829,1.000000,749.766,212.822,1.000000,688.768,187.083,1.000000,705.518,256.360,0.000000
103,4.250000,mug,682.168,237.343,mug_body_mask,1,695.641,224.870,cotracker_box_center,1,680.247,234.850,4747.0,642.000,195.000,715.000,276.000,73.000,81.000,44.324,88.038,74.967,0.901235,0.808183,1,680.582,234.699,649.000,195.000,712.000,275.000,64.000,81.000,left,7.000,2.000,1.000000,0.808183,1.000000,1.000000,641.421,239.286,1.000000,749.860,213.731,1.000000,682.012,193.947,1.000000,706.880,255.794,1.000000
104,4.291667,mug,673.412,245.956,mug_body_mask,1,692.198,229.526,cotracker_box_center,1,672.908,244.313,4768.0,636.000,205.000,708.000,289.000,72.000,84.000,45.329,91.469,71.861,0.857143,0.801947,1,672.968,244.259,641.000,205.000,705.000,288.000,65.000,84.000,left,5.000,2.000,1.000000,0.801947,1.000000,1.000000,633.676,248.416,1.000000,750.720,214.193,1.000000,673.498,202.517,1.000000,707.128,256.534,1.000000
105,4.333333,mug,664.596,257.042,mug_body_mask,1,688.574,235.833,cotracker_box_center,1,663.536,255.487,4764.0,627.000,216.000,698.000,299.000,71.000,83.000,44.539,91.974,72.173,0.855422,0.809032,1,663.501,255.510,632.000,216.000,695.000,298.000,64.000,83.000,left,5.000,2.000,1.000000,0.809032,1.000000,1.000000,625.761,259.712,1.000000,751.387,214.366,1.000000,664.207,213.572,1.000000,706.928,258.094,1.000000
106,4.375000,mug,655.502,270.717,mug_body_mask,1,684.686,242.759,cotracker_box_center,1,654.858,267.408,4729.5,622.000,228.000,689.000,311.000,67.000,83.000,44.909,91.410,72.305,0.807229,0.821621,1,654.539,267.570,623.000,228.000,686.000,310.000,64.000,83.000,unknown,1.000,2.000,1.000000,0.821621,1.000000,1.000000,616.827,273.118,1.000000,752.545,214.378,1.000000,655.565,226.670,1.000000,706.907,258.847,1.000000
