query_id,case_name,stage,frame,start_frame,end_frame,time,query_type,input_image_path,input_render_path,highlight_layer,question,choices,hoi_profile_source,object_part_choices,contact_relation_choices,gate_policy,evidence_sha256,visual_factor_roles,contact_factor_roles
stage4:anchor_update_check:00001-00001,back_view_basketball,stage4,1,1,1,,anchor_update_check,samples_known_object/12_back_view_basketball/results/full_audio_vlm/vlm/stage4/evidence/frame00001_anchor_update_check.png,samples_known_object/12_back_view_basketball/results/full_audio_vlm/vlm/stage4/evidence/frame00001_anchor_update_check.png,before_after_anchor_update_overlay,"Using the visual guide in the image: the dark render is the predicted object geometry, the green overlay is the visual object measurement, yellow marks are active read-only human contact sites, and gray marks are inactive sites. Does the predicted object preserve both visible alignment and active contact without creating a wrong contact?",improvement|no_change|worse_overlay|wrong_contact|unclear,case_config,ball_center|ball_boundary|ball_bottom|background|unclear,left_hand|right_hand|floor|body|nothing_nearby|unclear,forced_choice_gate_only_no_continuous_pose_or_loss,153999e5be6e34c02b54193891de65c90b0307881797c70d84bef329f9fc96cb,point_reprojection|line_reprojection|mask_silhouette|metric_depth|depth_order,contact_distance|contact_relative_velocity|local_anchor_constancy
stage4:contact_relation_check:00001-00001,back_view_basketball,stage4,1,1,1,,contact_relation_check,samples_known_object/12_back_view_basketball/results/full_audio_vlm/vlm/stage4/evidence/frame00001_contact_relation_check.png,samples_known_object/12_back_view_basketball/results/full_audio_vlm/vlm/stage4/evidence/frame00001_contact_relation_check.png,contact_candidate_overlay,What is the highlighted object contact region closest to?,left_hand|right_hand|floor|body|nothing_nearby|unclear,case_config,ball_center|ball_boundary|ball_bottom|background|unclear,left_hand|right_hand|floor|body|nothing_nearby|unclear,forced_choice_gate_only_no_continuous_pose_or_loss,1a7e6edd1fb18b12faa9a18941a8fdb660ec589c9087ac9e46f9f858392aec50,point_reprojection|line_reprojection|mask_silhouette|metric_depth|depth_order,contact_distance|contact_relative_velocity|local_anchor_constancy
stage4:overlay_alignment_check:00001-00001,back_view_basketball,stage4,1,1,1,,overlay_alignment_check,samples_known_object/12_back_view_basketball/results/full_audio_vlm/vlm/stage4/evidence/frame00001_overlay_alignment_check.png,samples_known_object/12_back_view_basketball/results/full_audio_vlm/vlm/stage4/evidence/frame00001_overlay_alignment_check.png,render_overlay,"Does the rendered object overlay sit on top of the same visible physical object in the video? Choose aligned only if the rendered object follows the real visible object; choose lateral_shift, wrong_scale, or rotation_error if it is offset, too long/short, or at a different angle.",aligned|lateral_shift|depth_shift|wrong_scale|rotation_error|wrong_object|unclear,case_config,ball_center|ball_boundary|ball_bottom|background|unclear,left_hand|right_hand|floor|body|nothing_nearby|unclear,forced_choice_gate_only_no_continuous_pose_or_loss,813162d66afe658ab24b440240b2949f66356bf51e49c867667771389845dfb1,point_reprojection|line_reprojection|mask_silhouette|metric_depth|depth_order,contact_distance|contact_relative_velocity|local_anchor_constancy
stage4:temporal_motion_check:00001-00001,back_view_basketball,stage4,1,1,1,,temporal_motion_check,samples_known_object/12_back_view_basketball/results/full_audio_vlm/vlm/stage4/evidence/frame00001_temporal_motion_check.png,samples_known_object/12_back_view_basketball/results/full_audio_vlm/vlm/stage4/evidence/frame00001_temporal_motion_check.png,temporal_triplet_overlay,"In the three-panel neighboring-frame view, do the predicted object geometry and visual object measurement move consistently without sudden jumps, wrong-object tracking, or physically implausible motion?",consistent|jumps_unnaturally|wrong_object_tracking|physically_implausible|unclear,case_config,ball_center|ball_boundary|ball_bottom|background|unclear,left_hand|right_hand|floor|body|nothing_nearby|unclear,forced_choice_gate_only_no_continuous_pose_or_loss,5b524c4f03f5a24feab26e2478a4d9602596f07f307c9e0c9323ca3355c23f2a,point_reprojection|line_reprojection|mask_silhouette|metric_depth|depth_order,contact_distance|contact_relative_velocity|local_anchor_constancy
stage4:constraint_reliability_check:00001-00003,back_view_basketball,stage4,2,1,3,0.041667,constraint_reliability_check,samples_known_object/12_back_view_basketball/results/full_audio_vlm/vlm/stage4/evidence/frame00002_constraint_reliability_check.png,samples_known_object/12_back_view_basketball/results/full_audio_vlm/vlm/stage4/evidence/frame00002_constraint_reliability_check.png,visual_contact_constraint_temporal_overlay,"Judge each overlay against the physical object pixels, not against the dark render. The green overlay is a visual object measurement. Yellow marks are active human contact sites from a read-only body estimate. Use this rubric: choose both_consistent when green follows the visible physical object and every yellow active site lies on that same object at a plausible hand contact; choose visual_observation_reliable when green follows the physical object but a yellow site is visibly off it; choose contact_relation_reliable when yellow sites lie on the physical object but green tracks the wrong location, extent, or angle; otherwise choose unclear. Never choose visual_observation_reliable merely because green agrees with the dark render.",both_consistent|visual_observation_reliable|contact_relation_reliable|unclear,case_config,ball_center|ball_boundary|ball_bottom|background|unclear,left_hand|right_hand|floor|body|nothing_nearby|unclear,forced_choice_gate_only_no_continuous_pose_or_loss,b4e80361ea4f9576a179543627bfc072472b88f99b32ed66aecf5e902b75f4fc,point_reprojection|line_reprojection|mask_silhouette|metric_depth|depth_order,contact_distance|contact_relative_velocity|local_anchor_constancy
stage4:constraint_reliability_check:00023-00023,back_view_basketball,stage4,23,23,23,0.916667,constraint_reliability_check,samples_known_object/12_back_view_basketball/results/full_audio_vlm/vlm/stage4/evidence/frame00023_constraint_reliability_check.png,samples_known_object/12_back_view_basketball/results/full_audio_vlm/vlm/stage4/evidence/frame00023_constraint_reliability_check.png,visual_contact_constraint_temporal_overlay,"Judge each overlay against the physical object pixels, not against the dark render. The green overlay is a visual object measurement. Yellow marks are active human contact sites from a read-only body estimate. Use this rubric: choose both_consistent when green follows the visible physical object and every yellow active site lies on that same object at a plausible hand contact; choose visual_observation_reliable when green follows the physical object but a yellow site is visibly off it; choose contact_relation_reliable when yellow sites lie on the physical object but green tracks the wrong location, extent, or angle; otherwise choose unclear. Never choose visual_observation_reliable merely because green agrees with the dark render.",both_consistent|visual_observation_reliable|contact_relation_reliable|unclear,case_config,ball_center|ball_boundary|ball_bottom|background|unclear,left_hand|right_hand|floor|body|nothing_nearby|unclear,forced_choice_gate_only_no_continuous_pose_or_loss,c6aaf2ca5e50b5c326f7c5b01e11e6233b199aa64c57afab0336ad4ed7bacac9,point_reprojection|line_reprojection|mask_silhouette|metric_depth|depth_order,contact_distance|contact_relative_velocity|local_anchor_constancy
stage4:constraint_reliability_check:00042-00042,back_view_basketball,stage4,42,42,42,1.708333,constraint_reliability_check,samples_known_object/12_back_view_basketball/results/full_audio_vlm/vlm/stage4/evidence/frame00042_constraint_reliability_check.png,samples_known_object/12_back_view_basketball/results/full_audio_vlm/vlm/stage4/evidence/frame00042_constraint_reliability_check.png,visual_contact_constraint_temporal_overlay,"Judge each overlay against the physical object pixels, not against the dark render. The green overlay is a visual object measurement. Yellow marks are active human contact sites from a read-only body estimate. Use this rubric: choose both_consistent when green follows the visible physical object and every yellow active site lies on that same object at a plausible hand contact; choose visual_observation_reliable when green follows the physical object but a yellow site is visibly off it; choose contact_relation_reliable when yellow sites lie on the physical object but green tracks the wrong location, extent, or angle; otherwise choose unclear. Never choose visual_observation_reliable merely because green agrees with the dark render.",both_consistent|visual_observation_reliable|contact_relation_reliable|unclear,case_config,ball_center|ball_boundary|ball_bottom|background|unclear,left_hand|right_hand|floor|body|nothing_nearby|unclear,forced_choice_gate_only_no_continuous_pose_or_loss,7614bf05fcbd0e06700f2cbf9fa69e278ca34ee71e04aa41c557eccaf85b8210,point_reprojection|line_reprojection|mask_silhouette|metric_depth|depth_order,contact_distance|contact_relative_velocity|local_anchor_constancy
stage4:constraint_reliability_check:00058-00058,back_view_basketball,stage4,58,58,58,2.375000,constraint_reliability_check,samples_known_object/12_back_view_basketball/results/full_audio_vlm/vlm/stage4/evidence/frame00058_constraint_reliability_check.png,samples_known_object/12_back_view_basketball/results/full_audio_vlm/vlm/stage4/evidence/frame00058_constraint_reliability_check.png,visual_contact_constraint_temporal_overlay,"Judge each overlay against the physical object pixels, not against the dark render. The green overlay is a visual object measurement. Yellow marks are active human contact sites from a read-only body estimate. Use this rubric: choose both_consistent when green follows the visible physical object and every yellow active site lies on that same object at a plausible hand contact; choose visual_observation_reliable when green follows the physical object but a yellow site is visibly off it; choose contact_relation_reliable when yellow sites lie on the physical object but green tracks the wrong location, extent, or angle; otherwise choose unclear. Never choose visual_observation_reliable merely because green agrees with the dark render.",both_consistent|visual_observation_reliable|contact_relation_reliable|unclear,case_config,ball_center|ball_boundary|ball_bottom|background|unclear,left_hand|right_hand|floor|body|nothing_nearby|unclear,forced_choice_gate_only_no_continuous_pose_or_loss,878dc579f19eab5e31e76b2d7ffd47ca46574ffe47afab8808dc37a3d0446ce6,point_reprojection|line_reprojection|mask_silhouette|metric_depth|depth_order,contact_distance|contact_relative_velocity|local_anchor_constancy
stage4:constraint_reliability_check:00073-00073,back_view_basketball,stage4,73,73,73,3.000000,constraint_reliability_check,samples_known_object/12_back_view_basketball/results/full_audio_vlm/vlm/stage4/evidence/frame00073_constraint_reliability_check.png,samples_known_object/12_back_view_basketball/results/full_audio_vlm/vlm/stage4/evidence/frame00073_constraint_reliability_check.png,visual_contact_constraint_temporal_overlay,"Judge each overlay against the physical object pixels, not against the dark render. The green overlay is a visual object measurement. Yellow marks are active human contact sites from a read-only body estimate. Use this rubric: choose both_consistent when green follows the visible physical object and every yellow active site lies on that same object at a plausible hand contact; choose visual_observation_reliable when green follows the physical object but a yellow site is visibly off it; choose contact_relation_reliable when yellow sites lie on the physical object but green tracks the wrong location, extent, or angle; otherwise choose unclear. Never choose visual_observation_reliable merely because green agrees with the dark render.",both_consistent|visual_observation_reliable|contact_relation_reliable|unclear,case_config,ball_center|ball_boundary|ball_bottom|background|unclear,left_hand|right_hand|floor|body|nothing_nearby|unclear,forced_choice_gate_only_no_continuous_pose_or_loss,70607f67249bb3e94a17e737370be67939dc2a631149435b825b0a2b318f60ce,point_reprojection|line_reprojection|mask_silhouette|metric_depth|depth_order,contact_distance|contact_relative_velocity|local_anchor_constancy
stage4:constraint_reliability_check:00078-00078,back_view_basketball,stage4,78,78,78,3.208333,constraint_reliability_check,samples_known_object/12_back_view_basketball/results/full_audio_vlm/vlm/stage4/evidence/frame00078_constraint_reliability_check.png,samples_known_object/12_back_view_basketball/results/full_audio_vlm/vlm/stage4/evidence/frame00078_constraint_reliability_check.png,visual_contact_constraint_temporal_overlay,"Judge each overlay against the physical object pixels, not against the dark render. The green overlay is a visual object measurement. Yellow marks are active human contact sites from a read-only body estimate. Use this rubric: choose both_consistent when green follows the visible physical object and every yellow active site lies on that same object at a plausible hand contact; choose visual_observation_reliable when green follows the physical object but a yellow site is visibly off it; choose contact_relation_reliable when yellow sites lie on the physical object but green tracks the wrong location, extent, or angle; otherwise choose unclear. Never choose visual_observation_reliable merely because green agrees with the dark render.",both_consistent|visual_observation_reliable|contact_relation_reliable|unclear,case_config,ball_center|ball_boundary|ball_bottom|background|unclear,left_hand|right_hand|floor|body|nothing_nearby|unclear,forced_choice_gate_only_no_continuous_pose_or_loss,203deeb2f497cb1589089641aca1c61ed28ac6914c8102d69ce7017b41490ce4,point_reprojection|line_reprojection|mask_silhouette|metric_depth|depth_order,contact_distance|contact_relative_velocity|local_anchor_constancy
stage4:constraint_reliability_check:00096-00096,back_view_basketball,stage4,96,96,96,3.958333,constraint_reliability_check,samples_known_object/12_back_view_basketball/results/full_audio_vlm/vlm/stage4/evidence/frame00096_constraint_reliability_check.png,samples_known_object/12_back_view_basketball/results/full_audio_vlm/vlm/stage4/evidence/frame00096_constraint_reliability_check.png,visual_contact_constraint_temporal_overlay,"Judge each overlay against the physical object pixels, not against the dark render. The green overlay is a visual object measurement. Yellow marks are active human contact sites from a read-only body estimate. Use this rubric: choose both_consistent when green follows the visible physical object and every yellow active site lies on that same object at a plausible hand contact; choose visual_observation_reliable when green follows the physical object but a yellow site is visibly off it; choose contact_relation_reliable when yellow sites lie on the physical object but green tracks the wrong location, extent, or angle; otherwise choose unclear. Never choose visual_observation_reliable merely because green agrees with the dark render.",both_consistent|visual_observation_reliable|contact_relation_reliable|unclear,case_config,ball_center|ball_boundary|ball_bottom|background|unclear,left_hand|right_hand|floor|body|nothing_nearby|unclear,forced_choice_gate_only_no_continuous_pose_or_loss,801dcc2a4b79ec36fd211c3c4b3da84ef2863ced149964161407e7f5fc4bce58,point_reprojection|line_reprojection|mask_silhouette|metric_depth|depth_order,contact_distance|contact_relative_velocity|local_anchor_constancy
stage4:constraint_reliability_check:00161-00162,back_view_basketball,stage4,161,161,162,6.666667,constraint_reliability_check,samples_known_object/12_back_view_basketball/results/full_audio_vlm/vlm/stage4/evidence/frame00161_constraint_reliability_check.png,samples_known_object/12_back_view_basketball/results/full_audio_vlm/vlm/stage4/evidence/frame00161_constraint_reliability_check.png,visual_contact_constraint_temporal_overlay,"Judge each overlay against the physical object pixels, not against the dark render. The green overlay is a visual object measurement. Yellow marks are active human contact sites from a read-only body estimate. Use this rubric: choose both_consistent when green follows the visible physical object and every yellow active site lies on that same object at a plausible hand contact; choose visual_observation_reliable when green follows the physical object but a yellow site is visibly off it; choose contact_relation_reliable when yellow sites lie on the physical object but green tracks the wrong location, extent, or angle; otherwise choose unclear. Never choose visual_observation_reliable merely because green agrees with the dark render.",both_consistent|visual_observation_reliable|contact_relation_reliable|unclear,case_config,ball_center|ball_boundary|ball_bottom|background|unclear,left_hand|right_hand|floor|body|nothing_nearby|unclear,forced_choice_gate_only_no_continuous_pose_or_loss,9489d2095a9e8c66a771da902e7615c37f5a5b6db57f2655e7f8aefc1a14e044,point_reprojection|line_reprojection|mask_silhouette|metric_depth|depth_order,contact_distance|contact_relative_velocity|local_anchor_constancy
