frame,time,tx,ty,tz,radius_m,yaw,pitch,roll,scale,grasp_correction_m,grasp_audio_weight,grasp_active
200,8.291667,0.013719867,0.013398776,3.990925579,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.014868561,0.000000,1
201,8.333333,0.013225701,0.013598709,3.991673932,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.013961849,0.000000,1
202,8.375000,0.012832634,0.013769501,3.992287835,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.013226378,0.000000,1
203,8.416667,0.012502539,0.013920495,3.992791889,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.012616654,0.000000,1
204,8.458333,0.012210586,0.014059859,3.993197250,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.012105644,0.000000,1
205,8.500000,0.011944336,0.014188290,3.993516185,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.011675427,0.000000,1
206,8.541667,0.011709321,0.014303255,3.993767488,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.011316831,0.000000,1
207,8.583333,0.011518501,0.014396774,3.993972688,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.011025032,0.000000,1
208,8.625000,0.011381876,0.014459372,3.994144737,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.010799375,0.000000,1
209,8.666667,0.011305024,0.014484633,3.994290414,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.010640062,0.000000,1
210,8.708333,0.011290472,0.014473238,3.994408066,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.010550240,0.000000,1
211,8.750000,0.011327833,0.014429154,3.994494491,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.010524743,0.000000,1
212,8.791667,0.011401067,0.014363909,3.994550474,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.010550185,0.000000,1
213,8.833333,0.011492428,0.014293241,3.994581489,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.010607530,0.000000,1
214,8.875000,0.011586071,0.014228232,3.994598636,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.010675702,0.000000,1
215,8.916667,0.011671031,0.014178737,3.994616933,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.010734630,0.000000,1
216,8.958333,0.011737560,0.014153522,3.994644586,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.010769866,0.000000,1
217,9.000000,0.011779667,0.014158291,3.994683884,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.010774212,0.000000,1
218,9.041667,0.011792675,0.014191153,3.994727190,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.010749432,0.000000,1
219,9.083333,0.011772009,0.014246540,3.994782989,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.010687687,0.000000,1
220,9.125000,0.011719960,0.014314887,3.994854748,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.010590263,0.000000,1
221,9.166667,0.011643078,0.014387327,3.994942277,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.010463767,0.000000,1
222,9.208333,0.011549711,0.014459410,3.995051309,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.010311467,0.000000,1
223,9.250000,0.011447330,0.014524539,3.995189550,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.010135097,0.000000,1
224,9.291667,0.011344987,0.014580052,3.995348740,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.009947252,0.000000,1
225,9.333333,0.011251478,0.014625810,3.995513622,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.009764459,0.000000,1
226,9.375000,0.011179950,0.014663217,3.995663201,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.009609845,0.000000,1
227,9.416667,0.011134536,0.014697887,3.995790386,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.009490139,0.000000,1
228,9.458333,0.011104251,0.014737654,3.995886015,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.009401285,0.000000,1
229,9.500000,0.011072595,0.014787975,3.995945658,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.009332231,0.000000,1
230,9.541667,0.011026156,0.014852478,3.995978143,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.009266558,0.000000,1
231,9.583333,0.010948802,0.014925943,3.996006433,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.009178630,0.000000,1
232,9.625000,0.010830096,0.015001319,3.996057735,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.009044728,0.000000,1
233,9.666667,0.010669611,0.015075984,3.996148527,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.008854575,0.000000,1
234,9.708333,0.010467568,0.015148530,3.996293028,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.008599427,0.000000,1
235,9.750000,0.010232252,0.015217093,3.996509389,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.008274307,0.000000,1
236,9.791667,0.009977467,0.015284745,3.996803380,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.007886107,0.000000,1
237,9.833333,0.009717270,0.015354191,3.997172913,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.007448135,0.000000,1
238,9.875000,0.009458970,0.015435992,3.997601903,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.006977759,0.000000,1
239,9.916667,0.009206843,0.015537035,3.998064904,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.006496916,0.000000,1
240,9.958333,0.008962893,0.015652220,3.998539690,0.08,0.028944550,0.004692164,0.000169432,1.219385151,0.006024918,0.000000,1
