frame,time,E_total,E_2d,E_depth,E_visual,E_mask,E_contact,E_audio,E_support,E_smooth,E_temporal,E_static,E_penetration,E_prior,E_reg,vlm_contact_gate,vlm_anchor_gate,contact_active,static_active,failure_label,contact_state,visibility_state,source
1,0.000000,3.195993764,0.000000000,0.000000000,0.000000000,0.000000000,0.010015006,,0.000000000,,,,,3.185978758,3.185978758,pass,unclear,0,,,0,,non_invasive_loss_audit_from_generic_outputs
2,0.033333,3.196432863,0.000000000,0.000000000,0.000000000,0.000000000,0.046512686,,0.000000000,0.000000000,0.000000000,,,3.149920177,3.149920177,pass,unclear,1,,,1,,non_invasive_loss_audit_from_generic_outputs
3,0.066667,3.151931493,0.000000000,0.000000000,0.000000000,0.000000000,0.032811700,,0.000000000,0.000000000,0.000000000,,,3.119119793,3.119119793,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
4,0.100000,3.151616744,0.000000000,0.000000000,0.000000000,0.000000000,0.043647984,,0.000000000,0.000000000,0.000000000,,,3.107968760,3.107968760,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
5,0.133333,3.103030924,0.000000000,0.000000000,0.000000000,0.000000000,0.036130406,,0.000000000,0.000000000,0.000000000,,,3.066900518,3.066900518,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
6,0.166667,3.073979727,0.000000000,0.000000000,0.000000000,0.000000000,0.052506056,,0.000000000,0.000000000,0.000000000,,,3.021473671,3.021473671,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
7,0.200000,3.051475006,0.000000000,0.000000000,0.000000000,0.000000000,0.055858486,,0.000000000,0.000000000,0.000000000,,,2.995616520,2.995616520,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
8,0.233333,3.045409317,0.000000000,0.000000000,0.000000000,0.000000000,0.058301966,,0.000000000,0.000000000,0.000000000,,,2.987107351,2.987107351,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
9,0.266667,3.021889127,0.000000000,0.000000000,0.000000000,0.000000000,0.029125518,,0.000000000,0.000000000,0.000000000,,,2.992763609,2.992763609,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
10,0.300000,2.998422911,0.000000000,0.000000000,0.000000000,0.000000000,0.020829706,,0.000000000,0.000000000,0.000000000,,,2.977593205,2.977593205,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
11,0.333333,2.968983123,0.000000000,0.000000000,0.000000000,0.000000000,0.017051659,,0.000000000,0.000000000,0.000000000,,,2.951931464,2.951931464,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
12,0.366667,2.937572160,0.000000000,0.000000000,0.000000000,0.000000000,0.010245084,,0.000000000,0.000000000,0.000000000,,,2.927327076,2.927327076,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
13,0.400000,2.949671414,0.000000000,0.000000000,0.000000000,0.000000000,0.011797435,,0.000000000,0.000000000,0.000000000,,,2.937873979,2.937873979,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
14,0.433333,2.944766644,0.000000000,0.000000000,0.000000000,0.000000000,0.008113686,,0.000000000,0.000000000,0.000000000,,,2.936652958,2.936652958,,,0,,,0,,non_invasive_loss_audit_from_generic_outputs
15,0.466667,2.951825977,0.000000000,0.000000000,0.000000000,0.000000000,0.020341320,,0.000000000,0.000000000,0.000000000,,,2.931484657,2.931484657,,,1,,,1,,non_invasive_loss_audit_from_generic_outputs
