frame,time,stage_label,r_center_u,r_center_v,r_depth,r_support,r_contact,r_smooth_xy,r_smooth_z,r_reg,E_visual,E_depth,E_support,E_contact,E_smooth,E_reg,E_total,contact_active,audio_contact_frame
1,0.000000,stage4_anchor_depth_final,0.000000000,0.000000000,2.920265000,,,,,0.399079642,0.000000000,8.527947670,0.000000000,0.000000000,0.000000000,0.159264561,8.687212231,0,0
2,0.033333,stage4_anchor_depth_final,0.000000000,0.000000000,2.903805000,,2.156690000,0.000376557,0.000000000,0.396835546,0.000000000,8.432083478,0.000000000,4.651311756,0.000000142,0.157478451,13.240873827,1,0
3,0.066667,stage4_anchor_depth_final,0.000000000,0.000000000,2.889640000,,1.811410000,0.000082009,0.000000000,0.394902977,0.000000000,8.350019330,0.000000000,3.281206188,0.000000007,0.155948361,11.787173886,1,0
4,0.100000,stage4_anchor_depth_final,0.000000000,0.000000000,2.884565000,,2.089210000,0.000280265,0.000000000,0.394213758,0.000000000,8.320715239,0.000000000,4.364798424,0.000000079,0.155404487,12.840918229,1,0
5,0.133333,stage4_anchor_depth_final,0.000000000,0.000000000,2.865451667,,,0.000032165,0.000000000,0.391601914,0.000000000,8.210813254,0.000000000,0.000000000,0.000000001,0.153352059,8.364165314,0,0
6,0.166667,stage4_anchor_depth_final,0.000000000,0.000000000,2.844106667,,,0.000056679,0.000000000,0.388682663,0.000000000,8.088942731,0.000000000,0.000000000,0.000000003,0.151074212,8.240016947,0,0
7,0.200000,stage4_anchor_depth_final,0.000000000,0.000000000,2.831883333,,,0.000042807,0.000000000,0.387010787,0.000000000,8.019563214,0.000000000,0.000000000,0.000000002,0.149777349,8.169340565,0,0
8,0.233333,stage4_anchor_depth_final,0.000000000,0.000000000,2.827808333,,,0.000065267,0.000000000,0.386451484,0.000000000,7.996499970,0.000000000,0.000000000,0.000000004,0.149344749,8.145844724,0,0
9,0.266667,stage4_anchor_depth_final,0.000000000,0.000000000,2.830423333,,,0.000080837,0.000000000,0.386805789,0.000000000,8.011296246,0.000000000,0.000000000,0.000000007,0.149618718,8.160914971,0,0
10,0.300000,stage4_anchor_depth_final,0.000000000,0.000000000,2.823195000,,,0.000058052,0.000000000,0.385815811,0.000000000,7.970430008,0.000000000,0.000000000,0.000000003,0.148853840,8.119283851,0,0
11,0.333333,stage4_anchor_depth_final,0.000000000,0.000000000,2.811041667,,,0.000056908,0.000000000,0.384156527,0.000000000,7.901955252,0.000000000,0.000000000,0.000000003,0.147576237,8.049531492,0,0
12,0.366667,stage4_anchor_depth_final,0.000000000,0.000000000,2.799355000,,1.012190000,0.000086334,0.000000000,0.382561604,0.000000000,7.836388416,0.000000000,1.024528596,0.000000007,0.146353381,9.007270401,1,0
13,0.400000,stage4_anchor_depth_final,0.000000000,0.000000000,2.804436667,,1.086170000,0.000102154,0.000000000,0.383257687,0.000000000,7.864865017,0.000000000,1.179765269,0.000000010,0.146886455,9.191516751,1,0
14,0.433333,stage4_anchor_depth_final,0.000000000,0.000000000,2.803873333,,,0.000032310,0.000000000,0.383181187,0.000000000,7.861705669,0.000000000,0.000000000,0.000000001,0.146827822,8.008533492,0,0
15,0.466667,stage4_anchor_depth_final,0.000000000,0.000000000,2.801378333,,1.426230000,0.000118338,0.000000000,0.382838457,0.000000000,7.847720566,0.000000000,2.034132013,0.000000014,0.146565284,10.028417878,1,0
16,0.500000,stage4_anchor_depth_final,0.000000000,0.000000000,2.784376667,,1.210200000,0.000054939,0.000000000,0.380513107,0.000000000,7.752753422,0.000000000,1.464584040,0.000000003,0.144790225,9.362127690,1,0
17,0.533333,stage4_anchor_depth_final,0.000000000,0.000000000,2.782536667,,1.185750000,0.000097055,0.000000000,0.380260001,0.000000000,7.742510301,0.000000000,1.406003062,0.000000009,0.144597669,9.293111042,1,0
18,0.566667,stage4_anchor_depth_final,0.000000000,0.000000000,2.788121667,,1.326460000,0.000054584,0.000000000,0.381022105,0.000000000,7.773622428,0.000000000,1.759496132,0.000000003,0.145177844,9.678296407,1,0
19,0.600000,stage4_anchor_depth_final,0.000000000,0.000000000,2.803806667,,3.256550000,0.000046043,0.000000000,0.383166986,0.000000000,7.861331824,0.000000000,10.605117903,0.000000002,0.146816939,18.613266668,1,0
20,0.633333,stage4_anchor_depth_final,0.000000000,0.000000000,2.813621667,,1.298180000,0.000128773,0.000000000,0.384504690,0.000000000,7.916466883,0.000000000,1.685271312,0.000000017,0.147843857,9.749582069,1,0
21,0.666667,stage4_anchor_depth_final,0.000000000,0.000000000,2.813353333,,2.776760000,0.000119326,0.000000000,0.384466756,0.000000000,7.914956978,0.000000000,7.710396098,0.000000014,0.147814687,15.773167777,1,0
22,0.700000,stage4_anchor_depth_final,0.000000000,0.000000000,2.814720000,,0.439270000,0.000122103,0.000000000,0.384653924,0.000000000,7.922648678,0.000000000,0.192958133,0.000000015,0.147958641,8.263565468,1,0
23,0.733333,stage4_anchor_depth_final,0.000000000,0.000000000,2.833108333,,0.592990000,0.000028468,0.000000000,0.387167850,0.000000000,8.026502828,0.000000000,0.351637140,0.000000001,0.149898944,8.528038914,1,0
24,0.766667,stage4_anchor_depth_final,0.000000000,0.000000000,2.859840000,,1.531240000,0.000078527,0.000000000,0.390819768,0.000000000,8.178684826,0.000000000,2.344695938,0.000000006,0.152740091,10.676120861,1,0
25,0.800000,stage4_anchor_depth_final,0.000000000,0.000000000,2.870215000,,3.238970000,0.000034414,0.000000000,0.392238817,0.000000000,8.238134146,0.000000000,10.490926661,0.000000001,0.153851290,18.882912098,1,0
26,0.833333,stage4_anchor_depth_final,0.000000000,0.000000000,2.871153333,,1.198350000,0.000067438,0.000000000,0.392369285,0.000000000,8.243521464,0.000000000,1.436042723,0.000000005,0.153953656,9.833517847,1,0
27,0.866667,stage4_anchor_depth_final,0.000000000,0.000000000,2.867581667,,1.031190000,0.000114328,0.000000000,0.391882809,0.000000000,8.223024615,0.000000000,1.063352816,0.000000013,0.153572136,9.439949580,1,0
28,0.900000,stage4_anchor_depth_final,0.000000000,0.000000000,2.880708333,,1.490410000,0.000072994,0.000000000,0.393679411,0.000000000,8.298480502,0.000000000,2.221321968,0.000000005,0.154983478,10.674785953,1,0
29,0.933333,stage4_anchor_depth_final,0.000000000,0.000000000,2.895483333,,1.394130000,0.000079802,0.000000000,0.395695486,0.000000000,8.383823734,0.000000000,1.943598457,0.000000006,0.156574917,10.483997114,1,0
30,0.966667,stage4_anchor_depth_final,0.000000000,0.000000000,2.896813333,,1.605070000,0.000106582,0.000000000,0.395881269,0.000000000,8.391527488,0.000000000,2.576249705,0.000000011,0.156721979,11.124499183,1,0
31,1.000000,stage4_anchor_depth_final,0.000000000,0.000000000,2.887705000,,1.889540000,0.000048879,0.000000000,0.394637149,0.000000000,8.338840167,0.000000000,3.570361412,0.000000002,0.155738479,12.064940060,1,0
32,1.033333,stage4_anchor_depth_final,0.000000000,0.000000000,2.885535000,,1.842540000,0.000067438,0.000000000,0.394339205,0.000000000,8.326312236,0.000000000,3.394953652,0.000000005,0.155503409,11.876769301,1,0
33,1.066667,stage4_anchor_depth_final,0.000000000,0.000000000,2.878148333,,1.926710000,0.000886036,0.000000000,0.393359605,0.000000000,8.283737829,0.000000000,3.712211424,0.000000785,0.154731779,12.150681817,1,0
34,1.100000,stage4_anchor_depth_final,0.000000000,0.000000000,2.875216667,,1.860390000,0.000594975,0.000000000,0.392980447,0.000000000,8.266870880,0.000000000,3.461050952,0.000000354,0.154433631,11.882355818,1,0
35,1.133333,stage4_anchor_depth_final,0.000000000,0.000000000,2.865745000,,1.701310000,0.000171570,0.000000000,0.391685029,0.000000000,8.212494405,0.000000000,2.894455716,0.000000029,0.153417162,11.260367312,1,0
36,1.166667,stage4_anchor_depth_final,0.000000000,0.000000000,2.864793333,,1.308360000,0.000268862,0.000000000,0.391546194,0.000000000,8.207040843,0.000000000,1.711805890,0.000000072,0.153308422,10.072155227,1,0
37,1.200000,stage4_anchor_depth_final,0.000000000,0.000000000,2.879750000,,0.837240000,0.000189337,0.000000000,0.393583054,0.000000000,8.292960063,0.000000000,0.700970818,0.000000036,0.154907620,9.148838536,1,0
38,1.233333,stage4_anchor_depth_final,0.000000000,0.000000000,2.890358333,,1.475030000,0.000078083,0.000000000,0.395032741,0.000000000,8.354171295,0.000000000,2.175713501,0.000000006,0.156050866,10.685935668,1,0
39,1.266667,stage4_anchor_depth_final,0.000000000,0.000000000,2.908820000,,0.869060000,0.000590407,0.000000000,0.397535834,0.000000000,8.461233792,0.000000000,0.755265284,0.000000349,0.158034740,9.374534164,1,0
40,1.300000,stage4_anchor_depth_final,0.000000000,0.000000000,2.934950000,,,0.000287744,0.000000000,0.401115470,0.000000000,8.613931503,0.000000000,0.000000000,0.000000083,0.160893620,8.774825205,0,0
41,1.333333,stage4_anchor_depth_final,0.000000000,0.000000000,2.960470000,,,0.000010182,0.000000000,0.404603551,0.000000000,8.764382621,0.000000000,0.000000000,0.000000000,0.163704033,8.928086654,0,0
42,1.366667,stage4_anchor_depth_final,0.000000000,0.000000000,2.992538333,,,0.000070214,0.000000000,0.408983714,0.000000000,8.955285676,0.000000000,0.000000000,0.000000005,0.167267679,9.122553360,0,0
43,1.400000,stage4_anchor_depth_final,0.000000000,0.000000000,3.001005000,,0.854800000,0.000146436,0.000000000,0.410135404,0.000000000,9.006031010,0.000000000,0.730683040,0.000000021,0.168211049,9.904925121,1,0
44,1.433333,stage4_anchor_depth_final,0.000000000,0.000000000,3.018605000,,0.722890000,0.000053464,0.000000000,0.412539131,0.000000000,9.111976146,0.000000000,0.522569952,0.000000003,0.170188535,9.804734636,1,0
45,1.466667,stage4_anchor_depth_final,0.000000000,0.000000000,3.065176667,,0.734840000,0.000125758,0.000000000,0.418908209,0.000000000,9.395307998,0.000000000,0.539989826,0.000000016,0.175484088,10.110781927,1,0
46,1.500000,stage4_anchor_depth_final,0.000000000,0.000000000,3.099688333,,0.763540000,0.000124749,0.000000000,0.423619674,0.000000000,9.608067764,0.000000000,0.582993332,0.000000016,0.179453628,10.370514739,1,0
47,1.533333,stage4_anchor_depth_final,0.000000000,0.000000000,3.102590000,,0.665600000,0.000089332,0.000000000,0.424018600,0.000000000,9.626064708,0.000000000,0.443023360,0.000000008,0.179791773,10.248879849,1,0
48,1.566667,stage4_anchor_depth_final,0.000000000,0.000000000,3.139688333,,0.896830000,0.000189213,0.000000000,0.429082678,0.000000000,9.857642830,0.000000000,0.804304049,0.000000036,0.184111944,10.846058859,1,0
49,1.600000,stage4_anchor_depth_final,0.000000000,0.000000000,2.909421667,,0.724010000,0.000022601,0.000000000,0.397613006,0.000000000,8.464734434,0.000000000,0.524190480,0.000000001,0.158096102,9.147021018,1,0
50,1.633333,stage4_anchor_depth_final,0.000000000,0.000000000,2.691418333,,0.133339251,0.000145038,0.000000000,0.367814834,0.000000000,7.243732645,0.000000000,0.017779356,0.000000021,0.135287752,7.396799774,1,0
51,1.666667,stage4_anchor_depth_final,0.000000000,0.000000000,2.226110000,,0.049840847,0.000232977,0.000000000,0.304231328,0.000000000,4.955565732,0.000000000,0.002484110,0.000000054,0.092556701,5.050606598,1,0
52,1.700000,stage4_anchor_depth_final,0.000000000,0.000000000,2.009443333,,,0.050652297,-0.005300376,0.273408461,0.000000000,4.037862510,0.000000000,0.000000000,0.002593749,0.074752187,4.115208446,1,0
53,1.733333,stage4_anchor_depth_final,0.000000000,0.000000000,1.744560000,,0.167666598,0.000189115,-0.005278462,0.237376016,0.000000000,3.043489594,0.000000000,0.028112088,0.000027898,0.056347373,3.127976953,1,0
54,1.766667,stage4_anchor_depth_final,0.000000000,0.000000000,1.697395000,,,0.068350273,-0.005227480,0.229980897,0.000000000,2.881149786,0.000000000,0.000000000,0.004699086,0.052891213,2.938740086,0,0
55,1.800000,stage4_anchor_depth_final,0.000000000,0.000000000,1.329286667,,,0.069301811,-0.005138037,0.179626547,0.000000000,1.767003042,0.000000000,0.000000000,0.004829140,0.032265696,1.804097879,0,0
56,1.833333,stage4_anchor_depth_final,0.000000000,0.000000000,1.219486667,,,0.046883787,-0.005245368,0.164628668,0.000000000,1.487147730,0.000000000,0.000000000,0.002225603,0.027102598,1.516475932,0,0
57,1.866667,stage4_anchor_depth_final,0.000000000,0.000000000,1.125398333,,,0.045869006,-0.005189914,0.151849462,0.000000000,1.266521409,0.000000000,0.000000000,0.002130901,0.023058259,1.291710569,0,0
58,1.900000,stage4_anchor_depth_final,0.000000000,0.000000000,1.253355000,,,0.043710026,-0.005097788,0.169126919,0.000000000,1.570898756,0.000000000,0.000000000,0.001936554,0.028603915,1.601439225,0,0
59,1.933333,stage4_anchor_depth_final,0.000000000,0.000000000,1.003976667,,,0.001853088,-0.004922480,0.135469517,0.000000000,1.007969147,0.000000000,0.000000000,0.000027665,0.018351990,1.026348802,0,0
60,1.966667,stage4_anchor_depth_final,0.000000000,0.000000000,0.819045000,,,0.037074010,-0.004998059,0.110589939,0.000000000,0.670834712,0.000000000,0.000000000,0.001399463,0.012230135,0.684464309,0,0
61,2.000000,stage4_anchor_depth_final,0.000000000,0.000000000,0.444068333,,,0.031288396,-0.004884467,0.060009797,0.000000000,0.197196685,0.000000000,0.000000000,0.001002822,0.003601176,0.201800682,0,0
62,2.033333,stage4_anchor_depth_final,0.000000000,0.000000000,0.381688333,,,0.028382110,-0.004875970,0.051640177,0.000000000,0.145685984,0.000000000,0.000000000,0.000829319,0.002666708,0.149182011,0,0
63,2.066667,stage4_anchor_depth_final,0.000000000,0.000000000,0.429008333,,,0.021642523,-0.004803521,0.058097501,0.000000000,0.184048150,0.000000000,0.000000000,0.000491473,0.003375320,0.187914942,0,0
64,2.100000,stage4_anchor_depth_final,0.000000000,0.000000000,0.416830000,,,0.000241645,-0.004608536,0.056449747,0.000000000,0.173747249,0.000000000,0.000000000,0.000021297,0.003186574,0.176955120,0,0
65,2.133333,stage4_anchor_depth_final,0.000000000,0.000000000,0.408580000,,,0.007488441,-0.004786080,0.055358335,0.000000000,0.166937616,0.000000000,0.000000000,0.000078983,0.003064545,0.170081145,0,0
66,2.166667,stage4_anchor_depth_final,0.000000000,0.000000000,0.408150000,,,0.017692386,-0.004953785,0.055348371,0.000000000,0.166586422,0.000000000,0.000000000,0.000337561,0.003063442,0.169987425,0,0
67,2.200000,stage4_anchor_depth_final,0.000000000,0.000000000,0.419546667,,,0.009040874,-0.004903250,0.056921081,0.000000000,0.176019406,0.000000000,0.000000000,0.000105779,0.003240009,0.179365194,0,0
68,2.233333,stage4_anchor_depth_final,0.000000000,0.000000000,0.412660000,,,0.000984394,-0.004845112,0.055984442,0.000000000,0.170288276,0.000000000,0.000000000,0.000024444,0.003134258,0.173446977,0,0
69,2.266667,stage4_anchor_depth_final,0.000000000,0.000000000,0.400025000,,,0.002212690,-0.004969885,0.054276938,0.000000000,0.160020001,0.000000000,0.000000000,0.000029596,0.002945986,0.162995582,0,0
70,2.300000,stage4_anchor_depth_final,0.000000000,0.000000000,0.275156667,,,0.002517558,-0.004983301,0.037328427,0.000000000,0.075711191,0.000000000,0.000000000,0.000031171,0.001393411,0.077135774,0,0
71,2.333333,stage4_anchor_depth_final,0.000000000,0.000000000,0.197565000,,,0.003328812,-0.005060222,0.026797885,0.000000000,0.039031929,0.000000000,0.000000000,0.000036687,0.000718127,0.039786743,0,0
