frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,z_da3_raw,depth_conf,source
22,0.875000,-0.269835,0.653137,3.926142,1.000000,0.000000,0.000000,0.000000,0.118995,shared_fullimg_cam,539.066,604.311,44.511,3.925081,0.934561,L1_L2ground
23,0.916667,-0.270204,0.639409,3.898564,1.000000,0.000000,0.000000,0.000000,0.115128,shared_fullimg_cam,538.213,600.868,43.369,3.887916,0.931456,L1_L2ground
24,0.958333,-0.280178,0.489154,3.874493,1.000000,0.000000,0.000000,0.000000,0.119883,shared_fullimg_cam,533.800,545.411,45.441,3.870279,0.822055,L1_L2ground
25,1.000000,-0.291497,0.382478,3.854553,1.000000,0.000000,0.000000,0.000000,0.126324,shared_fullimg_cam,528.938,505.726,48.130,3.828452,0.858058,L1_L2ground
26,1.041667,-0.300653,0.300517,3.839252,1.000000,0.000000,0.000000,0.000000,0.121237,shared_fullimg_cam,524.993,474.955,46.376,3.804795,0.851925,L1_L2ground
27,1.083333,-0.310642,0.241265,3.828328,1.000000,0.000000,0.000000,0.000000,0.120170,shared_fullimg_cam,520.833,452.553,46.099,3.807373,0.803107,L1_L2ground
28,1.125000,-0.312706,0.199381,3.820521,1.000000,0.000000,0.000000,0.000000,0.121538,shared_fullimg_cam,519.796,436.642,46.719,3.803248,0.792818,L1_L2ground
29,1.166667,-0.310115,0.177549,3.814028,1.000000,0.000000,0.000000,0.000000,0.121825,shared_fullimg_cam,520.589,428.366,46.909,3.846060,0.812175,L1_L2ground
30,1.208333,-0.310298,0.167510,3.806616,1.000000,0.000000,0.000000,0.000000,0.124545,shared_fullimg_cam,520.286,424.626,48.050,3.845881,0.780659,L1_L2ground
31,1.250000,-0.307386,0.173993,3.796896,1.000000,0.000000,0.000000,0.000000,0.123780,shared_fullimg_cam,521.106,427.299,47.877,3.870753,0.800538,L1_L2ground
32,1.291667,-0.302171,0.220711,3.784432,1.000000,0.000000,0.000000,0.000000,0.127340,shared_fullimg_cam,522.738,445.650,49.416,3.783781,0.797506,L1_L2ground
33,1.333333,-0.277418,0.293557,3.770670,1.000000,0.000000,0.000000,0.000000,0.129362,shared_fullimg_cam,531.951,474.335,50.384,3.806399,0.752393,L1_L2ground
34,1.375000,-0.286866,0.440974,3.757042,1.000000,0.000000,0.000000,0.000000,0.119877,shared_fullimg_cam,527.866,532.374,46.859,3.824205,0.889641,L1_L2ground
35,1.416667,-0.274898,0.601239,3.745784,1.000000,0.000000,0.000000,0.000000,0.117528,shared_fullimg_cam,532.221,595.727,46.079,3.847051,0.906278,L1_L2ground
36,1.458333,-0.271902,0.661569,3.741260,1.000000,0.000000,0.000000,0.000000,0.115880,shared_fullimg_cam,533.267,619.694,45.488,3.863486,0.912167,L1_L2ground
37,1.500000,-0.289290,0.545027,3.751225,1.000000,0.000000,0.000000,0.000000,0.114424,shared_fullimg_cam,526.743,573.378,44.797,3.802716,0.833611,L1_L2ground
38,1.541667,-0.301806,0.440182,3.770245,1.000000,0.000000,0.000000,0.000000,0.124102,shared_fullimg_cam,522.439,531.462,48.341,3.811101,0.860061,L1_L2ground
39,1.583333,-0.305395,0.350894,3.794396,1.000000,0.000000,0.000000,0.000000,0.122358,shared_fullimg_cam,521.798,495.812,47.358,3.731582,0.842833,L1_L2ground
40,1.625000,-0.318478,0.282072,3.820984,1.000000,0.000000,0.000000,0.000000,0.121282,shared_fullimg_cam,517.592,468.415,46.615,3.802669,0.812404,L1_L2ground
41,1.666667,-0.335071,0.230122,3.845543,1.000000,0.000000,0.000000,0.000000,0.123769,shared_fullimg_cam,512.037,447.883,47.267,3.874325,0.789221,L1_L2ground
42,1.708333,-0.341076,0.196204,3.863110,1.000000,0.000000,0.000000,0.000000,0.124237,shared_fullimg_cam,510.336,434.589,47.230,3.941771,0.754077,L1_L2ground
43,1.750000,-0.347773,0.177366,3.869400,1.000000,0.000000,0.000000,0.000000,0.125427,shared_fullimg_cam,508.005,427.318,47.605,4.006085,0.747122,L1_L2ground
44,1.791667,-0.342805,0.169720,3.861902,1.000000,0.000000,0.000000,0.000000,0.125055,shared_fullimg_cam,509.638,424.541,47.556,4.006313,0.772034,L1_L2ground
45,1.833333,-0.325653,0.185979,3.841167,1.000000,0.000000,0.000000,0.000000,0.125498,shared_fullimg_cam,515.492,431.106,47.982,3.963629,0.769545,L1_L2ground
46,1.875000,-0.308681,0.234737,3.811166,1.000000,0.000000,0.000000,0.000000,0.127224,shared_fullimg_cam,521.052,450.454,49.025,3.793171,0.826539,L1_L2ground
47,1.916667,-0.288444,0.322564,3.778685,1.000000,0.000000,0.000000,0.000000,0.124509,shared_fullimg_cam,527.895,485.366,48.391,3.756639,0.851600,L1_L2ground
48,1.958333,-0.263494,0.446054,3.749985,1.000000,0.000000,0.000000,0.000000,0.127378,shared_fullimg_cam,536.808,534.688,49.885,3.815825,0.893035,L1_L2ground
49,2.000000,-0.231430,0.591274,3.730720,1.000000,0.000000,0.000000,0.000000,0.122405,shared_fullimg_cam,548.897,592.756,48.185,3.809918,0.843506,L1_L2ground
50,2.041667,-0.214686,0.672534,3.728807,1.000000,0.000000,0.000000,0.000000,0.113499,shared_fullimg_cam,555.445,624.880,44.702,3.919141,0.886475,L1_L2ground
51,2.083333,-0.200481,0.567366,3.754974,1.000000,0.000000,0.000000,0.000000,0.118220,shared_fullimg_cam,561.590,581.902,46.237,3.904713,0.852734,L1_L2ground
52,2.125000,-0.195496,0.465485,3.793493,1.000000,0.000000,0.000000,0.000000,0.123646,shared_fullimg_cam,564.316,540.207,47.868,3.928794,0.813143,L1_L2ground
53,2.166667,-0.178158,0.380139,3.833717,1.000000,0.000000,0.000000,0.000000,0.117165,shared_fullimg_cam,571.752,505.622,44.883,3.929101,0.855747,L1_L2ground
54,2.208333,-0.160035,0.313065,3.868577,1.000000,0.000000,0.000000,0.000000,0.123404,shared_fullimg_cam,579.247,478.847,46.847,3.940611,0.858937,L1_L2ground
55,2.250000,-0.152040,0.263064,3.893735,1.000000,0.000000,0.000000,0.000000,0.124466,shared_fullimg_cam,582.655,459.220,46.945,3.946450,0.835100,L1_L2ground
56,2.291667,-0.133013,0.224874,3.906957,1.000000,0.000000,0.000000,0.000000,0.125620,shared_fullimg_cam,590.001,444.529,47.220,3.947306,0.820437,L1_L2ground
57,2.333333,-0.118981,0.208912,3.907501,1.000000,0.000000,0.000000,0.000000,0.123421,shared_fullimg_cam,595.282,438.518,46.387,3.946795,0.725903,L1_L2ground
58,2.375000,-0.100738,0.206081,3.895729,1.000000,0.000000,0.000000,0.000000,0.126453,shared_fullimg_cam,602.024,437.688,47.670,3.941528,0.770462,L1_L2ground
59,2.416667,-0.087723,0.229069,3.872851,1.000000,0.000000,0.000000,0.000000,0.124036,shared_fullimg_cam,606.735,446.864,47.035,3.936441,0.869903,L1_L2ground
60,2.458333,-0.067452,0.291068,3.841167,1.000000,0.000000,0.000000,0.000000,0.122304,shared_fullimg_cam,614.211,471.285,46.761,3.929110,0.864738,L1_L2ground
61,2.500000,-0.056783,0.404909,3.804888,1.000000,0.000000,0.000000,0.000000,0.120183,shared_fullimg_cam,618.083,516.286,46.388,3.936223,0.935550,L1_L2ground
62,2.541667,-0.052754,0.556449,3.770800,1.000000,0.000000,0.000000,0.000000,0.118369,shared_fullimg_cam,619.454,576.719,46.101,3.935674,0.774430,L1_L2ground
63,2.583333,-0.048685,0.669493,3.750273,1.000000,0.000000,0.000000,0.000000,0.118241,shared_fullimg_cam,620.935,622.173,46.303,3.935571,0.886092,L1_L2ground
64,2.625000,-0.068624,0.575699,3.759498,1.000000,0.000000,0.000000,0.000000,0.120521,shared_fullimg_cam,613.193,584.890,47.080,3.932775,0.792524,L1_L2ground
65,2.666667,-0.066467,0.458027,3.782586,1.000000,0.000000,0.000000,0.000000,0.119095,shared_fullimg_cam,614.194,537.831,46.239,3.937748,0.848839,L1_L2ground
66,2.708333,-0.075574,0.378256,3.808821,1.000000,0.000000,0.000000,0.000000,0.122597,shared_fullimg_cam,610.860,505.848,47.271,3.914229,0.863447,L1_L2ground
67,2.750000,-0.094259,0.313526,3.831937,1.000000,0.000000,0.000000,0.000000,0.123803,shared_fullimg_cam,603.875,480.160,47.448,3.906454,0.823818,L1_L2ground
68,2.791667,-0.105619,0.265185,3.848754,1.000000,0.000000,0.000000,0.000000,0.121870,shared_fullimg_cam,599.698,461.189,46.503,3.900361,0.822728,L1_L2ground
69,2.833333,-0.113948,0.236366,3.858101,1.000000,0.000000,0.000000,0.000000,0.121690,shared_fullimg_cam,596.625,449.974,46.322,3.892933,0.799367,L1_L2ground
70,2.875000,-0.125211,0.223474,3.860210,1.000000,0.000000,0.000000,0.000000,0.123602,shared_fullimg_cam,592.364,445.020,47.024,3.886942,0.785179,L1_L2ground
71,2.916667,-0.132992,0.226522,3.856208,1.000000,0.000000,0.000000,0.000000,0.124367,shared_fullimg_cam,589.351,446.269,47.364,3.874445,0.686836,L1_L2ground
72,2.958333,-0.151082,0.263644,3.847881,1.000000,0.000000,0.000000,0.000000,0.125413,shared_fullimg_cam,582.337,460.624,47.866,3.857849,0.725596,L1_L2ground
73,3.000000,-0.167123,0.342630,3.837353,1.000000,0.000000,0.000000,0.000000,0.123147,shared_fullimg_cam,576.040,491.129,47.130,3.834092,0.764605,L1_L2ground
74,3.041667,-0.187837,0.463984,3.826958,1.000000,0.000000,0.000000,0.000000,0.124377,shared_fullimg_cam,567.917,538.055,47.730,3.846473,0.908207,L1_L2ground
75,3.083333,-0.209443,0.630842,3.818950,1.000000,0.000000,0.000000,0.000000,0.119184,shared_fullimg_cam,559.457,602.595,45.833,3.844678,0.905750,L1_L2ground
76,3.125000,-0.238372,0.669710,3.816236,1.000000,0.000000,0.000000,0.000000,0.121809,shared_fullimg_cam,548.267,617.725,46.876,3.884080,0.931846,L1_L2ground
77,3.166667,-0.272211,0.554539,3.822588,1.000000,0.000000,0.000000,0.000000,0.117494,shared_fullimg_cam,535.419,573.049,45.140,3.836161,0.840900,L1_L2ground
78,3.208333,-0.298330,0.446468,3.833918,1.000000,0.000000,0.000000,0.000000,0.124820,shared_fullimg_cam,525.723,531.022,47.813,3.862041,0.880689,L1_L2ground
79,3.250000,-0.315924,0.358834,3.846548,1.000000,0.000000,0.000000,0.000000,0.120454,shared_fullimg_cam,519.381,497.002,45.989,3.869319,0.886631,L1_L2ground
80,3.291667,-0.332740,0.295006,3.857675,1.000000,0.000000,0.000000,0.000000,0.122475,shared_fullimg_cam,513.327,472.308,46.626,3.869151,0.834918,L1_L2ground
81,3.333333,-0.355093,0.249025,3.865212,1.000000,0.000000,0.000000,0.000000,0.123331,shared_fullimg_cam,505.081,454.618,46.860,3.909531,0.821982,L1_L2ground
82,3.375000,-0.358279,0.229712,3.867387,1.000000,0.000000,0.000000,0.000000,0.125354,shared_fullimg_cam,503.947,447.231,47.602,3.915172,0.782182,L1_L2ground
83,3.416667,-0.361900,0.234356,3.863626,1.000000,0.000000,0.000000,0.000000,0.124380,shared_fullimg_cam,502.438,449.081,47.278,3.917946,0.789302,L1_L2ground
84,3.458333,-0.369155,0.272679,3.854527,1.000000,0.000000,0.000000,0.000000,0.122580,shared_fullimg_cam,499.349,463.893,46.704,3.870885,0.731473,L1_L2ground
85,3.500000,-0.385992,0.356035,3.842038,1.000000,0.000000,0.000000,0.000000,0.125066,shared_fullimg_cam,492.456,496.093,47.806,3.828924,0.813613,L1_L2ground
86,3.541667,-0.374077,0.486611,3.828455,1.000000,0.000000,0.000000,0.000000,0.122267,shared_fullimg_cam,496.503,546.665,46.902,3.847561,0.838254,L1_L2ground
87,3.583333,-0.381275,0.647510,3.815724,1.000000,0.000000,0.000000,0.000000,0.118374,shared_fullimg_cam,493.254,609.215,45.560,3.800363,0.904175,L1_L2ground
88,3.625000,-0.378864,0.632855,3.806329,1.000000,0.000000,0.000000,0.000000,0.116545,shared_fullimg_cam,493.822,604.176,44.967,3.795775,0.898075,L1_L2ground
89,3.666667,-0.378179,0.507312,3.802258,1.000000,0.000000,0.000000,0.000000,0.125296,shared_fullimg_cam,493.930,555.947,48.395,3.723702,0.878595,L1_L2ground
90,3.708333,-0.376110,0.405391,3.805160,1.000000,0.000000,0.000000,0.000000,0.123969,shared_fullimg_cam,494.840,516.461,47.846,3.732535,0.845164,L1_L2ground
91,3.750000,-0.371161,0.330198,3.814268,1.000000,0.000000,0.000000,0.000000,0.124009,shared_fullimg_cam,497.092,487.136,47.747,3.821711,0.737434,L1_L2ground
92,3.791667,-0.370786,0.273578,3.826750,1.000000,0.000000,0.000000,0.000000,0.126497,shared_fullimg_cam,497.702,464.992,48.546,3.854811,0.692444,L1_L2ground
93,3.833333,-0.368483,0.241678,3.839943,1.000000,0.000000,0.000000,0.000000,0.122399,shared_fullimg_cam,499.072,452.431,46.812,3.905152,0.765908,L1_L2ground
94,3.875000,-0.361221,0.221011,3.851725,1.000000,0.000000,0.000000,0.000000,0.124340,shared_fullimg_cam,502.272,444.268,47.409,3.908117,0.728856,L1_L2ground
95,3.916667,-0.358724,0.222218,3.861496,1.000000,0.000000,0.000000,0.000000,0.124006,shared_fullimg_cam,503.570,444.514,47.162,3.912143,0.751934,L1_L2ground
96,3.958333,-0.347374,0.246528,3.869851,1.000000,0.000000,0.000000,0.000000,0.133721,shared_fullimg_cam,508.172,453.557,50.747,3.815606,0.728041,L1_L2ground
97,4.000000,-0.345572,0.335938,3.878527,1.000000,0.000000,0.000000,0.000000,0.130070,shared_fullimg_cam,509.149,487.203,49.251,3.763849,0.731194,L1_L2ground
98,4.041667,-0.314741,0.491826,3.888113,1.000000,0.000000,0.000000,0.000000,0.121589,shared_fullimg_cam,521.117,545.771,45.926,3.818433,0.839655,L1_L2ground
99,4.083333,-0.276197,0.674786,3.896781,1.000000,0.000000,0.000000,0.000000,0.121676,shared_fullimg_cam,535.908,614.311,45.857,3.822841,0.899763,L1_L2ground
100,4.125000,-0.253497,0.668957,3.900745,1.000000,0.000000,0.000000,0.000000,0.120756,shared_fullimg_cam,544.560,611.858,45.464,3.856460,0.925008,L1_L2ground
101,4.166667,-0.233226,0.561151,3.902441,1.000000,0.000000,0.000000,0.000000,0.121242,shared_fullimg_cam,552.230,571.178,45.627,3.863640,0.859306,L1_L2ground
102,4.208333,-0.225841,0.463999,3.902787,1.000000,0.000000,0.000000,0.000000,0.136765,shared_fullimg_cam,555.017,534.601,51.464,3.877963,0.830025,L1_L2ground
103,4.250000,-0.209123,0.389041,3.901559,1.000000,0.000000,0.000000,0.000000,0.127019,shared_fullimg_cam,561.283,506.441,47.812,3.891641,0.926496,L1_L2ground
104,4.291667,-0.199868,0.335595,3.897849,1.000000,0.000000,0.000000,0.000000,0.123905,shared_fullimg_cam,564.695,486.443,46.684,3.902320,0.890249,L1_L2ground
105,4.333333,-0.186488,0.291968,3.890407,1.000000,0.000000,0.000000,0.000000,0.124900,shared_fullimg_cam,569.602,470.216,47.149,3.905966,0.814984,L1_L2ground
106,4.375000,-0.175558,0.266152,3.878123,1.000000,0.000000,0.000000,0.000000,0.124308,shared_fullimg_cam,573.518,460.789,47.074,3.907144,0.824720,L1_L2ground
107,4.416667,-0.167255,0.258473,3.860301,1.000000,0.000000,0.000000,0.000000,0.123991,shared_fullimg_cam,576.370,458.333,47.171,3.907358,0.772383,L1_L2ground
108,4.458333,-0.152731,0.271364,3.837036,1.000000,0.000000,0.000000,0.000000,0.123490,shared_fullimg_cam,581.543,463.863,47.265,3.903872,0.751216,L1_L2ground
109,4.500000,-0.137209,0.324700,3.809550,1.000000,0.000000,0.000000,0.000000,0.120647,shared_fullimg_cam,587.105,485.174,46.510,3.902608,0.826163,L1_L2ground
110,4.541667,-0.120923,0.428394,3.780561,1.000000,0.000000,0.000000,0.000000,0.123919,shared_fullimg_cam,593.026,526.415,48.138,3.902076,0.903148,L1_L2ground
111,4.583333,-0.103282,0.560452,3.755300,1.000000,0.000000,0.000000,0.000000,0.117931,shared_fullimg_cam,599.609,579.179,46.120,3.910140,0.741980,L1_L2ground
112,4.625000,-0.095631,0.678835,3.742971,1.000000,0.000000,0.000000,0.000000,0.120009,shared_fullimg_cam,602.478,626.350,47.087,3.911015,0.888772,L1_L2ground
113,4.666667,-0.114275,0.608402,3.756737,1.000000,0.000000,0.000000,0.000000,0.119140,shared_fullimg_cam,595.327,597.840,46.575,3.910942,0.760286,L1_L2ground
114,4.708333,-0.122877,0.498484,3.782944,1.000000,0.000000,0.000000,0.000000,0.115335,shared_fullimg_cam,592.297,553.520,44.775,3.909306,0.829392,L1_L2ground
115,4.750000,-0.135190,0.403936,3.812066,1.000000,0.000000,0.000000,0.000000,0.123919,shared_fullimg_cam,587.918,515.617,47.740,3.900572,0.824869,L1_L2ground
116,4.791667,-0.144804,0.335134,3.838072,1.000000,0.000000,0.000000,0.000000,0.122705,shared_fullimg_cam,584.592,488.236,46.952,3.901831,0.802017,L1_L2ground
117,4.833333,-0.155765,0.283560,3.857302,1.000000,0.000000,0.000000,0.000000,0.122952,shared_fullimg_cam,580.695,467.961,46.812,3.904344,0.795770,L1_L2ground
118,4.875000,-0.162333,0.252694,3.867725,1.000000,0.000000,0.000000,0.000000,0.121541,shared_fullimg_cam,578.361,455.950,46.150,3.904975,0.819543,L1_L2ground
119,4.916667,-0.165221,0.236279,3.868505,1.000000,0.000000,0.000000,0.000000,0.122237,shared_fullimg_cam,577.277,449.699,46.405,3.904359,0.774117,L1_L2ground
120,4.958333,-0.161880,0.230314,3.859819,1.000000,0.000000,0.000000,0.000000,0.122007,shared_fullimg_cam,578.407,447.631,46.422,3.902911,0.798133,L1_L2ground
121,5.000000,-0.157580,0.243776,3.842711,1.000000,0.000000,0.000000,0.000000,0.122738,shared_fullimg_cam,579.776,453.166,46.908,3.898793,0.718565,L1_L2ground
122,5.041667,-0.153329,0.304736,3.819326,1.000000,0.000000,0.000000,0.000000,0.127455,shared_fullimg_cam,581.042,477.177,49.009,3.894144,0.759716,L1_L2ground
123,5.083333,-0.152660,0.413104,3.792956,1.000000,0.000000,0.000000,0.000000,0.121415,shared_fullimg_cam,580.891,519.951,47.011,3.891347,0.915067,L1_L2ground
124,5.125000,-0.156476,0.555209,3.768601,1.000000,0.000000,0.000000,0.000000,0.116235,shared_fullimg_cam,579.022,576.362,45.296,3.895204,0.837876,L1_L2ground
125,5.166667,-0.161068,0.678651,3.754558,1.000000,0.000000,0.000000,0.000000,0.122431,shared_fullimg_cam,576.998,625.456,47.889,3.896388,0.868574,L1_L2ground
126,5.208333,-0.187216,0.610733,3.763041,1.000000,0.000000,0.000000,0.000000,0.113570,shared_fullimg_cam,566.935,598.351,44.323,3.898033,0.893192,L1_L2ground
127,5.250000,-0.210429,0.497383,3.781295,1.000000,0.000000,0.000000,0.000000,0.121832,shared_fullimg_cam,558.272,553.177,47.318,3.892141,0.822173,L1_L2ground
128,5.291667,-0.244352,0.403456,3.801207,1.000000,0.000000,0.000000,0.000000,0.133187,shared_fullimg_cam,545.594,515.876,51.457,3.886660,0.903933,L1_L2ground
129,5.333333,-0.263138,0.305420,3.817660,1.000000,0.000000,0.000000,0.000000,0.126024,shared_fullimg_cam,538.774,477.491,48.480,3.880240,0.805350,L1_L2ground
130,5.375000,-0.279121,0.254336,3.828290,1.000000,0.000000,0.000000,0.000000,0.123544,shared_fullimg_cam,532.924,457.568,47.394,3.882014,0.780345,L1_L2ground
131,5.416667,-0.292778,0.236733,3.832352,1.000000,0.000000,0.000000,0.000000,0.123540,shared_fullimg_cam,527.804,450.719,47.342,3.873939,0.774238,L1_L2ground
132,5.458333,-0.305644,0.236206,3.830413,1.000000,0.000000,0.000000,0.000000,0.123076,shared_fullimg_cam,522.814,450.563,47.188,3.863723,0.771245,L1_L2ground
133,5.500000,-0.315913,0.261006,3.824039,1.000000,0.000000,0.000000,0.000000,0.123519,shared_fullimg_cam,518.675,460.238,47.437,3.828908,0.768925,L1_L2ground
134,5.541667,-0.320086,0.340777,3.815582,1.000000,0.000000,0.000000,0.000000,0.126294,shared_fullimg_cam,516.800,491.164,48.610,3.783893,0.854938,L1_L2ground
135,5.583333,-0.331127,0.469987,3.807509,1.000000,0.000000,0.000000,0.000000,0.134901,shared_fullimg_cam,512.280,541.280,52.033,3.804573,0.889118,L1_L2ground
136,5.625000,-0.337690,0.633996,3.801360,1.000000,0.000000,0.000000,0.000000,0.122743,shared_fullimg_cam,509.538,604.936,47.420,3.777011,0.881556,L1_L2ground
137,5.666667,-0.339833,0.654432,3.798584,1.000000,0.000000,0.000000,0.000000,0.117431,shared_fullimg_cam,508.614,613.016,45.401,3.755185,0.884592,L1_L2ground
138,5.708333,-0.331177,0.527830,3.799873,1.000000,0.000000,0.000000,0.000000,0.114107,shared_fullimg_cam,512.004,564.000,44.101,3.758245,0.817339,L1_L2ground
139,5.750000,-0.321532,0.421850,3.804563,1.000000,0.000000,0.000000,0.000000,0.130473,shared_fullimg_cam,515.885,522.839,50.364,3.779652,0.893470,L1_L2ground
140,5.791667,-0.315545,0.338042,3.810879,1.000000,0.000000,0.000000,0.000000,0.125572,shared_fullimg_cam,518.398,490.272,48.392,3.791959,0.890169,L1_L2ground
141,5.833333,-0.303665,0.284012,3.816252,1.000000,0.000000,0.000000,0.000000,0.122441,shared_fullimg_cam,523.141,469.296,47.119,3.852560,0.855402,L1_L2ground
142,5.875000,-0.292587,0.256162,3.817511,1.000000,0.000000,0.000000,0.000000,0.123683,shared_fullimg_cam,527.441,458.546,47.581,3.870371,0.793910,L1_L2ground
143,5.916667,-0.271410,0.253204,3.812543,1.000000,0.000000,0.000000,0.000000,0.122844,shared_fullimg_cam,535.452,457.535,47.320,3.884189,0.749038,L1_L2ground
144,5.958333,-0.248581,0.272324,3.800563,1.000000,0.000000,0.000000,0.000000,0.124003,shared_fullimg_cam,543.944,465.231,47.917,3.889801,0.747636,L1_L2ground
145,6.000000,-0.222482,0.331194,3.782396,1.000000,0.000000,0.000000,0.000000,0.121386,shared_fullimg_cam,553.616,488.594,47.131,3.886098,0.746211,L1_L2ground
146,6.041667,-0.187827,0.441108,3.760850,1.000000,0.000000,0.000000,0.000000,0.117268,shared_fullimg_cam,566.654,532.252,45.793,3.891149,0.838639,L1_L2ground
147,6.083333,-0.174576,0.583324,3.741009,1.000000,0.000000,0.000000,0.000000,0.114074,shared_fullimg_cam,571.467,588.995,44.782,3.896225,0.809662,L1_L2ground
148,6.125000,-0.150432,0.683306,3.731589,1.000000,0.000000,0.000000,0.000000,0.114648,shared_fullimg_cam,580.796,628.922,45.121,3.898161,0.871365,L1_L2ground
149,6.166667,-0.158181,0.596009,3.745774,1.000000,0.000000,0.000000,0.000000,0.116000,shared_fullimg_cam,577.982,593.677,45.480,3.898427,0.834669,L1_L2ground
150,6.208333,-0.152672,0.504043,3.770081,1.000000,0.000000,0.000000,0.000000,0.116093,shared_fullimg_cam,580.528,556.346,45.223,3.889828,0.749028,L1_L2ground
151,6.250000,-0.151798,0.423713,3.795676,1.000000,0.000000,0.000000,0.000000,0.119003,shared_fullimg_cam,581.267,523.941,46.044,3.884422,0.891454,L1_L2ground
152,6.291667,-0.150983,0.336327,3.816415,1.000000,0.000000,0.000000,0.000000,0.120014,shared_fullimg_cam,581.900,489.423,46.183,3.882095,0.785329,L1_L2ground
153,6.333333,-0.144647,0.276242,3.828926,1.000000,0.000000,0.000000,0.000000,0.120955,shared_fullimg_cam,584.520,465.954,46.393,3.883078,0.784448,L1_L2ground
154,6.375000,-0.137108,0.255059,3.831448,1.000000,0.000000,0.000000,0.000000,0.120837,shared_fullimg_cam,587.446,457.765,46.317,3.884300,0.736712,L1_L2ground
155,6.416667,-0.134290,0.250848,3.823564,1.000000,0.000000,0.000000,0.000000,0.122155,shared_fullimg_cam,588.420,456.349,46.919,3.886252,0.725763,L1_L2ground
