overlay_hard_score,overlay_hard_metric_source,overlay_mask_pair_count,overlay_generated_render_mask_count,overlay_generated_proxy_render_mask_count,overlay_generated_full_geometry_mask_count,overlay_mask_coverage,overlay_render_false_coverage,overlay_vlm_is_primary,overlay_conflict_flag
0.7065465039212514,generated_eval_proxy_render_mask_iou,228,240,240,0,0.9230734634702595,0.2344842244004632,False,
