case,result_name,evaluation_source,final_video,source_video,object_pose_source,gate_trace_source,n_frames,se3_valid,translation_valid_rate,rotation_valid_rate,overlay_hard_score,overlay_hard_metric_source,overlay_mask_pair_count,overlay_generated_render_mask_count,overlay_generated_proxy_render_mask_count,overlay_generated_full_geometry_mask_count,overlay_mask_coverage,overlay_render_false_coverage,contact_frame_ratio,contact_gap_mm,contact_proxy,contact_proxy_source,part_correct_ratio,hoi_contact_pair_rows,hoi_contact_interval_count,hoi_observed_contact_rows,hoi_persistent_contact_rows,contact_anchor_drift_mean,contact_anchor_drift_max,human_part_count,human_part_available_count,human_part_contact_coverage,object_part_count,object_part_available_count,object_part_contact_coverage,penetration_frame_ratio,penetration_depth_mean_mm,penetration_depth_max_mm,floating_rate,tradeoff_score,object_jerk,accel_at_events,accel_in_flight,contact_ratio_audio_windows,jump_count,static_tail_drift_m,translation_spike_count,rotation_spike_count,event_aligned_spike_count,non_event_spike_count,high_speed_recall,oversmooth_rate,temporal_failure_intervals,gate_impact_status,gate_event_count,gate_active_count,gate_reject_unclear_count,stage_residual_reweight_count,optimizer_reoptimized_frames,optimizer_reweighted_frames,anchor_update_allowed_count,anchor_update_blocked_count,freeze_interpolation_frames,pose_delta_translation_mean_m,pose_delta_translation_max_m,final_pass
volleyball,final_full_4d_hoi,pipeline_result_directory,,,,,240,True,1.0,1.0,0.7065465039212514,generated_eval_proxy_render_mask_iou,228,240,240,0,0.9230734634702595,0.2344842244004632,1.0,0.21712616470517548,0.9956668918267854,object_or_hoi_contact_pairs_mean_surface_gap:contact_gap_mm_exp_decay_sigma_50,,60,18,60,28,,,9,9,1.0,3,1,0.3333333333333333,,,,,0.9978310938364194,,,,,,,12,0,0,12,,,"[{""start"":16,""end"":17},{""start"":49,""end"":50},{""start"":52,""end"":53},{""start"":114,""end"":115},{""start"":131,""end"":131},{""start"":163,""end"":165}]",partial:missing_optimizer_decisions|missing_physical_smooth_residuals|missing_object_pose_pre_smooth,48,48,4,1,0,0,69,171,0,,,True
