gate_impact_status,gate_timeline_source,gate_event_count,gate_active_count,gate_reject_unclear_count,gate_source_counts,stage_audit_gate_count,stage_residual_reweight_count,optimizer_reoptimized_frames,optimizer_reweighted_frames,residual_enabled_total,anchor_update_allowed_count,anchor_update_blocked_count,pose_anchor_allowed_count,anchor_residual_enabled_frames,freeze_interpolation_frames,pose_delta_translation_mean_m,pose_delta_translation_max_m,pose_delta_rotation_mean_rad,pose_delta_rotation_max_rad,pose_delta_frame_count,gate_trace_source,pose_delta_source,source_gate_timeline,source_optimizer_decisions
partial:missing_optimizer_decisions|missing_physical_smooth_residuals|missing_object_pose_pre_smooth,frame_timeline,48,48,4,pass:44;reject:1;unclear:3,19,1,0,0,0,69,171,69,0,0,,,,,0,samples_known_object/13_volleyball/results/final_full_4d_hoi,gate_trace_pre_smooth_to_gate_trace_final,samples_known_object/13_volleyball/results/final_full_4d_hoi/vlm_trace/04_gating/gate_timeline.csv,samples_known_object/13_volleyball/results/final_full_4d_hoi/optimizer_decisions.csv
