frame,time,human_part,human_side,object_part,object_local_id,expected,observed,persistent,rel_static,min_distance_m,surface_gap_m,penetration_depth_m,contact_confidence,contact_state,anchor_update_allowed,pose_anchor_allowed,stable_local_x,stable_local_y,stable_local_z,stable_local_s,observed_local_x,observed_local_y,observed_local_z,observed_local_s,contact_u,contact_v,contact_depth_offset_m,local_s_drift,source
130,5.375000,hand,right,surface,object:surface,1,1,1,0,0.00027792395247741423,0.00027792395247741423,,1.0,persistent_anchor,1,1,,,,,,,,,600.0700197905991,168.0913773249473,0.00027792395247741423,,vlm_confirmed:human:hand:right->object:surface
131,5.416667,hand,left,surface,object:surface,1,1,0,0,0.0001877642848332138,0.0001877642848332138,,1.0,observed_no_pose_anchor,0,0,,,,,,,,,551.3953746500933,143.4995466933883,0.0001877642848332138,,vlm_confirmed:human:hand:left->object:surface
131,5.416667,hand,right,surface,object:surface,1,1,1,0,0.00014755933866636504,0.00014755933866636504,,1.0,persistent_anchor,1,1,,,,,,,,,592.1292626194979,160.14787355966547,0.00014755933866636504,,vlm_confirmed:human:hand:right->object:surface
132,5.458333,hand,left,surface,object:surface,1,1,0,0,0.00019303078473558062,0.00019303078473558062,,1.0,observed_no_pose_anchor,0,0,,,,,,,,,542.4311907274821,133.2387289736126,0.00019303078473558062,,vlm_confirmed:human:hand:left->object:surface
132,5.458333,hand,right,surface,object:surface,1,1,1,0,0.00012395973848516192,0.00012395973848516192,,1.0,persistent_anchor,1,1,,,,,,,,,586.3099265328667,148.24400254656757,0.00012395973848516192,,vlm_confirmed:human:hand:right->object:surface
185,7.666667,hand,left,surface,object:surface,1,1,0,0,0.0002717103065889984,0.0002717103065889984,,1.0,observed_no_pose_anchor,0,0,,,,,,,,,521.2580183476158,156.8764818790286,0.0002717103065889984,,vlm_confirmed:human:hand:left->object:surface
185,7.666667,hand,right,surface,object:surface,1,1,1,0,0.00022189701201390501,0.00022189701201390501,,1.0,persistent_anchor,1,1,,,,,,,,,552.9860230561651,163.80783074692803,0.00022189701201390501,,vlm_confirmed:human:hand:right->object:surface
186,7.708333,hand,left,surface,object:surface,1,1,0,0,0.00028231550192324645,0.00028231550192324645,,1.0,observed_no_pose_anchor,0,0,,,,,,,,,527.4311930187961,166.70848167779062,0.00028231550192324645,,vlm_confirmed:human:hand:left->object:surface
186,7.708333,hand,right,surface,object:surface,1,1,1,0,0.0002432911921387265,0.0002432911921387265,,1.0,persistent_anchor,1,1,,,,,,,,,556.6942041470613,171.36370597513655,0.0002432911921387265,,vlm_confirmed:human:hand:right->object:surface
187,7.750000,hand,left,surface,object:surface,1,1,0,0,0.0002864836494581143,0.0002864836494581143,,1.0,observed_no_pose_anchor,0,0,,,,,,,,,532.3538192679185,180.2931224135228,0.0002864836494581143,,vlm_confirmed:human:hand:left->object:surface
187,7.750000,hand,right,surface,object:surface,1,1,1,0,0.00023763720503162372,0.00023763720503162372,,1.0,persistent_anchor,1,1,,,,,,,,,560.2017110488308,183.04061249672452,0.00023763720503162372,,vlm_confirmed:human:hand:right->object:surface
