temporal_metric_status,translation_spike_count,rotation_spike_count,event_aligned_spike_count,non_event_spike_count,translation_spike_threshold,rotation_spike_threshold_rad,translation_acceleration_max,rotation_acceleration_max,high_speed_event_windows,high_speed_recall,oversmooth_rate,static_tail_drift_m,temporal_failure_intervals,event_frame_count,event_window_frame_count,temporal_accel_at_events,temporal_accel_in_flight,source_pose,source_events
ok,12,0,0,12,0.09365230943650671,0.05,0.24736311609828338,0.0,0,,,,"[{""start"":16,""end"":17},{""start"":49,""end"":50},{""start"":52,""end"":53},{""start"":114,""end"":115},{""start"":131,""end"":131},{""start"":163,""end"":165}]",0,0,,0.020966239205089325,samples_known_object/13_volleyball/results/final_full_4d_hoi/object_pose.csv,missing_audio_contact_csv
