se3_valid,n_frames,translation_valid_rate,rotation_valid_rate,quat_norm_error_mean,translation_velocity_mean,translation_velocity_max,translation_acceleration_mean,rotation_velocity_mean,rotation_velocity_max,rotation_acceleration_mean,jump_count,static_tail_drift_m,geometry_spread_m
True,240,1.0,1.0,0.0,0.06300665451344947,0.45351178397407815,0.020966239205089325,0.0,0.0,0.0,,,
