contact_frame_ratio,contact_gap_mm,contact_proxy,contact_proxy_source,part_correct_ratio,contact_ratio_audio_windows,grasp_stability_mm,mdev_star_mm,hoi_contact_pair_rows,hoi_contact_interval_count,hoi_observed_contact_rows,hoi_persistent_contact_rows,contact_anchor_drift_mean,contact_anchor_drift_max,source
1.0,0.21712616470517548,0.9956668918267854,object_or_hoi_contact_pairs_mean_surface_gap:contact_gap_mm_exp_decay_sigma_50,,,,,60,18,60,28,,,missing_hoi_eval
