frame,visual_spike,raw_visual_spike,contact_spike,smoothness_spike,freeze_or_propagate,motion_regime,pre_smooth_translation_jump_m,final_translation_jump_m,visual_spike_threshold_m,velocity_spike_threshold,accel_spike_threshold,se3_velocity_spike,se3_accel_spike,raw_se3_velocity_spike,raw_se3_accel_spike,delta_translation_m,delta_rotation_rad
1,0,0,0,0,optimize,static_hold,0.000000,0.000000,0.100000,0.120000,0.120000,0,0,0,0,0.000770,0.000000
2,0,0,0,0,optimize,short_impact,0.001331,0.000019,0.300000,0.420000,0.340000,0,0,0,0,0.000686,0.000000
3,0,0,0,0,optimize,sustained_grasp,0.000290,0.000020,0.180000,0.220000,0.220000,0,0,0,0,0.000697,0.000000
4,0,0,0,0,optimize,sustained_grasp,0.000991,0.000022,0.180000,0.220000,0.220000,0,0,0,0,0.000656,0.000000
5,0,0,0,0,optimize,static_hold,0.000114,0.000012,0.100000,0.120000,0.120000,0,0,0,0,0.000735,0.000000
6,0,0,0,0,optimize,static_hold,0.000200,0.000102,0.100000,0.120000,0.120000,0,0,0,0,0.000592,0.000000
7,0,0,0,0,optimize,static_hold,0.000151,0.000312,0.100000,0.120000,0.120000,0,0,0,0,0.000495,0.000000
8,0,0,0,0,optimize,static_hold,0.000231,0.000375,0.100000,0.120000,0.120000,0,0,0,0,0.000264,0.000000
9,0,0,0,0,optimize,static_hold,0.000286,0.000299,0.100000,0.120000,0.120000,0,0,0,0,0.000515,0.000000
10,0,0,0,0,optimize,static_hold,0.000205,0.000088,0.100000,0.120000,0.120000,0,0,0,0,0.000550,0.000000
11,0,0,0,0,optimize,static_hold,0.000201,0.000013,0.100000,0.120000,0.120000,0,0,0,0,0.000565,0.000000
12,0,0,0,0,optimize,sustained_grasp,0.000305,0.000020,0.180000,0.220000,0.220000,0,0,0,0,0.000304,0.000000
13,0,0,0,0,optimize,sustained_grasp,0.000361,0.000016,0.180000,0.220000,0.220000,0,0,0,0,0.000118,0.000000
14,0,0,0,0,optimize,static_hold,0.000114,0.000012,0.100000,0.120000,0.120000,0,0,0,0,0.000198,0.000000
15,0,0,0,0,optimize,sustained_grasp,0.000418,0.000010,0.180000,0.220000,0.220000,0,0,0,0,0.000502,0.000000
16,0,0,0,0,optimize,sustained_grasp,0.000194,0.000012,0.180000,0.220000,0.220000,0,0,0,0,0.000472,0.000000
17,0,0,0,0,optimize,sustained_grasp,0.000343,0.000023,0.180000,0.220000,0.220000,0,0,0,0,0.000828,0.000000
18,0,0,0,0,optimize,sustained_grasp,0.000193,0.000035,0.180000,0.220000,0.220000,0,0,0,0,0.001045,0.000000
19,0,0,0,0,optimize,sustained_grasp,0.000163,0.000048,0.180000,0.220000,0.220000,0,0,0,0,0.000946,0.000000
20,0,0,0,0,optimize,sustained_grasp,0.000455,0.000059,0.180000,0.220000,0.220000,0,0,0,0,0.001413,0.000000
21,0,0,0,0,optimize,sustained_grasp,0.000422,0.000067,0.180000,0.220000,0.220000,0,0,0,0,0.001200,0.000000
22,0,0,0,0,optimize,sustained_grasp,0.000432,0.000073,0.180000,0.220000,0.220000,0,0,0,0,0.000943,0.000000
23,0,0,0,0,optimize,sustained_grasp,0.000101,0.000075,0.180000,0.220000,0.220000,0,0,0,0,0.000962,0.000000
24,0,0,0,0,optimize,sustained_grasp,0.000278,0.000077,0.180000,0.220000,0.220000,0,0,0,0,0.000975,0.000000
25,0,0,0,0,optimize,sustained_grasp,0.000122,0.000081,0.180000,0.220000,0.220000,0,0,0,0,0.000981,0.000000
26,0,0,0,0,optimize,sustained_grasp,0.000238,0.000087,0.180000,0.220000,0.220000,0,0,0,0,0.000832,0.000000
27,0,0,0,0,optimize,sustained_grasp,0.000404,0.000100,0.180000,0.220000,0.220000,0,0,0,0,0.000652,0.000000
28,0,0,0,0,optimize,sustained_grasp,0.000258,0.000115,0.180000,0.220000,0.220000,0,0,0,0,0.000515,0.000000
29,0,0,0,0,optimize,sustained_grasp,0.000282,0.000134,0.180000,0.220000,0.220000,0,0,0,0,0.000904,0.000000
30,0,0,0,0,optimize,sustained_grasp,0.000377,0.000154,0.180000,0.220000,0.220000,0,0,0,0,0.000698,0.000000
31,0,0,0,0,optimize,sustained_grasp,0.000173,0.000175,0.180000,0.220000,0.220000,0,0,0,0,0.000735,0.000000
32,0,0,0,0,optimize,sustained_grasp,0.000238,0.000198,0.180000,0.220000,0.220000,0,0,0,0,0.000951,0.000000
33,0,0,0,0,optimize,sustained_grasp,0.003133,0.000227,0.180000,0.220000,0.220000,0,0,0,0,0.002533,0.000000
34,0,0,0,0,optimize,sustained_grasp,0.002104,0.000268,0.180000,0.220000,0.220000,0,0,0,0,0.003895,0.000000
35,0,0,0,0,optimize,sustained_grasp,0.000607,0.000323,0.180000,0.220000,0.220000,0,0,0,0,0.003756,0.000000
36,0,0,0,0,optimize,sustained_grasp,0.000951,0.000400,0.180000,0.220000,0.220000,0,0,0,0,0.003487,0.000000
37,0,0,0,0,optimize,sustained_grasp,0.000669,0.000492,0.180000,0.220000,0.220000,0,0,0,0,0.003416,0.000000
38,0,0,0,0,optimize,sustained_grasp,0.000276,0.000608,0.180000,0.220000,0.220000,0,0,0,0,0.003792,0.000000
39,0,0,0,0,optimize,sustained_grasp,0.002087,0.000741,0.180000,0.220000,0.220000,0,0,0,0,0.002759,0.000000
40,0,0,0,0,optimize,static_hold,0.001017,0.000853,0.100000,0.120000,0.120000,0,0,0,0,0.004464,0.000000
41,0,0,0,0,optimize,static_hold,0.000036,0.000955,0.100000,0.120000,0.120000,0,0,0,0,0.005445,0.000000
42,0,0,0,0,optimize,static_hold,0.000248,0.001054,0.100000,0.120000,0.120000,0,0,0,0,0.006295,0.000000
43,0,0,0,0,optimize,sustained_grasp,0.000518,0.001208,0.180000,0.220000,0.220000,0,0,0,0,0.007101,0.000000
44,0,0,0,0,optimize,sustained_grasp,0.000189,0.001452,0.180000,0.220000,0.220000,0,0,0,0,0.008372,0.000000
45,0,0,0,0,optimize,sustained_grasp,0.000445,0.001847,0.180000,0.220000,0.220000,0,0,0,0,0.010257,0.000000
46,0,0,0,0,optimize,sustained_grasp,0.000441,0.002282,0.180000,0.220000,0.220000,0,0,0,0,0.012203,0.000000
47,0,0,0,0,optimize,sustained_grasp,0.000316,0.002757,0.180000,0.220000,0.220000,0,0,0,0,0.015170,0.000000
48,0,0,0,0,optimize,sustained_grasp,0.000669,0.003271,0.180000,0.220000,0.220000,0,0,0,0,0.017811,0.000000
49,0,0,0,0,optimize,sustained_grasp,0.000080,0.003813,0.180000,0.220000,0.220000,0,0,0,0,0.021539,0.000000
50,0,0,0,0,optimize,short_impact,0.000513,0.007758,0.300000,0.420000,0.340000,0,0,0,0,0.027465,0.000000
51,0,0,0,0,optimize,sustained_grasp,0.000824,0.013890,0.180000,0.220000,0.220000,0,0,0,1,0.039031,0.000000
52,0,0,0,0,optimize,short_impact,0.179475,0.087180,0.300000,0.420000,0.340000,0,0,0,1,0.061919,0.000000
53,0,0,0,0,optimize,sustained_grasp,0.011822,0.087642,0.180000,0.220000,0.220000,0,1,0,1,0.028767,0.000000
54,0,1,0,0,optimize,high_speed,0.241937,0.218384,0.300000,0.420000,0.340000,1,0,1,0,0.028826,0.000000
55,0,1,0,0,optimize,high_speed,0.245288,0.218720,0.300000,0.420000,0.340000,1,0,1,0,0.033954,0.000000
56,0,0,0,0,optimize,high_speed,0.166174,0.184510,0.300000,0.420000,0.340000,1,0,0,0,0.016012,0.000000
57,0,0,0,0,optimize,high_speed,0.162586,0.167198,0.300000,0.420000,0.340000,1,0,0,0,0.011277,0.000000
58,0,0,0,0,optimize,high_speed,0.154958,0.129376,0.300000,0.420000,0.340000,0,0,0,1,0.026053,0.000000
59,0,0,0,0,optimize,uniform_motion,0.012809,0.057085,0.180000,0.220000,0.220000,0,0,0,1,0.027687,0.000000
60,0,0,0,0,optimize,high_speed,0.131552,0.106055,0.300000,0.420000,0.340000,0,0,0,0,0.004349,0.000000
61,0,0,0,0,optimize,free_motion,0.111159,0.106767,0.180000,0.220000,0.220000,0,0,0,0,0.007511,0.000000
62,0,0,0,0,optimize,free_motion,0.100937,0.106460,0.180000,0.220000,0.220000,0,0,0,0,0.003467,0.000000
63,0,0,0,0,optimize,free_motion,0.077268,0.049667,0.180000,0.220000,0.220000,0,0,0,0,0.025278,0.000000
64,0,0,0,0,optimize,static_hold,0.010340,0.038280,0.100000,0.120000,0.120000,0,0,0,0,0.011112,0.000000
65,0,0,0,0,optimize,uniform_motion,0.028557,0.037623,0.180000,0.220000,0.220000,0,0,0,0,0.021889,0.000000
66,0,0,0,0,optimize,free_motion,0.063525,0.037304,0.180000,0.220000,0.220000,0,0,0,0,0.006386,0.000000
67,0,0,0,0,optimize,uniform_motion,0.033792,0.024794,0.180000,0.220000,0.220000,0,0,0,0,0.015171,0.000000
68,0,0,0,0,optimize,static_hold,0.011379,0.017296,0.100000,0.120000,0.120000,0,0,0,0,0.001620,0.000000
