frame,se3_velocity_spike,se3_accel_spike,raw_se3_velocity_spike,raw_se3_accel_spike,raw_velocity_score,raw_accel_score,final_velocity_score,final_accel_score,se3_smoothed,delta_translation_m,delta_rotation_rad,trust_weight,anchor_residual_enabled,anchor_residual_count,anchor_residual_m
1,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,0.000770,0.000000,0.656000,0,0,0.000000
2,0,0,0,0,0.001331,0.001256,0.000018,0.000002,1,0.000686,0.000000,0.590400,0,0,0.000000
3,0,0,0,0,0.000290,0.000914,0.000020,0.000002,1,0.000697,0.000000,0.721600,0,0,0.000000
4,0,0,0,0,0.000991,0.000880,0.000022,0.000015,1,0.000656,0.000000,0.721600,0,0,0.000000
5,0,0,0,0,0.000114,0.000253,0.000011,0.000107,1,0.000735,0.000000,0.656000,0,0,0.000000
6,0,0,0,0,0.000200,0.000098,0.000101,0.000412,1,0.000592,0.000000,0.656000,0,0,0.000000
7,0,0,0,0,0.000151,0.000102,0.000312,0.000686,1,0.000495,0.000000,0.656000,0,0,0.000000
8,0,0,0,0,0.000231,0.000103,0.000375,0.000673,1,0.000264,0.000000,0.656000,0,0,0.000000
9,0,0,0,0,0.000286,0.000099,0.000299,0.000386,1,0.000515,0.000000,0.656000,0,0,0.000000
10,0,0,0,0,0.000205,0.000385,0.000088,0.000087,1,0.000550,0.000000,0.656000,0,0,0.000000
11,0,0,0,0,0.000201,0.000365,0.000013,0.000016,1,0.000565,0.000000,0.656000,0,0,0.000000
12,0,0,0,0,0.000305,0.000113,0.000020,0.000004,1,0.000304,0.000000,0.721600,0,0,0.000000
13,0,0,0,0,0.000361,0.000247,0.000017,0.000007,1,0.000118,0.000000,0.721600,0,0,0.000000
14,0,0,0,0,0.000114,0.000351,0.000012,0.000007,1,0.000198,0.000000,0.656000,0,0,0.000000
15,0,0,0,0,0.000418,0.000462,0.000010,0.000008,1,0.000502,0.000000,0.721600,0,0,0.000000
16,0,0,0,0,0.000194,0.000386,0.000013,0.000013,1,0.000472,0.000000,0.721600,0,0,0.000000
17,0,0,0,0,0.000343,0.000154,0.000023,0.000013,1,0.000828,0.000000,0.721600,0,0,0.000000
18,0,0,0,0,0.000193,0.000352,0.000035,0.000013,1,0.001045,0.000000,0.721600,0,0,0.000000
19,0,0,0,0,0.000163,0.000618,0.000047,0.000012,1,0.000946,0.000000,0.721600,0,0,0.000000
20,0,0,0,0,0.000455,0.000745,0.000058,0.000011,1,0.001413,0.000000,0.721600,0,0,0.000000
21,0,0,0,0,0.000422,0.000155,0.000067,0.000011,1,0.001200,0.000000,0.721600,0,0,0.000000
22,0,0,0,0,0.000432,0.000469,0.000073,0.000013,1,0.000943,0.000000,0.721600,0,0,0.000000
23,0,0,0,0,0.000101,0.000355,0.000075,0.000017,1,0.000962,0.000000,0.721600,0,0,0.000000
24,0,0,0,0,0.000278,0.000372,0.000077,0.000022,1,0.000975,0.000000,0.721600,0,0,0.000000
25,0,0,0,0,0.000122,0.000188,0.000081,0.000026,1,0.000981,0.000000,0.721600,0,0,0.000000
26,0,0,0,0,0.000238,0.000259,0.000088,0.000029,1,0.000832,0.000000,0.721600,0,0,0.000000
27,0,0,0,0,0.000404,0.000317,0.000100,0.000031,1,0.000652,0.000000,0.721600,0,0,0.000000
28,0,0,0,0,0.000258,0.000534,0.000115,0.000033,1,0.000515,0.000000,0.721600,0,0,0.000000
29,0,0,0,0,0.000282,0.000654,0.000134,0.000035,1,0.000904,0.000000,0.721600,0,0,0.000000
30,0,0,0,0,0.000377,0.000397,0.000154,0.000039,1,0.000698,0.000000,0.721600,0,0,0.000000
31,0,0,0,0,0.000173,0.000192,0.000175,0.000045,1,0.000735,0.000000,0.721600,0,0,0.000000
32,0,0,0,0,0.000238,0.003345,0.000198,0.000054,1,0.000951,0.000000,0.721600,0,0,0.000000
33,0,0,0,0,0.003133,0.002408,0.000227,0.000067,1,0.002533,0.000000,0.721600,0,0,0.000000
34,0,0,0,0,0.002104,0.002051,0.000268,0.000081,1,0.003895,0.000000,0.721600,0,0,0.000000
35,0,0,0,0,0.000607,0.001326,0.000324,0.000096,1,0.003756,0.000000,0.721600,0,0,0.000000
36,0,0,0,0,0.000951,0.000494,0.000398,0.000111,1,0.003487,0.000000,0.721600,0,0,0.000000
37,0,0,0,0,0.000669,0.000722,0.000493,0.000127,1,0.003416,0.000000,0.721600,0,0,0.000000
38,0,0,0,0,0.000276,0.001951,0.000607,0.000145,1,0.003792,0.000000,0.721600,0,0,0.000000
39,0,0,0,0,0.002087,0.003090,0.000742,0.000118,1,0.002759,0.000000,0.721600,0,0,0.000000
40,0,0,0,0,0.001017,0.000981,0.000853,0.000107,1,0.004464,0.000000,0.656000,0,0,0.000000
41,0,0,0,0,0.000036,0.000283,0.000954,0.000103,1,0.005445,0.000000,0.656000,0,0,0.000000
42,0,0,0,0,0.000248,0.000270,0.001053,0.000161,1,0.006295,0.000000,0.656000,0,0,0.000000
43,0,0,0,0,0.000518,0.000347,0.001209,0.000251,1,0.007101,0.000000,0.721600,0,0,0.000000
44,0,0,0,0,0.000189,0.000524,0.001452,0.000405,1,0.008372,0.000000,0.721600,0,0,0.000000
45,0,0,0,0,0.000445,0.000830,0.001846,0.000446,1,0.010257,0.000000,0.721600,0,0,0.000000
46,0,0,0,0,0.000441,0.000708,0.002281,0.000490,1,0.012203,0.000000,0.721600,0,0,0.000000
47,0,0,0,0,0.000316,0.000982,0.002757,0.000533,1,0.015170,0.000000,0.721600,0,0,0.000000
48,0,0,0,0,0.000669,0.000681,0.003271,0.000569,1,0.017811,0.000000,0.721600,0,0,0.000000
49,0,0,0,0,0.000080,0.000497,0.003813,0.004802,1,0.021539,0.000000,0.721600,0,0,0.000000
50,0,0,0,0,0.000513,0.001336,0.007759,0.006846,1,0.027465,0.000000,0.590400,0,0,0.000000
51,0,0,0,1,0.000824,0.180130,0.013890,0.073542,1,0.039031,0.000000,0.721600,0,0,0.000000
52,0,0,0,1,0.179475,0.178419,0.087180,0.000599,1,0.061919,0.000000,0.590400,0,0,0.000000
53,0,1,0,1,0.011822,0.240996,0.087642,0.134129,1,0.028767,0.000000,0.721600,0,0,0.000000
54,1,0,1,0,0.241937,0.025581,0.218384,0.000956,1,0.028826,0.000000,0.639600,0,0,0.000000
55,1,0,1,0,0.245288,0.079501,0.218719,0.035468,1,0.033954,0.000000,0.639600,0,0,0.000000
56,1,0,0,0,0.166174,0.009704,0.184510,0.017632,1,0.016012,0.000000,0.639600,0,0,0.000000
57,1,0,0,0,0.162586,0.007678,0.167198,0.038384,1,0.011277,0.000000,0.639600,0,0,0.000000
58,0,0,0,1,0.154958,0.150154,0.129376,0.074394,1,0.026053,0.000000,0.639600,0,0,0.000000
59,0,0,0,1,0.012809,0.127120,0.057084,0.052900,1,0.027687,0.000000,0.574000,0,0,0.000000
60,0,0,0,0,0.131552,0.020576,0.106056,0.001410,1,0.004349,0.000000,0.639600,0,0,0.000000
61,0,0,0,0,0.111159,0.014972,0.106766,0.002589,1,0.007511,0.000000,0.574000,0,0,0.000000
62,0,0,0,0,0.100937,0.025011,0.106461,0.057482,1,0.003467,0.000000,0.574000,0,0,0.000000
63,0,0,0,0,0.077268,0.075947,0.049667,0.011763,1,0.025278,0.000000,0.574000,0,0,0.000000
64,0,0,0,0,0.010340,0.026067,0.038279,0.000669,1,0.011112,0.000000,0.656000,0,0,0.000000
65,0,0,0,0,0.028557,0.037799,0.037623,0.000330,1,0.021889,0.000000,0.574000,0,0,0.000000
66,0,0,0,0,0.063525,0.030636,0.037304,0.013395,1,0.006386,0.000000,0.574000,0,0,0.000000
67,0,0,0,0,0.033792,0.034362,0.024795,0.008856,1,0.015171,0.000000,0.574000,0,0,0.000000
68,0,0,0,0,0.011379,0.010057,0.017296,0.012535,1,0.001620,0.000000,0.656000,0,0,0.000000
69,0,0,0,0,0.013590,0.015334,0.011050,0.000594,1,0.005861,0.000000,0.574000,0,0,0.000000
70,0,0,0,0,0.014262,0.005647,0.011040,0.019788,1,0.002531,0.000000,0.574000,0,0,0.000000
71,0,0,0,0,0.016326,0.019829,0.022521,0.007367,1,0.006565,0.000000,0.574000,0,0,0.000000
72,0,0,0,0,0.032982,0.019744,0.029178,0.003276,1,0.002794,0.000000,0.574000,0,0,0.000000
73,0,0,0,0,0.051393,0.045469,0.032248,0.001597,1,0.017856,0.000000,0.574000,0,0,0.000000
74,0,0,0,0,0.012869,0.046657,0.033761,0.017811,1,0.011130,0.000000,0.574000,0,0,0.000000
75,0,0,0,0,0.052564,0.017245,0.050914,0.017729,1,0.011026,0.000000,0.574000,0,0,0.000000
76,0,0,0,0,0.069296,0.020132,0.068325,0.000558,1,0.011005,0.000000,0.574000,0,0,0.000000
77,0,0,0,0,0.089013,0.007253,0.068838,0.000375,1,0.014377,0.000000,0.574000,0,0,0.000000
78,0,0,0,0,0.090420,0.084480,0.069137,0.000491,1,0.036000,0.000000,0.574000,0,0,0.000000
79,0,0,0,0,0.013072,0.099518,0.069582,0.020182,1,0.032321,0.000000,0.574000,0,0,0.000000
80,0,0,0,0,0.105201,0.006489,0.089561,0.005889,1,0.017149,0.000000,0.574000,0,0,0.000000
81,0,0,0,0,0.110153,0.022317,0.095420,0.000501,1,0.004391,0.000000,0.574000,0,0,0.000000
82,0,0,0,1,0.131280,0.124640,0.095360,0.028790,1,0.037148,0.000000,0.639600,0,0,0.000000
83,0,0,0,1,0.012504,0.135403,0.066990,0.060933,1,0.022630,0.000000,0.574000,0,0,0.000000
84,0,0,0,0,0.141988,0.014660,0.127407,0.028280,1,0.008395,0.000000,0.639600,0,0,0.000000
85,1,0,0,0,0.156588,0.010633,0.155613,0.001314,1,0.009478,0.000000,0.639600,0,0,0.000000
86,1,0,0,0,0.166848,0.088309,0.155513,0.096993,1,0.012658,0.000000,0.705200,0,0,0.000000
87,0,1,0,1,0.078880,0.171876,0.059805,0.104567,1,0.030771,0.000000,0.721600,0,0,0.000000
88,0,0,0,0,0.095189,0.086688,0.049335,0.000875,1,0.025559,0.000000,0.721600,0,0,0.000000
89,0,0,0,0,0.019335,0.056677,0.050182,0.004500,1,0.024410,0.000000,0.721600,0,0,0.000000
90,0,0,0,0,0.065624,0.008668,0.054502,0.000368,1,0.013623,0.000000,0.574000,0,0,0.000000
91,0,0,0,0,0.073904,0.020455,0.054867,0.000196,1,0.013284,0.000000,0.574000,0,0,0.000000
