frame,time,left_detected,left_wrist_x,left_wrist_y,left_wrist_z,left_palm_x,left_palm_y,left_palm_z,left_thumb_tip_x,left_thumb_tip_y,left_thumb_tip_z,left_index_tip_x,left_index_tip_y,left_index_tip_z,left_middle_tip_x,left_middle_tip_y,left_middle_tip_z,left_ring_tip_x,left_ring_tip_y,left_ring_tip_z,left_pinky_tip_x,left_pinky_tip_y,left_pinky_tip_z,right_detected,right_wrist_x,right_wrist_y,right_wrist_z,right_palm_x,right_palm_y,right_palm_z,right_thumb_tip_x,right_thumb_tip_y,right_thumb_tip_z,right_index_tip_x,right_index_tip_y,right_index_tip_z,right_middle_tip_x,right_middle_tip_y,right_middle_tip_z,right_ring_tip_x,right_ring_tip_y,right_ring_tip_z,right_pinky_tip_x,right_pinky_tip_y,right_pinky_tip_z
1,0.041667,1,0.894453,0.010591,4.735807,0.921907,0.072794,4.749120,0.978006,0.094233,4.702334,0.988458,0.136810,4.735263,0.999155,0.121958,4.746388,0.997875,0.113837,4.761954,0.985507,0.096000,4.781489,1,0.783334,-0.063971,5.239798,0.732951,-0.001669,5.234347,0.682484,-0.004524,5.161893,0.671960,0.067026,5.202265,0.675145,0.079540,5.204294,0.693142,0.080981,5.215447,0.722391,0.072172,5.230641
2,0.083333,1,0.888365,0.017389,4.733844,0.919759,0.075519,4.748218,0.974107,0.096618,4.698403,0.985644,0.140647,4.731268,0.997415,0.126555,4.744310,0.996088,0.118251,4.760477,0.984506,0.098036,4.780152,1,0.771865,-0.052341,5.235085,0.727036,0.003879,5.232403,0.677883,-0.000491,5.158602,0.665660,0.071087,5.197910,0.671344,0.083848,5.198466,0.690144,0.086195,5.209898,0.718529,0.077398,5.225741
3,0.125000,1,0.882047,0.023243,4.737178,0.915581,0.080193,4.747176,0.970192,0.098333,4.695253,0.981296,0.145728,4.725857,0.994033,0.132361,4.741097,0.992422,0.124344,4.758172,0.981723,0.101637,4.778015,1,0.758207,-0.041615,5.235188,0.716301,0.012732,5.229644,0.670530,0.007802,5.154625,0.655042,0.076968,5.190016,0.664305,0.089723,5.188515,0.684041,0.093495,5.200266,0.711095,0.085096,5.217037
4,0.166667,1,0.876914,0.027771,4.740452,0.909798,0.085955,4.746393,0.968778,0.098149,4.696533,0.975966,0.151119,4.721841,0.988938,0.138201,4.738620,0.986718,0.130697,4.756575,0.976261,0.107019,4.776287,1,0.743828,-0.030970,5.236089,0.701931,0.022064,5.226441,0.664200,0.021714,5.152375,0.642020,0.082250,5.179465,0.654050,0.094909,5.177306,0.674008,0.099960,5.189575,0.699435,0.092449,5.207585
5,0.208333,1,0.871904,0.032662,4.741116,0.903197,0.092261,4.745659,0.968600,0.098591,4.701792,0.969631,0.157640,4.720157,0.982367,0.145392,4.738011,0.979316,0.137958,4.756690,0.968324,0.114675,4.775810,1,0.727887,-0.019064,5.235842,0.684775,0.029846,5.221965,0.662669,0.042189,5.151686,0.627535,0.085982,5.166934,0.640269,0.099405,5.167467,0.659062,0.104931,5.181060,0.682154,0.098493,5.201298
6,0.250000,1,0.866856,0.038429,4.738669,0.896707,0.098735,4.744758,0.967095,0.102411,4.707952,0.962694,0.165436,4.719776,0.975142,0.154360,4.738496,0.971282,0.146568,4.757788,0.959495,0.124117,4.776110,1,0.712337,-0.006381,5.231578,0.666323,0.035724,5.216067,0.665284,0.066430,5.150916,0.612790,0.088931,5.153894,0.624051,0.104185,5.160260,0.640052,0.109285,5.176140,0.659723,0.103756,5.199789
7,0.291667,1,0.862690,0.044673,4.734256,0.891059,0.105048,4.743922,0.963412,0.109296,4.712180,0.955859,0.173648,4.719446,0.968263,0.163840,4.738769,0.963872,0.155689,4.758557,0.951640,0.133883,4.776211,1,0.697993,0.006310,5.226479,0.649137,0.041030,5.210295,0.666920,0.088657,5.149575,0.599896,0.092515,5.142778,0.608545,0.109704,5.155569,0.620599,0.114045,5.173884,0.636239,0.109142,5.201055
8,0.333333,1,0.859942,0.049841,4.738410,0.886724,0.110890,4.743908,0.958236,0.117328,4.713287,0.949769,0.181449,4.719241,0.962539,0.172389,4.738757,0.958093,0.164054,4.758821,0.946237,0.142195,4.775999,1,0.687495,0.018550,5.229918,0.635371,0.047252,5.206076,0.664443,0.104964,5.148306,0.590586,0.097136,5.134661,0.597100,0.115901,5.152180,0.605167,0.119806,5.172013,0.617220,0.115427,5.201567
9,0.375000,1,0.857596,0.055094,4.739128,0.883871,0.116069,4.745432,0.952404,0.125364,4.711831,0.944683,0.188774,4.720106,0.958183,0.179886,4.739602,0.954152,0.171346,4.759653,0.943718,0.148202,4.776359,1,0.678978,0.029472,5.230264,0.625533,0.054776,5.203422,0.659656,0.115135,5.147044,0.585228,0.102217,5.128537,0.591271,0.122817,5.148824,0.596525,0.126963,5.168915,0.606145,0.123350,5.199405
10,0.416667,1,0.853819,0.059602,4.739180,0.882238,0.120646,4.748814,0.946803,0.132985,4.710302,0.940344,0.196101,4.723079,0.954684,0.187282,4.742897,0.951257,0.178245,4.762677,0.942916,0.152792,4.778584,1,0.670942,0.039008,5.228501,0.618928,0.063149,5.202291,0.655558,0.120672,5.145149,0.583022,0.107725,5.124110,0.590429,0.130629,5.146001,0.594728,0.135620,5.165455,0.603021,0.133102,5.195823
