frame,time,active_side,active_object_point_id,active_object_u,active_object_v,min_object_boundary_gap_px,active_part_distance_px,proposal_score,anchor_score,confidence_level,is_candidate,anchor_contact_state
1,0.000000,right,boundary_003,508.000,349.000,10.695754,10.695754,0.513437,0.513437,soft,0,0
2,0.041667,right,boundary_004,506.000,342.000,3.952565,3.952565,0.606828,0.606828,soft,1,1
3,0.083333,right,boundary_004,506.000,341.000,2.130457,2.130457,0.598608,0.598608,soft,0,0
4,0.125000,right,boundary_003,510.000,344.000,2.058851,2.058851,0.581378,0.581378,soft,1,0
5,0.166667,right,boundary_004,507.000,358.000,2.394106,2.394106,0.545157,0.545157,soft,0,0
6,0.208333,right,boundary_002,514.000,378.000,5.947361,5.947361,0.520783,0.520783,soft,0,0
7,0.250000,right,boundary_000,526.000,406.000,15.124895,15.124895,0.386406,0.386406,proposal,0,0
8,0.291667,right,boundary_000,524.000,479.000,68.207451,68.207451,0.466492,0.140367,none,0,0
9,0.333333,right,boundary_000,527.000,540.000,119.176341,119.176341,1.000000,0.209921,none,0,0
10,0.375000,right,boundary_000,547.000,558.000,134.719308,134.719308,1.000000,0.279895,proposal,0,0
11,0.416667,right,boundary_062,530.000,527.000,103.888419,103.888419,0.699737,0.209921,none,0,0
12,0.458333,right,boundary_062,526.000,474.000,57.489425,57.489425,0.466492,0.143299,none,0,0
13,0.500000,right,boundary_062,522.000,441.000,36.937778,36.937778,0.066978,0.066978,none,0,0
14,0.541667,right,boundary_000,521.000,414.000,26.330177,26.330177,0.188678,0.188678,none,0,0
15,0.583333,right,boundary_000,521.000,394.000,19.179952,19.179952,0.311755,0.311755,proposal,0,0
16,0.625000,right,boundary_000,525.000,379.000,11.303375,11.303375,0.451578,0.451578,soft,0,0
17,0.666667,right,boundary_003,525.000,372.000,4.005386,4.005386,0.536550,0.536550,soft,0,0
18,0.708333,right,boundary_002,529.000,375.000,2.258023,2.258023,0.545689,0.545689,soft,1,0
19,0.750000,right,boundary_003,529.000,391.000,4.135035,4.135035,0.535677,0.535677,soft,0,0
20,0.791667,right,boundary_003,529.000,439.000,19.297087,19.297087,0.309594,0.309594,proposal,0,0
21,0.833333,right,boundary_003,531.000,495.000,56.699408,56.699408,0.086797,0.003853,none,0,0
22,0.875000,right,boundary_000,534.000,563.000,111.966952,111.966952,1.000000,0.130094,none,0,0
23,0.916667,right,boundary_000,528.000,560.000,104.225164,104.225164,1.000000,0.195141,none,0,0
24,0.958333,right,boundary_000,532.000,502.000,50.085819,50.085819,0.867291,0.271645,proposal,1,1
25,1.000000,right,boundary_003,519.000,460.000,16.962090,16.962090,0.650468,0.547946,soft,1,1
26,1.041667,right,boundary_004,520.000,435.000,12.044231,12.044231,0.569777,0.569777,soft,1,1
27,1.083333,right,boundary_003,521.000,410.000,10.655887,10.655887,0.461596,0.461596,soft,0,0
28,1.125000,right,boundary_001,519.000,394.000,9.772434,9.772434,0.474633,0.474633,soft,0,0
29,1.166667,right,boundary_000,521.000,380.000,8.196811,8.196811,0.495830,0.495830,soft,0,0
30,1.208333,right,boundary_001,518.000,378.000,4.940869,4.940869,0.529665,0.529665,soft,0,0
