frame,se3_velocity_spike,se3_accel_spike,raw_se3_velocity_spike,raw_se3_accel_spike,raw_velocity_score,raw_accel_score,final_velocity_score,final_accel_score,se3_smoothed,delta_translation_m,delta_rotation_rad,trust_weight,anchor_residual_enabled,anchor_residual_count,anchor_residual_m
1,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,0.008624,0.000000,0.731943,0,0,0.000000
2,0,0,0,0,0.001312,0.024506,0.004246,0.000103,1,0.007784,0.000000,0.880000,0,0,0.000000
3,0,0,0,0,0.025789,0.005491,0.004344,0.000159,1,0.020483,0.000000,0.880000,0,0,0.000000
4,0,0,0,0,0.024192,0.026749,0.004492,0.000255,1,0.042684,0.000000,0.880000,0,0,0.000000
5,0,0,0,0,0.008622,0.008172,0.004735,0.000360,1,0.039481,0.000000,0.880000,0,0,0.000000
6,0,0,0,0,0.016183,0.007907,0.005077,0.000489,1,0.038694,0.000000,0.880000,0,0,0.000000
7,0,0,0,0,0.023589,0.009661,0.005529,0.000637,1,0.046826,0.000000,0.880000,0,0,0.000000
8,0,0,0,0,0.033180,0.063333,0.006095,0.000789,1,0.071395,0.000000,0.880000,0,0,0.000000
9,0,0,0,0,0.077477,0.045255,0.006770,0.003814,1,0.111765,0.000000,0.880000,0,0,0.000000
10,0,0,0,0,0.117583,0.122163,0.010305,0.007438,1,0.211229,0.000000,0.896059,0,0,0.000000
11,0,0,0,0,0.017607,0.035022,0.015409,0.050850,1,0.216018,0.000000,0.941664,0,0,0.000000
12,0,0,0,0,0.048141,0.005914,0.062718,0.001496,1,0.246243,0.000000,0.880000,0,0,0.000000
13,0,0,0,0,0.053374,0.191875,0.063975,0.001398,1,0.275902,0.000000,0.880000,0,0,0.000000
14,0,1,0,0,0.209853,0.168349,0.065094,0.275532,1,0.156724,0.000000,0.880000,0,0,0.000000
15,1,0,1,0,0.375636,0.128850,0.316159,0.002418,1,0.074238,0.000000,0.780000,0,0,0.000000
16,1,0,0,0,0.248591,0.377562,0.318561,0.015467,1,0.116758,0.000000,0.780000,0,0,0.000000
17,1,1,1,1,0.623040,0.622476,0.314286,0.191032,1,0.236013,0.000000,0.780000,0,0,0.000000
