frame,time,motion_regime,motion_speed_score,contact_observed,contact_persistent,pose_anchor_allowed,source
29,1.166667,free_motion,0.081332,0,0,0,generic_motion_regime_from_se3_and_anchor_state
30,1.208333,sustained_grasp,0.164225,1,1,1,generic_motion_regime_from_se3_and_anchor_state
31,1.250000,sustained_grasp,0.142114,1,1,1,generic_motion_regime_from_se3_and_anchor_state
32,1.291667,sustained_grasp_high_speed,0.563801,1,1,1,generic_motion_regime_from_se3_and_anchor_state
33,1.333333,sustained_grasp,0.115731,1,1,1,generic_motion_regime_from_se3_and_anchor_state
34,1.375000,sustained_grasp,0.033233,1,1,1,generic_motion_regime_from_se3_and_anchor_state
35,1.416667,sustained_grasp,0.056964,1,1,1,generic_motion_regime_from_se3_and_anchor_state
36,1.458333,sustained_grasp,0.060471,1,1,1,generic_motion_regime_from_se3_and_anchor_state
37,1.500000,uniform_motion,0.062240,0,0,0,generic_motion_regime_from_se3_and_anchor_state
38,1.541667,free_motion,0.213792,0,0,0,generic_motion_regime_from_se3_and_anchor_state
39,1.583333,free_motion,0.122176,0,0,0,generic_motion_regime_from_se3_and_anchor_state
40,1.625000,high_speed,0.686333,0,0,0,generic_motion_regime_from_se3_and_anchor_state
41,1.666667,low_speed,0.026971,0,0,0,generic_motion_regime_from_se3_and_anchor_state
42,1.708333,uniform_motion,0.031221,0,0,0,generic_motion_regime_from_se3_and_anchor_state
43,1.750000,static_hold,0.007986,0,0,0,generic_motion_regime_from_se3_and_anchor_state
44,1.791667,uniform_motion,0.038566,0,0,0,generic_motion_regime_from_se3_and_anchor_state
45,1.833333,free_motion,0.164930,0,0,0,generic_motion_regime_from_se3_and_anchor_state
46,1.875000,uniform_motion,0.048276,0,0,0,generic_motion_regime_from_se3_and_anchor_state
47,1.916667,free_motion,0.063227,0,0,0,generic_motion_regime_from_se3_and_anchor_state
48,1.958333,free_motion,0.074443,0,0,0,generic_motion_regime_from_se3_and_anchor_state
49,2.000000,sustained_grasp,0.238172,1,1,1,generic_motion_regime_from_se3_and_anchor_state
50,2.041667,sustained_grasp,0.043944,1,1,1,generic_motion_regime_from_se3_and_anchor_state
51,2.083333,sustained_grasp,0.046035,1,1,1,generic_motion_regime_from_se3_and_anchor_state
52,2.125000,sustained_grasp,0.053470,1,1,1,generic_motion_regime_from_se3_and_anchor_state
53,2.166667,sustained_grasp,0.060798,1,1,1,generic_motion_regime_from_se3_and_anchor_state
54,2.208333,high_speed,0.362546,0,0,0,generic_motion_regime_from_se3_and_anchor_state
55,2.250000,uniform_motion,0.031004,0,0,0,generic_motion_regime_from_se3_and_anchor_state
56,2.291667,low_speed,0.024437,0,0,0,generic_motion_regime_from_se3_and_anchor_state
57,2.333333,static_hold,0.006608,0,0,0,generic_motion_regime_from_se3_and_anchor_state
58,2.375000,sustained_grasp,0.009210,1,1,1,generic_motion_regime_from_se3_and_anchor_state
59,2.416667,sustained_grasp,0.022811,1,1,1,generic_motion_regime_from_se3_and_anchor_state
60,2.458333,sustained_grasp,0.027559,1,1,1,generic_motion_regime_from_se3_and_anchor_state
61,2.500000,sustained_grasp,0.077486,1,1,1,generic_motion_regime_from_se3_and_anchor_state
62,2.541667,sustained_grasp,0.065681,1,1,1,generic_motion_regime_from_se3_and_anchor_state
63,2.583333,sustained_grasp_high_speed,0.285823,1,1,1,generic_motion_regime_from_se3_and_anchor_state
64,2.625000,sustained_grasp_high_speed,0.539743,1,1,1,generic_motion_regime_from_se3_and_anchor_state
65,2.666667,sustained_grasp,0.098951,1,1,1,generic_motion_regime_from_se3_and_anchor_state
66,2.708333,sustained_grasp,0.020187,1,1,1,generic_motion_regime_from_se3_and_anchor_state
67,2.750000,sustained_grasp,0.038463,1,1,1,generic_motion_regime_from_se3_and_anchor_state
68,2.791667,uniform_motion,0.051859,0,0,0,generic_motion_regime_from_se3_and_anchor_state
69,2.833333,free_motion,0.063922,0,0,0,generic_motion_regime_from_se3_and_anchor_state
70,2.875000,high_speed,0.361780,0,0,0,generic_motion_regime_from_se3_and_anchor_state
71,2.916667,high_speed,0.307995,0,0,0,generic_motion_regime_from_se3_and_anchor_state
72,2.958333,uniform_motion,0.041829,0,0,0,generic_motion_regime_from_se3_and_anchor_state
73,3.000000,free_motion,0.108946,0,0,0,generic_motion_regime_from_se3_and_anchor_state
74,3.041667,low_speed,0.028254,0,0,0,generic_motion_regime_from_se3_and_anchor_state
75,3.083333,low_speed,0.020965,0,0,0,generic_motion_regime_from_se3_and_anchor_state
76,3.125000,low_speed,0.029636,0,0,0,generic_motion_regime_from_se3_and_anchor_state
77,3.166667,low_speed,0.026883,0,0,0,generic_motion_regime_from_se3_and_anchor_state
78,3.208333,low_speed,0.026397,0,0,0,generic_motion_regime_from_se3_and_anchor_state
79,3.250000,low_speed,0.026726,0,0,0,generic_motion_regime_from_se3_and_anchor_state
80,3.291667,uniform_motion,0.030809,0,0,0,generic_motion_regime_from_se3_and_anchor_state
81,3.333333,uniform_motion,0.036298,0,0,0,generic_motion_regime_from_se3_and_anchor_state
82,3.375000,uniform_motion,0.031924,0,0,0,generic_motion_regime_from_se3_and_anchor_state
83,3.416667,uniform_motion,0.033842,0,0,0,generic_motion_regime_from_se3_and_anchor_state
84,3.458333,uniform_motion,0.037065,0,0,0,generic_motion_regime_from_se3_and_anchor_state
85,3.500000,uniform_motion,0.037517,0,0,0,generic_motion_regime_from_se3_and_anchor_state
86,3.541667,free_motion,0.094890,0,0,0,generic_motion_regime_from_se3_and_anchor_state
87,3.583333,low_speed,0.020409,0,0,0,generic_motion_regime_from_se3_and_anchor_state
88,3.625000,uniform_motion,0.031618,0,0,0,generic_motion_regime_from_se3_and_anchor_state
89,3.666667,free_motion,0.101792,0,0,0,generic_motion_regime_from_se3_and_anchor_state
90,3.708333,free_motion,0.128212,0,0,0,generic_motion_regime_from_se3_and_anchor_state
91,3.750000,free_motion,0.182782,0,0,0,generic_motion_regime_from_se3_and_anchor_state
92,3.791667,high_speed,0.454253,0,0,0,generic_motion_regime_from_se3_and_anchor_state
93,3.833333,sustained_grasp,0.174973,1,1,1,generic_motion_regime_from_se3_and_anchor_state
94,3.875000,sustained_grasp,0.069688,1,1,1,generic_motion_regime_from_se3_and_anchor_state
95,3.916667,sustained_grasp,0.039516,1,1,1,generic_motion_regime_from_se3_and_anchor_state
96,3.958333,sustained_grasp,0.030299,1,1,1,generic_motion_regime_from_se3_and_anchor_state
97,4.000000,sustained_grasp,0.041984,1,1,1,generic_motion_regime_from_se3_and_anchor_state
98,4.041667,free_motion,0.063108,0,0,0,generic_motion_regime_from_se3_and_anchor_state
99,4.083333,uniform_motion,0.049449,0,0,0,generic_motion_regime_from_se3_and_anchor_state
100,4.125000,free_motion,0.203753,0,0,0,generic_motion_regime_from_se3_and_anchor_state
101,4.166667,high_speed,0.271401,0,0,0,generic_motion_regime_from_se3_and_anchor_state
102,4.208333,free_motion,0.235906,0,0,0,generic_motion_regime_from_se3_and_anchor_state
103,4.250000,high_speed,0.365847,0,0,0,generic_motion_regime_from_se3_and_anchor_state
104,4.291667,high_speed,0.325525,0,0,0,generic_motion_regime_from_se3_and_anchor_state
105,4.333333,free_motion,0.065916,0,0,0,generic_motion_regime_from_se3_and_anchor_state
106,4.375000,static_hold,0.003276,0,0,0,generic_motion_regime_from_se3_and_anchor_state
107,4.416667,static_hold,0.003994,0,0,0,generic_motion_regime_from_se3_and_anchor_state
108,4.458333,static_hold,0.011986,0,0,0,generic_motion_regime_from_se3_and_anchor_state
109,4.500000,uniform_motion,0.051631,0,0,0,generic_motion_regime_from_se3_and_anchor_state
110,4.541667,free_motion,0.218530,0,0,0,generic_motion_regime_from_se3_and_anchor_state
111,4.583333,free_motion,0.110533,0,0,0,generic_motion_regime_from_se3_and_anchor_state
112,4.625000,free_motion,0.084664,0,0,0,generic_motion_regime_from_se3_and_anchor_state
113,4.666667,sustained_grasp,0.205034,1,1,1,generic_motion_regime_from_se3_and_anchor_state
114,4.708333,sustained_grasp_high_speed,0.417434,1,1,1,generic_motion_regime_from_se3_and_anchor_state
115,4.750000,sustained_grasp,0.228862,1,1,1,generic_motion_regime_from_se3_and_anchor_state
116,4.791667,sustained_grasp,0.018606,1,1,1,generic_motion_regime_from_se3_and_anchor_state
117,4.833333,sustained_grasp,0.046499,1,1,1,generic_motion_regime_from_se3_and_anchor_state
118,4.875000,sustained_grasp,0.046192,1,1,1,generic_motion_regime_from_se3_and_anchor_state
119,4.916667,high_speed,0.441047,0,0,0,generic_motion_regime_from_se3_and_anchor_state
120,4.958333,free_motion,0.081940,0,0,0,generic_motion_regime_from_se3_and_anchor_state
121,5.000000,low_speed,0.028114,0,0,0,generic_motion_regime_from_se3_and_anchor_state
122,5.041667,uniform_motion,0.060980,0,0,0,generic_motion_regime_from_se3_and_anchor_state
123,5.083333,low_speed,0.014036,0,0,0,generic_motion_regime_from_se3_and_anchor_state
124,5.125000,low_speed,0.026678,0,0,0,generic_motion_regime_from_se3_and_anchor_state
125,5.166667,low_speed,0.012989,0,0,0,generic_motion_regime_from_se3_and_anchor_state
126,5.208333,low_speed,0.020106,0,0,0,generic_motion_regime_from_se3_and_anchor_state
127,5.250000,uniform_motion,0.043633,0,0,0,generic_motion_regime_from_se3_and_anchor_state
128,5.291667,free_motion,0.077426,0,0,0,generic_motion_regime_from_se3_and_anchor_state
129,5.333333,high_speed,0.256664,0,0,0,generic_motion_regime_from_se3_and_anchor_state
130,5.375000,high_speed,0.418946,0,0,0,generic_motion_regime_from_se3_and_anchor_state
131,5.416667,sustained_grasp,0.076962,1,1,1,generic_motion_regime_from_se3_and_anchor_state
132,5.458333,sustained_grasp,0.021976,1,1,1,generic_motion_regime_from_se3_and_anchor_state
133,5.500000,sustained_grasp,0.057950,1,1,1,generic_motion_regime_from_se3_and_anchor_state
134,5.541667,sustained_grasp,0.069794,1,1,1,generic_motion_regime_from_se3_and_anchor_state
135,5.583333,sustained_grasp_high_speed,0.240053,1,1,1,generic_motion_regime_from_se3_and_anchor_state
136,5.625000,sustained_grasp,0.111005,1,1,1,generic_motion_regime_from_se3_and_anchor_state
137,5.666667,high_speed,0.586014,0,0,0,generic_motion_regime_from_se3_and_anchor_state
138,5.708333,high_speed,2.148425,0,0,0,generic_motion_regime_from_se3_and_anchor_state
139,5.750000,high_speed,0.252029,0,0,0,generic_motion_regime_from_se3_and_anchor_state
140,5.791667,uniform_motion,0.061072,0,0,0,generic_motion_regime_from_se3_and_anchor_state
141,5.833333,high_speed,0.435203,0,0,0,generic_motion_regime_from_se3_and_anchor_state
142,5.875000,uniform_motion,0.055154,0,0,0,generic_motion_regime_from_se3_and_anchor_state
143,5.916667,high_speed,0.432092,0,0,0,generic_motion_regime_from_se3_and_anchor_state
144,5.958333,high_speed,0.428295,0,0,0,generic_motion_regime_from_se3_and_anchor_state
145,6.000000,high_speed,0.514734,0,0,0,generic_motion_regime_from_se3_and_anchor_state
146,6.041667,uniform_motion,0.036405,0,0,0,generic_motion_regime_from_se3_and_anchor_state
147,6.083333,low_speed,0.024527,0,0,0,generic_motion_regime_from_se3_and_anchor_state
148,6.125000,low_speed,0.018341,0,0,0,generic_motion_regime_from_se3_and_anchor_state
149,6.166667,low_speed,0.017011,0,0,0,generic_motion_regime_from_se3_and_anchor_state
150,6.208333,uniform_motion,0.034332,0,0,0,generic_motion_regime_from_se3_and_anchor_state
151,6.250000,uniform_motion,0.052060,0,0,0,generic_motion_regime_from_se3_and_anchor_state
152,6.291667,uniform_motion,0.032015,0,0,0,generic_motion_regime_from_se3_and_anchor_state
153,6.333333,static_hold,0.006657,0,0,0,generic_motion_regime_from_se3_and_anchor_state
154,6.375000,uniform_motion,0.032453,0,0,0,generic_motion_regime_from_se3_and_anchor_state
155,6.416667,static_hold,0.003593,0,0,0,generic_motion_regime_from_se3_and_anchor_state
156,6.458333,free_motion,0.105312,0,0,0,generic_motion_regime_from_se3_and_anchor_state
157,6.500000,static_hold,0.001648,0,0,0,generic_motion_regime_from_se3_and_anchor_state
158,6.541667,static_hold,0.002866,0,0,0,generic_motion_regime_from_se3_and_anchor_state
159,6.583333,static_hold,0.001496,0,0,0,generic_motion_regime_from_se3_and_anchor_state
160,6.625000,high_speed,0.257330,0,0,0,generic_motion_regime_from_se3_and_anchor_state
161,6.666667,high_speed,0.257791,0,0,0,generic_motion_regime_from_se3_and_anchor_state
162,6.708333,static_hold,0.005458,0,0,0,generic_motion_regime_from_se3_and_anchor_state
163,6.750000,static_hold,0.003842,0,0,0,generic_motion_regime_from_se3_and_anchor_state
164,6.791667,static_hold,0.005615,0,0,0,generic_motion_regime_from_se3_and_anchor_state
165,6.833333,free_motion,0.145286,0,0,0,generic_motion_regime_from_se3_and_anchor_state
166,6.875000,free_motion,0.152493,0,0,0,generic_motion_regime_from_se3_and_anchor_state
167,6.916667,free_motion,0.108176,0,0,0,generic_motion_regime_from_se3_and_anchor_state
168,6.958333,high_speed,0.266930,0,0,0,generic_motion_regime_from_se3_and_anchor_state
169,7.000000,uniform_motion,0.036067,0,0,0,generic_motion_regime_from_se3_and_anchor_state
170,7.041667,free_motion,0.089251,0,0,0,generic_motion_regime_from_se3_and_anchor_state
171,7.083333,low_speed,0.017657,0,0,0,generic_motion_regime_from_se3_and_anchor_state
172,7.125000,uniform_motion,0.050274,0,0,0,generic_motion_regime_from_se3_and_anchor_state
173,7.166667,free_motion,0.191265,0,0,0,generic_motion_regime_from_se3_and_anchor_state
174,7.208333,free_motion,0.121783,0,0,0,generic_motion_regime_from_se3_and_anchor_state
175,7.250000,high_speed,0.250798,0,0,0,generic_motion_regime_from_se3_and_anchor_state
176,7.291667,high_speed,0.328604,0,0,0,generic_motion_regime_from_se3_and_anchor_state
177,7.333333,high_speed,0.539072,0,0,0,generic_motion_regime_from_se3_and_anchor_state
178,7.375000,free_motion,0.078621,0,0,0,generic_motion_regime_from_se3_and_anchor_state
179,7.416667,free_motion,0.087402,0,0,0,generic_motion_regime_from_se3_and_anchor_state
180,7.458333,free_motion,0.092493,0,0,0,generic_motion_regime_from_se3_and_anchor_state
181,7.500000,high_speed,0.269172,0,0,0,generic_motion_regime_from_se3_and_anchor_state
182,7.541667,high_speed,0.300767,0,0,0,generic_motion_regime_from_se3_and_anchor_state
183,7.583333,high_speed,0.515471,0,0,0,generic_motion_regime_from_se3_and_anchor_state
184,7.625000,sustained_grasp_high_speed,0.310742,1,1,1,generic_motion_regime_from_se3_and_anchor_state
185,7.666667,sustained_grasp,0.066905,1,1,1,generic_motion_regime_from_se3_and_anchor_state
186,7.708333,sustained_grasp,0.018361,1,1,1,generic_motion_regime_from_se3_and_anchor_state
187,7.750000,sustained_grasp,0.025165,1,1,1,generic_motion_regime_from_se3_and_anchor_state
188,7.791667,sustained_grasp,0.024851,1,1,1,generic_motion_regime_from_se3_and_anchor_state
189,7.833333,sustained_grasp,0.057154,1,1,1,generic_motion_regime_from_se3_and_anchor_state
190,7.875000,uniform_motion,0.037100,0,0,0,generic_motion_regime_from_se3_and_anchor_state
191,7.916667,uniform_motion,0.041769,0,0,0,generic_motion_regime_from_se3_and_anchor_state
192,7.958333,uniform_motion,0.040505,0,0,0,generic_motion_regime_from_se3_and_anchor_state
193,8.000000,uniform_motion,0.038644,0,0,0,generic_motion_regime_from_se3_and_anchor_state
194,8.041667,free_motion,0.068344,0,0,0,generic_motion_regime_from_se3_and_anchor_state
195,8.083333,uniform_motion,0.037088,0,0,0,generic_motion_regime_from_se3_and_anchor_state
196,8.125000,free_motion,0.089205,0,0,0,generic_motion_regime_from_se3_and_anchor_state
197,8.166667,low_speed,0.025097,0,0,0,generic_motion_regime_from_se3_and_anchor_state
198,8.208333,low_speed,0.025518,0,0,0,generic_motion_regime_from_se3_and_anchor_state
199,8.250000,short_impact,0.005866,1,0,1,generic_motion_regime_from_se3_and_anchor_state
200,8.291667,low_speed,0.019511,0,0,0,generic_motion_regime_from_se3_and_anchor_state
201,8.333333,static_hold,0.010606,0,0,0,generic_motion_regime_from_se3_and_anchor_state
202,8.375000,static_hold,0.008332,0,0,0,generic_motion_regime_from_se3_and_anchor_state
203,8.416667,uniform_motion,0.041843,0,0,0,generic_motion_regime_from_se3_and_anchor_state
204,8.458333,low_speed,0.014213,0,0,0,generic_motion_regime_from_se3_and_anchor_state
205,8.500000,low_speed,0.018617,0,0,0,generic_motion_regime_from_se3_and_anchor_state
206,8.541667,low_speed,0.013577,0,0,0,generic_motion_regime_from_se3_and_anchor_state
207,8.583333,low_speed,0.013049,0,0,0,generic_motion_regime_from_se3_and_anchor_state
208,8.625000,static_hold,0.011065,0,0,0,generic_motion_regime_from_se3_and_anchor_state
209,8.666667,uniform_motion,0.032052,0,0,0,generic_motion_regime_from_se3_and_anchor_state
210,8.708333,free_motion,0.067192,0,0,0,generic_motion_regime_from_se3_and_anchor_state
211,8.750000,low_speed,0.014550,0,0,0,generic_motion_regime_from_se3_and_anchor_state
212,8.791667,low_speed,0.027078,0,0,0,generic_motion_regime_from_se3_and_anchor_state
213,8.833333,low_speed,0.023280,0,0,0,generic_motion_regime_from_se3_and_anchor_state
214,8.875000,uniform_motion,0.037349,0,0,0,generic_motion_regime_from_se3_and_anchor_state
215,8.916667,uniform_motion,0.035500,0,0,0,generic_motion_regime_from_se3_and_anchor_state
216,8.958333,low_speed,0.015179,0,0,0,generic_motion_regime_from_se3_and_anchor_state
217,9.000000,uniform_motion,0.037428,0,0,0,generic_motion_regime_from_se3_and_anchor_state
218,9.041667,low_speed,0.019594,0,0,0,generic_motion_regime_from_se3_and_anchor_state
219,9.083333,uniform_motion,0.059398,0,0,0,generic_motion_regime_from_se3_and_anchor_state
220,9.125000,low_speed,0.021110,0,0,0,generic_motion_regime_from_se3_and_anchor_state
221,9.166667,low_speed,0.019675,0,0,0,generic_motion_regime_from_se3_and_anchor_state
222,9.208333,sustained_grasp,0.038419,1,1,1,generic_motion_regime_from_se3_and_anchor_state
223,9.250000,low_speed,0.013540,0,0,0,generic_motion_regime_from_se3_and_anchor_state
224,9.291667,low_speed,0.026017,0,0,0,generic_motion_regime_from_se3_and_anchor_state
225,9.333333,uniform_motion,0.036261,0,0,0,generic_motion_regime_from_se3_and_anchor_state
226,9.375000,uniform_motion,0.042201,0,0,0,generic_motion_regime_from_se3_and_anchor_state
227,9.416667,free_motion,0.191226,0,0,0,generic_motion_regime_from_se3_and_anchor_state
228,9.458333,free_motion,0.116951,0,0,0,generic_motion_regime_from_se3_and_anchor_state
229,9.500000,uniform_motion,0.062406,0,0,0,generic_motion_regime_from_se3_and_anchor_state
230,9.541667,free_motion,0.075829,0,0,0,generic_motion_regime_from_se3_and_anchor_state
231,9.583333,free_motion,0.067365,0,0,0,generic_motion_regime_from_se3_and_anchor_state
232,9.625000,free_motion,0.070567,0,0,0,generic_motion_regime_from_se3_and_anchor_state
233,9.666667,high_speed,0.313455,0,0,0,generic_motion_regime_from_se3_and_anchor_state
234,9.708333,high_speed,0.325796,0,0,0,generic_motion_regime_from_se3_and_anchor_state
235,9.750000,uniform_motion,0.034341,0,0,0,generic_motion_regime_from_se3_and_anchor_state
236,9.791667,uniform_motion,0.040005,0,0,0,generic_motion_regime_from_se3_and_anchor_state
237,9.833333,free_motion,0.100710,0,0,0,generic_motion_regime_from_se3_and_anchor_state
238,9.875000,uniform_motion,0.030312,0,0,0,generic_motion_regime_from_se3_and_anchor_state
239,9.916667,low_speed,0.029693,0,0,0,generic_motion_regime_from_se3_and_anchor_state
240,9.958333,low_speed,0.022447,0,0,0,generic_motion_regime_from_se3_and_anchor_state
