frame,se3_velocity_spike,se3_accel_spike,raw_se3_velocity_spike,raw_se3_accel_spike,raw_velocity_score,raw_accel_score,final_velocity_score,final_accel_score,se3_smoothed,delta_translation_m,delta_rotation_rad,trust_weight,anchor_residual_enabled,anchor_residual_count,anchor_residual_m
21,0,0,0,0,0.144277,0.014653,0.026186,0.006299,1,0.110626,0.000000,0.670800,0,0,0.000000
22,0,0,0,1,0.157509,0.165891,0.019931,0.023376,1,0.248164,0.000000,0.739600,0,0,0.000000
23,0,0,0,1,0.008716,0.129334,0.003502,0.010189,1,0.243248,0.000000,0.688000,0,0,0.000000
24,0,0,0,0,0.137749,0.039035,0.013654,0.000316,1,0.119339,0.000000,0.739600,0,0,0.000000
25,0,0,0,0,0.099043,0.022156,0.013948,0.000211,1,0.035377,0.000000,0.756800,0,0,0.000000
26,0,0,0,0,0.076898,0.020944,0.014044,0.000230,1,0.031463,0.000000,0.756800,0,0,0.000000
27,0,0,0,0,0.056784,0.017942,0.013883,0.000545,1,0.072841,0.000000,0.602000,0,0,0.000000
28,0,0,0,0,0.039800,0.019513,0.013365,0.013060,1,0.098561,0.000000,0.602000,0,0,0.000000
29,0,0,0,0,0.020962,0.011582,0.000850,0.000747,1,0.118054,0.000000,0.602000,0,0,0.000000
30,0,0,0,0,0.009827,0.016119,0.000933,0.000540,1,0.127777,0.000000,0.688000,0,0,0.000000
31,0,0,0,0,0.007430,0.038786,0.001292,0.001028,1,0.121990,0.000000,0.688000,0,0,0.000000
32,0,0,0,0,0.045514,0.031278,0.002190,0.032255,1,0.078592,0.000000,0.602000,0,0,0.000000
33,0,0,0,0,0.074420,0.077793,0.034287,0.001826,1,0.042742,0.000000,0.602000,0,0,0.000000
34,0,0,0,0,0.142888,0.023774,0.036095,0.000545,1,0.065685,0.000000,0.739600,0,0,0.000000
35,0,0,0,0,0.156294,0.097620,0.035775,0.038670,1,0.186140,0.000000,0.739600,0,0,0.000000
36,0,0,0,1,0.058738,0.174124,0.003000,0.015337,1,0.247706,0.000000,0.756800,0,0,0.000000
37,0,0,0,0,0.115642,0.012291,0.018256,0.000534,1,0.151325,0.000000,0.756800,0,0,0.000000
38,0,0,0,0,0.104072,0.019087,0.018770,0.000486,1,0.069062,0.000000,0.756800,0,0,0.000000
39,0,0,0,0,0.087499,0.022022,0.019184,0.000485,1,0.020656,0.000000,0.602000,0,0,0.000000
40,0,0,0,0,0.068131,0.017148,0.019338,0.001085,1,0.058531,0.000000,0.602000,0,0,0.000000
41,0,0,0,0,0.052391,0.020156,0.019017,0.001539,1,0.093558,0.000000,0.602000,0,0,0.000000
42,0,0,0,0,0.033067,0.014905,0.017691,0.017104,1,0.110324,0.000000,0.602000,0,0,0.000000
43,0,0,0,0,0.019023,0.014785,0.003569,0.000645,1,0.130103,0.000000,0.602000,0,0,0.000000
44,0,0,0,0,0.008263,0.025354,0.003785,0.000734,1,0.136221,0.000000,0.688000,0,0,0.000000
45,0,0,0,0,0.021888,0.031682,0.004141,0.001234,1,0.117830,0.000000,0.602000,0,0,0.000000
46,0,0,0,0,0.049998,0.038770,0.004906,0.036097,1,0.073390,0.000000,0.602000,0,0,0.000000
47,0,0,0,0,0.088328,0.036235,0.038644,0.004245,1,0.032912,0.000000,0.602000,0,0,0.000000
48,0,0,0,0,0.124520,0.023292,0.040009,0.002733,1,0.074341,0.000000,0.602000,0,0,0.000000
49,0,0,0,0,0.147527,0.065645,0.040521,0.001137,1,0.177905,0.000000,0.670800,0,0,0.000000
50,0,0,0,1,0.081911,0.186556,0.039582,0.060647,1,0.220738,0.000000,0.756800,0,0,0.000000
51,0,0,0,0,0.107401,0.009003,0.026366,0.000542,1,0.138013,0.000000,0.602000,0,0,0.000000
52,0,0,0,0,0.103531,0.021099,0.026752,0.000388,1,0.059777,0.000000,0.756800,0,0,0.000000
53,0,0,0,0,0.087738,0.019961,0.026876,0.000361,1,0.020100,0.000000,0.756800,0,0,0.000000
54,0,0,0,0,0.069660,0.020596,0.026765,0.000768,1,0.051294,0.000000,0.602000,0,0,0.000000
55,0,0,0,0,0.049961,0.015744,0.026185,0.021740,1,0.074692,0.000000,0.602000,0,0,0.000000
56,0,0,0,0,0.041220,0.022206,0.011172,0.003496,1,0.109757,0.000000,0.602000,0,0,0.000000
57,0,0,0,0,0.020413,0.013360,0.010754,0.004839,1,0.126621,0.000000,0.602000,0,0,0.000000
58,0,0,0,0,0.017344,0.025281,0.012260,0.001127,1,0.136321,0.000000,0.602000,0,0,0.000000
59,0,0,0,0,0.025663,0.038258,0.012673,0.000750,1,0.122100,0.000000,0.602000,0,0,0.000000
60,0,0,0,0,0.063075,0.051482,0.012807,0.000743,1,0.076342,0.000000,0.602000,0,0,0.000000
61,0,0,0,0,0.111349,0.038369,0.012630,0.008639,1,0.051491,0.000000,0.602000,0,0,0.000000
62,0,0,0,0,0.148817,0.037211,0.008800,0.006715,1,0.180785,0.000000,0.739600,0,0,0.000000
63,0,0,0,1,0.111641,0.205230,0.004253,0.002164,1,0.289858,0.000000,0.756800,0,0,0.000000
64,0,0,0,0,0.094448,0.035129,0.004327,0.000521,1,0.196547,0.000000,0.756800,0,0,0.000000
65,0,0,0,0,0.119684,0.045487,0.004568,0.000453,1,0.082740,0.000000,0.756800,0,0,0.000000
66,0,0,0,0,0.076357,0.015045,0.004811,0.000760,1,0.025895,0.000000,0.756800,0,0,0.000000
67,0,0,0,0,0.066415,0.018092,0.005212,0.007339,1,0.061715,0.000000,0.602000,0,0,0.000000
68,0,0,0,0,0.048702,0.019335,0.011020,0.001986,1,0.107097,0.000000,0.602000,0,0,0.000000
69,0,0,0,0,0.029825,0.015641,0.012714,0.000770,1,0.134718,0.000000,0.602000,0,0,0.000000
70,0,0,0,0,0.017813,0.015450,0.013215,0.000357,1,0.147346,0.000000,0.602000,0,0,0.000000
71,0,0,0,0,0.010645,0.033235,0.013423,0.000348,1,0.145840,0.000000,0.688000,0,0,0.000000
72,0,0,0,0,0.039008,0.039002,0.013639,0.000439,1,0.112170,0.000000,0.602000,0,0,0.000000
73,0,0,0,0,0.075256,0.039597,0.013937,0.000929,1,0.045777,0.000000,0.602000,0,0,0.000000
74,0,0,0,0,0.114616,0.041974,0.014600,0.002454,1,0.081210,0.000000,0.602000,0,0,0.000000
75,0,0,0,1,0.156169,0.119709,0.016187,0.000993,1,0.231108,0.000000,0.670800,0,0,0.000000
76,0,0,0,1,0.044677,0.143784,0.016311,0.000605,1,0.264648,0.000000,0.756800,0,0,0.000000
77,0,0,0,0,0.112998,0.010262,0.016206,0.000337,1,0.158689,0.000000,0.756800,0,0,0.000000
78,0,0,0,0,0.104532,0.021186,0.016074,0.000389,1,0.074699,0.000000,0.756800,0,0,0.000000
79,0,0,0,0,0.083805,0.031240,0.015863,0.000637,1,0.074506,0.000000,0.756800,0,0,0.000000
80,0,0,0,0,0.061427,0.017306,0.015453,0.001516,1,0.110586,0.000000,0.602000,0,0,0.000000
81,0,0,0,0,0.048268,0.029928,0.014280,0.008434,1,0.146849,0.000000,0.602000,0,0,0.000000
82,0,0,0,0,0.021557,0.022295,0.006343,0.001002,1,0.159514,0.000000,0.602000,0,0,0.000000
83,0,0,0,0,0.014482,0.031813,0.005790,0.000483,1,0.151257,0.000000,0.602000,0,0,0.000000
84,0,0,0,0,0.039854,0.043718,0.005542,0.000622,1,0.113473,0.000000,0.602000,0,0,0.000000
85,0,0,0,0,0.082480,0.052821,0.005130,0.000550,1,0.051034,0.000000,0.602000,0,0,0.000000
86,0,0,0,0,0.126029,0.035211,0.004683,0.002991,1,0.104224,0.000000,0.756800,0,0,0.000000
87,0,0,0,1,0.156220,0.165997,0.002663,0.001104,1,0.259726,0.000000,0.739600,0,0,0.000000
88,0,0,0,1,0.016293,0.107056,0.002025,0.001544,1,0.251473,0.000000,0.756800,0,0,0.000000
89,0,0,0,0,0.118029,0.020994,0.001875,0.000566,1,0.141883,0.000000,0.756800,0,0,0.000000
90,0,0,0,0,0.097279,0.030568,0.002054,0.000842,1,0.076305,0.000000,0.756800,0,0,0.000000
91,0,0,0,0,0.074049,0.018509,0.002545,0.003639,1,0.075107,0.000000,0.602000,0,0,0.000000
92,0,0,0,0,0.055875,0.023961,0.005844,0.001894,1,0.115913,0.000000,0.602000,0,0,0.000000
93,0,0,0,0,0.032514,0.011854,0.007609,0.000696,1,0.144397,0.000000,0.602000,0,0,0.000000
94,0,0,0,0,0.023274,0.021305,0.008181,0.000319,1,0.163106,0.000000,0.602000,0,0,0.000000
95,0,0,0,0,0.007815,0.023088,0.008423,0.000301,1,0.164000,0.000000,0.688000,0,0,0.000000
96,0,0,0,0,0.025788,0.059256,0.008668,0.000359,1,0.142300,0.000000,0.602000,0,0,0.000000
97,0,0,0,0,0.080705,0.058575,0.008990,0.000654,1,0.075320,0.000000,0.200000,0,0,0.000000
98,0,0,0,0,0.137050,0.045401,0.009622,0.001222,1,0.087390,0.000000,0.602000,0,0,0.000000
99,0,0,0,1,0.181610,0.184785,0.010681,0.000811,1,0.254666,0.000000,0.739600,0,0,0.000000
100,0,0,0,0,0.023661,0.093059,0.010906,0.000537,1,0.245466,0.000000,0.602000,0,0,0.000000
101,0,0,0,0,0.102166,0.015791,0.010916,0.000266,1,0.143706,0.000000,0.756800,0,0,0.000000
102,0,0,0,0,0.090333,0.022384,0.010847,0.000246,1,0.053833,0.000000,0.756800,0,0,0.000000
103,0,0,0,0,0.071100,0.023737,0.010688,0.000384,1,0.036181,0.000000,0.200000,0,0,0.000000
104,0,0,0,0,0.049048,0.009798,0.010339,0.000558,1,0.077857,0.000000,0.602000,0,0,0.000000
105,0,0,0,0,0.041016,0.016650,0.009816,0.000982,1,0.118303,0.000000,0.602000,0,0,0.000000
106,0,0,0,0,0.024716,0.017119,0.009070,0.000561,1,0.142360,0.000000,0.602000,0,0,0.000000
107,0,0,0,0,0.009274,0.020237,0.008725,0.000601,1,0.149133,0.000000,0.688000,0,0,0.000000
108,0,0,0,0,0.018632,0.038456,0.008417,0.000722,1,0.136973,0.000000,0.602000,0,0,0.000000
109,0,0,0,0,0.053823,0.048627,0.008091,0.002625,1,0.087602,0.000000,0.602000,0,0,0.000000
110,0,0,0,0,0.101723,0.028273,0.007695,0.006045,1,0.038994,0.000000,0.602000,0,0,0.000000
111,0,0,0,0,0.129914,0.016218,0.004399,0.000899,1,0.159979,0.000000,0.602000,0,0,0.000000
112,0,0,0,1,0.115678,0.186224,0.004462,0.000753,1,0.277794,0.000000,0.756800,0,0,0.000000
113,0,0,0,0,0.071392,0.039997,0.004508,0.000402,1,0.211044,0.000000,0.602000,0,0,0.000000
114,0,0,0,0,0.108169,0.015890,0.004501,0.000423,1,0.108698,0.000000,0.756800,0,0,0.000000
115,0,0,0,0,0.093002,0.025735,0.004431,0.000470,1,0.027111,0.000000,0.756800,0,0,0.000000
116,0,0,0,0,0.067596,0.017476,0.004294,0.000953,1,0.048831,0.000000,0.602000,0,0,0.000000
117,0,0,0,0,0.050590,0.020580,0.003838,0.002672,1,0.093168,0.000000,0.602000,0,0,0.000000
118,0,0,0,0,0.030028,0.014415,0.002410,0.001226,1,0.121622,0.000000,0.602000,0,0,0.000000
119,0,0,0,0,0.015662,0.011560,0.002613,0.000414,1,0.137359,0.000000,0.602000,0,0,0.000000
120,0,0,0,0,0.006073,0.018553,0.002854,0.000404,1,0.143442,0.000000,0.688000,0,0,0.000000
121,0,0,0,0,0.013917,0.045014,0.003142,0.000498,1,0.131691,0.000000,0.602000,0,0,0.000000
122,0,0,0,0,0.058525,0.045773,0.003558,0.000922,1,0.076713,0.000000,0.602000,0,0,0.000000
123,0,0,0,0,0.104075,0.033384,0.004440,0.002158,1,0.035940,0.000000,0.602000,0,0,0.000000
124,0,0,0,0,0.137262,0.017923,0.006531,0.000346,1,0.163847,0.000000,0.739600,0,0,0.000000
125,0,0,0,1,0.119369,0.186502,0.006796,0.000281,1,0.279776,0.000000,0.756800,0,0,0.000000
126,0,0,0,0,0.070589,0.044015,0.006754,0.000243,1,0.210101,0.000000,0.756800,0,0,0.000000
127,0,0,0,0,0.112090,0.021557,0.006653,0.000334,1,0.097990,0.000000,0.756800,0,0,0.000000
128,0,0,0,0,0.095935,0.016036,0.006471,0.000628,1,0.032440,0.000000,0.756800,0,0,0.000000
129,0,0,0,0,0.093254,0.047400,0.006112,0.001188,1,0.097372,0.000000,0.602000,0,0,0.000000
130,0,0,0,0,0.047096,0.023069,0.005439,0.001116,1,0.142472,0.000000,0.602000,0,0,0.000000
131,0,0,0,0,0.025518,0.021312,0.004552,0.000564,1,0.165527,0.000000,0.602000,0,0,0.000000
132,0,0,0,0,0.012139,0.023988,0.004078,0.000336,1,0.168405,0.000000,0.602000,0,0,0.000000
133,0,0,0,0,0.025585,0.051946,0.003786,0.000478,1,0.149631,0.000000,0.602000,0,0,0.000000
134,0,0,0,0,0.075313,0.047100,0.003360,0.000491,1,0.092918,0.000000,0.602000,0,0,0.000000
135,0,0,0,0,0.122328,0.033209,0.002943,0.001723,1,0.108127,0.000000,0.756800,0,0,0.000000
136,0,0,0,1,0.154904,0.135166,0.001714,0.000878,1,0.240301,0.000000,0.739600,0,0,0.000000
137,0,0,0,1,0.019796,0.139203,0.001668,0.001019,1,0.258784,0.000000,0.756800,0,0,0.000000
138,0,0,0,0,0.119426,0.019126,0.002162,0.000458,1,0.147548,0.000000,0.756800,0,0,0.000000
139,0,0,0,0,0.100496,0.021150,0.002509,0.000553,1,0.077532,0.000000,0.756800,0,0,0.000000
140,0,0,0,0,0.079901,0.028808,0.002964,0.000582,1,0.092779,0.000000,0.602000,0,0,0.000000
141,0,0,0,0,0.052744,0.024915,0.003418,0.000383,1,0.129425,0.000000,0.602000,0,0,0.000000
142,0,0,0,0,0.028742,0.025273,0.003581,0.000388,1,0.152267,0.000000,0.602000,0,0,0.000000
143,0,0,0,0,0.020287,0.021087,0.003504,0.000503,1,0.151973,0.000000,0.602000,0,0,0.000000
144,0,0,0,0,0.028031,0.037891,0.003341,0.001852,1,0.132365,0.000000,0.602000,0,0,0.000000
145,0,0,0,0,0.061032,0.049475,0.003133,0.001290,1,0.075760,0.000000,0.602000,0,0,0.000000
146,0,0,0,0,0.109700,0.037062,0.003557,0.000378,1,0.049846,0.000000,0.602000,0,0,0.000000
147,0,0,0,0,0.136788,0.042174,0.003492,0.000519,1,0.176498,0.000000,0.602000,0,0,0.000000
148,0,0,0,1,0.098184,0.183239,0.002995,0.006099,1,0.275688,0.000000,0.756800,0,0,0.000000
149,0,0,0,0,0.085780,0.013751,0.004939,0.001110,1,0.187439,0.000000,0.602000,0,0,0.000000
150,0,0,0,0,0.090548,0.012778,0.005801,0.000532,1,0.105693,0.000000,0.756800,0,0,0.000000
151,0,0,0,0,0.078350,0.006810,0.006044,0.000410,1,0.069680,0.000000,0.756800,0,0,0.000000
152,0,0,0,0,0.082701,0.026888,0.006021,0.000724,1,0.115545,0.000000,0.602000,0,0,0.000000
153,0,0,0,0,0.056576,0.036651,0.005608,0.015984,1,0.171425,0.000000,0.602000,0,0,0.000000
154,0,0,0,0,0.020818,0.016917,0.010425,0.012849,1,0.182956,0.000000,0.602000,0,0,0.000000
155,0,0,0,0,0.004234,0.012037,0.023263,0.004141,1,0.167044,0.000000,0.688000,0,0,0.000000
156,0,0,0,0,0.009785,0.040945,0.019135,0.017490,1,0.147613,0.000000,0.688000,0,0,0.000000
157,0,0,0,0,0.049697,0.059016,0.002024,0.011176,1,0.117547,0.000000,0.602000,0,0,0.000000
158,0,0,0,0,0.106403,0.033720,0.009684,0.002371,1,0.092677,0.000000,0.602000,0,0,0.000000
159,0,0,0,0,0.139635,0.023206,0.010655,0.002423,1,0.173227,0.000000,0.739600,0,0,0.000000
160,0,0,0,1,0.116458,0.192059,0.008690,0.011133,1,0.272234,0.000000,0.756800,0,0,0.000000
161,0,0,0,0,0.081798,0.021912,0.005772,0.000556,1,0.195990,0.000000,0.756800,0,0,0.000000
162,0,0,0,0,0.103689,0.016872,0.006153,0.000288,1,0.100130,0.000000,0.756800,0,0,0.000000
163,0,0,0,0,0.086875,0.020143,0.006318,0.000196,1,0.034924,0.000000,0.756800,0,0,0.000000
164,0,0,0,0,0.066972,0.016514,0.006281,0.000498,1,0.055886,0.000000,0.602000,0,0,0.000000
165,0,0,0,0,0.052095,0.015175,0.005824,0.001468,1,0.099760,0.000000,0.602000,0,0,0.000000
166,0,0,0,0,0.037605,0.014029,0.004482,0.001021,1,0.131772,0.000000,0.602000,0,0,0.000000
167,0,0,0,0,0.023991,0.012464,0.003588,0.000501,1,0.152470,0.000000,0.602000,0,0,0.000000
168,0,0,0,0,0.012098,0.016590,0.003141,0.000411,1,0.161766,0.000000,0.602000,0,0,0.000000
169,0,0,0,0,0.013429,0.025348,0.002775,0.000337,1,0.160383,0.000000,0.602000,0,0,0.000000
170,0,0,0,0,0.031860,0.051468,0.002490,0.000420,1,0.138150,0.000000,0.602000,0,0,0.000000
171,0,0,0,0,0.082813,0.048020,0.002191,0.000401,1,0.101008,0.000000,0.602000,0,0,0.000000
172,0,0,0,0,0.129409,0.015041,0.001993,0.001161,1,0.147431,0.000000,0.756800,0,0,0.000000
173,0,0,0,1,0.139761,0.159713,0.001928,0.000569,1,0.265457,0.000000,0.739600,0,0,0.000000
174,0,0,0,0,0.020156,0.091357,0.002146,0.000526,1,0.248098,0.000000,0.756800,0,0,0.000000
175,0,0,0,0,0.111433,0.031007,0.002402,0.000262,1,0.146854,0.000000,0.756800,0,0,0.000000
176,0,0,0,0,0.083493,0.002992,0.002538,0.000356,1,0.077621,0.000000,0.756800,0,0,0.000000
177,0,0,0,0,0.082947,0.025913,0.002695,0.000537,1,0.059181,0.000000,0.602000,0,0,0.000000
178,0,0,0,0,0.057395,0.022777,0.002813,0.000763,1,0.095223,0.000000,0.602000,0,0,0.000000
179,0,0,0,0,0.037550,0.018068,0.002764,0.000790,1,0.122193,0.000000,0.602000,0,0,0.000000
180,0,0,0,0,0.023266,0.017621,0.002780,0.000710,1,0.135566,0.000000,0.602000,0,0,0.000000
181,0,0,0,0,0.017795,0.022370,0.002931,0.001017,1,0.133894,0.000000,0.602000,0,0,0.000000
182,0,0,0,0,0.033645,0.016521,0.003358,0.009379,1,0.114969,0.000000,0.602000,0,0,0.000000
183,0,0,0,0,0.048093,0.036946,0.011549,0.000698,1,0.097115,0.000000,0.602000,0,0,0.000000
184,0,0,0,0,0.080695,0.038073,0.012185,0.000236,1,0.074336,0.000000,0.602000,0,0,0.000000
185,0,0,0,0,0.116602,0.026147,0.012200,0.000672,1,0.123867,0.000000,0.756800,0,0,0.000000
186,0,0,0,1,0.142558,0.146306,0.011587,0.001861,1,0.243014,0.000000,0.739600,0,0,0.000000
187,0,0,0,0,0.005339,0.093587,0.009726,0.012216,1,0.229079,0.000000,0.756800,0,0,0.000000
188,0,0,0,0,0.097739,0.010606,0.002988,0.000520,1,0.134839,0.000000,0.756800,0,0,0.000000
189,0,0,0,0,0.095678,0.028152,0.003380,0.000473,1,0.056383,0.000000,0.200000,0,0,0.000000
190,0,0,0,0,0.071464,0.013658,0.003758,0.000312,1,0.045971,0.000000,0.602000,0,0,0.000000
191,0,0,0,0,0.058231,0.023882,0.003989,0.000089,1,0.088440,0.000000,0.602000,0,0,0.000000
192,0,0,0,0,0.034437,0.000000,0.004027,0.000000,1,0.117447,0.000000,0.602000,0,0,0.000000
