frame,visual_spike,raw_visual_spike,contact_spike,smoothness_spike,freeze_or_propagate,motion_regime,pre_smooth_translation_jump_m,final_translation_jump_m,visual_spike_threshold_m,velocity_spike_threshold,accel_spike_threshold,se3_velocity_spike,se3_accel_spike,raw_se3_velocity_spike,raw_se3_accel_spike,delta_translation_m,delta_rotation_rad
1,0,0,0,0,optimize,static_hold,0.000000,0.000000,0.100000,0.120000,0.120000,0,0,0,0,0.062967,0.000000
2,0,0,0,0,optimize,short_impact,0.015867,0.041518,0.300000,0.420000,0.340000,0,0,0,0,0.020016,0.000000
3,0,0,0,0,optimize,static_hold,0.004006,0.041593,0.100000,0.120000,0.120000,0,0,0,0,0.047012,0.000000
4,0,0,0,0,optimize,static_hold,0.007064,0.041754,0.100000,0.120000,0.120000,0,0,0,0,0.080308,0.000000
5,0,0,0,0,optimize,low_speed,0.022914,0.041937,0.100000,0.120000,0.120000,0,0,0,0,0.099451,0.000000
6,0,0,0,0,optimize,uniform_motion,0.065008,0.042403,0.180000,0.220000,0.220000,0,0,0,0,0.076790,0.000000
7,0,0,0,0,optimize,free_motion,0.103662,0.048047,0.180000,0.220000,0.220000,0,0,0,0,0.021288,0.000000
8,0,0,0,0,optimize,free_motion,0.129120,0.048982,0.180000,0.220000,0.220000,0,0,0,0,0.059063,0.000000
9,0,0,0,0,optimize,high_speed,0.171864,0.049121,0.300000,0.420000,0.340000,0,0,0,1,0.181772,0.000000
10,0,0,0,0,optimize,short_impact,0.043654,0.047954,0.300000,0.420000,0.340000,0,0,0,1,0.177300,0.000000
11,0,0,0,0,optimize,free_motion,0.107818,0.030325,0.180000,0.220000,0.220000,0,0,0,0,0.099709,0.000000
12,0,0,0,0,optimize,free_motion,0.099696,0.031097,0.180000,0.220000,0.220000,0,0,0,0,0.031590,0.000000
13,0,0,0,0,optimize,uniform_motion,0.078401,0.031168,0.180000,0.220000,0.220000,0,0,0,0,0.016184,0.000000
14,0,0,0,0,optimize,uniform_motion,0.064130,0.030727,0.180000,0.220000,0.220000,0,0,0,0,0.049267,0.000000
15,0,0,0,0,optimize,uniform_motion,0.051526,0.025209,0.180000,0.220000,0.220000,0,0,0,0,0.075353,0.000000
16,0,0,0,0,optimize,low_speed,0.038327,0.006804,0.100000,0.120000,0.120000,0,0,0,0,0.106948,0.000000
17,0,0,0,0,optimize,low_speed,0.018094,0.001086,0.100000,0.120000,0.120000,0,0,0,0,0.124082,0.000000
18,0,0,0,0,optimize,static_hold,0.004825,0.001170,0.100000,0.120000,0.120000,0,0,0,0,0.121598,0.000000
19,0,0,0,0,optimize,low_speed,0.040943,0.023038,0.100000,0.120000,0.120000,0,0,0,0,0.104839,0.000000
20,0,0,0,0,optimize,free_motion,0.121327,0.025586,0.180000,0.220000,0.220000,0,0,0,0,0.014943,0.000000
21,0,0,0,0,optimize,high_speed,0.144277,0.026185,0.300000,0.420000,0.340000,0,0,0,0,0.110626,0.000000
22,0,0,0,0,optimize,sustained_grasp_high_speed,0.157509,0.019930,0.300000,0.420000,0.340000,0,0,0,1,0.248164,0.000000
23,0,0,0,0,optimize,static_hold,0.008716,0.003502,0.100000,0.120000,0.120000,0,0,0,1,0.243248,0.000000
24,0,0,0,0,optimize,sustained_grasp_high_speed,0.137749,0.013654,0.300000,0.420000,0.340000,0,0,0,0,0.119339,0.000000
25,0,0,0,0,optimize,sustained_grasp,0.099043,0.013949,0.180000,0.220000,0.220000,0,0,0,0,0.035377,0.000000
26,0,0,0,0,optimize,sustained_grasp,0.076898,0.014044,0.180000,0.220000,0.220000,0,0,0,0,0.031463,0.000000
27,0,0,0,0,optimize,uniform_motion,0.056784,0.013884,0.180000,0.220000,0.220000,0,0,0,0,0.072841,0.000000
28,0,0,0,0,optimize,low_speed,0.039800,0.013365,0.100000,0.120000,0.120000,0,0,0,0,0.098561,0.000000
29,0,0,0,0,optimize,low_speed,0.020962,0.000850,0.100000,0.120000,0.120000,0,0,0,0,0.118054,0.000000
30,0,0,0,0,optimize,static_hold,0.009827,0.000934,0.100000,0.120000,0.120000,0,0,0,0,0.127777,0.000000
31,0,0,0,0,optimize,static_hold,0.007430,0.001292,0.100000,0.120000,0.120000,0,0,0,0,0.121990,0.000000
32,0,0,0,0,optimize,uniform_motion,0.045514,0.002190,0.180000,0.220000,0.220000,0,0,0,0,0.078592,0.000000
33,0,0,0,0,optimize,uniform_motion,0.074420,0.034287,0.180000,0.220000,0.220000,0,0,0,0,0.042742,0.000000
34,0,0,0,0,optimize,sustained_grasp_high_speed,0.142888,0.036095,0.300000,0.420000,0.340000,0,0,0,0,0.065685,0.000000
35,0,0,0,0,optimize,sustained_grasp_high_speed,0.156294,0.035775,0.300000,0.420000,0.340000,0,0,0,0,0.186140,0.000000
36,0,0,0,0,optimize,sustained_grasp,0.058738,0.003000,0.180000,0.220000,0.220000,0,0,0,1,0.247706,0.000000
37,0,0,0,0,optimize,sustained_grasp,0.115642,0.018257,0.180000,0.220000,0.220000,0,0,0,0,0.151325,0.000000
38,0,0,0,0,optimize,sustained_grasp,0.104072,0.018769,0.180000,0.220000,0.220000,0,0,0,0,0.069062,0.000000
39,0,0,0,0,optimize,uniform_motion,0.087499,0.019184,0.180000,0.220000,0.220000,0,0,0,0,0.020656,0.000000
40,0,0,0,0,optimize,uniform_motion,0.068131,0.019339,0.180000,0.220000,0.220000,0,0,0,0,0.058531,0.000000
41,0,0,0,0,optimize,uniform_motion,0.052391,0.019016,0.180000,0.220000,0.220000,0,0,0,0,0.093558,0.000000
42,0,0,0,0,optimize,low_speed,0.033067,0.017692,0.100000,0.120000,0.120000,0,0,0,0,0.110324,0.000000
43,0,0,0,0,optimize,low_speed,0.019023,0.003569,0.100000,0.120000,0.120000,0,0,0,0,0.130103,0.000000
44,0,0,0,0,optimize,static_hold,0.008263,0.003785,0.100000,0.120000,0.120000,0,0,0,0,0.136221,0.000000
45,0,0,0,0,optimize,low_speed,0.021888,0.004141,0.100000,0.120000,0.120000,0,0,0,0,0.117830,0.000000
46,0,0,0,0,optimize,uniform_motion,0.049998,0.004906,0.180000,0.220000,0.220000,0,0,0,0,0.073390,0.000000
47,0,0,0,0,optimize,uniform_motion,0.088328,0.038643,0.180000,0.220000,0.220000,0,0,0,0,0.032912,0.000000
48,0,0,0,0,optimize,free_motion,0.124520,0.040009,0.180000,0.220000,0.220000,0,0,0,0,0.074341,0.000000
49,0,0,0,0,optimize,high_speed,0.147527,0.040521,0.300000,0.420000,0.340000,0,0,0,0,0.177905,0.000000
50,0,0,0,0,optimize,sustained_grasp,0.081911,0.039582,0.180000,0.220000,0.220000,0,0,0,1,0.220738,0.000000
51,0,0,0,0,optimize,free_motion,0.107401,0.026367,0.180000,0.220000,0.220000,0,0,0,0,0.138013,0.000000
52,0,0,0,0,optimize,sustained_grasp,0.103531,0.026752,0.180000,0.220000,0.220000,0,0,0,0,0.059777,0.000000
53,0,0,0,0,optimize,sustained_grasp,0.087738,0.026875,0.180000,0.220000,0.220000,0,0,0,0,0.020100,0.000000
54,0,0,0,0,optimize,uniform_motion,0.069660,0.026765,0.180000,0.220000,0.220000,0,0,0,0,0.051294,0.000000
