case_name,stage,check_type,pass_gate,repair_action,rerun_stage,allow_continue,residual_reweight,reason
basketball,stage6,vlm_gate,unclear,rerun_stage_with_lower_trust,0,1,0,VLM marked 3 frame/query rows unclear
basketball,stage6,llm_csv:stage_contract,pass,keep_outputs,0,1,0,required artifact exists and no stage-specific CSV audit rule violated
